"R0000100","R0000600","R0175800","R0175900","R0176700","R0176800","R0177600","R0177700","R0178500","R0178600","R0179400","R0179500","R0180300","R0180400","R0181200","R0181300","R0182100","R0182200","R0183000","R0183100","R0183900","R0184000","R0184800","R0184900","R0185700","R0185800","R0186600","R0186700","R0187500","R0187600","R2303100","R2303200","R2303500","R2303600","R2505300","R2505400","R2505700","R2505800"
4724,20,3,4,4,58,5,48,6,18,6,16,2,2,36,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,-2,-2,-4,-4,-4,-4
4725,19,4,48,5,42,7,21,18,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
4726,21,4,48,5,42,6,19,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,56,-2,50,-4,-4,-4,-4
4727,15,5,37,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,44,-4,42,-4,-4,-4,-4,-4
4728,18,4,48,5,47,7,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,31,-4,-4,-4,-4,-4
4729,20,4,58,5,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,22,-4,-4,-4,-4,-4
4730,15,5,33,6,12,6,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,44,-4,46,-4,-4,-4,-4,-4
4731,19,5,53,6,23,6,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,22,-4,-2,-4
4732,16,5,55,6,23,6,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,57,-2,63,-4,-4,-4,-4
4733,19,9,71,1,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,56,-2,48,-4,-4,-4,-4
4734,16,4,48,5,41,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,40,-4,-4,-4,-4,-4
4735,20,4,24,20,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,-4,31,-4,-4,-4,-4,-4
4736,15,5,31,7,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,48,-4,-4,-4,-4,-4
4737,19,9,88,4,54,5,54,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4738,21,1,23,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,35,-4,-4,-4,-4,-4
4739,15,4,55,5,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,64,-2,46,-5,-5,-5,-5
4740,14,4,36,5,38,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,42,-4,41,-4,-4,-4,-4,-4
4741,15,51,35,50,31,36,13,53,8,52,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,62,-2,64,-4,-4,-4,-4
4742,19,4,53,5,51,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,63,-2,60,-4,-4,-4,-4
4743,19,1,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
4744,19,1,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
4745,21,1,31,3,2,6,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,37,-4,-4,-4,-4,-4
4746,16,4,50,5,46,6,24,6,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,-4,32,-4,-4,-4,-4,-4
4747,15,4,50,5,46,6,24,7,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,58,37,-4,-4,-4,-4,-4
4748,18,1,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,-4,46,-4,-4,-4,-4,-4
4749,19,1,26,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,-4,38,-4,-5,-5,-5,-5
4750,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,51,-2,40,-4,-4,-4,-4
4751,18,4,47,5,50,6,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,29,-4,-4,-4,-4,-4
4752,15,37,56,5,41,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,-4,37,-4,-4,-4,-4,-4
4753,20,4,51,5,50,7,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,57,-2,56,-4,-4,-4,-4
4754,19,36,31,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,58,-2,58,-4,-4,-4,-4
4755,16,4,40,5,35,6,13,6,11,6,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,-4,-2,43,-4,-4,-4,-4
4756,15,4,39,5,37,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,41,-4,-4,-4,-4,-4
4757,14,4,37,5,-4,7,12,7,10,6,8,6,6,7,5,7,3,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,42,-4,-4,-4,-4,-4
4758,17,4,55,5,54,6,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,-4,25,-4,-4,-4,-4,-4
4759,20,4,56,5,48,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,23,-4,31,-4,-4,-4,-4,-4
4760,15,4,45,5,35,7,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,53,-2,43,-4,-4,-4,-4
4761,21,4,44,5,47,7,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,51,-2,50,-4,-4,-4,-4
4762,17,4,44,5,47,7,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,-4,32,-4,-4,-4,-4,-4
4763,21,1,24,3,4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,59,-2,63,-4,-4,-4,-4
4764,18,4,45,5,37,6,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,-4,40,-4,-4,-4,-4,-4
4765,15,4,45,5,37,6,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-4,40,-4,-4,-4,-4,-4
4766,18,5,44,6,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,68,-2,52,-4,-4,-4,-4
4767,20,5,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,14,-4,19,-4,-4,-4,-4,-4
4768,19,5,40,7,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,52,-2,50,-5,-5,-5,-5
4769,19,1,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,25,-4,-5,-5,-5,-5
4770,15,4,42,5,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,25,-4,-4,-4,-4,-4
4771,22,1,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,-4,37,-4,-4,-4,-4,-4
4772,21,1,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,63,-2,60,-4,-4,-4,-4
4773,16,4,42,38,32,39,5,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,43,-4,-4,-4,-4,-4
4774,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,70,-2,63,-4,-4,-4,-4
4775,21,1,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,37,-4,-4,-4,-4,-4
4776,16,4,42,5,35,6,13,6,12,7,7,6,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,51,-2,44,-4,-4,-4,-4
4777,18,4,57,5,55,6,24,7,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,29,-4,-4,-4,-4,-4
4778,15,4,44,5,43,6,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,52,-2,51,-4,-4,-4,-4
4779,14,4,48,5,35,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,-4,43,-4,-4,-4,-4,-4
4780,19,1,23,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,52,-2,50,-4,-4,-4,-4
4781,20,1,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,16,-4,22,-4,-4,-4,-4,-4
4782,19,1,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,32,-4,-4,-4,-4,-4
4783,20,9,55,5,45,6,29,7,27,6,25,7,18,7,16,6,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,62,-2,60,-4,-4,-4,-4
4784,18,4,55,5,54,6,29,7,27,6,25,7,20,7,16,6,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,14,-4,13,-4,-4,-4,-4,-4
4785,16,4,55,5,54,6,29,7,27,6,25,7,20,7,18,6,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,-4,-2,61,-4,-4,-4,-4
4786,14,4,55,5,54,6,29,7,27,6,25,7,20,7,18,7,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,-4,25,-4,-4,-4,-4,-4
4787,18,5,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,68,-4,-4,-4,-4
4788,19,4,46,5,43,6,16,7,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,53,-2,51,-4,-4,-4,-4
4789,16,4,46,5,43,6,19,7,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-4,34,-4,-4,-4,-4,-4
4790,14,4,46,5,43,4,19,6,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,33,-4,-4,-4,-4,-4
4791,22,1,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,56,-2,54,-4,-4,-4,-4
4792,15,4,40,5,39,6,14,7,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-2,-4,-2,-4
4793,15,4,38,5,37,4,14,6,12,6,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,41,-4,-4,-4,-4,-4
4794,14,4,38,5,37,6,15,6,12,6,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,42,-4,-4,-4,-4,-4
4795,14,4,38,5,38,6,13,7,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,41,-4,41,-4,-4,-4,-4,-4
4796,16,4,50,5,39,6,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,56,-2,46,-4,-4,-4,-4
4797,15,6,35,5,33,7,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,44,-2,41,-4,-4,-4,-4
4798,18,4,49,5,46,7,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,-4,30,-4,-4,-4,-4,-4
4799,17,4,57,5,58,7,25,18,3,36,36,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,22,-4,21,-4,-4,-4,-4,-4
4800,20,1,21,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,62,-2,58,-4,-4,-4,-4
4801,21,1,20,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4802,17,4,54,5,51,7,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,-4,27,-4,-4,-4,-4,-4
4803,15,4,38,5,36,6,14,7,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,44,-4,42,-4,-4,-4,-4,-4
4804,15,4,35,5,34,6,13,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,44,-4,44,-4,-4,-4,-4,-4
4805,17,4,54,5,50,7,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,-4,28,-4,-4,-4,-4,-4
4806,19,4,54,5,50,6,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,-4,29,-4,-4,-4,-4,-4
4807,21,4,51,5,50,6,18,7,16,6,14,7,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,-4,29,-4,-4,-4,-4,-4
4808,18,4,51,5,50,7,21,7,16,6,14,7,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,59,29,-4,-4,-4,-4,-4
4809,16,4,51,5,50,7,21,6,18,6,14,7,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,-4,26,-4,-4,-4,-4,-4
4810,20,1,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,36,-4,-4,-4,-4,-4
4811,19,5,51,6,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,27,-4,-4,-4,-4,-4
4812,17,4,36,5,33,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,44,-4,46,-4,-4,-4,-4,-4
4813,14,4,37,5,39,7,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,42,-4,40,-4,-4,-4,-4,-4
4814,19,4,69,5,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,77,-2,60,-4,-4,-4,-4
4815,19,4,59,6,15,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,25,-4,-4,-4,-4,-4
4816,15,4,59,7,19,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,-2,-2,-4,-4,-4,-4
4817,22,1,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,60,-2,54,-4,-4,-4,-4
4818,19,4,52,5,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,61,-2,54,-4,-4,-4,-4
4819,20,5,50,7,18,7,14,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,28,-4,-4,-4,-4,-4
4820,18,5,50,7,20,7,14,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,27,-4,-4,-4,-4,-4
4821,14,5,50,7,20,7,18,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,30,-4,-4,-4,-4,-4
4822,21,1,27,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,16,-4,30,-4,-4,-4,-4,-4
4823,17,4,49,5,49,7,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,29,-4,-4,-4,-4,-4
4824,15,4,49,5,49,6,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,31,-4,-4,-4,-4,-4
4825,21,4,47,5,44,7,18,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-4,34,-4,-4,-4,-4,-4
4826,18,4,47,5,44,6,21,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,53,36,-4,-4,-4,-4,-4
4827,19,4,43,5,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,-4,35,-4,-4,-4,-4,-4
4828,17,4,45,5,38,6,16,6,14,6,14,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,53,-2,45,-4,-4,-4,-4
4829,16,4,45,5,38,6,17,6,14,6,14,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-4,40,-4,-4,-4,-4,-4
4830,14,4,45,5,38,6,17,6,17,6,14,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,-4,46,-4,-4,-4,-4,-4
4831,14,4,45,5,38,6,17,6,16,6,14,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-4,40,-4,-4,-4,-4,-4
4832,18,8,90,9,87,4,48,5,43,7,16,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,39,-4,41,-4,-4,-4,-4,-4
4833,16,8,90,9,86,4,48,5,43,6,18,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,56,-2,54,-4,-4,-4,-4
4834,16,37,37,5,40,39,16,39,6,6,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,52,39,-4,-4,-4,-4,-4
4835,16,4,37,38,40,39,16,6,6,39,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4836,21,1,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,52,-2,51,-4,-4,-4,-4
4837,21,1,21,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,54,33,-4,-4,-4,-4,-4
4838,18,5,52,6,28,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,22,-4,26,-4,-4,-4,-4,-4
4839,14,4,35,5,34,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,42,-2,41,-4,-4,-4,-4
4840,16,5,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,25,-4,-4,-4,-4,-4
4841,16,4,38,5,37,7,15,7,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,42,-4,-5,-5,-5,-5
4842,15,4,38,5,37,7,16,7,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,41,-4,-4,-4,-4,-4
4843,14,4,44,5,38,7,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,51,-2,49,-5,-5,-5,-5
4844,14,4,37,5,33,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,43,-2,41,-4,-4,-4,-4
4845,18,4,51,38,31,6,17,6,16,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,55,-2,-2,-4,-4,-4,-4
4846,17,4,15,38,31,6,18,6,16,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,59,-2,40,-4,-4,-4,-4
4847,16,4,51,38,31,6,18,6,17,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,-4,-2,48,-4,-4,-4,-4
4848,17,4,35,5,36,5,15,6,14,7,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,42,-4,43,-4,-4,-4,-4,-4
4849,15,4,35,5,36,7,17,6,14,7,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,44,-2,43,-4,-4,-4,-4
4850,14,4,35,5,36,7,17,7,15,7,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,47,-2,47,-4,-4,-4,-4
4851,18,4,55,5,52,7,24,7,22,7,17,6,14,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,23,-4,26,-4,-4,-4,-4,-4
4852,17,4,55,5,52,7,24,7,22,6,18,6,14,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,64,-2,60,-4,-4,-4,-4
4853,16,5,49,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,29,-4,-4,-4,-4,-4
4854,16,37,36,5,36,6,14,6,12,6,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,42,-4,-4,-4,-4,-4
4855,14,37,36,5,36,6,16,6,12,6,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,41,-4,46,-4,-4,-4,-4,-4
