"R0000100","R0000600","R0175800","R0175900","R0176700","R0176800","R0177600","R0177700","R0178500","R0178600","R0179400","R0179500","R0180300","R0180400","R0181200","R0181300","R0182100","R0182200","R0183000","R0183100","R0183900","R0184000","R0184800","R0184900","R0185700","R0185800","R0186600","R0186700","R0187500","R0187600","R2303100","R2303200","R2303500","R2303600","R2505300","R2505400","R2505700","R2505800"
4856,16,4,46,5,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,36,-4,-4,-4,-4,-4
4857,21,4,48,5,44,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4858,19,4,49,5,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,-2,50,-4,-4,-4,-4
4859,19,4,47,39,39,6,15,6,6,39,18,39,16,39,15,40,13,40,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,-2,-2,-4,-4,-4,-4
4860,15,4,47,5,39,6,19,6,6,6,18,6,16,6,15,7,13,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,56,-2,-2,-4,-4,-4,-4
4861,16,37,47,5,39,39,18,39,15,39,6,6,18,6,15,7,13,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,55,-2,48,-4,-4,-4,-4
4862,15,27,47,5,39,39,19,39,15,39,6,6,18,6,16,7,13,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,37,-4,-4,-4,-4,-4
4863,18,4,43,5,41,7,16,7,14,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,53,-2,50,-4,-4,-4,-4
4864,16,4,43,5,41,7,18,7,14,18,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,53,-2,51,-4,-4,-4,-4
4865,14,4,43,5,41,7,18,7,16,18,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,-4,37,-4,-4,-4,-4,-4
4866,21,37,61,5,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,27,-4,-4,-4,-4,-4
4867,18,36,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,63,-4,-4,-4,-4
4868,21,4,47,5,41,7,19,7,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,36,-4,-4,-4,-4,-4
4869,19,4,47,5,41,6,21,7,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,35,-4,-4,-4,-4,-4
4870,16,4,47,5,41,7,21,7,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,35,-4,-4,-4,-4,-4
4871,17,4,42,5,42,7,15,6,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,-4,37,-4,-4,-4,-4,-4
4872,15,4,41,5,42,7,17,6,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,-4,37,-4,-4,-4,-4,-4
4873,17,4,49,5,43,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,58,-2,54,-4,-4,-4,-4
4874,18,4,58,5,52,6,24,6,21,0,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,21,-4,26,-4,-4,-4,-4,-4
4875,15,4,58,5,52,6,24,6,21,7,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,21,-4,24,-4,-5,-5,-5,-5
4876,18,4,55,5,52,6,27,6,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,-4,27,-4,-4,-4,-4,-4
4877,21,4,47,5,46,7,16,6,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,31,-4,-4,-4,-4,-4
4878,16,4,47,5,46,6,21,6,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,31,-4,-4,-4,-4,-4
4879,21,37,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,18,-4,25,-4,-4,-4,-4,-4
4880,19,4,57,5,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,21,-4,23,-4,-4,-4,-4,-4
4881,21,1,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,54,-2,50,-4,-4,-4,-4
4882,20,1,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,52,-2,50,-4,-4,-4,-4
4883,21,1,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,49,-2,50,-4,-4,-4,-4
4884,20,5,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,9,-4,15,-4,-4,-4,-4,-4
4885,17,4,52,5,48,7,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,60,-2,57,-4,-4,-4,-4
4886,15,4,52,5,48,7,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,60,-2,57,-4,-4,-4,-4
4887,20,4,52,5,52,6,22,6,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,20,-4,-5,-5,-5,-5
4888,18,4,52,5,52,6,22,7,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,61,-2,60,-4,-4,-4,-4
4889,21,1,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,55,-2,53,-4,-4,-4,-4
4890,21,1,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,23,-4,-2,56,-4,-4,-4,-4
4891,18,5,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
4892,18,5,37,7,15,6,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,49,-2,42,-4,-4,-4,-4
4893,15,5,37,6,18,6,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,-2,38,-4,-4,-4,-4
4894,17,4,60,5,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,28,-4,-4,-4,-4,-4
4895,15,4,38,5,36,7,11,7,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,49,-2,47,-4,-4,-4,-4
4896,20,4,52,5,49,6,17,6,16,6,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,-4,29,-4,-4,-4,-4,-4
4897,17,4,52,5,49,6,20,6,16,6,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,-4,-2,58,-4,-4,-4,-4
4898,16,4,52,5,49,6,20,6,17,6,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,-4,28,-4,-4,-4,-4,-4
4899,16,37,35,5,41,7,5,6,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,37,-4,-4,-4,-4,-4
4900,22,4,49,5,45,6,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,35,-4,-4,-4,-4,-4
4901,19,4,49,5,45,6,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,-4,33,-4,-4,-4,-4,-4
4902,20,1,33,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,54,-2,52,-4,-4,-4,-4
4903,20,4,41,5,40,6,16,6,14,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,50,-2,49,-4,-4,-4,-4
4904,16,4,41,5,40,6,20,6,14,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4905,17,4,51,5,48,7,14,6,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,59,-2,55,-4,-4,-4,-4
4906,14,5,51,4,48,6,17,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,60,-2,57,-5,-5,-5,-5
4907,18,4,40,5,38,6,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,-4,39,-4,-4,-4,-4,-4
4908,14,4,40,5,39,6,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,-4,39,-4,-4,-4,-4,-4
4909,19,4,54,5,44,9,73,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,63,-2,53,-4,-4,-4,-4
4910,14,4,38,5,35,7,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,45,-2,40,-4,-4,-4,-4
4911,17,4,45,5,40,7,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,51,-2,47,-4,-4,-4,-4
4912,15,4,59,5,43,6,14,7,12,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,36,-4,-4,-4,-4,-4
4913,14,4,59,5,43,6,15,7,12,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,65,-2,44,-4,-4,-4,-4
4914,19,5,38,6,18,7,14,37,39,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,-2,45,-4,-4,-4,-4
4915,18,5,38,6,19,7,14,37,39,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,42,-4,-4,-4,-4,-4
4916,14,5,38,6,19,6,18,37,39,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,53,-2,42,-4,-4,-4,-4
4917,21,5,42,37,38,7,22,6,17,7,11,7,9,6,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,36,-4,-4,-4,-4,-4
4918,17,5,42,37,38,7,22,6,21,7,11,7,9,6,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,18,-4,35,-4,-4,-4,-4,-4
4919,18,1,26,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,66,36,-4,-4,-4,-4,-4
4920,15,4,66,8,78,5,45,6,23,6,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,52,-4,-4,-4,-4
4921,19,4,55,5,45,19,76,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,22,-4,32,-4,-4,-4,-4,-4
4922,14,4,34,5,36,7,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,41,-2,43,-4,-4,-4,-4
4923,15,4,34,5,33,7,13,6,11,6,9,7,7,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,43,45,-4,-4,-4,-4,-4
4924,20,9,65,5,46,4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,35,-4,-4,-4,-4,-4
4925,18,36,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,18,-4,-4,-4,-4,-4
4926,21,4,47,5,43,7,15,7,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,-4,39,-4,-4,-4,-4,-4
4927,15,9,47,5,43,6,21,7,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,35,-4,-4,-4,-4,-4
4928,19,4,58,5,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,21,-4,-4,-4,-4,-4
4929,18,4,51,5,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,60,-2,62,-4,-4,-4,-4
4930,16,4,51,5,45,7,14,7,13,6,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,-4,34,-4,-4,-4,-4,-4
4931,15,4,57,5,47,7,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,21,-4,31,-4,-4,-4,-4,-4
4932,21,1,23,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,-4,29,-4,-4,-4,-4,-4
4933,18,4,54,5,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,59,-2,56,-4,-4,-4,-4
4934,18,4,65,5,43,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,73,-2,51,-4,-4,-4,-4
4935,21,4,48,5,40,6,24,6,20,6,15,7,11,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,38,-4,-4,-4,-4,-4
4936,20,4,48,5,40,6,24,6,21,6,15,7,11,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,39,-4,-4,-4,-4,-4
4937,15,4,48,5,40,6,24,6,21,6,20,7,11,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,63,-2,58,-4,-4,-4,-4
4938,15,4,44,5,39,6,12,6,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-4,39,-4,-4,-4,-4,-4
4939,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,-4,27,-4,-4,-4,-4,-4
4940,19,4,44,5,44,7,22,6,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-2,-4,-2,-4
4941,15,4,44,5,44,7,22,6,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,54,-2,53,-4,-4,-4,-4
4942,14,4,46,5,41,6,13,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,53,-2,52,-4,-4,-4,-4
4943,18,4,54,5,42,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,-4,37,-4,-4,-4,-4,-4
4944,21,36,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,-4,28,-4,-4,-4,-4,-4
4945,18,4,49,5,50,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,22,-4,22,-4,-4,-4,-4,-4
4946,18,4,60,5,53,7,15,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,67,-2,62,-4,-4,-4,-4
4947,15,4,60,5,53,6,10,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-3,-4,-4,-4,-4,-4
4948,19,1,30,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,41,-4,-5,-5,-5,-5
4949,22,1,21,2,3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,50,-4,-4,-4,-4
4950,21,1,21,2,3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,32,-2,34,-4,-4,-4,-4
4951,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,55,-2,-2,-4,-4,-4,-4
4952,16,4,44,5,39,7,19,6,13,6,12,6,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,36,-4,-4,-4,-4,-4
4953,15,4,44,5,43,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,35,-4,-4,-4,-4,-4
4954,16,4,40,5,39,7,15,7,14,6,9,6,8,7,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,-4,38,-4,-4,-4,-4,-4
4955,15,4,40,5,39,7,16,7,14,6,9,6,8,7,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,50,-2,43,-4,-4,-4,-4
4956,14,4,40,5,39,7,16,7,16,6,9,6,8,7,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,37,-4,-4,-4,-4,-4
4957,16,37,47,5,38,7,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,40,-4,-4,-4,-4,-4
4958,14,37,47,5,38,7,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,-4,40,-4,-4,-4,-4,-4
4959,16,4,40,5,40,7,18,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
4960,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-4,36,-4,-4,-4,-4,-4
4961,16,5,37,7,12,7,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,45,66,-4,-4,-4,-4,-4
4962,14,4,36,5,36,6,13,6,9,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,42,-4,42,-4,-4,-4,-4,-4
4963,16,4,39,5,37,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,47,-2,44,-4,-4,-4,-4
4964,19,34,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,59,-2,-2,-4,-4,-4,-4
4965,14,4,50,5,37,6,19,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,42,-4,-5,-5,-5,-5
4966,20,36,28,36,26,36,4,36,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,38,-4,-4,-4,-4,-4
4967,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,52,-2,50,-4,-4,-4,-4
4968,15,4,42,5,40,7,20,7,20,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,37,-4,-4,-4,-4,-4
4969,17,4,38,5,33,7,16,7,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,41,-4,45,-4,-4,-4,-4,-4
4970,16,4,38,5,33,6,17,7,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
4971,15,4,38,5,33,6,17,7,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,41,-4,45,-4,-4,-4,-4,-4
4972,17,4,48,5,38,7,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,41,-4,-4,-4,-4,-4
4973,18,4,48,5,38,7,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,41,-4,-4,-4,-4,-4
4974,20,3,1,4,43,5,44,6,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,35,-4,-4,-4,-4,-4
4975,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4976,14,4,38,5,35,7,11,7,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,43,-4,-4,-4,-4,-4
4977,18,4,-3,7,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,17,-4,-2,-2,-4,-4,-4,-4
4978,17,4,61,6,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,17,-4,66,-4,-5,-5,-5,-5
4979,14,9,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,40,-4,-4,-4,-4,-4
4980,17,9,51,5,39,7,15,7,11,7,10,6,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,46,-4,-4,-4,-4
4981,15,4,51,5,39,7,17,7,11,7,10,6,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,50,-2,47,-4,-4,-4,-4
4982,18,5,60,6,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,19,-4,22,-4,-4,-4,-4,-4
4983,15,5,60,6,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,19,-4,22,-4,-4,-4,-4,-4
4984,16,4,36,5,37,6,15,6,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,42,-4,41,-4,-4,-4,-4,-4
4985,15,4,36,5,37,7,16,6,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,44,-2,45,-4,-4,-4,-4
4986,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,32,-4,-4,-4,-4,-4
4987,20,4,59,5,48,6,25,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,-4,31,-4,-4,-4,-4,-4
