C0000100,C0000200,C0005700,m_age_ya,m_HGC
225701,2257,1983,20,14
226001,2260,1980,19,14
226002,2260,1983,21,14
226003,2260,1988,26,14
226004,2260,1989,27,14
226201,2262,1972,15,12
226202,2262,1974,16,12
226203,2262,1975,18,12
226204,2262,1977,19,12
226205,2262,1978,20,12
226501,2265,1978,16,14
226502,2265,1983,21,14
226503,2265,1988,26,14
226701,2267,1976,16,10
226702,2267,1977,18,10
226703,2267,1978,19,10
226704,2267,1980,20,10
226705,2267,1981,21,10
226706,2267,1983,23,10
226707,2267,1989,30,10
226708,2267,2000,41,10
226709,2267,2006,47,10
226801,2268,1979,16,12
227001,2270,1988,29,12
227002,2270,1990,30,12
227101,2271,1989,27,12
227102,2271,1993,31,12
227201,2272,1979,18,12
227202,2272,1988,27,12
227401,2274,1985,22,9
227402,2274,1990,27,9
227501,2275,1984,19,12
227502,2275,1989,24,12
227801,2278,1984,24,15
227802,2278,1985,25,15
228001,2280,1998,38,12
228101,2281,1977,20,12
228102,2281,1979,21,12
228103,2281,1984,27,12
228501,2285,1984,27,20
228502,2285,1993,35,20
228601,2286,2004,39,18
228701,2287,1992,31,18
228702,2287,1994,33,18
228703,2287,1996,35,18
228801,2288,1997,32,17
228802,2288,1999,34,17
228901,2289,1989,29,13
229001,2290,1990,27,17
229002,2290,1994,30,17
229201,2292,1994,30,16
229202,2292,1996,32,16
229203,2292,2000,35,16
229401,2294,1989,25,16
229402,2294,1994,30,16
229601,2296,1995,31,20
229602,2296,2001,37,20
229901,2299,1985,28,16
229902,2299,1987,29,16
229903,2299,1987,29,16
230101,2301,1985,25,18
230102,2301,1987,27,18
230801,2308,1979,15,7
230802,2308,1986,23,7
231101,2311,1976,18,12
231102,2311,1981,23,12
231103,2311,1987,29,12
231301,2313,1980,19,12
231302,2313,1991,30,12
231501,2315,1978,19,13
231502,2315,1982,23,13
231503,2315,1986,27,13
231701,2317,1987,26,14
231702,2317,1995,34,14
231901,2319,1978,17,10
231902,2319,1984,23,10
231903,2319,1985,24,10
231904,2319,1989,28,10
231905,2319,1993,32,10
231906,2319,2006,45,10
232201,2322,1997,35,12
233301,2333,1989,32,13
233901,2339,1994,35,20
233902,2339,1994,35,20
234001,2340,1979,19,12
234002,2340,1981,21,12
234003,2340,1990,30,12
234201,2342,1980,18,12
234202,2342,1984,22,12
234701,2347,1979,14,11
234702,2347,1980,16,11
234703,2347,1988,23,11
234801,2348,1976,17,10
235501,2355,1982,20,9
235502,2355,1985,23,9
235503,2355,1986,24,9
235701,2357,1977,18,12
235702,2357,1981,22,12
235901,2359,1983,25,15
235902,2359,1984,26,15
235903,2359,1987,29,15
236001,2360,1979,18,17
236002,2360,1983,22,17
236201,2362,1980,20,14
236202,2362,1988,28,14
236203,2362,1991,31,14
236801,2368,1980,22,12
236802,2368,1985,28,12
236901,2369,1989,32,18
237301,2373,1994,35,20
237302,2373,1994,35,20
237401,2374,1977,19,12
237402,2374,1986,27,12
237403,2374,1991,32,12
237404,2374,1992,34,12
237501,2375,1987,26,14
238301,2383,1983,20,12
238801,2388,1988,28,15
238802,2388,1990,30,15
239401,2394,1983,25,12
239402,2394,1986,28,12
239501,2395,1980,19,12
239502,2395,1982,21,12
239503,2395,1988,26,12
239504,2395,1989,28,12
239505,2395,1992,31,12
239601,2396,1981,19,12
239602,2396,1982,20,12
239603,2396,1984,22,12
239604,2396,1986,24,12
239801,2398,1977,18,12
239802,2398,1983,23,12
239803,2398,1990,31,12
239804,2398,1995,35,12
239901,2399,1979,17,14
239902,2399,1989,28,14
239903,2399,1996,35,14
240001,2400,1991,28,11
240002,2400,1992,29,11
240201,2402,1978,19,13
240202,2402,1981,22,13
240203,2402,1987,28,13
240204,2402,1975,16,13
240401,2404,1988,28,18
240402,2404,1992,32,18
240403,2404,1996,36,18
240404,2404,1999,39,18
240501,2405,1981,21,16
240701,2407,1980,21,14
240702,2407,1985,26,14
240801,2408,1980,20,12
240802,2408,1985,25,12
240803,2408,1987,27,12
240804,2408,1994,33,12
240901,2409,1983,21,12
240902,2409,1986,24,12
241001,2410,1986,25,15
241002,2410,1991,30,15
241101,2411,1990,27,13
241102,2411,1995,32,13
241201,2412,1986,22,12
241202,2412,1988,24,12
241203,2412,1993,30,12
241204,2412,1998,34,12
241401,2414,1986,23,13
241601,2416,1988,31,12
241602,2416,1991,34,12
241603,2416,1993,36,12
241801,2418,1985,25,12
242001,2420,1984,20,10
242002,2420,1993,29,10
242401,2424,1992,29,12
242601,2426,1988,25,14
243001,2430,1973,15,10
243002,2430,1976,18,10
243301,2433,1990,27,14
243302,2433,2002,38,14
243401,2434,1976,17,12
243402,2434,1979,21,12
243501,2435,1988,25,13
243601,2436,1981,22,13
243602,2436,1986,26,13
243701,2437,1991,30,14
244101,2441,1982,19,12
244102,2441,1984,21,12
244103,2441,1986,23,12
244201,2442,1985,27,18
244202,2442,1992,34,18
244401,2444,1993,28,16
244402,2444,1994,29,16
244403,2444,1994,29,16
244404,2444,1999,34,16
244701,2447,1978,19,14
244702,2447,1980,21,14
244703,2447,1981,22,14
244704,2447,1983,24,14
244801,2448,1977,16,9
244802,2448,1978,17,9
245001,2450,1978,19,12
245002,2450,1980,20,12
245401,2454,1988,24,13
245402,2454,1990,26,13
245701,2457,1986,25,10
245801,2458,1977,19,12
245802,2458,1979,21,12
245901,2459,1981,20,12
245902,2459,1982,21,12
245903,2459,1988,27,12
246201,2462,1985,26,11
246202,2462,1986,27,11
247101,2471,1985,20,12
247401,2474,1976,18,18
247402,2474,1981,23,18
247801,2478,1984,23,12
247802,2478,1986,26,12
248001,2480,1982,17,12
248002,2480,1985,20,12
248201,2482,1976,15,12
248202,2482,1977,16,12
248203,2482,1983,22,12
248204,2482,1987,26,12
248301,2483,1981,24,12
248302,2483,1994,36,12
248401,2484,1984,21,13
248402,2484,1996,32,13
248403,2484,1997,34,13
248404,2484,2002,39,13
248501,2485,1983,18,11
248801,2488,1975,18,11
248802,2488,1977,20,11
248803,2488,1979,22,11
248804,2488,1981,24,11
249201,2492,1988,24,13
249202,2492,1990,26,13
249203,2492,1992,28,13
249204,2492,1995,31,13
249205,2492,1999,35,13
249601,2496,1977,20,16
249901,2499,1979,19,9
249902,2499,1982,22,9
250001,2500,1982,18,12
250101,2501,1985,28,12
250301,2503,1999,34,16
250501,2505,1976,18,15
250502,2505,1985,27,15
250701,2507,1984,26,16
250702,2507,1988,30,16
251001,2510,1990,26,14
251002,2510,1994,30,14
251003,2510,1998,34,14
251101,2511,1994,33,12
251401,2514,1983,24,17
251402,2514,1988,29,17
251501,2515,1986,23,16
251502,2515,1988,26,16
251503,2515,1992,30,16
251901,2519,1979,18,12
252101,2521,1987,24,12
252102,2521,1992,29,12
252301,2523,1977,18,14
252302,2523,1980,21,14
252303,2523,1983,24,14
252501,2525,1975,15,12
252502,2525,1977,17,12
252503,2525,1979,20,12
252801,2528,1977,15,12
252802,2528,1985,23,12
252901,2529,1987,25,13
252902,2529,1991,29,13
253001,2530,1990,26,12
253002,2530,1996,32,12
253101,2531,1981,21,13
253102,2531,1988,28,13
253103,2531,1989,29,13
253104,2531,1990,31,13
253301,2533,1992,29,16
253601,2536,1977,16,16
253602,2536,1978,17,16
253603,2536,1979,18,16
253604,2536,1981,20,16
253801,2538,1986,25,12
253802,2538,1988,28,12
253803,2538,1993,33,12
254201,2542,1986,24,13
254202,2542,1991,29,13
254401,2544,1985,26,16
254402,2544,1989,29,16
254901,2549,1986,27,18
254902,2549,1990,30,18
254903,2549,1996,37,18
255101,2551,1989,27,16
255201,2552,1989,26,16
255202,2552,1995,32,16
255401,2554,1985,21,12
255801,2558,1995,33,20
255802,2558,1997,35,20
255803,2558,2000,38,20
255901,2559,1981,17,14
255902,2559,1983,18,14
255903,2559,1986,22,14
256001,2560,1983,22,12
256002,2560,1985,24,12
256003,2560,1987,25,12
256401,2564,1983,22,12
256402,2564,1984,23,12
256403,2564,1987,26,12
256404,2564,1988,27,12
256501,2565,1987,29,16
256502,2565,1989,31,16
256503,2565,1992,34,16
256601,2566,1986,25,14
256701,2567,1992,30,16
256901,2569,1984,25,19
256902,2569,1986,27,19
256903,2569,2001,42,19
257001,2570,1982,20,16
257002,2570,1987,25,16
257301,2573,1983,24,20
257701,2577,1981,20,12
257702,2577,1982,21,12
258001,2580,1988,27,12
258501,2585,2000,41,13
258801,2588,1989,28,20
259101,2591,1981,18,12
259201,2592,1981,18,12
259601,2596,1977,17,10
259901,2599,1982,25,12
259902,2599,1984,26,12
259903,2599,1986,28,12
260501,2605,1985,25,14
260601,2606,1987,27,16
260602,2606,1989,29,16
260701,2607,1989,29,16
260702,2607,1991,31,16
260801,2608,1989,25,12
261501,2615,1985,21,12
261502,2615,1988,23,12
261503,2615,1989,25,12
261504,2615,1998,34,12
262301,2623,1980,20,12
262601,2626,1994,33,20
262602,2626,1997,35,20
262701,2627,1996,31,14
262702,2627,2000,36,14
262901,2629,1977,16,12
263501,2635,1984,26,12
263601,2636,1997,38,18
263801,2638,1986,23,16
264001,2640,1976,16,11
264002,2640,1979,20,11
264501,2645,1980,17,20
264502,2645,1985,22,20
264601,2646,1986,28,20
264801,2648,1986,23,18
264802,2648,1993,30,18
265101,2651,1981,18,11
265102,2651,1998,35,11
265103,2651,1999,36,11
265201,2652,1988,23,12
265202,2652,1992,27,12
265401,2654,1984,23,12
265402,2654,1986,25,12
265403,2654,1992,31,12
265501,2655,1988,24,11
265502,2655,1989,25,11
265503,2655,1990,26,11
265504,2655,1992,27,11
265505,2655,1993,28,11
265506,2655,1996,31,11
265507,2655,1998,33,11
265901,2659,1982,17,12
265902,2659,1988,23,12
266201,2662,1981,19,12
266202,2662,1983,21,12
266203,2662,1985,23,12
266301,2663,1980,17,8
266302,2663,1982,18,8
266303,2663,1983,20,8
266304,2663,1987,23,8
266305,2663,1991,27,8
266306,2663,1994,30,8
266307,2663,1996,32,8
266308,2663,1999,35,8
266309,2663,2000,36,8
266401,2664,1977,18,9
266901,2669,1986,27,13
266902,2669,1991,31,13
267001,2670,1981,22,12
267002,2670,1987,27,12
267201,2672,1979,20,12
267202,2672,1984,25,12
267501,2675,1980,18,7
267502,2675,1983,20,7
267503,2675,1993,30,7
267504,2675,1996,33,7
267701,2677,1986,23,95
267702,2677,1990,27,95
267901,2679,1980,19,11
267902,2679,1981,20,11
267903,2679,1985,24,11
267904,2679,1987,26,11
267905,2679,1988,27,11
267906,2679,1991,30,11
268001,2680,1990,29,17
268002,2680,1992,31,17
268101,2681,1985,23,11
268102,2681,1992,29,11
268103,2681,1996,34,11
268104,2681,1999,37,11
268301,2683,1979,18,11
268302,2683,1983,23,11
268303,2683,1985,24,11
268304,2683,1994,34,11
268305,2683,1997,37,11
268901,2689,1989,30,12
268902,2689,1991,31,12
269001,2690,1981,18,12
269002,2690,1987,25,12
269003,2690,1992,30,12
269101,2691,1986,23,16
269102,2691,1989,25,16
269201,2692,1980,20,12
269202,2692,1985,24,12
269203,2692,2003,43,12
269801,2698,1981,23,6
269901,2699,1982,23,12
269902,2699,1997,37,12
270001,2700,1989,28,12
270002,2700,1992,32,12
270101,2701,2001,38,16
270401,2704,1988,29,19
270501,2705,1979,16,10
270502,2705,1982,19,10
270503,2705,1999,36,10
270601,2706,1991,29,12
270602,2706,1993,31,12
270901,2709,1983,20,10
271001,2710,1983,19,12
271002,2710,1988,24,12
271003,2710,2004,39,12
271201,2712,1987,28,16
271202,2712,1990,31,16
271203,2712,1991,32,16
272001,2720,1975,16,11
272002,2720,1977,18,11
272003,2720,1981,21,11
272201,2722,1981,19,12
272301,2723,1993,32,18
272302,2723,1993,32,18
272701,2727,1997,34,14
272901,2729,1978,17,12
272902,2729,1981,20,12
272903,2729,1996,36,12
273101,2731,1988,25,16
273102,2731,1991,28,16
273501,2735,1984,23,14
273601,2736,1980,16,14
273701,2737,1980,19,14
273702,2737,1983,22,14
273703,2737,1987,26,14
273901,2739,1992,29,16
273902,2739,1995,32,16
274001,2740,1990,26,16
274002,2740,1998,34,16
274201,2742,1977,20,13
274202,2742,1986,29,13
274301,2743,1981,19,14
274302,2743,1990,28,14
274401,2744,1986,29,14
274601,2746,1976,16,13
274602,2746,1982,22,13
274801,2748,1982,24,12
274802,2748,1985,28,12
275201,2752,1974,17,12
275202,2752,1977,20,12
275203,2752,1982,25,12
275301,2753,1979,21,12
275302,2753,1983,25,12
275601,2756,1989,28,16
275602,2756,1994,33,16
275701,2757,1975,17,9
275702,2757,1983,25,9
275703,2757,1994,36,9
275801,2758,1982,17,11
275802,2758,1987,22,11
276901,2769,1981,19,12
276902,2769,1983,20,12
276903,2769,1989,26,12
277001,2770,1984,24,16
277002,2770,1991,31,16
277003,2770,1991,31,16
277101,2771,1981,20,16
277102,2771,1987,26,16
277103,2771,1989,28,16
277501,2775,1980,19,13
277502,2775,1988,28,13
277503,2775,1996,35,13
277801,2778,1979,18,9
277802,2778,1992,31,9
277803,2778,1994,33,9
278101,2781,1980,20,12
278102,2781,1982,23,12
278103,2781,1985,26,12
278401,2784,1985,22,12
278501,2785,1980,19,12
278901,2789,1978,18,12
278902,2789,1986,26,12
278903,2789,1988,28,12
279001,2790,1985,26,14
279002,2790,1985,26,14
279201,2792,1979,20,12
279202,2792,1982,24,12
279203,2792,1986,28,12
279501,2795,1978,16,12
279502,2795,1979,18,12
279503,2795,1981,19,12
279504,2795,1984,23,12
279601,2796,1975,16,10
279602,2796,1976,17,10
279603,2796,1979,20,10
279604,2796,1981,22,10
280401,2804,1990,27,16
280402,2804,1993,31,16
280801,2808,1983,18,12
280802,2808,1994,29,12
280803,2808,1998,34,12
280901,2809,1980,19,17
280902,2809,1983,23,17
281001,2810,1996,34,12
281401,2814,1987,25,18
281402,2814,1990,28,18
281701,2817,1980,16,12
281702,2817,1981,17,12
281703,2817,1984,20,12
281801,2818,1986,22,14
281802,2818,1991,26,14
281901,2819,1979,20,12
281902,2819,1982,23,12
282201,2822,1973,15,9
282202,2822,1982,25,9
282301,2823,1984,23,19
282302,2823,1987,26,19
282601,2826,1989,29,12
282602,2826,1990,30,12
282603,2826,1992,32,12
282801,2828,1979,18,11
282802,2828,1981,20,11
282803,2828,1982,21,11
282901,2829,1988,25,12
282902,2829,1989,26,12
283401,2834,1978,20,13
283402,2834,1980,22,13
283403,2834,1999,41,13
283501,2835,1984,25,12
283502,2835,1987,28,12
284101,2841,1982,24,14
284102,2841,1985,26,14
284103,2841,1987,29,14
285001,2850,1997,34,18
285002,2850,1999,36,18
285501,2855,1984,20,14
285502,2855,1986,22,14
285503,2855,1991,27,14
286401,2864,1997,39,12
286901,2869,1995,35,17
287701,2877,1991,32,14
287702,2877,1996,37,14
287801,2878,1974,16,6
287802,2878,1978,19,6
287803,2878,1981,22,6
287804,2878,1983,25,6
287805,2878,1989,30,6
287806,2878,1991,32,6
287901,2879,1984,26,12
287902,2879,1991,33,12
288001,2880,1985,25,12
288002,2880,1991,31,12
288301,2883,1989,29,12
288302,2883,1994,34,12
288303,2883,1997,37,12
288501,2885,1984,25,11
288502,2885,1986,28,11
288503,2885,1993,34,11
288601,2886,1976,17,13
288602,2886,1976,17,13
288603,2886,1978,18,13
288701,2887,1991,32,12
288901,2889,2003,39,16
288902,2889,2004,41,16
289201,2892,1994,30,20
289202,2892,1997,32,20
289203,2892,2000,36,20
289401,2894,1997,35,16
289402,2894,1998,36,16
289403,2894,2003,41,16
290001,2900,1990,29,18
290002,2900,1992,31,18
290201,2902,1990,31,20
290202,2902,1995,36,20
290801,2908,1988,30,16
290802,2908,1990,32,16
290803,2908,1996,38,16
290901,2909,1986,25,18
290902,2909,1989,29,18
291001,2910,2005,41,18
291002,2910,2007,42,18
291101,2911,1980,19,14
291102,2911,1987,26,14
291103,2911,1991,30,14
291104,2911,1993,32,14
291801,2918,1986,28,12
291802,2918,1988,30,12
291901,2919,1996,36,12
292601,2926,1987,28,17
292602,2926,1989,30,17
292603,2926,1992,34,17
292604,2926,1995,36,17
292801,2928,1990,27,16
292802,2928,1992,29,16
293001,2930,1988,28,16
293401,2934,1987,25,13
293402,2934,1988,26,13
293403,2934,1991,29,13
293501,2935,1996,36,16
293502,2935,1997,38,16
293601,2936,1990,31,18
293801,2938,1993,31,13
294301,2943,1995,31,16
294302,2943,1997,32,16
294303,2943,2000,36,16
294601,2946,1993,29,16
294602,2946,1996,32,16
294801,2948,1981,24,16
294802,2948,1983,26,16
294803,2948,1985,28,16
294804,2948,1991,34,16
294901,2949,1986,27,16
294902,2949,1987,28,16
294903,2949,1989,31,16
294904,2949,1995,37,16
295201,2952,1990,27,16
295501,2955,1996,36,16
295502,2955,1998,38,16
295901,2959,1996,33,20
295902,2959,1998,35,20
295903,2959,2002,39,20
296101,2961,1985,27,19
296102,2961,1987,28,19
296103,2961,1998,40,19
296401,2964,1995,34,16
296402,2964,2003,42,16
296901,2969,1982,21,15
297001,2970,1980,23,12
297002,2970,1982,24,12
297003,2970,1983,26,12
297801,2978,1984,25,12
297802,2978,1988,29,12
297901,2979,1991,29,14
297902,2979,1994,32,14
297903,2979,1999,37,14
298301,2983,1991,26,14
298302,2983,1996,31,14
299001,2990,1994,31,12
299002,2990,1997,35,12
299301,2993,1985,22,14
299302,2993,1988,25,14
299501,2995,1986,25,12
300401,3004,1975,18,16
300402,3004,1977,20,16
300403,3004,1985,27,16
300404,3004,1989,31,16
300701,3007,1983,19,12
301001,3010,1990,32,14
301101,3011,1989,28,18
301102,3011,1992,31,18
301201,3012,1992,35,12
301301,3013,1988,24,14
301302,3013,1991,27,14
301303,3013,1994,30,14
301304,3013,2014,50,14
301401,3014,1988,25,10
302001,3020,1991,28,12
302101,3021,1975,17,12
302102,3021,1977,19,12
302103,3021,1991,32,12
302104,3021,1998,39,12
302301,3023,1989,28,12
302302,3023,1992,31,12
302501,3025,1982,23,14
302502,3025,1984,24,14
302701,3027,1976,17,12
302702,3027,1981,22,12
302703,3027,1987,28,12
302704,3027,1991,31,12
303501,3035,1980,16,12
303502,3035,1990,27,12
303503,3035,1992,28,12
303504,3035,1993,29,12
303505,3035,1997,33,12
303601,3036,1978,21,12
303602,3036,1980,22,12
303801,3038,1981,22,10
303802,3038,1982,23,10
303803,3038,1988,29,10
304101,3041,1975,16,14
304102,3041,1979,21,14
304103,3041,1988,29,14
304104,3041,1990,31,14
304201,3042,1986,25,12
304301,3043,1987,23,12
304302,3043,1999,35,12
304501,3045,1976,15,9
304502,3045,1978,16,9
304503,3045,1981,20,9
304504,3045,1986,25,9
304601,3046,1974,16,12
304602,3046,1975,16,12
304603,3046,1978,20,12
304604,3046,1980,21,12
304605,3046,1985,27,12
304701,3047,1977,17,13
304702,3047,1978,18,13
304801,3048,1987,24,15
304802,3048,1990,28,15
304901,3049,1990,25,12
304902,3049,1994,29,12
305101,3051,1979,16,11
305102,3051,1980,18,11
305103,3051,1997,34,11
305301,3053,1978,20,12
305401,3054,1988,28,12
305402,3054,1990,30,12
305403,3054,1991,31,12
305701,3057,1976,18,12
305702,3057,1981,23,12
305801,3058,1977,16,16
305802,3058,1980,19,16
305803,3058,1982,21,16
305804,3058,1987,26,16
305805,3058,1991,30,16
306101,3061,1992,34,16
306601,3066,1979,22,12
306602,3066,1985,28,12
306801,3068,1976,19,16
306802,3068,1981,23,16
306901,3069,1982,23,18
306902,3069,1987,27,18
307301,3073,1994,33,12
307302,3073,1999,38,12
307401,3074,1985,23,12
307402,3074,1989,28,12
307403,3074,1993,32,12
307501,3075,1980,23,12
307801,3078,1983,21,16
307802,3078,1987,26,16
307901,3079,1985,26,13
308001,3080,1989,27,14
308101,3081,1985,21,12
308501,3085,1996,33,16
309301,3093,1984,27,12
309302,3093,1987,30,12
309501,3095,1976,18,12
309502,3095,1979,21,12
309601,3096,1983,24,13
309602,3096,1986,27,13
309801,3098,1986,26,12
309802,3098,1991,30,12
309901,3099,1993,30,16
309902,3099,1997,34,16
310101,3101,1983,21,15
310102,3101,1984,22,15
310103,3101,1987,25,15
310501,3105,1980,17,12
310502,3105,1988,25,12
310601,3106,2001,37,19
310701,3107,1988,24,15
310702,3107,2003,39,15
310801,3108,1982,22,12
310802,3108,1985,24,12
310803,3108,1992,31,12
310901,3109,1997,36,19
311101,3111,1985,24,20
311102,3111,1989,28,20
311301,3113,1980,20,12
311302,3113,1982,22,12
311501,3115,1998,35,14
311701,3117,1991,31,14
311702,3117,1996,36,14
311801,3118,1995,31,14
311802,3118,1999,35,14
311901,3119,1999,40,12
312001,3120,1995,32,15
312002,3120,1996,34,15
312101,3121,1981,21,12
312102,3121,1984,24,12
312103,3121,1990,29,12
312201,3122,1986,24,13
312202,3122,1993,31,13
312901,3129,1990,27,14
312902,3129,1994,31,14
313001,3130,1992,32,19
313002,3130,1994,34,19
313501,3135,1984,22,12
313502,3135,1987,26,12
314501,3145,1992,31,16
314502,3145,1994,33,16
315001,3150,1994,36,16
315002,3150,1994,36,16
315101,3151,1985,23,12
315102,3151,1985,23,12
315103,3151,1990,28,12
315401,3154,1988,29,18
315402,3154,1990,31,18
315403,3154,1993,34,18
315404,3154,1996,37,18
315501,3155,1988,24,14
315502,3155,1991,27,14
315503,3155,1993,29,14
315601,3156,1993,31,19
315602,3156,1997,35,19
316201,3162,1990,26,16
316202,3162,1993,30,16
316301,3163,1980,22,13
316302,3163,1983,25,13
316303,3163,1987,29,13
316401,3164,1983,24,12
316402,3164,1986,27,12
316501,3165,1995,32,12
316502,3165,1997,34,12
316503,3165,1999,36,12
317601,3176,1983,25,12
317602,3176,1985,27,12
317801,3178,1982,20,12
317802,3178,1994,32,12
317901,3179,1990,32,16
318201,3182,1993,33,16
318202,3182,2001,41,16
318203,3182,2006,46,16
318801,3188,1984,23,12
318802,3188,1988,27,12
319001,3190,1982,17,14
319002,3190,1988,24,14
319003,3190,1994,30,14
319004,3190,1997,33,14
319005,3190,2000,35,14
319006,3190,2004,39,14
319701,3197,1983,22,12
319702,3197,1984,23,12
319801,3198,1980,23,19
319802,3198,1981,24,19
320101,3201,1982,19,16
320102,3201,1987,23,16
320103,3201,1991,27,16
320401,3204,1988,24,12
320402,3204,1994,29,12
320601,3206,1993,30,16
321201,3212,1979,19,13
321701,3217,1989,27,16
322101,3221,1988,23,17
322102,3221,1990,25,17
322201,3222,1985,25,16
322501,3225,1985,22,14
322502,3225,1987,24,14
322503,3225,1989,27,14
322504,3225,1990,28,14
322505,3225,1997,35,14
323301,3233,1988,30,12
323601,3236,2000,35,12
323701,3237,1981,21,14
324201,3242,1988,26,14
324202,3242,1991,29,14
324301,3243,1984,26,17
324302,3243,1986,28,17
324303,3243,1989,31,17
324401,3244,1991,27,18
324402,3244,1994,31,18
324501,3245,1998,35,12
324801,3248,1988,25,12
324802,3248,1991,28,12
325001,3250,1984,23,14
325002,3250,1986,25,14
325003,3250,1991,30,14
325004,3250,1993,32,14
325201,3252,1981,19,12
325202,3252,1989,27,12
325301,3253,1990,26,12
325401,3254,1990,26,12
325402,3254,1995,30,12
325901,3259,1977,14,10
325902,3259,1981,18,10
325903,3259,1982,19,10
325904,3259,1983,20,10
326001,3260,1977,15,8
326002,3260,1979,17,8
326801,3268,1984,20,11
326802,3268,1986,22,11
326803,3268,1987,23,11
326804,3268,1988,24,11
326805,3268,1989,25,11
326806,3268,1991,26,11
326807,3268,1992,27,11
326808,3268,1996,31,11
326901,3269,1985,27,14
327301,3273,1982,22,12
327302,3273,1985,25,12
327303,3273,2003,43,12
327801,3278,1992,33,20
328001,3280,1998,35,14
328002,3280,2000,36,14
328003,3280,2002,38,14
328601,3286,1985,27,20
328602,3286,1988,30,20
328603,3286,1994,36,20
328701,3287,1982,19,14
328702,3287,1997,33,14
328703,3287,1998,35,14
328704,3287,2000,36,14
328801,3288,1981,18,9
328802,3288,1983,19,9
329101,3291,1994,29,16
329102,3291,1997,32,16
329201,3292,1993,34,15
329301,3293,1980,22,12
329302,3293,1984,26,12
329801,3298,1976,17,8
329901,3299,1998,40,15
329902,3299,1999,41,15
330301,3303,1982,23,16
330302,3303,1984,25,16
330303,3303,1987,29,16
330401,3304,1993,32,13
330601,3306,1980,17,12
330602,3306,1982,18,12
330901,3309,1993,32,17
331201,3312,1981,20,16
331501,3315,1973,15,18
331502,3315,1975,18,18
331503,3315,1977,19,18
331504,3315,1979,22,18
331505,3315,1982,24,18
331506,3315,1983,25,18
331601,3316,1975,14,20
331602,3316,1980,20,20
331603,3316,1982,22,20
331604,3316,1988,28,20
331605,3316,1986,25,20
331701,3317,1977,16,15
331702,3317,1979,18,15
331703,3317,1980,19,15
331704,3317,1982,21,15
331705,3317,1983,22,15
332001,3320,1982,19,8
332002,3320,1983,21,8
332003,3320,1989,26,8
332101,3321,1983,18,10
332102,3321,1984,19,10
332201,3322,1992,33,14
332501,3325,1979,20,14
333801,3338,1993,33,16
333901,3339,1986,24,12
333902,3339,1990,28,12
333903,3339,1993,31,12
334101,3341,1998,36,20
334201,3342,1991,31,18
334501,3345,1997,37,13
334701,3347,1983,26,12
334702,3347,1986,28,12
334801,3348,1977,17,12
334802,3348,1981,21,12
334803,3348,1984,24,12
334804,3348,1985,25,12
334805,3348,1989,29,12
334806,3348,1992,32,12
335001,3350,1993,29,14
335002,3350,1996,33,14
335201,3352,1993,30,16
335202,3352,1994,32,16
335203,3352,2000,37,16
335501,3355,1985,25,15
335502,3355,1987,28,15
335503,3355,1990,30,15
335801,3358,1989,31,16
335802,3358,1992,34,16
336001,3360,1993,28,19
336002,3360,1999,35,19
336201,3362,1981,23,12
336301,3363,1988,24,12
336302,3363,1990,26,12
336401,3364,1992,32,14
336402,3364,1994,34,14
336501,3365,1991,26,15
336502,3365,1992,28,15
336503,3365,1994,29,15
336504,3365,1996,31,15
336901,3369,1988,29,16
336902,3369,1991,32,16
337001,3370,1994,30,18
337002,3370,1997,32,18
337003,3370,2001,37,18
337101,3371,1982,17,12
337102,3371,1983,18,12
337103,3371,1985,21,12
337104,3371,1989,25,12
337105,3371,1996,31,12
337301,3373,1985,25,12
337302,3373,1987,27,12
337701,3377,1992,29,18
338301,3383,1989,28,15
338401,3384,1987,24,14
338601,3386,1991,27,14
338701,3387,1983,24,16
338702,3387,1983,24,16
338703,3387,1992,33,16
339301,3393,1997,32,18
339302,3393,2000,35,18
339701,3397,1986,22,12
339702,3397,1988,24,12
339703,3397,1989,25,12
340201,3402,1996,34,16
340202,3402,1999,37,16
340203,3402,2002,40,16
340701,3407,1982,25,16
340702,3407,1984,27,16
340801,3408,1980,20,12
340802,3408,1986,26,12
340803,3408,1987,27,12
340804,3408,1989,29,12
341101,3411,1990,25,15
341102,3411,1994,29,15
341201,3412,1983,23,12
341202,3412,1984,24,12
341301,3413,1980,22,12
341302,3413,1983,25,12
341601,3416,2001,39,13
341801,3418,1994,29,12
342101,3421,1981,19,14
342102,3421,1986,24,14
342201,3422,1998,35,18
342202,3422,2000,37,18
342301,3423,1991,30,16
342302,3423,1991,30,16
342303,3423,1992,31,16
342304,3423,1998,37,16
342401,3424,1986,27,14
342402,3424,1989,30,14
342601,3426,1990,27,16
342602,3426,1992,29,16
342603,3426,1995,32,16
342801,3428,1985,27,19
342802,3428,1987,30,19
342803,3428,1993,36,19
342901,3429,1983,25,16
342902,3429,1983,25,16
342903,3429,1986,29,16
342904,3429,1991,33,16
343001,3430,1985,24,16
343002,3430,1987,26,16
343003,3430,1989,29,16
343004,3430,1991,31,16
343005,3430,1993,33,16
343006,3430,1994,34,16
343007,3430,1998,38,16
343008,3430,2001,41,16
343201,3432,1992,32,13
343202,3432,1994,34,13
343203,3432,1997,37,13
343301,3433,1984,26,16
343302,3433,1986,28,16
343303,3433,1988,30,16
343401,3434,1994,35,16
343501,3435,1978,21,4
343502,3435,1990,33,4
343601,3436,1983,23,6
343602,3436,1987,27,6
