code,birthyear,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,44,45,48,49
28701,1981,3272.632448,,9851.90512,,9482.821291,,2791.40815,,,,18295.20782,,,,,,,,20460.52964,,,,,,,,,
28702,1991,20328.00869,,24234.94129,,7488.263394,,,,,,,,,,,,,,,,,,,,,,,
28801,1979,,,62834.54299,,16009.34582,,4741.410645,,12282.19586,,12620.02268,,,,33928.91781,,,,38639.97518,,,,37528.51031,,,,,
28802,1986,,5024.53467,,11568.35412,,40656.01738,,36837.11076,,39313.38282,,68999.95567,,,,68233.65512,,,,,,,,,,,,
28803,1993,,,9360.329243,,13799.99113,,26687.64736,,23028.8586,,,,,,,,,,,,,,,,,,,
28804,1999,10675.05894,,14926.11206,,,,,,,,,,,,,,,,,,,,,,,,,
28805,2000,,22175.93791,,,,,,,,,,,,,,,,,,,,,,,,,,
28806,2000,,12793.81033,,,,,,,,,,,,,,,,,,,,,,,,,,
28901,1981,,,23398.27466,,44450.7248,,42429.40388,,50480.0907,,,,,,60842.14008,,,,71167.05962,,,,,,,,,
28902,1985,17780.28992,,20098.13868,,23136.70824,,30492.01303,,36837.11076,,43057.51452,,,,32025.17683,,,,,,,,,,,,,
29001,1979,2716.920361,,11781.47681,,16009.34582,,,,31263.77128,,,,,,31020.72485,,,,32199.97931,,,,30705.1448,,,,,
29002,1983,9851.90512,,23707.05323,,20098.13868,,15249.19407,,,,31020.72485,,,,30359.9805,,,,45204.79651,,,,,,,,,
29201,1990,,1016.400434,,3877.590607,,31825.11943,,55199.96454,,75615.00084,,102350.4827,,,,,,,,,,,,,,,,
29301,1985,1778.028992,,1674.84489,,7887.514172,,2541.001086,,33928.91781,,46801.64621,,,,53375.29471,,,,,,,,,,,,,
29302,1988,,,,,,,,,,59799.96158,,,,,,,,,,,,,,,,,,
29401,1983,,,7112.115968,,7815.942821,,42066.74225,,10164.00434,,46531.08728,,,,140840.8695,,,,174335.283,,,,,,,,,
29701,1978,,33961.50452,,65452.64895,,61574.407,,206606.9689,,184312.2139,,125270.5518,,,,,,,,,,,,,,,,
