"C0000100","C0000200","Y1211300"
372901,3729,1
372902,3729,2
372903,3729,3
372904,3729,3
372905,3729,2
373401,3734,8
373402,3734,6
373403,3734,8
373501,3735,3
373502,3735,2
373503,3735,3
373504,3735,8
373601,3736,6
373602,3736,3
373701,3737,6
373702,3737,8
373703,3737,2
373801,3738,6
373901,3739,5
373902,3739,10
374001,3740,3
374002,3740,2
374101,3741,10
374401,3744,3
374601,3746,10
374602,3746,10
374603,3746,8
375201,3752,6
375301,3753,10
375302,3753,9
375303,3753,10
375304,3753,8
375601,3756,8
375801,3758,-7
375901,3759,7
375902,3759,5
375903,3759,7
376801,3768,3
376802,3768,3
376901,3769,2
376902,3769,3
376903,3769,4
377001,3770,8
377002,3770,8
377101,3771,3
377102,3771,6
377103,3771,8
377104,3771,6
377201,3772,6
377202,3772,6
377203,3772,-7
377301,3773,-7
377302,3773,-7
377303,3773,-7
377401,3774,2
377402,3774,7
377901,3779,8
377902,3779,7
377903,3779,8
377904,3779,8
378101,3781,8
378102,3781,8
378301,3783,10
378302,3783,10
378401,3784,7
378402,3784,2
378601,3786,6
378602,3786,8
378701,3787,5
378702,3787,6
378703,3787,7
378704,3787,3
379001,3790,-7
379002,3790,2
379101,3791,7
379102,3791,7
379103,3791,6
379301,3793,7
379302,3793,7
379401,3794,-7
379402,3794,14
379403,3794,8
379701,3797,7
379801,3798,10
379802,3798,10
379803,3798,10
379804,3798,10
379805,3798,8
379901,3799,6
379902,3799,6
380001,3800,10
380002,3800,8
380201,3802,9
380401,3804,8
380402,3804,10
380601,3806,8
380602,3806,10
380901,3809,2
381201,3812,6
381301,3813,-7
381302,3813,-7
381303,3813,8
381304,3813,8
381401,3814,8
381701,3817,8
381901,3819,6
381902,3819,6
381903,3819,3
381904,3819,6
382101,3821,6
382102,3821,5
382301,3823,7
382302,3823,6
382401,3824,6
382402,3824,3
382403,3824,7
382601,3826,-7
383201,3832,6
383501,3835,-7
383601,3836,3
383602,3836,8
383701,3837,10
383702,3837,3
383703,3837,3
383901,3839,-7
383902,3839,6
383903,3839,3
384201,3842,-7
384202,3842,8
384203,3842,3
384301,3843,-7
384302,3843,-7
384601,3846,2
384602,3846,6
384901,3849,6
385101,3851,3
385102,3851,3
385301,3853,14
385302,3853,11
385901,3859,6
386401,3864,-7
387601,3876,6
387701,3877,11
387702,3877,14
387703,3877,8
387901,3879,6
387902,3879,8
388901,3889,6
388902,3889,6
389301,3893,-7
389302,3893,-7
389901,3899,8
389902,3899,7
389903,3899,7
389904,3899,8
390601,3906,6
390602,3906,3
390801,3908,8
390802,3908,8
391301,3913,8
391302,3913,6
391401,3914,6
391402,3914,6
391501,3915,8
391502,3915,6
391503,3915,2
391801,3918,8
391802,3918,6
391901,3919,6
391902,3919,6
391903,3919,7
392101,3921,8
392102,3921,6
392103,3921,6
392201,3922,14
392301,3923,10
392302,3923,8
392303,3923,8
392304,3923,7
392401,3924,6
392402,3924,6
392701,3927,7
392801,3928,3
392901,3929,3
392902,3929,6
393101,3931,6
393102,3931,2
393103,3931,3
393104,3931,3
393105,3931,2
393401,3934,3
393501,3935,6
393502,3935,3
393601,3936,6
393602,3936,7
394001,3940,-7
394401,3944,2
394402,3944,7
394501,3945,-7
394502,3945,-7
394801,3948,2
394802,3948,6
394803,3948,3
394804,3948,2
395201,3952,6
395202,3952,10
395301,3953,3
395302,3953,3
395303,3953,8
395304,3953,8
396001,3960,3
396201,3962,7
396202,3962,3
396203,3962,5
396204,3962,7
396401,3964,10
396402,3964,8
396901,3969,6
396902,3969,6
397001,3970,8
397002,3970,6
397003,3970,3
397201,3972,8
397202,3972,6
397203,3972,5
397501,3975,3
397502,3975,2
397503,3975,6
397504,3975,6
397701,3977,3
397702,3977,-7
397801,3978,5
398201,3982,1
398202,3982,6
398203,3982,3
398204,3982,3
398301,3983,-7
398302,3983,-7
398601,3986,2
398602,3986,3
398801,3988,8
398802,3988,3
399101,3991,6
399102,3991,3
399201,3992,-7
399301,3993,3
399302,3993,5
399303,3993,1
399501,3995,3
399502,3995,8
399503,3995,8
399601,3996,2
399602,3996,6
399801,3998,1
400101,4001,6
400102,4001,6
400201,4002,7
400202,4002,6
400301,4003,6
400302,4003,-7
400501,4005,4
400502,4005,6
400503,4005,6
400701,4007,8
400702,4007,8
401201,4012,2
401202,4012,4
401501,4015,7
401502,4015,6
401503,4015,6
401601,4016,8
401602,4016,2
401901,4019,12
401902,4019,8
402101,4021,3
402301,4023,6
402302,4023,3
402401,4024,6
402402,4024,8
402403,4024,3
402601,4026,-7
402602,4026,-7
402603,4026,-7
402701,4027,-7
402702,4027,-7
402703,4027,-7
402704,4027,-7
402801,4028,6
402802,4028,2
402803,4028,1
403301,4033,10
403302,4033,7
403501,4035,2
403502,4035,5
403701,4037,3
403801,4038,3
403802,4038,6
404001,4040,-7
404002,4040,-7
404101,4041,6
404102,4041,3
404103,4041,6
404501,4045,7
404502,4045,3
404503,4045,4
404901,4049,5
404902,4049,6
404903,4049,6
404904,4049,8
405001,4050,8
405002,4050,3
405003,4050,6
405101,4051,6
405102,4051,6
405103,4051,3
405701,4057,8
405702,4057,7
405703,4057,8
406001,4060,6
406002,4060,8
406501,4065,12
406502,4065,6
406503,4065,2
406601,4066,7
406602,4066,8
407101,4071,3
407401,4074,-7
407402,4074,-7
407403,4074,-7
407701,4077,6
407702,4077,3
407703,4077,2
407801,4078,3
407901,4079,9
407902,4079,3
408001,4080,6
408002,4080,-7
408301,4083,-7
408401,4084,7
408402,4084,3
408403,4084,5
408501,4085,6
408901,4089,3
408902,4089,2
408903,4089,3
409201,4092,6
409401,4094,8
409402,4094,3
409501,4095,8
409502,4095,10
409503,4095,3
409901,4099,3
410301,4103,3
410302,4103,4
410501,4105,3
410502,4105,3
410801,4108,8
410802,4108,-7
410901,4109,10
410902,4109,7
411001,4110,3
411002,4110,2
411201,4112,-7
411202,4112,-7
411203,4112,-7
411501,4115,-7
411502,4115,-7
412001,4120,6
412002,4120,7
412101,4121,2
412102,4121,3
412103,4121,3
412301,4123,6
412302,4123,6
412303,4123,3
413201,4132,6
413202,4132,3
413203,4132,7
413204,4132,6
413301,4133,7
413302,4133,10
413303,4133,6
413601,4136,7
413602,4136,2
413603,4136,3
414201,4142,8
414501,4145,3
414801,4148,6
414802,4148,7
414803,4148,3
414901,4149,8
414902,4149,8
415001,4150,3
415101,4151,6
415102,4151,6
415301,4153,9
415302,4153,8
415303,4153,1
415401,4154,-7
415402,4154,-7
415403,4154,-7
415701,4157,-7
415702,4157,-7
415703,4157,-7
415704,4157,-7
416201,4162,-7
416202,4162,-7
416301,4163,3
416701,4167,2
416702,4167,2
416901,4169,2
417001,4170,8
417002,4170,8
417003,4170,8
417501,4175,-7
417502,4175,-7
417601,4176,3
417602,4176,7
417701,4177,1
417801,4178,2
417802,4178,3
417803,4178,3
417901,4179,10
417902,4179,6
417903,4179,7
418001,4180,9
418002,4180,8
418003,4180,7
418004,4180,2
418201,4182,10
418202,4182,7
418401,4184,3
418402,4184,2
418403,4184,2
418404,4184,-7
418501,4185,6
418502,4185,6
418601,4186,8
418602,4186,8
418701,4187,7
418702,4187,7
419001,4190,-7
419002,4190,-7
419201,4192,8
419202,4192,-7
419401,4194,2
419402,4194,7
419403,4194,6
419501,4195,7
419502,4195,7
419503,4195,7
419701,4197,3
419702,4197,2
419703,4197,3
419801,4198,3
419901,4199,8
419902,4199,-7
419903,4199,2
419904,4199,5
419905,4199,1
420001,4200,3
420002,4200,10
420301,4203,6
420302,4203,8
420303,4203,7
420304,4203,7
420305,4203,7
420601,4206,6
420602,4206,7
420801,4208,8
421001,4210,7
421002,4210,7
421201,4212,7
421202,4212,6
421203,4212,5
421204,4212,6
421205,4212,3
421401,4214,7
421402,4214,6
421501,4215,2
421801,4218,6
421802,4218,2
421901,4219,6
422001,4220,6
422002,4220,6
422003,4220,6
422301,4223,8
422302,4223,6
422401,4224,8
422402,4224,8
422701,4227,8
422702,4227,8
422801,4228,6
423101,4231,7
423102,4231,3
423103,4231,6
423104,4231,3
423201,4232,6
423202,4232,-7
423203,4232,7
423204,4232,2
423601,4236,8
423602,4236,7
424601,4246,4
424602,4246,7
424603,4246,3
424901,4249,6
424902,4249,5
425001,4250,6
425002,4250,6
425201,4252,7
425202,4252,7
425401,4254,8
425402,4254,7
425403,4254,8
425601,4256,8
425602,4256,14
426201,4262,3
426202,4262,2
426203,4262,3
426204,4262,3
426501,4265,-7
426801,4268,6
427001,4270,6
427002,4270,2
427003,4270,2
427201,4272,8
427202,4272,3
427401,4274,3
427402,4274,6
427403,4274,3
427501,4275,3
427502,4275,8
427701,4277,2
427702,4277,5
427703,4277,2
428001,4280,6
428002,4280,8
428101,4281,2
428201,4282,8
428202,4282,6
428203,4282,7
428301,4283,8
428302,4283,-7
428303,4283,-7
428304,4283,-7
428401,4284,2
428402,4284,2
428601,4286,-7
428602,4286,3
428603,4286,-7
429001,4290,6
429002,4290,6
429101,4291,3
429201,4292,8
429401,4294,8
429402,4294,8
429501,4295,7
429502,4295,5
429503,4295,3
429601,4296,3
429602,4296,3
430001,4300,2
430401,4304,6
430501,4305,6
430502,4305,8
430601,4306,6
430602,4306,8
430801,4308,3
431001,4310,2
431002,4310,6
431003,4310,7
431901,4319,2
432001,4320,6
432301,4323,3
432302,4323,2
432303,4323,6
432304,4323,7
432501,4325,3
432502,4325,8
432601,4326,8
432602,4326,8
433701,4337,7
433702,4337,8
433901,4339,8
433902,4339,6
434101,4341,3
434501,4345,7
434601,4346,5
434602,4346,8
434603,4346,6
435201,4352,8
435202,4352,7
435401,4354,8
435402,4354,14
435403,4354,6
436601,4366,2
436602,4366,5
436701,4367,3
436702,4367,6
436703,4367,5
436801,4368,2
436802,4368,5
437101,4371,7
437102,4371,2
437201,4372,8
437301,4373,6
437501,4375,3
437601,4376,8
437602,4376,3
437801,4378,8
437802,4378,8
437803,4378,8
437804,4378,6
437901,4379,8
437902,4379,5
438101,4381,5
438102,4381,3
438301,4383,8
438302,4383,3
438601,4386,6
438602,4386,5
438603,4386,6
439101,4391,3
439102,4391,3
439103,4391,-7
439104,4391,7
439105,4391,3
439201,4392,-7
439601,4396,6
439602,4396,4
440001,4400,6
440002,4400,6
440401,4404,6
440402,4404,5
441101,4411,2
441102,4411,2
441601,4416,6
441602,4416,2
441603,4416,2
441604,4416,3
441605,4416,6
441606,4416,2
441701,4417,3
441702,4417,5
441703,4417,2
441704,4417,2
442301,4423,6
442401,4424,6
442801,4428,8
442802,4428,10
442803,4428,8
443101,4431,-7
443102,4431,-7
443401,4434,-7
443402,4434,-7
443701,4437,6
443702,4437,3
443801,4438,8
443802,4438,2
443901,4439,8
443902,4439,7
444001,4440,-7
444101,4441,-7
444102,4441,-7
444501,4445,7
444502,4445,2
444503,4445,3
444701,4447,8
444702,4447,3
444703,4447,8
445001,4450,6
445002,4450,7
445101,4451,8
445102,4451,7
445501,4455,1
445601,4456,-7
445602,4456,-7
445701,4457,-7
445702,4457,-7
445801,4458,6
446301,4463,2
446302,4463,-7
446303,4463,2
446401,4464,10
446501,4465,6
446502,4465,5
446503,4465,3
446901,4469,3
447301,4473,5
447302,4473,6
447303,4473,3
447304,4473,3
447401,4474,3
447402,4474,5
447501,4475,-7
447502,4475,-7
447503,4475,-7
447601,4476,6
447801,4478,3
447901,4479,8
447902,4479,8
448101,4481,8
448102,4481,8
448103,4481,7
448201,4482,3
448301,4483,2
448302,4483,6
448303,4483,2
448304,4483,2
448305,4483,2
448306,4483,2
448307,4483,2
448501,4485,2
448502,4485,6
448701,4487,3
448702,4487,3
448801,4488,2
448802,4488,1
448803,4488,1
449001,4490,3
449002,4490,3
449003,4490,3
449401,4494,8
449402,4494,8
449501,4495,7
449502,4495,6
449601,4496,7
449602,4496,5
449901,4499,-7
449902,4499,7
449903,4499,3
449904,4499,5
450501,4505,-7
450502,4505,-7
450503,4505,-7
450504,4505,-7
450505,4505,-7
450601,4506,6
450602,4506,7
452201,4522,3
452202,4522,-7
452301,4523,8
452302,4523,8
452501,4525,13
452601,4526,4
452602,4526,6
452701,4527,-7
452801,4528,8
453301,4533,8
453302,4533,-7
453401,4534,10
453402,4534,10
453601,4536,6
453602,4536,3
453603,4536,3
453604,4536,8
453605,4536,2
453701,4537,2
453702,4537,2
453703,4537,3
453704,4537,3
453705,4537,3
453801,4538,3
453802,4538,6
453901,4539,8
453902,4539,8
453903,4539,8
454101,4541,5
454102,4541,3
454301,4543,2
454302,4543,3
454401,4544,10
454402,4544,3
454403,4544,3
454404,4544,2
454601,4546,8
455101,4551,-7
455102,4551,8
455103,4551,8
455301,4553,3
455302,4553,-7
455303,4553,-7
455304,4553,-7
455401,4554,-7
455701,4557,2
455702,4557,2
455703,4557,2
456101,4561,6
456102,4561,-7
456401,4564,-7
456402,4564,-7
456501,4565,6
456502,4565,6
457001,4570,6
457002,4570,3
457003,4570,3
457101,4571,10
457102,4571,8
457801,4578,2
457802,4578,3
458001,4580,2
458101,4581,8
458102,4581,2
458201,4582,2
458202,4582,6
458401,4584,7
458402,4584,7
458403,4584,2
458501,4585,3
458801,4588,2
458901,4589,3
458902,4589,3
459001,4590,6
459002,4590,6
459201,4592,8
459202,4592,10
459301,4593,7
459401,4594,2
459402,4594,3
459801,4598,-7
460001,4600,2
460002,4600,2
460201,4602,8
460202,4602,8
461301,4613,3
461302,4613,2
461401,4614,6
461402,4614,2
461801,4618,5
461802,4618,3
462201,4622,-7
462202,4622,5
462501,4625,8
462502,4625,8
463101,4631,7
463102,4631,7
463103,4631,2
463104,4631,-7
463201,4632,8
463202,4632,6
463701,4637,6
463702,4637,6
463703,4637,7
463801,4638,3
463802,4638,3
463803,4638,3
463804,4638,3
464101,4641,7
464102,4641,7
464103,4641,3
464501,4645,6
464502,4645,3
465001,4650,12
465002,4650,8
465101,4651,7
465102,4651,6
465301,4653,6
465701,4657,3
465702,4657,3
465703,4657,6
465801,4658,-7
465802,4658,-7
465901,4659,-7
466001,4660,-7
466002,4660,-7
466201,4662,7
466202,4662,7
466203,4662,2
466301,4663,6
466401,4664,1
466402,4664,3
466501,4665,-7
467001,4670,8
467002,4670,3
467003,4670,6
467201,4672,8
467401,4674,-7
467501,4675,-7
467901,4679,-7
467902,4679,-7
468201,4682,-7
468202,4682,-7
468301,4683,10
468302,4683,8
468303,4683,8
468401,4684,8
468402,4684,9
468901,4689,8
468902,4689,10
469001,4690,12
469002,4690,10
469003,4690,8
469004,4690,7
469101,4691,2
469102,4691,1
469201,4692,10
469202,4692,8
469203,4692,6
469401,4694,-7
469402,4694,-7
469601,4696,2
470001,4700,10
470002,4700,10
470301,4703,6
470302,4703,8
470501,4705,8
470502,4705,6
470601,4706,3
470602,4706,-7
470603,4706,2
470801,4708,3
471101,4711,2
471102,4711,6
471103,4711,3
471301,4713,3
471302,4713,8
471401,4714,3
471402,4714,6
471403,4714,3
471701,4717,7
471702,4717,10
472301,4723,14
472302,4723,12
472303,4723,8
472401,4724,7
472402,4724,3
472601,4726,3
472602,4726,7
472603,4726,3
472604,4726,3
472701,4727,6
472702,4727,-7
472801,4728,-7
472802,4728,-7
472803,4728,-7
472804,4728,-7
473001,4730,1
473002,4730,3
473003,4730,2
473301,4733,3
473302,4733,3
473303,4733,2
473401,4734,6
473402,4734,3
473403,4734,6
473404,4734,6
473501,4735,2
473502,4735,3
473503,4735,7
474101,4741,2
474102,4741,6
474103,4741,2
474401,4744,-7
474402,4744,-7
474403,4744,6
474501,4745,6
474502,4745,3
474503,4745,4
474601,4746,7
474602,4746,3
474603,4746,6
474604,4746,7
474901,4749,-7
474902,4749,-7
475301,4753,10
475302,4753,13
475401,4754,8
475701,4757,14
475702,4757,8
475703,4757,10
475704,4757,9
475705,4757,8
475706,4757,6
476301,4763,7
476302,4763,3
476601,4766,8
476801,4768,6
476802,4768,3
476803,4768,2
476804,4768,5
476901,4769,2
476902,4769,-7
476903,4769,7
476904,4769,8
477201,4772,8
477401,4774,7
477402,4774,3
477701,4777,-7
477702,4777,5
478001,4780,8
478002,4780,2
478301,4783,6
478302,4783,3
478401,4784,6
478402,4784,2
478403,4784,4
478501,4785,6
478502,4785,3
478701,4787,2
478702,4787,7
479001,4790,3
479002,4790,7
479003,4790,5
479004,4790,-7
479201,4792,-7
479601,4796,8
479602,4796,8
479701,4797,-7
479702,4797,-7
479801,4798,8
480101,4801,-7
480102,4801,3
480103,4801,6
480201,4802,10
480202,4802,5
480301,4803,3
480302,4803,7
480401,4804,8
480402,4804,8
480901,4809,6
481001,4810,-7
481002,4810,6
481003,4810,5
481501,4815,12
481502,4815,8
481701,4817,-7
481702,4817,-7
481703,4817,-7
481704,4817,10
481901,4819,10
481902,4819,8
482001,4820,6
482002,4820,3
482101,4821,8
482102,4821,8
482601,4826,8
482602,4826,8
483301,4833,-7
483701,4837,7
483702,4837,7
483801,4838,6
483802,4838,2
483901,4839,6
483902,4839,7
484201,4842,7
484202,4842,7
484203,4842,10
484204,4842,8
484801,4848,10
484802,4848,6
484901,4849,2
484902,4849,6
485201,4852,8
485202,4852,6
485203,4852,3
486301,4863,7
486302,4863,7
486303,4863,10
486401,4864,9
486501,4865,8
486502,4865,6
486701,4867,6
486901,4869,8
486902,4869,8
487001,4870,8
487002,4870,5
487101,4871,6
487102,4871,8
487103,4871,9
487104,4871,6
487301,4873,8
487302,4873,8
487303,4873,6
487401,4874,8
487402,4874,8
487601,4876,8
487602,4876,6
487801,4878,2
488001,4880,12
488002,4880,8
488201,4882,8
488202,4882,8
488501,4885,-7
488502,4885,8
488503,4885,10
488504,4885,8
488505,4885,3
488601,4886,2
488701,4887,-7
488702,4887,-7
488703,4887,-7
489301,4893,6
489302,4893,2
489303,4893,2
489901,4899,3
489902,4899,3
490601,4906,7
490602,4906,6
490901,4909,8
490902,4909,-7
491001,4910,8
491002,4910,4
491601,4916,3
491602,4916,-7
491603,4916,-7
491901,4919,10
491902,4919,7
491903,4919,3
492001,4920,8
492002,4920,6
492003,4920,7
492201,4922,2
492202,4922,6
492501,4925,8
492502,4925,8
492503,4925,4
492701,4927,6
492702,4927,8
492703,4927,6
492801,4928,-7
492802,4928,-7
492901,4929,-7
493001,4930,7
493002,4930,5
493003,4930,7
493101,4931,6
493301,4933,7
493302,4933,8
493401,4934,6
493402,4934,2
493801,4938,8
493802,4938,3
494301,4943,3
494701,4947,2
494702,4947,2
494703,4947,3
494704,4947,2
494801,4948,3
494802,4948,6
495001,4950,5
495002,4950,2
495003,4950,2
495004,4950,2
495101,4951,-7
495102,4951,-7
495201,4952,6
495202,4952,6
495301,4953,7
495302,4953,2
495303,4953,-7
495304,4953,6
495401,4954,8
495402,4954,10
495403,4954,8
495404,4954,6
495501,4955,6
495502,4955,8
495601,4956,3
495602,4956,6
495603,4956,8
495701,4957,5
495702,4957,6
495801,4958,6
495901,4959,-7
495902,4959,-7
496201,4962,6
496202,4962,10
496203,4962,6
497101,4971,3
497201,4972,8
497202,4972,11
497203,4972,10
497301,4973,-7
497302,4973,6
497303,4973,8
497304,4973,7
497305,4973,7
497401,4974,6
497402,4974,10
497403,4974,6
497404,4974,3
497601,4976,8
497602,4976,12
497801,4978,2
497802,4978,7
498101,4981,8
498102,4981,6
498103,4981,6
498401,4984,6
498402,4984,7
498701,4987,8
498801,4988,2
498901,4989,6
498902,4989,8
499001,4990,8
499002,4990,8
499003,4990,6
499101,4991,8
499102,4991,8
499103,4991,6
499201,4992,-7
499202,4992,8
499301,4993,-7
499302,4993,-7
499401,4994,-7
499501,4995,-7
499502,4995,-7
499701,4997,6
499702,4997,3
499703,4997,3
499901,4999,8
499902,4999,8
499903,4999,10
500101,5001,3
500102,5001,8
500103,5001,6
500201,5002,8
500202,5002,8
500203,5002,8
500801,5008,-7
500901,5009,8
501401,5014,3
501402,5014,1
501501,5015,6
501502,5015,3
501601,5016,2
501901,5019,10
501902,5019,13
502301,5023,10
502302,5023,6
502601,5026,8
502602,5026,8
502801,5028,9
502802,5028,10
503201,5032,10
503501,5035,6
503502,5035,8
503701,5037,7
504101,5041,8
504102,5041,8
504401,5044,7
504501,5045,2
504502,5045,6
504503,5045,7
504701,5047,-7
504702,5047,-7
504703,5047,-7
504901,5049,6
504902,5049,3
504903,5049,6
505001,5050,-7
505002,5050,7
505201,5052,6
505202,5052,8
505701,5057,-7
505702,5057,-7
505901,5059,3
505902,5059,3
506101,5061,7
506102,5061,7
506103,5061,-7
506104,5061,-7
506301,5063,6
506302,5063,7
506303,5063,3
506401,5064,6
506402,5064,2
506403,5064,3
506404,5064,6
506501,5065,-7
506502,5065,-7
506601,5066,7
506602,5066,2
506901,5069,7
506902,5069,5
507101,5071,1
507102,5071,1
507401,5074,6
508101,5081,-7
508102,5081,-7
508103,5081,-7
508401,5084,7
508501,5085,3
508502,5085,2
508801,5088,3
508802,5088,7
508901,5089,6
508902,5089,7
508903,5089,2
509001,5090,7
509002,5090,3
509101,5091,8
509102,5091,8
509601,5096,6
509602,5096,6
509603,5096,7
509801,5098,7
509802,5098,9
509803,5098,2
509901,5099,8
509902,5099,3
510001,5100,10
510002,5100,8
510301,5103,7
510302,5103,6
510401,5104,2
510402,5104,-7
510403,5104,-7
510501,5105,7
510502,5105,3
510503,5105,-7
510701,5107,10
510702,5107,10
510703,5107,14
510801,5108,10
510802,5108,8
511001,5110,3
511101,5111,-7
511102,5111,-7
511301,5113,3
511302,5113,6
511401,5114,10
511402,5114,8
511403,5114,7
511404,5114,8
511501,5115,5
511502,5115,7
511503,5115,7
511701,5117,2
511702,5117,2
511703,5117,6
511901,5119,6
512001,5120,-7
512002,5120,-7
512101,5121,6
512102,5121,6
512103,5121,6
512301,5123,7
512302,5123,7
512501,5125,10
512502,5125,3
512503,5125,14
512504,5125,8
512701,5127,6
513101,5131,2
513102,5131,8
513401,5134,6
513402,5134,4
513403,5134,3
513404,5134,3
513405,5134,3
513501,5135,1
513502,5135,2
513503,5135,2
513504,5135,5
513801,5138,6
514201,5142,6
514202,5142,2
514301,5143,10
514302,5143,10
514303,5143,6
514801,5148,-7
514802,5148,5
515101,5151,7
515102,5151,8
515201,5152,8
515202,5152,6
515203,5152,6
515301,5153,7
515401,5154,-7
515701,5157,7
515702,5157,8
516201,5162,8
516202,5162,8
516301,5163,8
516302,5163,6
516401,5164,8
516402,5164,7
516403,5164,6
517101,5171,-7
517601,5176,2
517602,5176,-7
517901,5179,6
518001,5180,5
518002,5180,7
518003,5180,5
518901,5189,7
518902,5189,6
519101,5191,3
519102,5191,3
519301,5193,3
519501,5195,6
519502,5195,6
519503,5195,3
519504,5195,7
519801,5198,3
519802,5198,3
519803,5198,5
519901,5199,3
519902,5199,5
520001,5200,-7
520002,5200,-7
520101,5201,-7
520801,5208,2
520802,5208,3
520803,5208,8
520901,5209,7
520902,5209,7
521201,5212,8
521202,5212,10
521401,5214,3
521402,5214,8
521601,5216,2
521602,5216,2
521603,5216,3
521604,5216,3
521901,5219,6
521902,5219,3
521903,5219,7
522401,5224,3
522402,5224,10
522403,5224,6
522501,5225,8
523101,5231,7
523102,5231,7
523201,5232,3
523202,5232,5
523203,5232,3
523301,5233,3
523302,5233,3
523601,5236,6
523602,5236,8
524001,5240,8
524002,5240,-7
524601,5246,8
524701,5247,7
524702,5247,6
525501,5255,5
525601,5256,3
525602,5256,7
525801,5258,8
525802,5258,6
525901,5259,3
526101,5261,5
526102,5261,3
526401,5264,8
526402,5264,9
526501,5265,7
526801,5268,7
527101,5271,6
527102,5271,6
527103,5271,6
527201,5272,7
527202,5272,7
527203,5272,7
527204,5272,7
527301,5273,3
527302,5273,7
527303,5273,8
527601,5276,3
527701,5277,2
527702,5277,2
528001,5280,2
528002,5280,5
528003,5280,2
528301,5283,-7
528302,5283,6
528303,5283,3
528304,5283,6
528501,5285,2
528502,5285,3
528601,5286,2
528602,5286,3
528603,5286,3
528604,5286,2
528801,5288,6
528802,5288,3
528901,5289,8
528902,5289,8
529001,5290,10
529002,5290,6
529401,5294,6
529402,5294,6
529501,5295,8
529502,5295,8
529503,5295,8
529801,5298,6
529802,5298,5
529803,5298,2
529804,5298,3
529901,5299,10
529902,5299,6
529903,5299,8
529904,5299,2
529905,5299,3
530101,5301,3
530102,5301,7
530501,5305,14
530502,5305,3
530801,5308,6
530802,5308,8
530901,5309,-7
530902,5309,-7
530903,5309,7
531001,5310,8
531002,5310,8
531101,5311,3
531102,5311,6
531103,5311,3
531401,5314,6
531402,5314,6
531403,5314,7
531404,5314,3
531501,5315,7
531502,5315,8
531503,5315,8
531701,5317,8
531702,5317,3
531703,5317,3
531704,5317,3
532501,5325,8
532502,5325,3
532503,5325,6
532601,5326,8
532602,5326,3
532701,5327,7
532702,5327,6
532703,5327,7
532801,5328,7
532802,5328,5
532803,5328,5
533001,5330,10
533002,5330,7
533003,5330,8
533201,5332,6
533202,5332,5
533203,5332,8
533204,5332,8
533205,5332,8
533301,5333,8
533302,5333,6
533303,5333,8
533801,5338,7
533802,5338,3
533803,5338,2
533901,5339,6
533902,5339,3
534101,5341,8
534102,5341,1
534103,5341,8
534901,5349,6
534902,5349,8
534903,5349,6
535301,5353,3
535302,5353,2
535501,5355,11
536001,5360,-7
536002,5360,6
536003,5360,3
536901,5369,7
536902,5369,7
537001,5370,3
537002,5370,5
537201,5372,8
537202,5372,6
537301,5373,14
537302,5373,9
537303,5373,8
537304,5373,8
537401,5374,8
537402,5374,7
537403,5374,6
537601,5376,4
537602,5376,6
537801,5378,2
537802,5378,-7
538001,5380,-7
538002,5380,-7
538101,5381,8
538102,5381,8
538501,5385,6
538502,5385,8
538503,5385,8
538504,5385,8
538701,5387,6
538702,5387,6
538703,5387,6
538704,5387,3
538705,5387,2
538801,5388,8
538802,5388,10
538803,5388,-7
538901,5389,10
538902,5389,10
539101,5391,10
539102,5391,8
539103,5391,10
539104,5391,8
539301,5393,2
539701,5397,8
539702,5397,7
539703,5397,8
540601,5406,7
540602,5406,7
540603,5406,5
540604,5406,8
540605,5406,3
540801,5408,6
540802,5408,3
540901,5409,7
540902,5409,2
540903,5409,3
542101,5421,8
542102,5421,12
542103,5421,10
542104,5421,10
542201,5422,10
542202,5422,5
542401,5424,8
542402,5424,12
542501,5425,14
542502,5425,-7
542701,5427,4
542702,5427,8
542703,5427,5
542801,5428,7
542802,5428,6
543401,5434,6
543402,5434,7
543403,5434,-7
543404,5434,7
543405,5434,6
543601,5436,7
543602,5436,3
543603,5436,6
544201,5442,2
544202,5442,2
544501,5445,2
544502,5445,7
545201,5452,3
545202,5452,-7
545203,5452,-7
545301,5453,8
545401,5454,6
545402,5454,3
545501,5455,7
545801,5458,10
545901,5459,1
545902,5459,7
546001,5460,7
546201,5462,6
546202,5462,6
546203,5462,6
546401,5464,7
546501,5465,3
546502,5465,3
546503,5465,3
546504,5465,3
546505,5465,3
546506,5465,3
546601,5466,7
546602,5466,7
546701,5467,3
546702,5467,3
546703,5467,3
546704,5467,3
546705,5467,3
546706,5467,-7
546901,5469,7
546902,5469,2
547201,5472,-7
547301,5473,8
547302,5473,8
547401,5474,3
547402,5474,3
547601,5476,3
547602,5476,2
547701,5477,10
547702,5477,3
547801,5478,6
547802,5478,2
548001,5480,6
548002,5480,2
548301,5483,6
548302,5483,6
548501,5485,10
548601,5486,6
548701,5487,7
548801,5488,5
548802,5488,3
548803,5488,3
549201,5492,3
549202,5492,6
549203,5492,2
549801,5498,8
549802,5498,8
550201,5502,8
550801,5508,8
550802,5508,8
550901,5509,3
550902,5509,5
551101,5511,9
551102,5511,7
551501,5515,3
551801,5518,6
551802,5518,3
552201,5522,8
552202,5522,8
552203,5522,7
552301,5523,-7
552302,5523,-7
552303,5523,-7
552304,5523,-7
552401,5524,-7
552402,5524,6
552403,5524,2
552601,5526,3
552602,5526,3
552801,5528,7
552802,5528,6
