,Unnamed: 0,C0000100,C0000200,C0005700,m_age_ya,m_HGC_ya,dad_distance_ya,HGC_ya,R0000100,dad_age,mom_age,f_HGC,m_HGC,HGC,reside_parent_type,age_stopped_living_w_parent,urban_at_14,rural_at_14,farm_at_14,AFQT,desire_child_#,ever_married,married_age,1st_marry_age,abort_#,foreign_lang_child,female_work_14,male_work_14,mother_work_1978,father_work_1978,#sibling,#sibling_school,cultural_influence,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62,teen_mom,teen_dad,teen_mom_not_teen_dad,teen_dad_not_teen_mom,teen_dad_and_teen_mom
8251,8251,835304,8353,1987,26,3,0,2,8353,30,23,0,5,2,1,18,1,0,0,1.128,2,1,18,18,0,1,1,1,2,1,4,0,0.333333333,,,12702.26214,17726.86807,15876.22206,17458.82914,17815.02137,14495.4364,16515.26399,16217.32879,15915.24975,19190.80308,16595.02079,17589.84942,15020.08674,16010.92823,20202.315,15094.69859,,14309.6686,,13584.60181,,27490.11256,,9236.16105,,,,,,1051.668556,,9147.60391,,,,,,,,6671.911839,,,,0,0,0,0,0
8252,8252,835401,8354,1982,24,5,5,7,8354,28,28,1,1,5,1,18,0,1,0,8.765,1,1,29,29,0,0,0,1,3,1,6,1,0.333333333,8412.750947,3320.776448,,,,,4054.332197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8253,8253,835402,8354,1983,26,5,5,3,8354,28,28,1,1,5,1,18,0,1,0,8.765,1,1,29,29,0,0,0,1,3,1,6,1,0.333333333,8412.750947,3320.776448,,,,,4054.332197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8254,8254,835701,8357,1982,17,6,100,5,8357,32,34,1,1,5,1,18,1,0,0,13.499,3,1,18,18,2,1,0,1,3,1,8,5,0.333333333,,9803.804057,6778.92746,13135.87349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8255,8255,835702,8357,1983,19,6,100,4,8357,32,34,1,1,5,1,18,1,0,0,13.499,3,1,18,18,2,1,0,1,3,1,8,5,0.333333333,,9803.804057,6778.92746,13135.87349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8256,8256,835703,8357,1989,24,6,100,5,8357,32,34,1,1,5,1,18,1,0,0,13.499,3,1,18,18,2,1,0,1,3,1,8,5,0.333333333,,9803.804057,6778.92746,13135.87349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8257,8257,835704,8357,1990,26,6,100,3,8357,32,34,1,1,5,1,18,1,0,0,13.499,3,1,18,18,2,1,0,1,3,1,8,5,0.333333333,,9803.804057,6778.92746,13135.87349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8258,8258,835901,8359,1980,17,4,5,4,8359,38,34,1,1,2,,,1,0,0,,4,1,16,16,0,1,0,0,3,3,8,3,0.666666667,9374.208198,20639.08868,,,13135.87349,22144.89515,20271.66099,29841.09329,28786.20462,35033.93277,39682.70029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8259,8259,835902,8359,1982,18,4,5,2,8359,38,34,1,1,2,,,1,0,0,,4,1,16,16,0,1,0,0,3,3,8,3,0.666666667,9374.208198,20639.08868,,,13135.87349,22144.89515,20271.66099,29841.09329,28786.20462,35033.93277,39682.70029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8260,8260,835903,8359,1985,22,4,5,2,8359,38,34,1,1,2,,,1,0,0,,4,1,16,16,0,1,0,0,3,3,8,3,0.666666667,9374.208198,20639.08868,,,13135.87349,22144.89515,20271.66099,29841.09329,28786.20462,35033.93277,39682.70029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8261,8261,835904,8359,1991,28,4,5,2,8359,38,34,1,1,2,,,1,0,0,,4,1,16,16,0,1,0,0,3,3,8,3,0.666666667,9374.208198,20639.08868,,,13135.87349,22144.89515,20271.66099,29841.09329,28786.20462,35033.93277,39682.70029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8262,8262,835905,8359,1991,28,4,5,2,8359,38,34,1,1,2,,,1,0,0,,4,1,16,16,0,1,0,0,3,3,8,3,0.666666667,9374.208198,20639.08868,,,13135.87349,22144.89515,20271.66099,29841.09329,28786.20462,35033.93277,39682.70029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8263,8263,836201,8362,1983,22,5,0,,8362,21,21,6,6,5,0,17,0,0,1,28.158,2,1,19,19,0,0,0,1,2,1,2,2,1,,7224.730421,10495.21097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
8264,8264,836202,8362,1986,25,5,0,,8362,21,21,6,6,5,0,17,0,0,1,28.158,2,1,19,19,0,0,0,1,2,1,2,2,1,,7224.730421,10495.21097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
8265,8265,836301,8363,1985,25,5,0,,8363,21,20,5,5,5,1,18,0,1,0,84.682,2,1,21,21,0,0,1,1,1,1,0,,0.666666667,9013.661729,1852.225907,,158.1749741,5692.211847,,,795.7624877,3838.160616,,14071.87954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
8266,8266,836302,8363,1986,26,5,0,,8363,21,20,5,5,5,1,18,0,1,0,84.682,2,1,21,21,0,0,1,1,1,1,0,,0.666666667,9013.661729,1852.225907,,158.1749741,5692.211847,,,795.7624877,3838.160616,,14071.87954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
8267,8267,836601,8366,1986,21,5,5,,8366,24,25,4,5,5,,17,1,0,0,6.861,3,1,20,20,1,0,0,,3,1,3,3,,,,,600.9107819,14553.20356,12950.23041,16947.31865,5473.280622,,,,,17516.96639,12312.89459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8268,8268,836602,8366,1988,24,5,5,,8366,24,25,4,5,5,,17,1,0,0,6.861,3,1,20,20,1,0,0,,3,1,3,3,,,,,600.9107819,14553.20356,12950.23041,16947.31865,5473.280622,,,,,17516.96639,12312.89459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8269,8269,836701,8367,1980,19,4,55,1,8367,35,31,,,5,0,,0,1,0,14.09,3,1,36,36,0,1,0,1,1,1,2,2,0.333333333,,,,31547.81605,35721.49964,39570.14847,35024.45855,41728.29146,40721.41858,45611.23722,45756.34304,47977.0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8270,8270,837101,8371,1978,19,4,0,,8371,,,4,4,5,,,0,0,1,50.71,2,1,20,20,0,0,0,1,1,1,3,3,0.666666667,,,,,,863.3486939,4876.308487,875.7248996,,,5968.218658,13433.56216,19176.46846,3517.969884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8271,8271,837102,8371,1981,22,4,0,,8371,,,4,4,5,,,0,0,1,50.71,2,1,20,20,0,0,0,1,1,1,3,3,0.666666667,,,,,,863.3486939,4876.308487,875.7248996,,,5968.218658,13433.56216,19176.46846,3517.969884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8272,8272,837301,8373,1977,19,4,100,,8373,27,24,5,,5,1,18,0,1,0,32.104,3,1,20,20,0,0,1,1,,1,3,2,0,,,4198.084389,11149.41354,,,25814.47678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8273,8273,837302,8373,1981,22,4,0,,8373,27,24,5,,5,1,18,0,1,0,32.104,3,1,20,20,0,0,1,1,,1,3,2,0,,,4198.084389,11149.41354,,,25814.47678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8274,8274,837303,8373,1988,29,4,0,,8373,27,24,5,,5,1,18,0,1,0,32.104,3,1,20,20,0,0,1,1,,1,3,2,0,,,4198.084389,11149.41354,,,25814.47678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8275,8275,837401,8374,1987,24,6,0,4,8374,40,40,1,1,6,3,5,1,0,0,43.846,3,1,22,22,0,1,1,1,2,1,5,1,0.666666667,,1527.64755,1016.839119,1751.449799,1656.144292,4054.332197,,7676.321232,17516.96639,22866.80425,41722.46317,54437.15597,59052.92078,70190.34843,,64393.5087,,57055.32759,,113887.6092,,55416.9663,,53340.86976,,66993.79561,,92020.99868,,81312.03475,,75613.01683,,84242.96319,,99359.93617,,97854.70697,,89556.67234,,,,,,0,0,0,0,0
8276,8276,837402,8374,1994,31,6,0,3,8374,40,40,1,1,6,3,5,1,0,0,43.846,3,1,22,22,0,1,1,1,2,1,5,1,0.666666667,,1527.64755,1016.839119,1751.449799,1656.144292,4054.332197,,7676.321232,17516.96639,22866.80425,41722.46317,54437.15597,59052.92078,70190.34843,,64393.5087,,57055.32759,,113887.6092,,55416.9663,,53340.86976,,66993.79561,,92020.99868,,81312.03475,,75613.01683,,84242.96319,,99359.93617,,97854.70697,,89556.67234,,,,,,0,0,0,0,0
8277,8277,837501,8375,1981,24,5,5,1,8375,26,27,2,1,5,1,18,0,0,1,25.098,3,1,37,37,0,1,0,1,3,1,4,2,0,225.9642487,2101.739759,2157.815376,3547.540673,12795.8608,15352.64246,20282.80318,21107.81931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8278,8278,837502,8375,1985,28,5,5,1,8375,26,27,2,1,5,1,18,0,0,1,25.098,3,1,37,37,0,1,0,1,3,1,4,2,0,225.9642487,2101.739759,2157.815376,3547.540673,12795.8608,15352.64246,20282.80318,21107.81931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8279,8279,837503,8375,1989,32,5,0,3,8375,26,27,2,1,5,1,18,0,0,1,25.098,3,1,37,37,0,1,0,1,3,1,4,2,0,225.9642487,2101.739759,2157.815376,3547.540673,12795.8608,15352.64246,20282.80318,21107.81931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8280,8280,837504,8375,1991,34,5,0,3,8375,26,27,2,1,5,1,18,0,0,1,25.098,3,1,37,37,0,1,0,1,3,1,4,2,0,225.9642487,2101.739759,2157.815376,3547.540673,12795.8608,15352.64246,20282.80318,21107.81931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8281,8281,837601,8376,1986,27,5,55,3,8376,29,30,1,2,5,1,18,0,0,1,11.542,2,1,25,25,2,1,0,1,3,1,4,2,0,3821.792573,1240.991358,2983.349376,5377.949119,3502.899598,5633.829251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8282,8282,837602,8376,1987,28,5,55,2,8376,29,30,1,2,5,1,18,0,0,1,11.542,2,1,25,25,2,1,0,1,3,1,4,2,0,3821.792573,1240.991358,2983.349376,5377.949119,3502.899598,5633.829251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8283,8283,837603,8376,1990,31,5,55,3,8376,29,30,1,2,5,1,18,0,0,1,11.542,2,1,25,25,2,1,0,1,3,1,4,2,0,3821.792573,1240.991358,2983.349376,5377.949119,3502.899598,5633.829251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8284,8284,837604,8376,1991,32,5,5,4,8376,29,30,1,2,5,1,18,0,0,1,11.542,2,1,25,25,2,1,0,1,3,1,4,2,0,3821.792573,1240.991358,2983.349376,5377.949119,3502.899598,5633.829251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8285,8285,837605,8376,1993,33,5,55,3,8376,29,30,1,2,5,1,18,0,0,1,11.542,2,1,25,25,2,1,0,1,3,1,4,2,0,3821.792573,1240.991358,2983.349376,5377.949119,3502.899598,5633.829251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8286,8286,837701,8377,1982,21,5,5,3,8377,26,27,2,4,5,1,18,0,0,1,8.91,2,1,18,18,1,1,0,1,3,1,4,1,0,8393.667857,10168.39119,11165.49247,10495.21097,10135.83049,17904.65597,30705.28493,36877.82397,38697.66873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8287,8287,837702,8377,1983,22,5,5,2,8377,26,27,2,4,5,1,18,0,0,1,8.91,2,1,18,18,1,1,0,1,3,1,4,1,0,8393.667857,10168.39119,11165.49247,10495.21097,10135.83049,17904.65597,30705.28493,36877.82397,38697.66873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8288,8288,838301,8383,1980,20,6,5,3,8383,44,44,2,5,5,1,18,1,0,0,5.264,1,1,35,35,0,1,0,1,3,1,2,1,0.333333333,5348.320899,5408.197037,21168.29608,23981.90816,13557.85492,26271.74699,35683.71731,36488.98978,37798.71817,,22311.0835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8289,8289,838302,8383,1988,27,6,5,5,8383,44,44,2,5,5,1,18,1,0,0,5.264,1,1,35,35,0,1,0,1,3,1,2,1,0.333333333,5348.320899,5408.197037,21168.29608,23981.90816,13557.85492,26271.74699,35683.71731,36488.98978,37798.71817,,22311.0835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8290,8290,838701,8387,1983,19,6,5,,8387,42,40,0,1,6,1,18,1,0,0,20.198,3,1,22,22,0,1,1,1,2,2,6,6,1,,,,,,,,,,9219.455993,,,16010.92823,,21132.57802,,25757.40348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8291,8291,838901,8389,1982,23,6,55,7,8389,39,26,1,1,6,1,18,1,0,0,13.984,2,1,22,22,0,1,1,1,2,2,5,4,0.333333333,,10837.09563,22921.54077,24325.99318,19894.06219,28786.20462,31346.15037,26384.77413,2002.678232,14409.8354,,,,28619.3372,,40753.80542,,46471.38076,,,,,,37963.15084,,33653.3938,,40203.71918,,,,,,,,,,,,,,,,,,0,0,0,0,0
8292,8292,838902,8389,1985,25,6,55,4,8389,39,26,1,1,6,1,18,1,0,0,13.984,2,1,22,22,0,1,1,1,2,2,5,4,0.333333333,,10837.09563,22921.54077,24325.99318,19894.06219,28786.20462,31346.15037,26384.77413,2002.678232,14409.8354,,,,28619.3372,,40753.80542,,46471.38076,,,,,,37963.15084,,33653.3938,,40203.71918,,,,,,,,,,,,,,,,,,0,0,0,0,0
8293,8293,838903,8389,1990,31,6,55,5,8389,39,26,1,1,6,1,18,1,0,0,13.984,2,1,22,22,0,1,1,1,2,2,5,4,0.333333333,,10837.09563,22921.54077,24325.99318,19894.06219,28786.20462,31346.15037,26384.77413,2002.678232,14409.8354,,,,28619.3372,,40753.80542,,46471.38076,,,,,,37963.15084,,33653.3938,,40203.71918,,,,,,,,,,,,,,,,,,0,0,0,0,0
8294,8294,839101,8391,1980,22,5,5,3,8391,30,27,1,1,5,1,18,0,1,0,28.111,1,1,22,22,0,1,0,1,2,1,7,6,0.666666667,1323.018505,1199.095408,112.9821243,1528.13995,3358.467512,2432.599318,13237.50898,5757.240924,18438.91199,29902.74402,26702.37643,19213.11387,19736.10773,20377.84309,,18602.56918,,20376.90271,,23562.95362,,25861.25094,,30819.1692,,30705.48965,,34705.06236,,33033.01412,,36837.11076,,40836.30839,,42319.97281,,,,,,,,,,0,0,0,0,0
8295,8295,839102,8391,1984,26,5,5,4,8391,30,27,1,1,5,1,18,0,1,0,28.111,1,1,22,22,0,1,0,1,2,1,7,6,0.666666667,1323.018505,1199.095408,112.9821243,1528.13995,3358.467512,2432.599318,13237.50898,5757.240924,18438.91199,29902.74402,26702.37643,19213.11387,19736.10773,20377.84309,,18602.56918,,20376.90271,,23562.95362,,25861.25094,,30819.1692,,30705.48965,,34705.06236,,33033.01412,,36837.11076,,40836.30839,,42319.97281,,,,,,,,,,0,0,0,0,0
8296,8296,839103,8391,1987,29,5,5,2,8391,30,27,1,1,5,1,18,0,1,0,28.111,1,1,22,22,0,1,0,1,2,1,7,6,0.666666667,1323.018505,1199.095408,112.9821243,1528.13995,3358.467512,2432.599318,13237.50898,5757.240924,18438.91199,29902.74402,26702.37643,19213.11387,19736.10773,20377.84309,,18602.56918,,20376.90271,,23562.95362,,25861.25094,,30819.1692,,30705.48965,,34705.06236,,33033.01412,,36837.11076,,40836.30839,,42319.97281,,,,,,,,,,0,0,0,0,0
8297,8297,839104,8391,1992,34,5,5,,8391,30,27,1,1,5,1,18,0,1,0,28.111,1,1,22,22,0,1,0,1,2,1,7,6,0.666666667,1323.018505,1199.095408,112.9821243,1528.13995,3358.467512,2432.599318,13237.50898,5757.240924,18438.91199,29902.74402,26702.37643,19213.11387,19736.10773,20377.84309,,18602.56918,,20376.90271,,23562.95362,,25861.25094,,30819.1692,,30705.48965,,34705.06236,,33033.01412,,36837.11076,,40836.30839,,42319.97281,,,,,,,,,,0,0,0,0,0
8298,8298,839301,8393,1981,19,4,5,2,8393,35,31,1,1,5,1,18,1,0,0,6.147,4,1,25,25,0,1,0,1,2,1,7,5,0.666666667,,,354.3262596,9013.661729,22226.71089,19665.16469,27567.63834,28469.81648,25089.85135,29799.34165,33819.90573,26867.12431,25814.47678,28671.45456,13351.18821,,,,,24326.43662,,34776.58062,,35998.95692,,28324.22722,,39116.63782,,41312.84062,,42066.74225,,42688.81825,,39745.30372,,40249.41574,,39559.97459,,,,40087.27238,,0,0,0,0,0
8299,8299,839302,8393,1992,30,4,0,4,8393,35,31,1,1,5,1,18,1,0,0,6.147,4,1,25,25,0,1,0,1,2,1,7,5,0.666666667,,,354.3262596,9013.661729,22226.71089,19665.16469,27567.63834,28469.81648,25089.85135,29799.34165,33819.90573,26867.12431,25814.47678,28671.45456,13351.18821,,,,,24326.43662,,34776.58062,,35998.95692,,28324.22722,,39116.63782,,41312.84062,,42066.74225,,42688.81825,,39745.30372,,40249.41574,,39559.97459,,,,40087.27238,,0,0,0,0,0
8300,8300,839303,8393,1993,31,4,0,4,8393,35,31,1,1,5,1,18,1,0,0,6.147,4,1,25,25,0,1,0,1,2,1,7,5,0.666666667,,,354.3262596,9013.661729,22226.71089,19665.16469,27567.63834,28469.81648,25089.85135,29799.34165,33819.90573,26867.12431,25814.47678,28671.45456,13351.18821,,,,,24326.43662,,34776.58062,,35998.95692,,28324.22722,,39116.63782,,41312.84062,,42066.74225,,42688.81825,,39745.30372,,40249.41574,,39559.97459,,,,40087.27238,,0,0,0,0,0
8301,8301,839304,8393,1999,37,4,55,3,8393,35,31,1,1,5,1,18,1,0,0,6.147,4,1,25,25,0,1,0,1,2,1,7,5,0.666666667,,,354.3262596,9013.661729,22226.71089,19665.16469,27567.63834,28469.81648,25089.85135,29799.34165,33819.90573,26867.12431,25814.47678,28671.45456,13351.18821,,,,,24326.43662,,34776.58062,,35998.95692,,28324.22722,,39116.63782,,41312.84062,,42066.74225,,42688.81825,,39745.30372,,40249.41574,,39559.97459,,,,40087.27238,,0,0,0,0,0
8302,8302,839501,8395,1983,25,7,0,5,8395,26,24,4,4,7,1,18,1,0,0,58.898,2,1,23,23,0,1,0,1,3,1,2,0,0.666666667,,,3148.563292,,,,1770.135551,,3337.797053,6404.371291,,8302.084223,,11447.73488,,27169.20361,,35344.43043,,41870.59676,,59267.63307,,55828.16301,,60996.77627,,50820.02172,,,,,,41399.9734,,,,,,,,,,,,0,0,0,0,0
8303,8303,839502,8395,1985,27,7,0,9,8395,26,24,4,4,7,1,18,1,0,0,58.898,2,1,23,23,0,1,0,1,3,1,2,0,0.666666667,,,3148.563292,,,,1770.135551,,3337.797053,6404.371291,,8302.084223,,11447.73488,,27169.20361,,35344.43043,,41870.59676,,59267.63307,,55828.16301,,60996.77627,,50820.02172,,,,,,41399.9734,,,,,,,,,,,,0,0,0,0,0
8304,8304,839503,8395,1986,29,7,0,5,8395,26,24,4,4,7,1,18,1,0,0,58.898,2,1,23,23,0,1,0,1,3,1,2,0,0.666666667,,,3148.563292,,,,1770.135551,,3337.797053,6404.371291,,8302.084223,,11447.73488,,27169.20361,,35344.43043,,41870.59676,,59267.63307,,55828.16301,,60996.77627,,50820.02172,,,,,,41399.9734,,,,,,,,,,,,0,0,0,0,0
8305,8305,839801,8398,1987,23,5,0,5,8398,42,29,0,1,5,1,18,1,0,0,31.179,3,1,20,20,0,1,1,1,3,1,6,3,0,1446.171192,1173.471365,1933.217861,24325.99318,61671.5928,14738.53677,9957.012472,19348.83436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8306,8306,840101,8401,1976,16,2,0,4,8401,22,17,,,2,0,15,1,0,0,4.739,3,1,16,16,0,1,0,1,3,1,5,4,0,2985.031602,9013.661729,15876.22206,14389.1449,6778.92746,,3778.275951,11149.41354,23872.87463,,,,,,,9056.819152,,9301.28459,,,,20944.84766,,,,,,,,19981.70257,,,,,,20592.72433,,,,,,,,,,1,0,1,0,0
8307,8307,840102,8401,1980,20,2,0,3,8401,22,17,,,2,0,15,1,0,0,4.739,3,1,16,16,0,1,0,1,3,1,5,4,0,2985.031602,9013.661729,15876.22206,14389.1449,6778.92746,,3778.275951,11149.41354,23872.87463,,,,,,,9056.819152,,9301.28459,,,,20944.84766,,,,,,,,19981.70257,,,,,,20592.72433,,,,,,,,,,1,0,1,0,0
8308,8308,840401,8404,1976,18,4,0,,8404,,,0,,4,,,1,0,0,23.188,2,1,17,17,0,1,1,1,3,1,9,0,0,,,,,,5292.074021,21583.71735,20336.78238,30650.37148,34424.29199,24325.99318,23872.87463,40300.68647,36877.82397,47492.59344,48398.05727,36825.13492,48174.75116,42265.15604,,38636.10522,,36678.42488,,45816.85427,,33250.17978,,29633.81653,,17865.01216,,10516.68556,,13213.20565,,15510.36243,,,,,,,,,0,0,0,0,0
8309,8309,840402,8404,1979,21,4,0,,8404,,,0,,4,,,1,0,0,23.188,2,1,17,17,0,1,1,1,3,1,9,0,0,,,,,,5292.074021,21583.71735,20336.78238,30650.37148,34424.29199,24325.99318,23872.87463,40300.68647,36877.82397,47492.59344,48398.05727,36825.13492,48174.75116,42265.15604,,38636.10522,,36678.42488,,45816.85427,,33250.17978,,29633.81653,,17865.01216,,10516.68556,,13213.20565,,15510.36243,,,,,,,,,0,0,0,0,0
8310,8310,840501,8405,1997,35,4,5,3,8405,26,19,5,4,4,1,18,1,0,0,1.566,2,1,18,18,0,1,1,1,2,1,2,2,0.666666667,6685.401124,9464.344815,2910.640712,,,,,7024.130532,9931.115847,15352.64246,21379.91845,22866.80425,25033.4779,3682.513492,,,,,,,,,,17240.83396,,8297.46863,,10049.06934,,15775.02834,,15246.00652,,14540.96477,,14939.08547,,13707.99119,,14233.41192,,16205.49309,,,,1,0,1,0,0
8311,8311,840502,8405,2000,37,4,5,3,8405,26,19,5,4,4,1,18,1,0,0,1.566,2,1,18,18,0,1,1,1,2,1,2,2,0.666666667,6685.401124,9464.344815,2910.640712,,,,,7024.130532,9931.115847,15352.64246,21379.91845,22866.80425,25033.4779,3682.513492,,,,,,,,,,17240.83396,,8297.46863,,10049.06934,,15775.02834,,15246.00652,,14540.96477,,14939.08547,,13707.99119,,14233.41192,,16205.49309,,,,1,0,1,0,0
8312,8312,840701,8407,1977,17,5,0,5,8407,39,28,1,1,5,1,18,1,0,0,1.925,,1,16,16,0,1,0,1,3,1,13,6,0.666666667,5014.050843,11116.84947,13230.18505,10312.22051,11298.21243,19047.01657,16792.33756,19460.79455,17904.65597,21109.88339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8313,8313,840702,8407,1979,20,5,0,5,8407,39,28,1,1,5,1,18,1,0,0,1.925,,1,16,16,0,1,0,1,3,1,13,6,0.666666667,5014.050843,11116.84947,13230.18505,10312.22051,11298.21243,19047.01657,16792.33756,19460.79455,17904.65597,21109.88339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8314,8314,840703,8407,1988,29,5,0,5,8407,39,28,1,1,5,1,18,1,0,0,1.925,,1,16,16,0,1,0,1,3,1,13,6,0.666666667,5014.050843,11116.84947,13230.18505,10312.22051,11298.21243,19047.01657,16792.33756,19460.79455,17904.65597,21109.88339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8315,8315,840801,8408,1980,16,6,0,5,8408,24,16,6,3,6,0,12,1,0,0,40.191,1,1,15,15,0,1,,,,1,4,3,0.666666667,,179.9305167,1918.552653,5242.370569,13135.87349,,2092.035414,11379.40357,15352.64246,18438.91199,22866.80425,21695.68085,,26418.41193,24151.51774,,25757.40348,,21735.36289,,19635.79469,,17240.83396,,32004.52186,,32380.33454,,33653.3938,,43705.21868,,31020.72485,,40249.41574,,41399.9734,,33804.35332,,40087.27238,,,,,1,0,1,0,0
8316,8316,840802,8408,1993,29,6,100,3,8408,24,16,6,3,6,0,12,1,0,0,40.191,1,1,15,15,0,1,,,,1,4,3,0.666666667,,179.9305167,1918.552653,5242.370569,13135.87349,,2092.035414,11379.40357,15352.64246,18438.91199,22866.80425,21695.68085,,26418.41193,24151.51774,,25757.40348,,21735.36289,,19635.79469,,17240.83396,,32004.52186,,32380.33454,,33653.3938,,43705.21868,,31020.72485,,40249.41574,,41399.9734,,33804.35332,,40087.27238,,,,,1,0,1,0,0
8317,8317,840803,8408,1995,31,6,100,2,8408,24,16,6,3,6,0,12,1,0,0,40.191,1,1,15,15,0,1,,,,1,4,3,0.666666667,,179.9305167,1918.552653,5242.370569,13135.87349,,2092.035414,11379.40357,15352.64246,18438.91199,22866.80425,21695.68085,,26418.41193,24151.51774,,25757.40348,,21735.36289,,19635.79469,,17240.83396,,32004.52186,,32380.33454,,33653.3938,,43705.21868,,31020.72485,,40249.41574,,41399.9734,,33804.35332,,40087.27238,,,,,1,0,1,0,0
8318,8318,841301,8413,1988,26,5,0,3,8413,21,21,5,5,5,2,1,0,1,0,24.112,3,1,22,22,0,1,1,1,2,2,6,3,0.666666667,,,2676.380951,,,251.8850634,608.1498296,5968.218658,2878.620462,553.1673596,5276.954826,,,,,,715.48343,,6792.300903,,19635.79469,,20935.29838,,21336.3479,,23447.82846,,23136.70824,,6606.602824,,17449.15773,,16848.59264,,20239.987,,26687.64736,,,,,,,1,1,0,0,1
8319,8319,841302,8413,1992,29,5,0,4,8413,21,21,5,5,5,2,1,0,1,0,24.112,3,1,22,22,0,1,1,1,2,2,6,3,0.666666667,,,2676.380951,,,251.8850634,608.1498296,5968.218658,2878.620462,553.1673596,5276.954826,,,,,,715.48343,,6792.300903,,19635.79469,,20935.29838,,21336.3479,,23447.82846,,23136.70824,,6606.602824,,17449.15773,,16848.59264,,20239.987,,26687.64736,,,,,,,1,1,0,0,1
