,C0000100,C0000200,C0005700,m_age_ya,m_HGC_ya,dad_distance_ya,HGC_ya
2768,295502,2955,1998,38,7,0,5
2769,295901,2959,1996,33,10,0,5
2770,295902,2959,1998,35,10,0,4
2771,295903,2959,2002,39,10,0,2
2772,296101,2961,1985,27,10,0,7
2773,296102,2961,1987,28,10,0,5
2774,296103,2961,1998,40,10,1,3
2775,296401,2964,1995,34,7,1,5
2776,296402,2964,2003,42,7,,2
2777,296901,2969,1982,21,6,5,2
2778,297001,2970,1980,23,5,0,5
2779,297002,2970,1982,24,5,1,2
2780,297003,2970,1983,26,5,0,3
2781,297801,2978,1984,25,5,0,5
2782,297802,2978,1988,29,5,5,5
2783,297901,2979,1991,29,6,5,5
2784,297902,2979,1994,32,6,0,5
2785,297903,2979,1999,37,6,0,4
2786,298301,2983,1991,26,6,0,5
2787,298302,2983,1996,31,6,0,5
2788,299001,2990,1994,31,5,0,5
2789,299002,2990,1997,35,5,0,2
2790,299301,2993,1985,22,6,5,2
2791,299302,2993,1988,25,6,5,
2792,299501,2995,1986,25,5,0,4
2793,300401,3004,1975,18,7,5,3
2794,300402,3004,1977,20,7,5,5
2795,300403,3004,1985,27,7,5,3
2796,300404,3004,1989,31,7,5,3
2797,300701,3007,1983,19,5,55,
2798,301001,3010,1990,32,6,5,4
2799,301101,3011,1989,28,9,55,7
2800,301102,3011,1992,31,9,0,8
2801,301201,3012,1992,35,5,0,5
2802,301301,3013,1988,24,6,100,4
2803,301302,3013,1991,27,6,100,3
2804,301303,3013,1994,30,6,5,
2805,301304,3013,2014,50,6,5,
2806,301401,3014,1988,25,4,5,2
2807,302001,3020,1991,28,5,0,4
2808,302101,3021,1975,17,5,55,4
2809,302102,3021,1977,19,5,55,2
2810,302103,3021,1991,32,5,0,5
2811,302104,3021,1998,39,5,0,4
2812,302301,3023,1989,28,5,0,4
2813,302302,3023,1992,31,5,1,4
2814,302501,3025,1982,23,6,1,7
2815,302502,3025,1984,24,6,1,7
2816,302701,3027,1976,17,5,55,2
2817,302702,3027,1981,22,5,55,2
2818,302703,3027,1987,28,5,55,4
2819,302704,3027,1991,31,5,100,4
2820,303501,3035,1980,16,5,100,3
2821,303502,3035,1990,27,5,5,4
2822,303503,3035,1992,28,5,,5
2823,303504,3035,1993,29,5,,5
2824,303505,3035,1997,33,5,,5
2825,303601,3036,1978,21,5,1,4
2826,303602,3036,1980,22,5,1,3
2827,303801,3038,1981,22,4,0,
2828,303802,3038,1982,23,4,0,
2829,303803,3038,1988,29,4,0,
2830,304101,3041,1975,16,6,55,5
2831,304102,3041,1979,21,6,5,4
2832,304103,3041,1988,29,6,0,2
2833,304104,3041,1990,31,6,0,2
2834,304201,3042,1986,25,5,0,5
2835,304301,3043,1987,23,5,0,4
2836,304302,3043,1999,35,5,0,2
2837,304501,3045,1976,15,3,0,2
2838,304502,3045,1978,16,3,0,2
2839,304503,3045,1981,20,3,0,1
2840,304504,3045,1986,25,3,0,2
2841,304601,3046,1974,16,5,5,
2842,304602,3046,1975,16,5,100,3
2843,304603,3046,1978,20,5,5,4
2844,304604,3046,1980,21,5,5,5
2845,304605,3046,1985,27,5,5,3
2846,304701,3047,1977,17,6,5,4
2847,304702,3047,1978,18,6,0,4
2848,304801,3048,1987,24,6,0,
2849,304802,3048,1990,28,6,0,
2850,304901,3049,1990,25,5,100,4
2851,304902,3049,1994,29,5,100,2
2852,305101,3051,1979,16,4,0,1
2853,305102,3051,1980,18,4,0,5
2854,305103,3051,1997,34,4,55,3
2855,305301,3053,1978,20,5,0,
2856,305401,3054,1988,28,5,5,2
2857,305402,3054,1990,30,5,5,2
2858,305403,3054,1991,31,5,5,4
2859,305701,3057,1976,18,5,0,3
2860,305702,3057,1981,23,5,0,3
2861,305801,3058,1977,16,7,5,4
2862,305802,3058,1980,19,7,5,5
2863,305803,3058,1982,21,7,5,7
2864,305804,3058,1987,26,7,0,7
2865,305805,3058,1991,30,7,0,7
2866,306101,3061,1992,34,7,0,5
2867,306601,3066,1979,22,5,5,2
2868,306602,3066,1985,28,5,1,3
2869,306801,3068,1976,19,7,5,
2870,306802,3068,1981,23,7,5,7
2871,306901,3069,1982,23,9,55,5
2872,306902,3069,1987,27,9,5,4
2873,307301,3073,1994,33,5,55,2
2874,307302,3073,1999,38,5,55,4
2875,307401,3074,1985,23,5,5,2
2876,307402,3074,1989,28,5,5,
2877,307403,3074,1993,32,5,5,
2878,307501,3075,1980,23,5,5,3
2879,307801,3078,1983,21,7,0,
2880,307802,3078,1987,26,7,0,
2881,307901,3079,1985,26,6,0,5
2882,308001,3080,1989,27,6,0,3
2883,308101,3081,1985,21,5,5,5
2884,308501,3085,1996,33,7,0,5
2885,309301,3093,1984,27,5,0,5
2886,309302,3093,1987,30,5,0,3
2887,309501,3095,1976,18,5,0,4
2888,309502,3095,1979,21,5,0,3
2889,309601,3096,1983,24,6,55,5
2890,309602,3096,1986,27,6,55,4
2891,309801,3098,1986,26,5,0,5
2892,309802,3098,1991,30,5,0,3
2893,309901,3099,1993,30,7,1,5
2894,309902,3099,1997,34,7,,4
2895,310101,3101,1983,21,6,5,4
2896,310102,3101,1984,22,6,5,3
2897,310103,3101,1987,25,6,55,4
2898,310501,3105,1980,17,5,55,5
2899,310502,3105,1988,25,5,55,4
2900,310601,3106,2001,37,10,55,4
2901,310701,3107,1988,24,6,0,7
2902,310702,3107,2003,39,6,0,2
2903,310801,3108,1982,22,5,0,
2904,310802,3108,1985,24,5,0,4
2905,310803,3108,1992,31,5,0,7
2906,310901,3109,1997,36,10,0,5
2907,311101,3111,1985,24,10,55,3
2908,311102,3111,1989,28,10,55,3
2909,311301,3113,1980,20,5,5,7
2910,311302,3113,1982,22,5,5,5
2911,311501,3115,1998,35,6,0,5
2912,311701,3117,1991,31,6,0,2
2913,311702,3117,1996,36,6,0,3
2914,311801,3118,1995,31,6,0,4
2915,311802,3118,1999,35,6,0,5
2916,311901,3119,1999,40,5,5,
2917,312001,3120,1995,32,6,5,2
2918,312002,3120,1996,34,6,5,3
2919,312101,3121,1981,21,5,0,5
2920,312102,3121,1984,24,5,0,4
2921,312103,3121,1990,29,5,5,4
2922,312201,3122,1986,24,6,5,4
2923,312202,3122,1993,31,6,0,5
2924,312901,3129,1990,27,6,5,2
2925,312902,3129,1994,31,6,5,6
2926,313001,3130,1992,32,10,0,
2927,313002,3130,1994,34,10,0,
2928,313501,3135,1984,22,5,0,
2929,313502,3135,1987,26,5,0,
2930,314501,3145,1992,31,7,0,5
2931,314502,3145,1994,33,7,0,7
2932,315001,3150,1994,36,7,0,7
2933,315002,3150,1994,36,7,0,5
2934,315101,3151,1985,23,5,0,5
2935,315102,3151,1985,23,5,0,5
2936,315103,3151,1990,28,5,0,5
2937,315401,3154,1988,29,9,0,9
2938,315402,3154,1990,31,9,0,7
2939,315403,3154,1993,34,9,0,5
2940,315404,3154,1996,37,9,5,
2941,315501,3155,1988,24,6,0,3
2942,315502,3155,1991,27,6,0,3
2943,315503,3155,1993,29,6,0,4
2944,315601,3156,1993,31,10,0,9
2945,315602,3156,1997,35,10,100,5
2946,316201,3162,1990,26,7,0,5
2947,316202,3162,1993,30,7,0,5
2948,316301,3163,1980,22,6,0,5
2949,316302,3163,1983,25,6,0,4
2950,316303,3163,1987,29,6,0,5
2951,316401,3164,1983,24,5,0,5
2952,316402,3164,1986,27,5,0,4
2953,316501,3165,1995,32,5,0,4
2954,316502,3165,1997,34,5,0,5
2955,316503,3165,1999,36,5,0,4
2956,317601,3176,1983,25,5,55,
2957,317602,3176,1985,27,5,0,
2958,317801,3178,1982,20,5,5,7
2959,317802,3178,1994,32,5,5,3
2960,317901,3179,1990,32,7,5,5
2961,318201,3182,1993,33,7,5,6
2962,318202,3182,2001,41,7,0,2
2963,318203,3182,2006,46,7,0,1
2964,318801,3188,1984,23,5,55,
2965,318802,3188,1988,27,5,0,
2966,319001,3190,1982,17,6,5,5
2967,319002,3190,1988,24,6,5,4
2968,319003,3190,1994,30,6,0,2
2969,319004,3190,1997,33,6,0,3
2970,319005,3190,2000,35,6,0,4
2971,319006,3190,2004,39,6,0,2
2972,319701,3197,1983,22,5,5,4
2973,319702,3197,1984,23,5,5,7
2974,319801,3198,1980,23,10,0,4
2975,319802,3198,1981,24,10,0,5
2976,320101,3201,1982,19,7,55,3
2977,320102,3201,1987,23,7,55,5
2978,320103,3201,1991,27,7,55,4
2979,320401,3204,1988,24,5,5,4
2980,320402,3204,1994,29,5,55,3
2981,320601,3206,1993,30,7,55,5
2982,321201,3212,1979,19,6,0,
2983,321701,3217,1989,27,7,0,
2984,322101,3221,1988,23,8,55,3
2985,322102,3221,1990,25,8,5,7
2986,322201,3222,1985,25,7,0,
2987,322501,3225,1985,22,6,5,5
2988,322502,3225,1987,24,6,0,7
2989,322503,3225,1989,27,6,0,5
2990,322504,3225,1990,28,6,0,1
2991,322505,3225,1997,35,6,0,5
2992,323301,3233,1988,30,5,0,
2993,323601,3236,2000,35,5,5,4
2994,323701,3237,1981,21,6,5,7
2995,324201,3242,1988,26,6,0,7
2996,324202,3242,1991,29,6,0,5
2997,324301,3243,1984,26,8,55,5
2998,324302,3243,1986,28,8,5,5
2999,324303,3243,1989,31,8,55,5
3000,324401,3244,1991,27,9,0,7
3001,324402,3244,1994,31,9,0,5
3002,324501,3245,1998,35,5,0,5
3003,324801,3248,1988,25,5,0,5
3004,324802,3248,1991,28,5,0,5
3005,325001,3250,1984,23,6,55,1
3006,325002,3250,1986,25,6,55,4
3007,325003,3250,1991,30,6,55,3
3008,325004,3250,1993,32,6,55,3
3009,325201,3252,1981,19,5,0,3
3010,325202,3252,1989,27,5,5,3
3011,325301,3253,1990,26,5,1,5
3012,325401,3254,1990,26,5,0,3
3013,325402,3254,1995,30,5,0,4
3014,325901,3259,1977,14,4,5,3
3015,325902,3259,1981,18,4,55,3
3016,325903,3259,1982,19,4,100,2
3017,325904,3259,1983,20,4,5,3
3018,326001,3260,1977,15,2,5,2
3019,326002,3260,1979,17,2,5,2
3020,326801,3268,1984,20,4,55,
3021,326802,3268,1986,22,4,5,4
3022,326803,3268,1987,23,4,0,
3023,326804,3268,1988,24,4,0,
3024,326805,3268,1989,25,4,5,2
3025,326806,3268,1991,26,4,5,5
3026,326807,3268,1992,27,4,5,3
3027,326808,3268,1996,31,4,5,3
3028,326901,3269,1985,27,6,5,5
3029,327301,3273,1982,22,5,5,4
3030,327302,3273,1985,25,5,5,4
3031,327303,3273,2003,43,5,5,2
3032,327801,3278,1992,33,10,0,
3033,328001,3280,1998,35,6,0,4
3034,328002,3280,2000,36,6,0,4
3035,328003,3280,2002,38,6,0,3
3036,328601,3286,1985,27,10,5,
3037,328602,3286,1988,30,10,0,
3038,328603,3286,1994,36,10,0,5
3039,328701,3287,1982,19,6,55,5
3040,328702,3287,1997,33,6,0,4
3041,328703,3287,1998,35,6,0,3
3042,328704,3287,2000,36,6,0,4
3043,328801,3288,1981,18,3,55,
3044,328802,3288,1983,19,3,55,
3045,329101,3291,1994,29,7,0,5
3046,329102,3291,1997,32,7,0,5
3047,329201,3292,1993,34,6,0,
3048,329301,3293,1980,22,5,0,4
3049,329302,3293,1984,26,5,0,4
3050,329801,3298,1976,17,2,5,
3051,329901,3299,1998,40,6,0,
3052,329902,3299,1999,41,6,0,
3053,330301,3303,1982,23,7,0,8
3054,330302,3303,1984,25,7,0,7
3055,330303,3303,1987,29,7,0,7
3056,330401,3304,1993,32,6,0,4
3057,330601,3306,1980,17,5,5,2
3058,330602,3306,1982,18,5,5,2
3059,330901,3309,1993,32,8,5,4
3060,331201,3312,1981,20,7,5,3
3061,331501,3315,1973,15,9,100,8
3062,331502,3315,1975,18,9,100,4
3063,331503,3315,1977,19,9,100,5
3064,331504,3315,1979,22,9,100,4
3065,331505,3315,1982,24,9,0,4
3066,331506,3315,1983,25,9,0,4
3067,331601,3316,1975,14,10,5,5
3068,331602,3316,1980,20,10,5,3
3069,331603,3316,1982,22,10,0,
3070,331604,3316,1988,28,10,5,5
3071,331605,3316,1986,25,10,0,
3072,331701,3317,1977,16,6,0,
3073,331702,3317,1979,18,6,5,3
3074,331703,3317,1980,19,6,5,5
3075,331704,3317,1982,21,6,5,5
3076,331705,3317,1983,22,6,5,
3077,332001,3320,1982,19,2,0,
3078,332002,3320,1983,21,2,0,
3079,332003,3320,1989,26,2,0,
3080,332101,3321,1983,18,4,0,4
3081,332102,3321,1984,19,4,0,2
3082,332201,3322,1992,33,6,5,4
3083,332501,3325,1979,20,6,5,4
3084,333801,3338,1993,33,7,0,5
3085,333901,3339,1986,24,5,0,
3086,333902,3339,1990,28,5,0,
3087,333903,3339,1993,31,5,0,
3088,334101,3341,1998,36,10,0,5
3089,334201,3342,1991,31,9,5,5
3090,334501,3345,1997,37,6,0,
3091,334701,3347,1983,26,5,0,7
3092,334702,3347,1986,28,5,0,5
3093,334801,3348,1977,17,5,0,4
3094,334802,3348,1981,21,5,0,3
3095,334803,3348,1984,24,5,0,
3096,334804,3348,1985,25,5,0,2
3097,334805,3348,1989,29,5,0,2
3098,334806,3348,1992,32,5,0,
3099,335001,3350,1993,29,6,0,4
3100,335002,3350,1996,33,6,0,5
3101,335201,3352,1993,30,7,,
3102,335202,3352,1994,32,7,0,5
3103,335203,3352,2000,37,7,0,3
3104,335501,3355,1985,25,6,5,5
3105,335502,3355,1987,28,6,55,5
3106,335503,3355,1990,30,6,5,5
3107,335801,3358,1989,31,7,5,5
3108,335802,3358,1992,34,7,100,7
3109,336001,3360,1993,28,10,5,7
3110,336002,3360,1999,35,10,5,3
3111,336201,3362,1981,23,5,5,3
3112,336301,3363,1988,24,5,0,3
3113,336302,3363,1990,26,5,0,3
3114,336401,3364,1992,32,6,5,5
3115,336402,3364,1994,34,6,5,5
3116,336501,3365,1991,26,6,0,5
3117,336502,3365,1992,28,6,0,6
3118,336503,3365,1994,29,6,0,5
3119,336504,3365,1996,31,6,0,5
3120,336901,3369,1988,29,7,0,7
3121,336902,3369,1991,32,7,0,5
3122,337001,3370,1994,30,9,0,5
3123,337002,3370,1997,32,9,0,4
3124,337003,3370,2001,37,9,0,4
3125,337101,3371,1982,17,5,5,4
3126,337102,3371,1983,18,5,5,
3127,337103,3371,1985,21,5,1,
3128,337104,3371,1989,25,5,100,2
3129,337105,3371,1996,31,5,5,3
3130,337301,3373,1985,25,5,55,
3131,337302,3373,1987,27,5,0,
3132,337701,3377,1992,29,9,0,
3133,338301,3383,1989,28,6,0,
3134,338401,3384,1987,24,6,0,
3135,338601,3386,1991,27,6,0,
3136,338701,3387,1983,24,7,5,5
3137,338702,3387,1983,24,7,5,3
3138,338703,3387,1992,33,7,55,3
3139,339301,3393,1997,32,9,5,5
3140,339302,3393,2000,35,9,5,3
3141,339701,3397,1986,22,5,5,5
3142,339702,3397,1988,24,5,0,5
3143,339703,3397,1989,25,5,0,5
3144,340201,3402,1996,34,7,0,4
3145,340202,3402,1999,37,7,0,5
3146,340203,3402,2002,40,7,0,3
3147,340701,3407,1982,25,7,,4
3148,340702,3407,1984,27,7,0,2
3149,340801,3408,1980,20,5,5,
3150,340802,3408,1986,26,5,0,
3151,340803,3408,1987,27,5,0,
3152,340804,3408,1989,29,5,0,
3153,341101,3411,1990,25,6,0,8
3154,341102,3411,1994,29,6,55,7
3155,341201,3412,1983,23,5,55,3
3156,341202,3412,1984,24,5,0,4
3157,341301,3413,1980,22,5,0,5
3158,341302,3413,1983,25,5,0,4
3159,341601,3416,2001,39,6,0,4
3160,341801,3418,1994,29,5,55,5
3161,342101,3421,1981,19,6,5,4
3162,342102,3421,1986,24,6,55,5
3163,342201,3422,1998,35,9,55,6
3164,342202,3422,2000,37,9,0,2
3165,342301,3423,1991,30,7,55,5
3166,342302,3423,1991,30,7,55,5
3167,342303,3423,1992,31,7,55,5
3168,342304,3423,1998,37,7,5,5
3169,342401,3424,1986,27,6,5,2
3170,342402,3424,1989,30,6,5,5
3171,342601,3426,1990,27,7,0,5
3172,342602,3426,1992,29,7,0,5
3173,342603,3426,1995,32,7,0,5
3174,342801,3428,1985,27,10,0,5
3175,342802,3428,1987,30,10,0,7
3176,342803,3428,1993,36,10,0,7
3177,342901,3429,1983,25,7,0,9
3178,342902,3429,1983,25,7,55,7
3179,342903,3429,1986,29,7,55,7
3180,342904,3429,1991,33,7,0,5
3181,343001,3430,1985,24,7,0,5
3182,343002,3430,1987,26,7,0,5
3183,343003,3430,1989,29,7,0,4
3184,343004,3430,1991,31,7,0,7
3185,343005,3430,1993,33,7,0,7
3186,343006,3430,1994,34,7,5,5
3187,343007,3430,1998,38,7,0,3
3188,343008,3430,2001,41,7,5,3
3189,343201,3432,1992,32,6,5,3
3190,343202,3432,1994,34,6,0,3
3191,343203,3432,1997,37,6,0,4
3192,343301,3433,1984,26,7,0,7
3193,343302,3433,1986,28,7,0,8
3194,343303,3433,1988,30,7,0,5
3195,343401,3434,1994,35,7,0,3
3196,343501,3435,1978,21,1,5,2
3197,343502,3435,1990,33,1,5,4
3198,343601,3436,1983,23,1,0,2
3199,343602,3436,1987,27,1,0,4
3200,343603,3436,1990,30,1,0,3
3201,343604,3436,1998,38,1,5,3
3202,343801,3438,1985,20,2,0,4
3203,343802,3438,1989,25,2,5,3
3204,343803,3438,1994,30,2,5,5
3205,344201,3442,1996,34,9,0,
3206,344202,3442,1997,35,9,0,
3207,344401,3444,1978,18,5,55,7
3208,344402,3444,1980,20,5,0,3
3209,344501,3445,1978,18,5,5,5
3210,344601,3446,1976,19,5,5,2
3211,344602,3446,1983,26,5,5,5
3212,344603,3446,1994,37,5,5,3
3213,344701,3447,1976,16,5,5,3
3214,344702,3447,1977,18,5,5,2
3215,344703,3447,1981,22,5,5,3
3216,344704,3447,1988,29,5,0,4
3217,344705,3447,1991,32,5,0,3
3218,344801,3448,1980,19,3,55,3
3219,344802,3448,1982,22,3,55,
3220,344803,3448,1987,26,3,55,2
3221,344804,3448,1990,29,3,55,
3222,344805,3448,1992,31,3,55,
3223,344806,3448,1999,38,3,0,
3224,345101,3451,1984,20,9,5,5
3225,345102,3451,1994,30,9,55,4
3226,345103,3451,1996,32,9,55,5
3227,345201,3452,1990,26,5,0,5
3228,345202,3452,1995,31,5,55,7
3229,345401,3454,1983,25,6,0,5
3230,345402,3454,1984,26,6,0,7
3231,345403,3454,1986,27,6,5,3
3232,345601,3456,1990,29,5,5,3
3233,345602,3456,1991,30,5,5,2
3234,345701,3457,1989,26,6,55,4
3235,345702,3457,1990,27,6,55,3
3236,345801,3458,1990,27,6,0,5
3237,345802,3458,1993,30,6,0,5
3238,345803,3458,1993,30,6,0,5
3239,345901,3459,1993,30,9,55,7
3240,345902,3459,1997,33,9,55,5
3241,346501,3465,1987,23,6,55,4
3242,346502,3465,1988,24,6,5,5
3243,346503,3465,1991,27,6,55,5
3244,346701,3467,1988,31,5,0,7
3245,346702,3467,1992,34,5,0,5
3246,346703,3467,1994,37,5,0,5
3247,346901,3469,1996,31,9,0,5
3248,346902,3469,1997,32,9,0,5
3249,347501,3475,1984,22,5,5,3
3250,347502,3475,1985,24,5,5,4
3251,347503,3475,2006,45,5,55,1
3252,347601,3476,1981,17,,5,3
3253,347602,3476,1990,27,,0,3
3254,347603,3476,1991,28,,0,4
3255,347604,3476,1998,34,,0,3
3256,348001,3480,1989,30,5,0,5
3257,348101,3481,1979,22,6,0,5
3258,348102,3481,1984,26,6,0,3
3259,348103,3481,1988,30,6,0,4
3260,348501,3485,1992,29,9,0,
3261,348502,3485,1997,35,9,0,
3262,348601,3486,1982,24,7,5,5
3263,348602,3486,1987,29,7,55,5
3264,348603,3486,1991,33,7,55,5
3265,348604,3486,1994,36,7,55,5
3266,348701,3487,1979,19,5,0,5
3267,348702,3487,1982,22,5,0,7
3268,348703,3487,1992,32,5,55,5
3269,349101,3491,1986,24,5,0,3
3270,349102,3491,1991,28,5,0,4
3271,349103,3491,1996,33,5,5,4
3272,349801,3498,1985,25,6,5,2
3273,349802,3498,1990,31,6,0,
3274,350001,3500,1983,24,8,0,
3275,350002,3500,1993,34,8,5,
3276,350003,3500,1996,37,8,0,
3277,350101,3501,1985,28,5,5,2
3278,350201,3502,1989,31,5,0,7
3279,350202,3502,1995,37,5,0,5
3280,350401,3504,1977,19,5,0,
3281,350501,3505,1995,36,6,0,5
3282,350601,3506,1990,29,8,0,5
3283,350602,3506,1993,32,8,0,5
3284,350603,3506,1993,32,8,0,5
3285,351101,3511,1987,24,5,0,5
3286,351102,3511,1989,26,5,0,5
3287,351201,3512,2002,38,5,0,3
3288,351401,3514,1988,25,5,0,4
3289,351402,3514,1995,32,5,,4
3290,351403,3514,1997,35,5,5,3
3291,351801,3518,1982,24,5,5,4
3292,351802,3518,1984,27,5,5,
3293,351901,3519,1992,33,5,0,3
3294,351902,3519,1994,35,5,0,7
3295,351903,3519,1996,37,5,0,4
3296,352201,3522,1996,32,5,0,4
3297,352202,3522,1999,35,5,0,4
3298,352301,3523,1989,26,5,0,4
3299,352302,3523,1992,28,5,0,3
3300,352401,3524,1987,26,6,55,5
3301,352402,3524,1991,29,6,55,3
3302,352701,3527,1984,24,5,0,7
3303,352702,3527,1988,27,5,0,5
3304,352703,3527,1988,27,5,0,5
3305,353101,3531,1986,28,6,0,3
3306,353102,3531,1990,31,6,5,4
3307,353201,3532,1983,23,5,0,3
3308,353202,3532,1987,28,5,5,5
3309,353203,3532,1992,32,5,0,3
3310,353204,3532,1993,33,5,0,7
3311,353601,3536,1995,33,8,0,
3312,353602,3536,1997,35,8,0,
3313,353701,3537,1986,28,5,0,4
3314,353702,3537,1990,32,5,5,4
3315,354201,3542,1974,16,4,5,2
3316,354202,3542,1976,18,4,5,2
3317,354203,3542,1977,19,4,55,3
3318,354301,3543,1984,20,6,5,4
3319,354302,3543,1985,21,6,5,4
3320,354303,3543,1989,25,6,55,4
3321,354401,3544,1983,20,6,5,2
3322,354402,3544,1985,22,6,0,
3323,354403,3544,1986,23,6,5,
3324,354404,3544,1987,24,6,55,3
3325,354405,3544,1988,25,6,0,
3326,354406,3544,1988,25,6,0,
3327,354407,3544,1990,27,6,5,3
3328,354408,3544,1990,27,6,5,3
3329,354501,3545,1985,22,6,5,4
3330,354502,3545,1987,23,6,5,4
3331,354503,3545,1990,26,6,5,3
3332,354601,3546,1988,23,8,5,5
3333,354602,3546,1994,30,8,0,5
3334,354701,3547,1986,26,6,5,7
3335,354801,3548,1984,21,6,5,3
3336,354802,3548,1988,25,6,5,3
3337,354803,3548,1993,31,6,5,3
3338,354901,3549,1987,25,5,0,3
3339,354902,3549,1990,27,5,0,2
3340,355101,3551,1992,30,7,0,7
3341,355102,3551,1994,32,7,55,5
3342,355201,3552,1993,29,7,0,3
3343,355202,3552,1996,32,7,55,2
3344,355401,3554,1980,16,4,55,3
3345,355501,3555,1989,30,5,0,5
3346,355502,3555,1990,31,5,0,5
3347,355601,3556,1981,21,5,0,3
3348,355602,3556,1984,24,5,55,
3349,355603,3556,1992,32,5,0,3
3350,355701,3557,1989,27,5,0,3
3351,355702,3557,1990,29,5,0,2
3352,355703,3557,1991,30,5,0,4
3353,355801,3558,1987,24,8,0,5
3354,355802,3558,1990,27,8,0,5
3355,356001,3560,1980,16,5,5,4
3356,356002,3560,1998,35,5,5,3
3357,356401,3564,1988,27,5,5,3
3358,356402,3564,1992,31,5,5,3
3359,356501,3565,1983,26,5,55,4
3360,356502,3565,1985,28,5,55,5
3361,356503,3565,1988,31,5,55,4
3362,356601,3566,1981,23,5,0,3
3363,356602,3566,1985,26,5,0,4
3364,356603,3566,1987,29,5,0,5
3365,356801,3568,1987,24,5,0,
3366,356802,3568,1989,26,5,0,
3367,356803,3568,1993,30,5,0,
3368,357201,3572,1982,18,4,100,5
3369,357202,3572,1985,20,4,100,3
3370,357203,3572,1992,27,4,0,5
3371,357301,3573,1985,23,6,5,4
3372,357302,3573,1988,25,6,0,2
3373,357601,3576,1982,22,6,0,5
3374,357602,3576,1987,27,6,0,5
3375,358401,3584,1982,22,5,5,7
3376,358402,3584,1988,28,5,5,3
3377,358601,3586,1989,26,6,5,3
3378,358602,3586,1991,28,6,5,2
3379,359401,3594,1981,22,5,55,5
3380,359402,3594,1986,27,5,55,7
3381,359403,3594,1993,34,5,0,4
3382,359701,3597,1980,21,6,1,4
3383,359702,3597,1984,25,6,5,5
3384,359703,3597,1985,26,6,55,3
3385,359704,3597,1987,28,6,55,5
3386,359705,3597,2002,43,6,55,2
3387,360101,3601,1986,22,7,55,4
3388,360102,3601,1989,25,7,55,5
3389,360103,3601,1991,27,7,0,5
3390,360301,3603,1985,26,5,0,7
3391,360302,3603,1988,28,5,0,
3392,360303,3603,1989,29,5,0,5
3393,360501,3605,1988,30,5,55,3
3394,360502,3605,1988,30,5,55,5
3395,360601,3606,1980,20,6,5,4
3396,360602,3606,1982,21,6,,2
3397,360603,3606,1984,23,6,0,5
3398,360901,3609,1989,29,6,5,5
3399,360902,3609,1994,34,6,5,3
3400,360903,3609,1997,37,6,5,3
3401,361001,3610,1984,26,6,100,5
3402,361101,3611,1983,23,5,0,7
3403,361102,3611,1985,25,5,0,7
3404,361103,3611,1992,32,5,0,4
3405,361301,3613,1987,30,6,,5
3406,361401,3614,1982,23,10,0,5
3407,361402,3614,1987,28,10,0,3
3408,362401,3624,1991,28,7,0,
3409,362402,3624,1992,30,7,0,5
3410,362601,3626,1986,27,8,5,3
3411,362602,3626,1989,31,8,5,5
3412,363101,3631,1985,22,5,0,
3413,363301,3633,1985,22,5,5,3
3414,363302,3633,1988,24,5,1,3
3415,363303,3633,1998,34,5,5,4
3416,363501,3635,1979,17,6,5,4
3417,363502,3635,1981,19,6,5,4
3418,363701,3637,1975,17,5,55,4
3419,363702,3637,1976,17,5,0,
3420,363703,3637,1980,22,5,55,4
3421,364101,3641,1981,21,9,5,5
3422,364102,3641,1990,30,9,0,7
3423,364103,3641,1998,38,9,0,4
3424,364701,3647,1978,15,5,0,
3425,364702,3647,1980,16,5,55,2
3426,364703,3647,1981,18,5,55,4
3427,364801,3648,1981,20,5,5,3
3428,364802,3648,1982,21,5,0,
3429,364803,3648,1984,23,5,5,2
3430,364804,3648,1985,24,5,5,3
3431,364805,3648,1987,26,5,5,2
3432,364901,3649,1982,19,5,55,5
3433,364902,3649,1983,20,5,0,2
3434,364903,3649,1988,25,5,0,4
3435,365001,3650,1983,21,5,55,3
3436,365002,3650,1985,23,5,55,4
3437,365003,3650,1988,27,5,55,4
3438,365101,3651,1982,22,7,0,7
3439,365201,3652,1980,18,4,5,3
3440,365202,3652,1984,22,4,5,
3441,365401,3654,1985,20,5,5,2
3442,365402,3654,1985,20,5,0,2
3443,365403,3654,1989,25,5,0,3
3444,365404,3654,1992,27,5,5,5
3445,365405,3654,1994,29,5,5,2
3446,365406,3654,1996,32,5,5,3
3447,365407,3654,1998,33,5,55,5
3448,365408,3654,1999,35,5,5,5
3449,365409,3654,2001,37,5,5,3
3450,365410,3654,2003,39,5,5,2
3451,365501,3655,1980,18,5,5,4
3452,365502,3655,1985,23,5,0,3
3453,365901,3659,1979,18,5,5,2
3454,365902,3659,1981,19,5,0,2
3455,365903,3659,1982,21,5,55,2
3456,366101,3661,1993,31,6,0,6
3457,366201,3662,1985,27,5,5,2
3458,366202,3662,1990,33,5,5,3
3459,366301,3663,1991,30,9,0,2
3460,366302,3663,1994,32,9,0,
3461,366701,3667,1987,25,6,0,
3462,366901,3669,1988,25,7,0,5
3463,366902,3669,1990,28,7,0,5
3464,366903,3669,1994,31,7,0,5
3465,367401,3674,1986,25,7,0,
3466,367402,3674,1988,27,7,0,
3467,367701,3677,1995,32,10,0,5
3468,367702,3677,1999,36,10,5,4
3469,367801,3678,1993,33,6,0,
3470,367901,3679,1989,27,7,0,6
