"C0000100","C0000200","C0005700","C0007000","C0053500","C0054100","C0055100","C0057500","C0058100","C0058700","C0059300","C0059900","C0060500","C0061100","C0061106","C0061112","C0061114","C0061116","C0061118","C0061120","C0061122","C0061124","C0061126","C0061128","C0061130","C0061132","C3602400","C3982400","C5526200","C5802500"
947702,9477,1984,20,5,5,7,7,7,7,7,7,7,7,7,7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
947703,9477,1986,22,5,5,7,7,7,7,7,7,7,7,7,7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
947901,9479,1986,23,10,11,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
947902,9479,1988,25,10,11,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
948201,9482,1976,18,11,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
948202,9482,1978,20,11,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
948203,9482,1980,23,11,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
948301,9483,1987,29,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
948302,9483,1990,32,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
948501,9485,1981,20,11,12,12,12,12,-7,-7,12,12,12,12,12,12,12,12,12,12,12,-7,-7,12,12,12,12,12,12
948502,9485,1983,22,11,12,12,12,12,-7,-7,12,12,12,12,12,12,12,12,12,12,12,-7,-7,12,12,12,12,12,12
948503,9485,1985,24,11,12,12,12,12,-7,-7,12,12,12,12,12,12,12,12,12,12,12,-7,-7,12,12,12,12,12,12
948504,9485,1986,25,11,12,12,12,12,-7,-7,12,12,12,12,12,12,12,12,12,12,12,-7,-7,12,12,12,12,12,12
948701,9487,1982,25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,-7,14,14,15,14,-7,-7
948702,9487,1987,30,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,-7,14,14,15,14,-7,-7
948801,9488,1982,21,11,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
948802,9488,1984,23,11,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
948803,9488,1985,24,11,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949201,9492,1983,22,10,11,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949202,9492,1984,23,10,11,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949601,9496,1988,23,8,9,10,11,12,12,12,-7,-7,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949602,9496,1991,27,8,9,10,11,12,12,12,-7,-7,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949603,9496,1994,29,8,9,10,11,12,12,12,-7,-7,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949701,9497,1987,26,9,10,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949702,9497,1989,27,9,10,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949801,9498,1977,19,12,12,12,12,12,12,12,12,12,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949802,9498,1979,21,12,12,12,12,12,12,12,12,12,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949803,9498,1982,25,12,12,12,12,12,12,12,12,12,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949804,9498,1984,27,12,12,12,12,12,12,12,12,12,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949805,9498,1989,32,12,12,12,12,12,12,12,12,12,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949901,9499,1974,16,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949902,9499,1977,19,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949903,9499,1982,24,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949904,9499,1983,25,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949905,9499,1984,27,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949906,9499,1986,29,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
949907,9499,1988,30,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
950101,9501,1981,21,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
950401,9504,2004,43,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
950701,9507,1984,25,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
950702,9507,1986,27,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
950703,9507,1988,29,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
951001,9510,1981,19,10,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
951201,9512,1983,24,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,-7,-7,12,12,12,12,12
951202,9512,1994,35,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,-7,-7,12,12,12,12,12
951501,9515,1977,20,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
951502,9515,1979,22,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
951503,9515,1985,27,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
951601,9516,1980,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,12,12,12
951602,9516,1982,18,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,12,12,12
951603,9516,1982,19,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,12,12,12
951604,9516,1984,21,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,12,12,12
951605,9516,1986,23,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,12,12,12
951701,9517,1977,18,9,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,-7,9,12,12,12
951702,9517,1979,20,9,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,-7,9,12,12,12
952101,9521,1977,19,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
952102,9521,1988,30,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
952103,9521,1992,35,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
952201,9522,1980,21,13,14,14,14,14,14,14,15,15,15,15,15,15,15,13,14,16,16,16,-7,-7,16,-7,14,15,15
952202,9522,1983,23,13,14,14,14,14,14,14,15,15,15,15,15,15,15,13,14,16,16,16,-7,-7,16,-7,14,15,15
952301,9523,1979,19,12,13,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,14,14,14,14
952302,9523,1982,22,12,13,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,14,14,14,14
952303,9523,1984,23,12,13,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,14,14,14,14
952304,9523,1987,26,12,13,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,14,14,14,14
952305,9523,1990,30,12,13,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,14,14,14,14
952306,9523,1992,32,12,13,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,14,14,14,14
952307,9523,1998,38,12,13,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,14,14,14,14
952501,9525,1979,17,8,8,-7,8,11,11,11,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
952901,9529,1978,20,4,4,-7,4,4,4,4,4,4,-7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
952902,9529,1979,21,4,4,-7,4,4,4,4,4,4,-7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
952903,9529,1984,26,4,4,-7,4,4,4,4,4,4,-7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
952904,9529,1989,31,4,4,-7,4,4,4,4,4,4,-7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
953001,9530,1983,23,12,14,14,14,14,14,-7,14,14,14,14,14,14,14,14,14,-7,14,14,14,14,-7,14,14,-7,-7
953002,9530,1990,30,12,14,14,14,14,14,-7,14,14,14,14,14,14,14,14,14,-7,14,14,14,14,-7,14,14,-7,-7
953201,9532,1982,18,8,9,10,11,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,-7,13,13,13,13
953202,9532,1985,20,8,9,10,11,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,-7,13,13,13,13
953203,9532,1991,26,8,9,10,11,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,-7,13,13,13,13
953601,9536,1985,28,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,14,14,14
953602,9536,1985,28,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,14,14,14
953701,9537,1981,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-7,-7,10,10,10,10,10,10
953702,9537,1983,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-7,-7,10,10,10,10,10,10
953703,9537,1984,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-7,-7,10,10,10,10,10,10
953704,9537,1985,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-7,-7,10,10,10,10,10,10
954101,9541,1999,36,8,9,10,11,12,12,12,12,12,12,12,12,12,12,-7,-7,12,12,12,12,12,13,12,12,13,13
954201,9542,1980,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-7,10,10,10,12,12,12,12
954202,9542,1982,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-7,10,10,10,12,12,12,12
954203,9542,1984,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-7,10,10,10,12,12,12,12
954204,9542,1986,23,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-7,10,10,10,12,12,12,12
955401,9554,1978,19,12,12,12,12,12,12,12,13,13,14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14
955402,9554,1979,20,12,12,12,12,12,12,12,13,13,14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14
955403,9554,1983,24,12,12,12,12,12,12,12,13,13,14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14
955601,9556,1976,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
955602,9556,1978,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
955701,9557,1978,20,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-7,-7,14,14,15,15,15
955702,9557,1989,31,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-7,-7,14,14,15,15,15
955801,9558,1982,21,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-7,11,11,12,12,12,12
955802,9558,1990,29,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-7,11,11,12,12,12,12
956001,9560,1991,27,8,9,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15
956401,9564,1987,30,15,16,17,17,17,17,17,17,17,17,17,17,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
956701,9567,1984,25,13,14,14,14,13,13,13,13,13,13,13,13,13,13,13,-7,13,13,13,13,13,13,12,12,12,12
956702,9567,1988,28,13,14,14,14,13,13,13,13,13,13,13,13,13,13,13,-7,13,13,13,13,13,13,12,12,12,12
956801,9568,1989,26,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,12,12
956802,9568,1991,29,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,12,12
956803,9568,1993,31,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,12,12
957401,9574,1976,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,9,12,12
957402,9574,1978,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,9,12,12
957501,9575,1976,19,11,-7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12
957502,9575,1977,20,11,-7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12
957503,9575,1982,24,11,-7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12
957504,9575,1996,39,11,-7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12
957601,9576,1999,36,8,9,10,11,12,12,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14
957602,9576,2003,39,8,9,10,11,12,12,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14
957603,9576,2003,39,8,9,10,11,12,12,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14
957801,9578,1979,17,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,12,12,12,12
957802,9578,1981,20,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,12,12,12,12
957803,9578,1982,21,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,12,12,12,12
957804,9578,1986,24,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,12,12,12,12
957805,9578,1991,30,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,12,12,12,12
957806,9578,1995,33,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,12,12,12,12
957901,9579,1989,26,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
957902,9579,1992,29,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
958201,9582,1989,30,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,14,14
958202,9582,1994,34,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,14,14
959301,9593,1984,25,14,14,15,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
959302,9593,1985,27,14,14,15,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
959303,9593,1990,31,14,14,15,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
959401,9594,1984,25,13,14,15,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
959402,9594,1988,29,13,14,15,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
959601,9596,1981,22,13,14,15,15,15,15,15,15,17,20,15,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
959602,9596,1981,22,13,14,15,15,15,15,15,15,17,20,15,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
959701,9597,1985,26,12,12,14,14,15,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
960201,9602,1983,19,7,8,9,10,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
960202,9602,1986,22,7,8,9,10,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
960401,9604,1981,21,10,10,10,10,10,10,10,10,10,10,10,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
960402,9604,1987,27,10,10,10,10,10,10,10,10,10,10,10,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
960801,9608,1978,20,12,12,12,12,12,12,12,12,13,14,14,14,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
960802,9608,1980,22,12,12,12,12,12,12,12,12,13,14,14,14,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
960803,9608,1981,23,12,12,12,12,12,12,12,12,13,14,14,14,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
960901,9609,1984,23,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
961001,9610,1990,27,9,10,11,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
961101,9611,1981,24,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
961102,9611,1983,26,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
961401,9614,1980,19,10,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
961601,9616,1981,18,9,9,9,9,9,9,9,9,9,9,9,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
961602,9616,1985,22,9,9,9,9,9,9,9,9,9,9,9,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
961603,9616,1988,24,9,9,9,9,9,9,9,9,9,9,9,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
961901,9619,1981,23,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13
961902,9619,1986,28,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13
962001,9620,1978,18,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,14,14,14
962002,9620,1980,20,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,14,14,14
962003,9620,1982,22,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,14,14,14
962301,9623,1980,18,10,10,10,10,10,10,10,10,10,10,10,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
962302,9623,1982,21,10,10,10,10,10,10,10,10,10,10,10,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
962701,9627,1982,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,14,14,14,14,14,14,-7,-7
962702,9627,1985,25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,14,14,14,14,14,14,-7,-7
962703,9627,1987,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,14,14,14,14,14,14,-7,-7
963101,9631,1982,24,15,16,16,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
963201,9632,1984,23,11,12,-7,12,12,-7,12,-7,-7,-7,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7
963202,9632,1993,32,11,12,-7,12,12,-7,12,-7,-7,-7,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7
963203,9632,1993,32,11,12,-7,12,12,-7,12,-7,-7,-7,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7
963301,9633,1977,18,11,11,11,11,11,11,11,11,11,11,11,13,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
963302,9633,1981,22,11,11,11,11,11,11,11,11,11,11,11,13,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
963501,9635,1993,28,8,9,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
963502,9635,1996,31,8,9,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
963701,9637,1984,24,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,13,13,13,13,13,13,13,15,16,17,17
963702,9637,1987,27,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,13,13,13,13,13,13,13,15,16,17,17
964001,9640,1986,24,11,12,13,13,13,13,13,14,14,13,13,16,13,13,14,14,14,14,14,14,15,16,16,16,16,16
964002,9640,1992,30,11,12,13,13,13,13,13,14,14,13,13,16,13,13,14,14,14,14,14,14,15,16,16,16,16,16
964101,9641,1998,38,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
964102,9641,1998,38,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
964401,9644,1989,31,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,-7
964402,9644,1992,34,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,-7
964701,9647,1990,27,10,11,12,12,12,12,12,-7,12,-7,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
964801,9648,1978,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9
964802,9648,1982,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9
964803,9648,1983,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9
964804,9648,1985,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9
965201,9652,1982,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7
965202,9652,1985,25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7
965501,9655,1981,17,8,9,9,-7,-7,-7,-7,-7,-7,9,9,9,9,12,12,10,10,10,10,10,10,10,14,14,14,14
965502,9655,1985,21,8,9,9,-7,-7,-7,-7,-7,-7,9,9,9,9,12,12,10,10,10,10,10,10,10,14,14,14,14
965503,9655,1993,29,8,9,9,-7,-7,-7,-7,-7,-7,9,9,9,9,12,12,10,10,10,10,10,10,10,14,14,14,14
965701,9657,1981,22,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
965901,9659,1996,34,9,10,11,12,13,13,14,14,14,-7,14,14,14,14,12,12,12,12,-7,12,12,12,12,12,12,12
966001,9660,1986,28,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
966002,9660,1989,30,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
966101,9661,1984,25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,12,12,12,12,12,12,14,14,14
966102,9661,1990,30,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,12,12,12,12,12,12,14,14,14
966201,9662,2004,41,10,11,12,12,13,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,16,16
967101,9671,1975,14,8,8,8,8,8,8,8,8,8,8,8,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
967102,9671,1978,16,8,8,8,8,8,8,8,8,8,8,8,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
967103,9671,1979,17,8,8,8,8,8,8,8,8,8,8,8,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
967104,9671,1980,18,8,8,8,8,8,8,8,8,8,8,8,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
967201,9672,1992,33,13,14,15,16,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
967601,9676,1982,23,13,14,15,16,16,16,16,16,-7,-7,16,-7,16,16,16,16,16,16,19,19,19,16,16,19,19,19
967602,9676,1983,25,13,14,15,16,16,16,16,16,-7,-7,16,-7,16,16,16,16,16,16,19,19,19,16,16,19,19,19
967603,9676,1986,27,13,14,15,16,16,16,16,16,-7,-7,16,-7,16,16,16,16,16,16,19,19,19,16,16,19,19,19
968001,9680,1984,21,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,12,12,12,12
968002,9680,1986,23,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,12,12,12,12
968003,9680,1989,26,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,12,12,12,12
968401,9684,1980,18,10,11,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14
