R0000100,dad_age,mom_age,f_HGC,m_HGC,HGC,reside_parent_type,age_stopped_living_w_parent,urban_at_14,rural_at_14,farm_at_14,AFQT,desire_child_#,ever_married,married_age,1st_marry_age,abort_#,foreign_lang_child,female_work_14,male_work_14,mother_work_1978,father_work_1978,#sibling,#sibling_school,cultural_influence,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62,teen_mom,teen_dad,teen_mom_not_teen_dad,teen_dad_not_teen_mom,teen_dad_and_teen_mom
4120,26,23,1,5,6,0,16,1,0,0,24.718,2,1,16,16,0,0,1,0,1,3,1,1,0.666666667,1199.095408,4971.213471,12257.95928,16792.33756,15001.02913,15915.24975,23028.9637,18438.91199,12312.89459,24699.69819,25617.48516,26418.41193,20377.84309,,30050.30406,,43470.72578,,32726.32448,,41870.59676,,73491.865,,50245.3467,,,,45738.01955,,,,,,3449.997784,,,,,,,,,,,0,0,0,0,0
4121,24,27,5,1,5,1,18,0,1,0,6.447,3,1,15,15,0,0,0,1,3,1,2,1,0.333333333,11699.45197,15022.76955,20374.48498,21583.71735,21523.09469,22330.98494,19940.90085,24325.99318,5968.218658,11744.77149,11063.34719,14071.87954,20026.78232,19213.11387,18648.29077,18113.6383,,,,,,15708.63575,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4122,38,27,7,5,8,0,6,1,0,0,95.956,2,1,18,18,,0,,1,,1,1,1,1,1129.821243,,16792.33756,27366.74233,27851.68707,36462.52585,38721.71517,29902.74402,60080.34696,51234.97033,48174.75116,51321.9752,,65824.47556,,46187.64614,,43198.74831,,34481.66792,,21336.3479,,32380.33454,,29972.55385,,28459.21216,,28112.5319,,29953.05358,,24379.98434,,28466.82385,,35822.66894,,,,,,,,0,0,0,0,0
4123,27,16,,5,5,1,18,0,1,0,18.467,2,1,39,39,0,0,1,1,2,1,0,,0,2704.098519,,9592.763265,6778.92746,21893.12249,46178.92828,,59682.18658,67167.81078,62692.30075,82672.29228,75100.4337,144618.7092,156875.6381,153442.1395,,,,,,,,61574.407,,35560.57984,,22331.2652,,,,,,,,,,,,,,,,,,,1,0,1,0,0
4124,23,22,5,5,9,1,18,0,1,0,64.006,0,0,,,0,0,1,1,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,5926.763307,,,,,,40656.01738,,121174.7065,,102963.6217,,101199.935,,97854.70697,,,,,,,,,0,0,0,0,0
4125,21,21,5,5,6,1,18,1,0,0,50.215,3,1,19,19,0,0,0,1,1,1,2,2,1,,10362.37174,2103.187737,10848.75174,17506.79296,21975.02318,19703.81024,18891.37975,16217.32879,19894.06219,19190.80308,22126.69438,26384.77413,28371.27495,30420.76363,29526.46039,27170.45746,,35774.1715,,39395.34524,,37962.53639,,28324.22722,,28448.46387,,11165.6326,,4627.341648,,,,,,,,,,,,,,,1,1,0,0,1
4126,,,1,1,5,,,0,1,0,,3,0,,,0,0,0,0,3,3,7,0,0.333333333,,,,,,3244.721544,,,,,,,,,,,1086.768145,,,,1108.339326,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4127,27,24,5,5,6,0,10,0,1,0,61.471,2,0,,,,0,1,,1,1,3,1,0.666666667,9586.865212,6009.107819,,422.0815837,,,,,,2878.620462,1106.334719,,2097.805448,10791.36563,2082.392469,226.4204788,,9730.574648,,11411.06552,,2618.105958,,2709.273908,,2844.846387,,,,23662.54252,,,,,,,,,,,,,,,,0,0,0,0,0
4128,27,26,7,5,5,0,17,1,0,0,38.548,2,1,39,39,,0,0,1,1,1,3,2,0.666666667,,,,,,677.892746,328.3968373,2938.659073,11433.2168,2984.109329,5757.240924,9219.455993,5276.954826,3337.797053,4611.147329,1118.897446,,,8013.414416,,,,,,1600.934582,,592.6763307,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4129,21,19,1,1,6,1,18,1,0,0,64.073,2,1,23,23,,0,1,1,2,1,4,4,0.666666667,,4011.240674,9915.027901,18522.25907,21583.71735,29827.28083,29336.78414,32535.15402,15203.74574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
4130,24,21,1,1,5,1,18,0,1,0,0.094,0,1,,,,0,1,1,2,1,4,4,0.666666667,6009.107819,3175.244413,4796.381633,4067.356476,4378.624498,9235.785657,20879.81082,27851.68707,34543.44555,36877.82397,43974.62355,51735.85433,60841.52726,60606.94501,69435.6135,,74410.27672,,80149.15066,,91633.70853,,88667.14608,,95552.46339,,100490.6934,,102011.85,,108754.8465,,116327.7182,,121684.2802,,124199.9202,,129120.1754,,130496.8654,,,,,1,0,1,0,0
4131,,16,5,6,6,2,2,1,0,0,80.354,2,1,46,46,0,0,1,,1,1,0,,0.666666667,3175.244413,959.2763265,451.9284974,2189.312249,2938.659073,27772.17555,11936.43732,2878.620462,18438.91199,2638.477413,667.5594107,,26418.41193,25660.9876,,21464.5029,,32603.04434,,91633.70853,,50491.01374,,77047.92299,,38968.05778,,46273.41648,,49803.62129,,36837.11076,,40249.41574,,54279.96513,,48037.76524,,51175.24134,,,,,,1,0,1,0,0
4132,35,25,5,4,6,2,17,1,0,0,42.47,5,1,23,23,0,0,1,1,1,1,9,4,0.333333333,,,,374.3824629,,,,,,,,1989.406219,20150.34323,18438.91199,16710.35695,17022.76497,16010.92823,15540.24231,15094.69859,,14309.6686,,20376.90271,,,,18472.3221,,16002.26093,,13957.04075,,,,22665.72969,,22802.17156,,,,,,,,,0,0,0,0,0
4133,36,25,5,4,5,0,1,0,1,0,16.359,2,1,16,16,0,0,0,1,3,1,5,4,0.333333333,2125.957557,3905.920082,21189.46438,23502.27,23726.24611,28461.05924,3673.323841,42570.48807,36804.01506,43179.30693,35955.87837,35179.69884,31542.18215,33622.94928,31080.48462,37736.74647,,37205.13836,,44149.95587,,45162.32778,,42486.34083,,37931.28516,,,,,,,,,,37441.31697,,,,,,,,,,0,0,0,0,0
4134,35,36,,,5,1,18,1,0,0,63.13,4,1,19,19,,0,1,1,1,2,3,1,0.666666667,,,,5694.299067,4378.624498,6297.126584,22298.82709,27262.82283,,23970.58558,,,16010.92823,,15698.48653,,,,20376.90271,,18326.74171,,,,,,29030.64476,,31024.22241,,32524.8139,,,,,,,,,,,,,,,0,0,0,0,0
4135,31,32,,,5,1,18,1,0,0,30.725,15,0,,,,0,1,1,1,2,3,1,0,4796.381633,,,7556.551901,16217.32879,18103.5966,24948.044,21204.74878,22866.80425,23364.57937,22415.29952,23310.36346,22642.04788,,34343.20464,,21735.36289,,23562.95362,,29555.71536,,29633.81653,,,,25240.04535,,29272.33251,,29081.92955,,28080.98773,,22999.98522,,,,,,,,,,,0,0,0,0,0
4136,23,24,4,4,2,2,2,1,0,0,5.276,2,1,24,24,0,0,1,0,1,1,6,3,0.333333333,,,,,,419.8084389,1419.016269,,,,,1335.118821,4803.278468,6216.096924,,,643.935087,,2716.920361,,1701.768873,,,,,,,,1262.002268,,7623.003258,,,,,,,,266.8764736,,,,,,,0,0,0,0,0
4137,40,39,1,2,7,,,1,0,0,65.206,2,0,,,,0,0,1,3,1,3,0,1,,,,,2785.168707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4138,,21,5,4,5,2,7,1,0,0,1.124,0,1,36,36,,0,,1,3,1,3,1,1,,,,16713.50281,,18522.25907,43167.43469,49712.13471,35028.99598,14693.29536,50679.15247,47745.74926,24948.044,53472.84476,54528.53321,53650.08094,51234.97033,52836.82385,52831.44505,,45790.93952,,50263.02668,,45816.85427,,51327.19419,,52155.5171,,50245.3467,,51853.56984,,44721.61912,,51378.07554,,50545.77791,,52893.52602,,53375.29471,,51175.24134,1,0,1,0,0
4139,,21,5,5,5,,,1,0,0,,,0,,,,0,1,,1,,1,0,0.666666667,6910.473992,3175.244413,,,80071.90619,17422.05022,18244.49489,18302.53722,18806.98702,18992.07934,19876.52985,20026.78232,20814.2067,22533.35135,23698.67678,,26017.83945,,,,32726.32448,,35018.59675,,40301.99049,,,,43508.57984,,41265.85764,,44592.29198,,44929.58037,,27599.98227,,,,,,,,,1,0,1,0,0
4140,,23,5,5,6,2,1,1,0,0,36.225,0,0,,,0,0,1,,1,2,1,0,0.666666667,5276.019796,3355.569093,5473.280622,18891.37975,14190.16269,16472.2835,37805.88207,16595.02079,3517.969884,16688.98527,19213.11387,15540.24231,14339.96366,,16456.11889,,21735.36289,,,,,,4741.410645,,16748.4489,,32812.05896,,15246.00652,,9693.976517,,24336.85603,,24379.98434,,14233.41192,,,,,,,,,0,0,0,0,0
4141,24,22,4,4,5,1,18,1,0,0,48.239,2,1,30,30,,0,1,1,1,1,1,1,0.666666667,,,,2116.829608,,22596.42487,6020.608685,20150.80507,,9947.031097,28786.20462,22126.69438,36938.68378,46729.15875,,,,,,,25810.74343,,,,,,10668.17395,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4142,28,24,7,5,5,1,18,0,1,0,30.605,2,1,22,22,0,0,1,1,2,1,4,4,0.333333333,,,,,,43167.43469,31634.99482,26271.74699,,24325.99318,23872.87463,24948.044,21942.30526,17589.84942,,11207.64976,4662.072693,,,40067.07208,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4143,20,16,6,5,5,1,18,0,1,0,62.963,0,1,20,20,,0,0,1,2,1,2,2,0.333333333,6685.401124,21031.87737,7938.111032,9592.763265,19857.73817,14887.32329,,20271.66099,8952.327987,,22679.86174,38697.66873,,29620.21722,22067.14408,,,,,33961.50452,,,,,,,,27914.0815,,,,,,,,,,,,,,,,,,1,1,0,0,1
4144,37,35,3,5,5,,,0,1,0,29.83,2,0,,,,0,1,1,1,1,2,0,0.333333333,16713.50281,21031.87737,18522.25907,28778.2898,25307.99585,15325.18574,13643.77427,13176.57964,6962.921768,,,,6675.594107,,11188.97446,,,3720.513836,,2716.920361,,,,61574.407,,3556.057984,,,,2103.337113,,15246.00652,,15510.36243,,18720.65849,,12879.99173,,,,38381.431,,,,0,0,0,0,0
4145,47,38,2,2,5,1,18,0,1,0,28.605,2,1,24,24,0,0,0,1,3,1,7,0,0.666666667,3676.970618,3605.464691,3889.674406,4076.924388,14461.71192,26271.74699,44079.88609,42570.48807,38992.3619,42219.76678,40565.60637,31661.72896,30040.17348,33622.94928,51282.79962,48303.03548,,34343.20464,,29886.12397,,41889.69533,,39407.62048,,54052.08136,,,,,,66066.02824,,,,,,,,75615.00084,,81027.46545,,,,0,0,0,0,0
4146,36,35,5,5,5,,,1,0,0,,,1,23,23,,0,0,1,3,1,3,1,1,3605.464691,19215.52077,19185.52653,18077.13989,19390.73859,17631.95444,18295.17404,25862.28085,20912.21812,14751.12959,8794.924711,,8325.682678,20979.32712,,,18602.56918,,13584.60181,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4147,38,37,5,5,7,1,18,1,0,0,59.747,4,1,19,19,0,0,0,1,3,1,3,1,1,529.2074021,7194.572449,8134.712952,80071.90619,16036.68237,4865.198637,994.7031097,3838.160616,3687.782397,8365.732385,16602.20254,19213.11387,18648.29077,19623.10816,,14309.6686,,16301.52217,,11634.86288,,20935.29838,,26467.73958,,21293.97793,,6721.213743,,,,,,,,,,,,,,,,,,0,0,0,0,0
4148,24,22,7,6,6,1,18,1,0,0,27.311,2,1,25,25,0,0,0,1,2,1,1,1,0.666666667,,,12594.25317,,,191.9080308,6453.619195,3517.969884,,,3263.450885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4149,,,5,5,5,0,6,1,0,0,41.113,2,0,,,2,0,1,,1,1,2,2,0.666666667,3605.464691,,2398.190816,,14712.17831,31485.63292,30204.77487,29841.09329,,,,458.9470948,,2797.243616,,,,,5433.840723,,74616.01981,,71426.31212,,,,,,,,,,,,97347.42413,,,,,,,,,,,0,0,0,0,0
4150,23,22,5,5,6,1,18,1,0,0,53.274,0,1,17,17,0,0,0,1,3,1,3,2,0.666666667,4556.562551,4745.249222,2627.174699,1889.137975,16511.26787,37201.8963,40605.82024,44253.38876,45733.6085,48251.1942,51234.97033,60606.94501,60378.79435,,68686.40928,,68466.3931,,90324.65555,,92361.6105,,160022.6093,,95242.84609,,105166.8556,,101640.0434,,114388.9229,,123556.346,,99359.93617,,106750.5894,,127938.1033,,,,,,,0,0,0,0,0
4151,46,44,2,2,5,1,18,0,1,0,52.544,2,1,16,16,0,0,0,0,,3,0,,0.666666667,790.8748704,875.7248996,1889.137975,5067.915247,5968.218658,40300.68647,59004.51835,58046.50309,63418.14401,75251.36267,79721.44305,63397.73407,,72979.30986,,74715.30993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4152,26,22,6,5,6,1,18,1,0,0,53.708,2,1,18,18,2,0,1,1,1,1,2,0,0.666666667,,9851.90512,7976.36034,7095.081345,,,70067.86554,130662.6785,26702.37643,24016.39234,,153442.1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4153,,23,4,5,6,0,6,1,0,0,50.374,3,1,23,23,0,0,1,,2,,4,3,1,,,,,,,,,,6297.126584,26353.15928,29841.09329,44138.84709,19360.85758,,,,,,,,,,,,,,,30819.1692,,1674.84489,,11568.35412,,,,,,,,,,,,,0,0,0,0,0
4154,,26,,5,6,0,5,1,0,0,56.01,3,1,16,16,0,0,1,,1,,4,3,1,,,,,,,,22866.80425,3337.797053,27218.57799,10878.16962,33208.33689,,24326.43662,,35319.9647,,45816.85427,,43102.0849,,35560.57984,,,,23136.70824,,35574.01521,,67857.83562,,131044.6094,,73599.95272,,,,,,,,,,,,0,0,0,0,0
4155,25,21,6,5,4,0,10,1,0,0,6.274,4,1,19,19,,0,0,1,1,1,1,1,0.666666667,,10028.10169,,26460.37011,23375.16589,21918.53212,19703.81024,34004.48355,28380.32538,8952.327987,,,,,,,,,,,5705.532759,,18326.74171,,,,,,25680.95498,,25240.04535,,26426.4113,,31020.72485,,33697.18527,,35879.97695,,32025.17683,,31558.06549,,,1,0,1,0,0
4156,,17,4,3,3,2,15,1,0,0,11.085,2,1,20,20,,0,1,1,2,1,3,3,1,,,,,,,,,,,,,,,,5283.144505,,,,,,,,,,,,,,12620.02268,,23377.20999,,,,,,,,,,,,,,1,0,1,0,0
4157,35,24,3,6,5,2,12,1,0,0,23.058,1,1,17,17,0,0,0,1,1,1,1,1,1,,,,,,,,,2638.477413,16021.42586,8005.464114,14803.63482,15849.43352,,14309.6686,,22414.59298,,36653.48341,,20799.83469,,17780.28992,,,,16826.6969,,15904.634,,29081.92955,,2340.082311,,27599.98227,,35583.52981,,32410.98618,,,,,,,0,0,0,0,0
4158,35,,5,6,5,2,14,0,0,1,28.542,3,1,40,40,,0,0,0,1,2,1,1,0,,,,,,,,791.3389074,,994.7031097,,,,,,,,,,,,,,,,,4267.269581,,,,,,,,969.3976517,,,,,,,,,,,0,0,0,0,0
4159,20,22,6,6,5,1,18,0,1,0,20.127,,1,22,22,,0,1,1,1,1,1,1,1,5445.259215,,,,,12916.94227,6716.935023,,25862.28085,32720.31925,23970.58558,27950.27073,60080.34696,36825.13492,51282.79962,52831.44505,,25757.40348,,52979.94704,,26181.05958,,43102.0849,,37931.28516,,35730.02432,,,,,,40714.70137,,44929.58037,,38639.97518,,37362.7063,,57998.60685,,,,0,1,0,1,0
4160,22,24,6,6,5,1,18,1,0,0,38.366,2,1,20,20,0,0,1,1,1,1,1,1,1,,21168.29608,40769.24388,38413.92228,,33584.67512,48651.98637,17904.65597,,,59805.48803,45060.26022,35224.0421,54390.84808,40755.68619,,35774.1715,,42112.2656,,,,,,,,69226.92213,,33653.3938,,71148.03041,,,,48673.71206,,,,,,55439.84478,,,,,0,0,0,0,0
4161,56,42,5,5,5,3,,1,0,0,58.278,2,1,47,47,,0,0,1,3,1,0,,0.666666667,1438.91449,18077.13989,33058.61496,19940.90085,14190.16269,13925.84354,18806.98702,9219.455993,,13351.18821,8005.464114,12432.19385,,,20033.53604,,21735.36289,,,,,,,,58061.28953,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4162,28,28,3,5,5,1,18,1,0,0,47.639,2,1,19,19,0,0,1,1,1,1,3,1,1,,,1333.189067,7334.196034,,,,,,,,,9013.340539,,,21035.21284,,2092.028678,,1570.863575,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4163,32,32,2,2,5,1,18,1,0,0,82.644,0,1,21,21,2,0,0,1,3,1,3,,0.333333333,,6685.401124,15022.76955,15876.22206,23981.90816,28521.20747,37218.30823,24138.98524,24325.99318,31830.49951,28786.20462,14751.12959,17589.84942,16688.98527,11207.64976,23310.36346,22642.04788,,28619.3372,,12226.14163,,17017.68873,,16009.34582,,7112.115968,,17865.01216,,16826.6969,,203.2800869,,18418.55538,,20592.72433,,20239.987,,8895.882452,,3411.682756,,,0,0,0,0,0
4164,26,16,6,7,7,2,4,1,0,0,67.035,2,1,26,26,,0,1,,2,1,1,1,1,7210.929383,1058.414804,19185.52653,8812.605699,19703.81024,20816.20145,11352.13015,3978.812439,34543.44555,22126.69438,29902.74402,22530.13011,8005.464114,20202.315,,,14309.6686,,14943.06199,,39271.58937,,27092.73908,,53340.86976,,35730.02432,,21033.37113,,12196.80521,,,,,,,,,,,,,,,1,0,1,0,0
4165,,22,,7,5,,,1,0,0,48.236,,1,31,31,,0,1,,2,1,1,1,1,,2268.688512,768.2784455,613.0074297,3022.62076,8276.919181,11580.3336,3838.160616,,1758.984942,5006.69558,12578.18522,13496.70045,,,21464.5029,,19413.75444,,18326.74171,,20935.29838,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4166,32,32,5,5,5,1,18,1,0,0,67.153,2,1,37,37,,0,1,1,1,2,1,0,0.333333333,,7353.941236,6910.473992,8731.922135,7194.572449,20336.78238,45975.55723,,,,,,,,144618.7092,156875.6381,153442.1395,,198582.426,,201011.3529,,,,,,,,,,,,,,,,3463.32182,,5519.996454,,13343.82368,,10235.04827,,,0,0,0,0,0
4167,20,29,,2,2,2,14,1,0,0,6.188,2,1,14,14,0,0,0,1,3,1,12,6,0.333333333,2403.643128,926.1129537,9113.125102,5649.106217,5473.280622,13014.06161,36488.98978,35809.31195,35502.9857,27658.36798,36938.68378,35046.86906,35224.0421,42891.06877,43774.6259,,21464.5029,,40753.80542,,52362.11916,,50491.01374,,50970.16444,,33496.8978,,37860.06803,,36590.41564,,40714.70137,,48673.71206,,38639.97518,,31135.58858,,,,,,,0,1,0,1,0
4168,16,16,,,5,0,1,1,0,0,6.679,2,1,27,27,,0,0,,,1,7,5,0.333333333,5921.83083,,,10245.98132,8186.264559,3040.749148,1989.406219,,,351.7969884,,1601.092823,,7547.349294,,2861.93372,,,,,,,,,,3349.68978,,,,7623.003258,,7755.181213,,15912.55971,,,,,,,,,,,,1,1,0,0,1
4169,47,47,1,1,5,0,15,1,0,0,12.24,4,0,,,0,0,0,1,,3,1,0,0,,2300.967174,7346.647682,8433.010971,,665.9208669,,2357.039822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4170,35,34,6,5,6,1,18,1,0,0,65.553,4,1,23,23,0,0,0,1,3,1,5,2,1,2674.16045,2403.643128,,,,656.7936747,5247.605487,6081.498296,5968.218658,5757.240924,10694.56895,27440.1651,18224.37191,3202.185645,7770.121155,42265.15604,,28619.3372,,,,,,15393.60175,,104311.0342,,,,,,,,18418.55538,,,,,,,,,,,,0,0,0,0,0
4171,37,36,6,5,7,1,18,1,0,0,92.381,3,0,,,,0,0,1,3,1,5,2,1,8405.870051,985.190512,6297.126584,4054.332197,,15352.64246,,5276.954826,8344.492633,,12432.19385,,,25757.40348,,24452.28325,,26181.05958,,38176.13234,,28448.46387,,24564.39172,,21033.37113,,27442.81173,,23265.54364,,31825.11943,,,,,,,,,,,,,,0,0,0,0,0
4172,28,27,7,6,7,0,15,1,0,0,88.546,2,1,45,45,,0,1,1,1,,1,1,1,1852.225907,3597.286225,4519.284974,15325.18574,14693.29536,2027.166099,,7676.321232,16595.02079,22866.80425,17523.43453,60841.52726,59052.92078,61888.26421,,61531.57498,,124978.3366,,283017.2541,,290631.2011,,165949.3726,,312432.2652,,161956.9577,,317446.2493,,165766.9984,,168485.9264,,165599.8936,,160125.8841,,162907.8516,,,,,,0,0,0,0,0
4173,24,23,5,5,5,1,18,1,0,0,9.084,2,0,,,0,0,1,1,3,,6,3,0.333333333,1502.276955,,1151.131592,3615.427979,3529.171345,1154.473207,1013.583049,2387.287463,3838.160616,10141.40159,19348.83436,21695.68085,16010.92823,16317.25442,22642.04788,,21464.5029,,16980.75226,,22253.90064,,12314.8814,,23707.05323,,,,,,25410.01086,,17449.15773,,,,22999.98522,,44479.41226,,25587.62067,,,,,0,0,0,0,0
4174,27,26,5,5,6,1,18,1,0,0,62.206,3,0,,,0,0,1,1,2,1,5,2,0.666666667,,,779.3951606,629.7126584,2432.599318,602.7900845,3070.528493,527.3528828,715.9068714,333.7797053,480.3278468,,,,,,,,2159.937415,,14777.85768,,948.2821291,,873.1524694,,7887.514172,,1876.275202,,,,,,,,,,767.62862,,,,,,,0,0,0,0,0
4175,,16,5,5,5,,,1,0,0,1.181,3,1,20,20,0,0,0,1,3,1,5,1,0.333333333,5156.504155,6716.80998,13643.77427,18244.49489,21883.46841,18231.26293,18070.13375,17589.84942,19192.33306,17612.02105,20979.32712,20830.68405,,28619.3372,,36678.42488,,60216.43704,,57879.94258,,60452.98573,,53595.03649,,55738.43348,,,,24234.94129,,48673.71206,,52439.96631,,61826.38304,,,,,,,,,,1,0,1,0,0
4176,22,21,5,,6,0,1,1,0,0,19.95,2,1,32,32,0,0,1,0,1,1,6,6,0.333333333,,,,,,,,,25188.50634,22298.82709,23872.87463,50663.72013,27658.36798,8794.924711,,24016.39234,31080.48462,27170.45746,,28619.3372,,27169.20361,,15708.63575,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
4177,45,35,5,2,2,1,18,1,0,0,4.06,4,1,25,25,0,0,0,1,3,1,3,0,1,,,,,,15742.81646,10135.83049,,959.540154,,3517.969884,11682.28969,4002.732057,,,,7154.8343,,13584.60181,,,,12314.8814,,15409.5846,,13398.75912,,13671.69123,,17278.80739,,,,18720.65849,,18399.98818,,18681.35315,,19617.17585,,,,,0,0,0,0,0
4178,24,22,,4,5,0,,1,0,0,3.995,1,1,32,32,0,0,0,,3,,2,2,0.333333333,600.9107819,7938.111032,1678.733571,18077.13989,13418.29477,21620.13461,22793.45561,19894.06219,23988.50385,25814.47678,25153.48467,25033.4779,30420.76363,29526.46039,28679.92732,,28795.34612,,31244.58415,,37962.53639,,34481.66792,,46228.75379,,46895.65692,,52583.42782,,53869.22303,,59133.25675,,,,55199.96454,,,,5117.524134,,,,,0,0,0,0,0
4179,26,21,7,6,7,0,15,1,0,0,41.069,7,1,17,17,1,1,1,1,2,1,6,6,1,4654.379102,15108.60214,27987.93184,26271.74699,20990.42195,1317.657964,9947.031097,6908.689109,3687.782397,29023.25155,8010.712928,,,,,5151.480696,,3396.150452,,5282.02877,,30787.2035,,16594.93726,,16748.4489,,18930.03401,,15251.08852,,,,,,,,,,,,,,,,1,0,1,0,0
4180,,22,,4,5,0,3,1,0,0,46.689,1,1,19,19,0,0,0,,2,,7,4,0,17746.61204,15817.49741,17514.49799,25188.50634,20271.66099,35809.31195,28594.29659,38352.93693,22866.80425,20026.78232,20814.2067,20202.315,33208.33689,,60100.60812,,38036.88506,,23562.95362,,,,,,42429.40388,,45221.74792,,27442.81173,,38775.90607,,40249.41574,,2759.998227,,43589.82402,,5117.524134,,,,,,,0,0,0,0,0
4181,,22,5,5,4,0,,1,0,0,35.322,3,0,,,,0,0,,1,,7,3,0,,12619.12642,13703.82568,19185.52653,20951.40514,22289.38801,24886.24426,24735.48074,26482.97559,23629.63583,27722.90417,29902.74402,16688.98527,24096.44698,26418.41193,27321.40444,,28097.03429,,36365.97904,,,,22012.8505,,21638.61283,,25715.56844,,25426.19069,,27022.02195,,29237.03317,,29017.02065,,23919.98463,,28466.82385,,,,,,0,0,0,0,0
4182,34,34,,,5,1,18,1,0,0,12.426,2,1,18,18,0,0,1,1,1,3,5,0,0.666666667,6317.960393,15189.44838,16792.33756,18903.32387,19098.29971,21109.88339,20959.51125,25334.66012,41722.46317,22415.29952,21756.33923,21132.57802,,42929.0058,,40753.80542,,,,290631.2011,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4183,20,18,1,,2,1,18,1,0,0,8.286,3,1,20,20,,1,0,1,,3,6,4,0,,,,3175.565534,,2910.640712,4796.381633,3389.46373,,4198.084389,4054.332197,,11514.48185,,5276.954826,3337.797053,3202.185645,3108.048462,3018.939717,,2861.93372,,2716.920361,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
4184,23,21,1,1,5,,,1,0,0,42.385,4,1,18,18,0,1,0,,3,,6,6,0.666666667,,,,42358.70152,45248.58188,31752.44413,,71221.67154,80071.90619,52476.05487,60814.98296,52520.32419,47977.0077,46097.27996,52769.54826,50066.9558,48032.78468,46620.72693,45284.09576,,42929.0058,,49447.95058,,34035.37746,,36944.6442,,28448.46387,,22331.2652,,,,,,,,,,,,,,,1,0,1,0,0
4185,44,37,,1,6,,,1,0,0,24.441,12,1,30,30,0,1,1,,1,,3,0,0.333333333,,10028.10169,66100.18601,5821.281423,8633.486939,11298.21243,9195.111445,11754.63629,10135.83049,9947.031097,11514.48185,12907.23839,12312.89459,25033.4779,42428.9598,8688.549475,80495.49916,,37205.13836,,33961.50452,,87706.5496,,86204.1698,,92457.50759,,95583.39788,,91495.1644,,35574.01521,,73674.22153,,72074.53517,,64399.95863,,,,,,,0,0,0,0,0
4186,28,28,1,1,7,0,14,1,0,0,57.851,2,1,22,22,0,1,0,,3,,4,2,1,1058.414804,1918.552653,9942.426942,17514.49799,39881.8017,34461.82368,39788.12439,34735.35358,36877.82397,87949.24711,40053.56464,41628.41339,45066.7027,43774.6259,,45790.93952,,48904.5665,,48434.96023,,50491.01374,,52155.5171,,52478.47323,,57841.7706,,58951.2252,,74643.61918,,102963.6217,,124199.9202,,,,,,,,,,0,0,0,0,0
4187,30,29,1,1,5,1,18,1,0,0,40.496,2,1,19,19,0,1,0,1,3,,4,2,0.666666667,,,,,15876.22206,16787.33571,18077.13989,19703.81024,6297.126584,166.2276201,2785.168707,15352.64246,16595.02079,21107.81931,19526.11276,,23310.36346,22642.04788,,35774.1715,,3531.99647,,75925.07279,,65268.87142,,32597.19819,,83742.24451,,57841.7706,,56918.42433,,76582.41448,,70202.46932,,68999.95567,,,,69310.89395,,0,0,0,0,0
4188,44,26,,5,5,0,8,1,0,0,73.184,3,1,19,19,0,0,0,1,1,,0,,0.666666667,,13370.80225,33050.093,21168.29608,35972.86225,31634.99482,48164.86948,41980.84389,40543.32197,35809.31195,32624.36524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4189,,22,,5,1,2,1,1,0,0,6.014,12,1,19,19,,0,0,1,2,1,5,3,0,23740.24406,16844.89229,15817.49741,20141.67269,30436.11182,37502.57283,39788.12439,42219.76678,46097.27996,51538.2588,67590.39033,68846.99138,104896.6356,102643.9504,,107322.5145,,95092.21264,,107342.3443,,96056.07492,,99569.62355,,99374.13015,,91495.1644,,109771.2469,,122144.1041,,117940.1485,,103959.9332,,117425.6484,,125379.3413,,,,,,0,0,0,0,0
