R0000100,dad_age,mom_age,f_HGC,m_HGC,HGC,reside_parent_type,age_stopped_living_w_parent,urban_at_14,rural_at_14,farm_at_14,AFQT,desire_child_#,ever_married,married_age,1st_marry_age,abort_#,foreign_lang_child,female_work_14,male_work_14,mother_work_1978,father_work_1978,#sibling,#sibling_school,cultural_influence,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62,teen_mom,teen_dad,teen_mom_not_teen_dad,teen_dad_not_teen_mom,teen_dad_and_teen_mom
4052,23,22,6,6,6,1,18,1,0,0,85.777,3,1,21,21,,0,0,1,3,1,2,2,0.333333333,,,,,,,,,,,26869.26628,41628.41339,54390.84808,49812.50534,,51514.80696,,47546.10632,,52362.11916,,73889.2884,,59741.77413,,72576.61191,,78574.36452,,70131.62998,,67857.83562,,69266.4364,,,,,,,,,,,,0,0,0,0,0
4053,32,32,6,6,9,1,18,1,0,0,52.676,2,1,42,42,0,0,1,1,2,1,4,3,1,3969.055516,719.4572449,22596.42487,10946.56124,8396.168779,11352.13015,7957.624877,34543.44555,44253.38876,42215.63861,43391.36169,41628.41339,32634.50885,36227.27661,,28619.3372,,16301.52217,,15708.63575,,8620.41698,,,,,,7361.679894,,28993.83879,,27143.13425,,31825.11943,,30359.9805,,31135.58858,,37528.51031,,,,,,0,0,0,0,0
4054,32,32,6,6,6,1,18,1,0,0,33.359,2,0,,,0,0,1,1,2,1,4,3,1,719.4572449,2259.642487,5473.280622,6297.126584,6081.498296,17904.65597,30705.28493,46097.27996,51010.56332,60080.34696,64043.71291,65269.0177,36227.27661,,715.48343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4055,32,24,8,6,9,1,18,1,0,0,93.952,3,1,33,33,,1,0,1,2,1,2,1,1,,417.8375702,826.2523251,,,,109.4656124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4056,25,26,6,5,7,1,18,0,1,0,68.436,2,1,35,35,,0,1,1,2,1,1,1,1,14460.59226,18945.70745,18077.13989,19922.74147,16792.33756,20342.6118,25862.28085,24948.044,27658.36798,26384.77413,31041.5126,31221.31004,26418.41193,37736.74647,,51514.80696,,50614.86787,,56629.63187,,61574.407,,79418.62831,,73693.17517,,76771.80461,,77754.63323,,79975.30626,,84242.96319,,86479.94445,,88958.82452,,86997.91027,,,,,,0,0,0,0,0
4057,29,30,5,5,7,1,18,1,0,0,70.04,2,1,24,24,0,0,0,1,2,1,1,1,0.666666667,4146.471921,24856.06735,30131.50448,33584.67512,33448.24063,33292.71308,32624.36524,31346.15037,34300.20637,40053.56464,47992.75736,46620.72693,54922.06081,,54376.74068,,38036.88506,,52100.30857,,45441.91237,,45043.40113,,43322.65449,,37860.06803,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4058,28,24,7,6,8,2,10,1,0,0,77.229,3,1,23,23,,0,,1,,1,2,2,0.666666667,4519.284974,13135.87349,10495.21097,10387.19909,13925.84354,17271.72277,14751.12959,15830.86448,15020.08674,16010.92823,17094.26654,18113.6383,,25757.40348,,,,19635.79469,,9851.90512,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4059,48,45,3,5,9,1,18,1,0,0,96.789,3,1,27,27,,0,1,0,2,2,3,0,1,3008.430506,13881.03906,10584.14804,8393.667857,16269.4259,13135.87349,15323.00802,,,,,22866.80425,25033.4779,24016.39234,20979.32712,14339.96366,,17171.60232,,5868.54798,,,,,,,,,,,,,,,,,,,,,,8102.746545,,,,0,0,0,0,0
4060,26,22,5,7,6,1,18,1,0,0,84.638,2,1,19,19,0,0,0,1,3,1,5,3,0.666666667,6685.401124,30045.5391,32847.90345,36689.9213,19966.20101,31329.05828,32325.2498,33245.52402,,9595.40154,13276.01663,12312.89459,13351.18821,12008.19617,11655.18173,11321.02394,,21750.69627,,,,,,,,28448.46387,,,,35756.73091,,10164.00434,,47015.78611,,50545.77791,,38639.97518,,35583.52981,,40087.27238,,,,0,0,0,0,0
4061,31,25,5,5,5,1,18,1,0,0,33.624,2,1,23,23,,0,1,1,1,1,2,2,0.666666667,1190.716655,15108.60214,21692.56787,22768.84739,24138.98524,36488.98978,53713.96792,76763.21232,20282.80318,49251.57838,,,38850.60577,37736.74647,,52945.77382,,51621.48686,,62834.54299,,38176.13234,,35560.57984,,20098.13868,,42066.74225,,36590.41564,,6857.518988,,,,,,,,,,,,,,0,0,0,0,0
4062,29,25,5,5,5,1,18,1,0,0,78.162,2,1,20,20,,0,1,1,1,1,2,1,1,,,23398.90393,21031.87737,19051.46648,17266.97388,18303.10414,21455.26004,23089.46414,26353.15928,28846.39018,31664.82508,32821.26333,30782.23649,35881.31832,34423.49569,32634.50885,,,27045.27365,,28527.66379,,36653.48341,,42486.34083,,38168.3557,,40754.55899,,39963.40514,,38623.21651,,41684.09902,,39594.1927,,,,45973.92051,,,,0,0,0,0,0
4063,26,20,5,5,5,1,18,0,1,0,,2,0,,,,0,1,1,1,1,1,1,1,14320.12921,21031.87737,34398.48114,23981.90816,31409.03057,17514.49799,20994.62003,24325.99318,23872.87463,23028.9637,22126.69438,22866.80425,27536.82569,35224.0421,38850.60577,45284.09576,,32196.75435,,38036.88506,,,,41870.59676,,42672.69581,,,,,,,,35867.71311,,,,,,,,42646.03445,,,,1,0,1,0,0
4064,36,28,5,5,5,1,18,1,0,0,91.216,2,1,20,20,,0,1,1,1,1,1,0,1,,,24067.44405,30045.5391,26460.37011,25420.82265,22031.51425,24082.43474,27287.54853,29274.30563,23872.87463,,25814.47678,28143.75907,26702.37643,24016.39234,24864.38769,22642.04788,,20834.87748,,15823.34418,,,,18472.3221,,17780.28992,,3805.24759,,17499.76478,,19311.60825,,,,,,,,,,,,0,0,0,0,0
4065,31,29,6,5,5,1,18,1,0,0,69.495,2,1,20,20,0,0,1,1,1,1,0,,1,8393.667857,15817.49741,7662.592871,4198.084389,2635.315928,,10554.94169,27658.36798,31661.72896,40053.56464,37625.68133,43512.67847,49812.50534,,65824.47556,,,,65452.64895,,64037.38328,,62823.69105,,69226.92213,,73616.79894,,74197.23171,,67857.83562,,71138.50225,,73599.95272,,74725.4126,,,,,,,,,0,0,0,0,0
4066,33,29,7,6,5,1,18,1,0,0,67.776,2,1,19,19,0,0,0,1,1,1,2,0,0.666666667,,185.2225907,2345.430618,2485.606735,,2099.042195,,,,,,,,,,,,,,,13090.52979,,54185.47816,,55711.57508,,58061.28953,,63100.11338,,69115.22954,,71458.17849,,,,75856.71127,,76504.58909,,72663.72517,,,,,0,0,0,0,0
4067,33,25,5,4,5,1,18,1,0,0,40.633,2,1,22,22,,0,0,1,3,2,7,2,0.333333333,6610.018601,7938.111032,5276.019796,5423.141968,5035.418173,8396.168779,16217.32879,16512.07162,15544.5505,18438.91199,7915.43224,15020.08674,15370.4911,16783.46169,16151.32749,,17887.08575,,21735.36289,,23562.95362,,27092.73908,,26077.75855,,26685.86192,,28395.05102,,25410.01086,,25204.33894,,25272.88896,,25759.98345,,24908.47087,,25587.62067,,,,,0,0,0,0,0
4068,35,27,5,4,2,1,18,1,0,0,11.904,2,1,18,18,,0,0,1,3,2,7,3,0.333333333,4496.607781,7230.855958,5339.732575,7634.216462,12162.99659,16512.07162,16312.18262,2212.669438,3614.714056,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.7529471,,81.88038614,,,,,,,0,0,0,0,0
4069,,19,,4,5,2,2,1,0,0,29.981,2,1,20,20,,0,0,,3,3,9,3,0,5639.547688,9261.129537,1918.552653,,98.5190512,1049.521097,,,3838.160616,178.8574463,,,,,301.8939717,,6439.35087,,21784.26746,,,,14777.85768,,,,,,,,,,,,,,,,,,10235.04827,,,,,1,0,1,0,0
4070,,15,2,4,2,0,,0,1,0,12.697,2,0,,,,0,,,3,3,9,4,1,,7356.089156,5247.605487,8062.039575,,23687.20824,22126.69438,31661.72896,28371.27495,20814.2067,23310.36346,13585.22873,,50083.8401,,44829.18596,,39271.58937,,80046.7291,,126832.7348,,44662.5304,,56790.10204,,,,19387.95303,,13104.46094,,,,17791.7649,,,,,,,,,,1,0,1,0,0
4071,35,35,1,4,5,0,9,1,0,0,20.078,2,0,,,,0,1,,2,1,4,0,0.333333333,374.3824629,600.9107819,661.5092526,119.9095408,,,,,,,,,,,,,,,,10540.29254,,,,5541.69663,,,,6364.410583,,,,,,,,,,,,,,,,,,0,0,0,0,0
4072,33,34,1,4,5,0,,1,0,0,14.68,12,1,37,37,,0,,1,2,2,4,2,0,,529.2074021,1678.733571,2711.570984,,,,19894.06219,19190.80308,4609.727996,21107.81931,20026.78232,24016.39234,,10566.28901,,995.9529345,,,,20944.84766,,,,,,10719.0073,,17878.36546,,17278.80739,,17449.15773,,17784.62556,,,,,,,,,,,0,0,0,0,0
4073,41,38,5,2,5,,,1,0,0,13.882,2,1,20,20,,0,1,1,1,2,2,0,0.333333333,16947.31865,21893.12249,45129.40719,42570.48807,39788.12439,49896.08801,40565.60637,31661.72896,35046.86906,33622.94928,35742.55731,37736.74647,,37920.62179,,40753.80542,,39271.58937,,40639.10862,,35560.57984,,37963.15084,,45221.74792,,46754.41998,,46531.08728,,48673.71206,,47839.96927,,49816.94173,,54586.92409,,,,,,,,0,0,0,0,0
4074,36,27,,7,10,1,18,1,0,0,99.487,2,1,22,22,0,0,1,1,2,1,4,2,1,1807.713989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4075,,,5,4,5,1,18,1,0,0,65.092,5,1,20,20,0,0,1,1,1,1,2,0,1,7210.450854,1918.552653,9264.534196,6567.936747,22039.94304,,17904.65597,31664.82508,33190.04157,40456.65367,46729.15875,48032.78468,48174.75116,46793.56562,,48652.87324,,54338.40723,,66761.70193,,66500.35956,,48599.45912,,54240.41005,,53635.09637,,53869.22303,,,,6552.23047,,13799.99113,,13343.82368,,2558.762067,,,,,,0,0,0,0,0
4076,28,26,5,5,6,,9,1,0,0,57.165,2,1,26,26,,0,1,,2,1,4,1,1,14893.57373,5292.074021,14389.1449,16947.31865,15325.18574,22312.81853,16217.32879,19894.06219,17271.72277,18438.91199,17589.84942,13351.18821,6404.371291,15540.24231,18113.6383,,28619.3372,,54338.40723,,65452.64895,,51722.50188,,35560.57984,,42429.40388,,50480.0907,,40656.01738,,38775.90607,,37441.31697,,36799.97636,,38252.29454,,37528.51031,,,,,0,0,0,0,0
4077,31,28,5,5,5,2,8,1,0,0,60.404,2,1,33,33,1,0,1,,1,1,4,1,0.666666667,4762.866619,1918.552653,4519.284974,7198.458674,2099.042195,20271.66099,15915.24975,,5531.673596,,12349.8491,14409.8354,15540.24231,15094.69859,,15740.63546,,16301.52217,,13090.52979,,14777.85768,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4078,30,21,1,1,5,1,18,1,0,0,,,1,20,20,,0,0,0,3,3,3,2,0.333333333,,,,13370.80225,10591.05253,15876.22206,14389.1449,15817.49741,14118.87469,16792.33756,20271.66099,13925.84354,15352.64246,14751.12959,21107.81931,30040.17348,20814.2067,24864.38769,27170.45746,,25757.40348,,24452.28325,,24872.0066,,24629.7628,,23707.05323,,,,,,7623.003258,,17844.67197,,23400.82311,,18399.98818,,11564.64719,,,1,0,1,0,0
4079,25,20,,,6,1,18,1,0,0,,,1,25,25,,0,0,1,3,3,3,2,0.333333333,16880.63784,8361.67353,7938.111032,19185.52653,27115.70984,29835.94733,25188.50634,26353.15928,29841.09329,28786.20462,27658.36798,33420.7139,28371.27495,30420.76363,27972.43616,28679.92732,,54376.74068,,31244.58415,,26181.05958,,41624.29913,,45043.40113,,,,57841.7706,,59967.62563,,58163.8591,,60842.14008,,73599.95272,,87179.64803,,88703.75165,,,,1,0,1,0,0
4080,19,19,3,3,5,0,13,0,1,0,52.333,2,1,28,28,1,0,1,1,1,,2,1,0.666666667,,,,3342.700562,5408.197037,18522.25907,959.2763265,10168.39119,1532.518574,12594.25317,12162.99659,994.7031097,,1475.112959,,213.6190114,7204.917702,10878.16962,10566.28901,,10949.75841,,14943.06199,,14399.58277,,7388.92884,,,,,,,,,,,,,,,,,,,1,1,0,0,1
4081,28,,,,5,0,15,0,1,0,12.918,2,1,22,22,,0,,1,1,,1,1,0.333333333,,,,6685.401124,12919.58181,38896.74406,41968.33929,47452.49222,52543.49397,48277.97048,58382.38364,51724.5617,53734.24863,55316.73596,49251.57838,,,156875.6381,153442.1395,,71548.343,,124978.3366,,58907.38406,,123148.814,,82974.6863,,,,147233.5979,,76230.03258,,96939.76517,,70202.46932,,110399.9291,,,,63969.05167,0,0,0,0,0
4082,30,25,,,4,0,,1,0,0,5.862,3,1,21,21,,0,1,,1,,2,2,0,3981.490062,5473.280622,10495.21097,2635.315928,1989.406219,5757.240924,,,,7685.245549,3885.060577,,,7154.8343,,8150.761084,,32202.70328,,14777.85768,,,,,,3155.005669,,6098.402607,,,,,,,,7116.705962,,,,,,,,,,0,0,0,0,0
4083,41,37,1,4,5,1,18,1,0,0,25.218,4,1,22,22,0,0,0,0,3,3,6,0,0,6009.107819,7271.309705,9352.944184,5649.106217,13135.87349,18891.37975,36488.98978,35809.31195,36462.52585,38721.71517,38697.66873,40888.0139,41628.41339,43512.67847,43774.6259,,48652.87324,,52300.71695,,52362.11916,,52953.99002,,61638.33839,,68110.35887,,82030.14739,,68098.82911,,67857.83562,,65522.3047,,51519.9669,,51596.11822,,50322.32065,,,,,0,0,0,0,0
4084,,,5,5,8,1,18,1,0,0,84.766,2,1,21,21,2,0,0,1,1,1,1,1,0.666666667,8890.684356,15588.24031,20336.78238,,10495.21097,,,11514.48185,18438.91199,20228.32683,12016.06939,24016.39234,23310.36346,23547.7298,,27188.37034,,31244.58415,,30762.74501,,34481.66792,,,,,,,,25410.01086,,,,37441.31697,,,,,,,,,,,,0,0,0,0,0
4085,27,25,2,4,5,0,17,1,0,0,27.619,2,1,16,16,0,0,1,1,1,1,1,0,0.666666667,,,,,1772.844797,9592.763265,13557.85492,,,,,,,2744.01651,,,,,,,,,,,,14777.85768,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4086,27,25,5,5,7,1,18,1,0,0,91.062,2,1,29,29,,0,0,1,3,1,1,1,0.666666667,12919.58181,18522.25907,23022.63184,15817.49741,14230.52962,15323.00802,26758.5925,24668.63712,26675.21628,32268.09597,48372.08591,47563.60801,47232.23827,49728.77539,52831.44505,,50083.8401,,51621.48686,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4087,27,27,5,5,7,1,18,1,0,0,68.261,2,1,23,23,,0,0,1,3,1,2,0,0.666666667,,,20056.20337,21031.87737,16543.02339,20864.2601,22969.26588,43786.24498,35683.71731,28380.32538,39788.12439,32624.36524,46097.27996,38697.66873,43391.36169,32021.85645,31080.48462,37736.74647,,37920.62179,,35319.9647,,45816.85427,,45565.06118,,40301.99049,,44662.5304,,42066.74225,,40656.01738,,,,,,,,,,,,0,0,0,0,0
4088,28,27,6,6,6,1,18,1,0,0,78.525,2,1,28,28,,0,0,1,3,1,1,0,1,3175.244413,,,,1259.425317,15609.17896,19894.06219,21109.88339,22126.69438,29902.74402,23364.57937,28819.67081,27972.43616,27170.45746,,28619.3372,,28527.66379,,28799.16554,,34481.66792,,41487.34315,,50245.3467,,46273.41648,,36590.41564,,34898.31546,,44293.07798,,39559.97459,,40031.47103,,38381.431,,,,,,0,0,0,0,0
4089,25,21,5,3,5,1,18,0,1,0,43.387,2,1,16,16,0,0,1,1,2,1,2,1,0.666666667,9128.955647,13135.87349,14693.29536,21082.52743,23872.87463,19190.80308,20282.80318,21107.81931,21695.68085,24016.39234,26418.41193,30189.39717,,35774.1715,,32603.04434,,30173.67117,,34481.66792,,33189.87452,,36288.30595,,36808.39947,,35574.01521,,33928.91781,,26208.92188,,30359.9805,,32025.17683,,29852.22411,,,,,,,,1,0,1,0,0
4090,34,27,2,5,5,3,,0,1,0,41.162,2,1,18,18,,0,1,1,1,1,1,1,0.666666667,4067.356476,6567.936747,,,994.7031097,,40565.60637,33420.7139,40053.56464,30420.76363,34188.53308,34717.80675,,48939.06661,,56006.59633,,54980.22512,,35590.00725,,47338.24388,,55828.16301,,107270.1927,,40656.01738,,43622.89432,,49609.74499,,20239.987,,,,,,,,,,,,0,0,0,0,0
4091,31,27,,5,5,1,18,0,0,1,46.741,3,1,20,20,,0,0,1,1,1,3,2,1,,4601.458361,10072.40143,4745.249222,21893.12249,9025.881437,7095.081345,,,9219.455993,791.543224,1668.898527,17612.02105,1740.507139,,,2861.93372,,,,14399.58277,,,,16594.93726,,8932.506081,,23136.70824,,24393.61043,,29081.92955,,27144.9548,,36799.97636,,31135.58858,,28999.30342,,,,,0,0,0,0,0
4092,32,28,5,5,9,1,18,0,1,0,60.81,0,1,23,23,0,0,0,1,1,1,3,1,0.666666667,,,3065.037148,5667.413926,405.4332197,5968.218658,,11063.34719,10553.90965,15020.08674,20814.2067,4662.072693,,,1430.96686,,6792.300903,,,,,,,,4466.25304,,25240.04535,,27442.81173,,24234.94129,,30889.0865,,36799.97636,,38252.29454,,57145.68616,,,,,,,0,0,0,0,0
4093,35,29,5,5,9,1,18,0,0,1,76.602,2,1,36,36,0,0,1,1,1,1,3,1,0.666666667,,,,,,,11737.49669,19190.80308,27658.36798,36938.68378,41555.57331,40027.32057,36053.36216,34114.01881,,44359.97266,,51621.48686,,157086.3575,,,,88901.4496,,80392.55473,,28395.05102,,34557.61477,,50408.67789,,29953.05358,,43239.97222,,42700.23577,,24734.69998,,,,,,0,0,0,0,0
4094,29,30,10,6,9,1,18,0,0,1,82.381,2,1,,,1,0,0,1,2,1,2,2,1,1491.674688,5100.013093,,3446.627284,,5709.595849,17271.72277,21389.1379,22866.80425,21695.68085,17612.02105,18648.29077,20377.84309,,19318.05261,,16301.52217,,18326.74171,,15270.45294,,23588.51796,,25680.95498,,13671.69123,,20226.36865,,18418.55538,,4680.164621,,,,,,17058.41378,,,,,,,0,0,0,0,0
4095,29,31,7,6,9,1,18,0,0,1,71.516,4,1,28,28,0,0,0,1,2,1,2,2,1,,,10362.37174,10515.93868,6747.394377,299.773852,,,,,,,3687.782397,,,,,,,,,6792.300903,,6283.454299,,184.723221,,,,,,,,,,12098.08269,,18496.01058,,9199.99409,,66719.11839,,15352.5724,,0,0,0,0,0
4096,25,25,5,4,5,,,1,0,0,,,0,,,0,0,0,1,3,1,4,1,0.333333333,16825.50189,8626.080654,13190.04949,2259.642487,,,,,,,,,46431.69186,45066.7027,50650.26111,,41498.03894,,42112.2656,,43198.74831,,,,,,,,63100.11338,,,,,,,,,,,,,,,,,0,0,0,0,0
4097,20,19,5,5,5,1,18,0,1,0,87.379,2,1,18,18,0,0,1,1,1,1,2,2,0.666666667,6559.051883,3660.620829,15325.18574,25188.50634,5676.065076,31830.49951,,22126.69438,26384.77413,23364.57937,19213.11387,,,,,,2037.690271,,19635.79469,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
4098,22,21,5,5,5,1,18,1,0,0,12.622,2,1,18,18,,0,1,1,1,1,2,2,0.333333333,,,23398.90393,,,,,,,,,,,,,42294.468,45066.7027,49752.12654,,49957.91501,,51621.48686,,45816.85427,,,,59267.63307,,58619.57116,,,,,,,,,,,,,,,,1,0,1,0,0
4099,22,21,5,5,5,1,18,0,1,0,43.702,2,1,18,18,0,0,1,1,1,1,2,2,0.333333333,,21506.93542,22462.04503,23285.12569,26380.09898,29375.35233,28461.05924,29386.59073,30407.49148,35809.31195,44138.84709,49785.06236,58046.50309,55073.65138,56038.24879,55944.87231,63699.62804,,,,,,,,,,59267.63307,,83742.24451,,78875.14172,,,,,,,,,,,,,,,1,0,1,0,0
4100,21,17,5,4,5,,,0,1,0,25.376,2,1,22,22,0,0,0,1,2,1,0,,0.666666667,15876.22206,21583.71735,27115.70984,26271.74699,27287.54853,26353.15928,25862.28085,24948.044,22126.69438,22866.80425,26702.37643,33622.94928,29526.46039,27170.45746,,22895.46976,,21735.36289,,26181.05958,,30787.2035,,14224.23194,,6699.379561,,6310.011338,,20328.00869,,,,,,,,,,,,,,,,1,1,0,0,1
4101,31,25,2,5,5,2,1,0,0,1,28.067,2,1,18,18,,0,0,1,,2,2,1,0.666666667,5292.074021,16787.33571,10633.87754,24082.43474,25188.50634,8919.530834,18620.84221,20785.55882,18162.32831,20228.32683,20861.23158,22415.29952,22844.15619,2659.685891,,23610.95319,,31244.58415,,24872.0066,,32018.69164,,38983.87833,,22331.2652,,26291.71391,,,,,,,,,,,,,,,,,,0,0,0,0,0
4102,29,28,8,5,6,1,18,0,1,0,73.265,4,1,26,26,,0,0,1,3,1,0,,1,14389.1449,20336.78238,26271.74699,29386.59073,18244.49489,23872.87463,24948.044,27658.36798,28143.75907,26702.37643,24016.39234,27972.43616,31698.86703,,40067.07208,,27169.20361,,35344.43043,,73889.2884,,72306.51234,,61410.97931,,54311.31925,,58443.02498,,53316.87084,,,,,,,,,,,,,,,0,0,0,0,0
4103,36,32,2,4,5,1,18,0,1,0,40.437,2,1,22,22,0,0,1,1,2,3,5,0,1,3615.427979,,18261.66709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4104,37,31,2,4,5,1,18,0,1,0,46.031,3,1,21,21,,0,1,1,2,2,5,0,0.666666667,,9063.426015,15325.18574,14693.29536,13176.57964,,11514.48185,12722.84927,10553.90965,11682.28969,4803.278468,,,,,,20376.90271,,18326.74171,,28324.22722,,26670.43488,,27914.0815,,28395.05102,,32524.8139,,31020.72485,,,,,,,,,,,,,,,0,0,0,0,0
4105,32,27,2,4,5,,,0,1,0,29.923,2,1,18,18,0,0,1,1,2,2,5,,1,8356.751405,14421.85877,,,,7005.799197,14693.29536,13391.45925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4106,23,22,8,7,7,2,4,1,0,0,94.695,0,1,27,27,,1,1,1,1,2,1,1,1,4762.866619,,19252.15399,23710.25166,25398.41056,34082.74362,38196.59941,38381.60616,15488.68607,26384.77413,30040.17348,20814.2067,24087.37558,40755.68619,,20033.53604,,32603.04434,,31417.2715,,35097.41199,,35560.57984,,36426.7598,,39963.40514,,32016.61368,,21326.74834,,21903.17043,,11683.99249,,7780.338793,,19664.9394,,,,,,0,0,0,0,0
4107,21,21,8,7,10,2,13,1,0,0,97.965,2,1,31,31,0,1,1,1,1,2,1,1,1,6615.092526,899.3215561,4519.284974,8757.248996,14693.29536,25339.57623,27851.68707,24948.044,23970.58558,28143.75907,35046.86906,33622.94928,32634.50885,35019.70072,,37920.62179,,25810.74343,,1047.242383,,22166.78652,,45043.40113,,54711.59975,,58893.43915,,64033.22737,,89184.58395,,73010.5681,,67159.95686,,66719.11839,,66527.81374,,,,,,1,1,0,0,1
4108,23,21,7,6,7,1,18,1,0,0,57.772,2,1,22,22,0,0,1,1,1,1,3,3,1,,30084.30506,36054.64691,51714.14733,49162.91174,44144.37562,52543.49397,56323.59921,59801.39991,56698.07725,49896.08801,60848.40955,49251.57838,53404.75285,52836.06315,49728.77539,49812.50534,,51514.80696,,48904.5665,,24191.29905,,73889.2884,,69935.80702,,82625.68125,,95701.83862,,60984.02607,,78521.20978,,72074.53517,,71759.9539,,66719.11839,,66527.81374,,,1,0,1,0,0
4109,24,21,7,6,6,1,18,1,0,0,87.692,3,1,21,21,0,0,1,1,2,1,3,3,1,6615.092526,16067.87847,15817.49741,15325.18574,17631.95444,14976.70314,15915.24975,3838.160616,9219.455993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
4110,24,22,5,4,5,1,18,0,1,0,30.81,1,1,20,20,2,0,1,1,1,1,2,1,0.333333333,,,1671.350281,,,,,656.7936747,,2027.166099,4973.515548,28786.20462,14751.12959,19348.83436,24199.02864,25617.48516,24864.38769,21132.57802,,25757.40348,,29886.12397,,30108.21852,,7388.92884,,27263.11121,,13398.75912,,27343.38246,,20328.00869,,22296.14599,,18720.65849,,26219.98316,,29356.41209,,27293.46205,,0,0,0,0,0
4111,26,22,,,4,1,18,0,1,0,0.473,2,1,21,21,,0,1,1,1,1,2,1,0.333333333,,,,26741.6045,19529.60041,10584.14804,23365.57312,27115.70984,29531.63293,37782.75951,34763.87143,31830.49951,40300.68647,36877.82397,63323.45792,51735.85433,54437.15597,49728.77539,54340.91491,,52945.77382,,50263.02668,,13090.52979,,12314.8814,,40301.99049,,38633.0888,,41908.99197,,,,,,,,,,,,,0,0,0,0,0
4112,26,19,2,5,5,2,6,0,1,0,2.455,2,1,21,21,0,0,1,1,2,1,4,2,0.333333333,,,,10495.21097,24325.99318,19695.12157,24593.01415,12538.46015,,,,,,,,,1358.460181,,45816.85427,,55416.9663,,82974.6863,,83742.24451,,78875.14172,,40656.01738,,63010.84736,,56161.97546,,68999.95567,,56044.05945,,68233.65512,,,,,,,1,0,1,0,0
4113,28,,2,5,5,2,2,0,1,0,8.489,4,0,,,,0,0,1,2,1,4,1,0.333333333,,,10495.21097,11149.41354,29841.09329,27826.66447,33190.04157,26384.77413,30040.17348,40027.32057,34188.53308,37736.74647,,38636.10522,,47546.10632,,41889.69533,,15127.60031,,49405.49893,,16748.4489,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4114,29,32,2,4,5,1,18,0,1,0,59.908,2,1,25,25,,0,1,1,2,1,0,,0.666666667,2259.642487,6567.936747,23089.46414,42570.48807,39788.12439,42219.76678,41487.55197,35179.69884,35046.86906,35224.0421,32634.50885,34717.80675,,41498.03894,,44829.18596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4115,43,38,,1,4,0,16,0,1,0,69.661,5,1,16,16,0,0,0,,3,,4,0,0.666666667,7938.111032,11990.95408,,,35683.71731,,,15352.64246,16595.02079,130662.6785,36715.76759,48032.78468,53147.6287,57359.85463,,60100.60812,,54338.40723,,58907.38406,,50491.01374,,68750.45436,,75926.30169,,50480.0907,,127050.0543,,169644.589,,91731.22658,,160999.8966,,177917.649,,,,,,,,0,0,0,0,0
4116,36,26,5,,7,2,12,0,1,0,78.426,2,1,48,48,2,0,1,1,2,1,2,1,1,4114.587551,1438.91449,2033.678238,1970.381024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4117,,33,,1,5,0,2,1,0,0,17.871,2,1,18,18,,0,0,,3,,5,0,0.333333333,,6778.92746,,,26353.15928,69629.21768,23028.9637,,29902.74402,45310.595,32021.85645,32323.704,33208.33689,,53575.39924,,47546.10632,,,,,,,,,,63100.11338,,,,,,35569.25112,,,,31135.58858,,,,,,,,,0,0,0,0,0
4118,,39,,1,4,,,1,0,0,6.203,2,1,23,23,,0,0,,3,,5,0,0.333333333,13370.80225,42063.75473,37044.51815,37891.4149,40673.56476,43786.24498,48277.97048,28380.32538,65650.40524,34543.44555,60848.40955,52945.44676,50066.9558,59240.43444,54390.84808,48303.03548,,57238.6744,,61130.70813,,58907.38406,,51722.50188,,42672.69581,,33496.8978,,25240.04535,,25410.01086,,36837.11076,,12685.11819,,,,,,,,,,0,0,0,0,0
4119,28,25,1,2,3,0,17,1,0,0,9.922,2,1,22,22,,0,0,0,3,3,8,3,0,,6879.696227,18487.653,2503.683875,8319.386546,10495.21097,14198.27136,,11514.48185,22126.69438,19348.83436,23364.57937,24016.39234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
