C0000100,C0000200,dad_distance
378601,3786,0
378602,3786,55
378701,3787,5
378702,3787,5
378703,3787,5
378704,3787,5
379001,3790,0
379002,3790,55
379101,3791,55
379102,3791,55
379103,3791,0
379301,3793,0
379302,3793,0
379401,3794,0
379402,3794,0
379403,3794,5
379701,3797,5
379801,3798,5
379802,3798,5
379803,3798,5
379804,3798,5
379805,3798,5
379901,3799,0
379902,3799,0
380001,3800,0
380002,3800,0
380201,3802,5
380401,3804,0
380402,3804,0
380601,3806,0
380602,3806,0
380901,3809,0
381201,3812,5
381301,3813,0
381302,3813,0
381303,3813,5
381304,3813,5
381401,3814,5
381701,3817,0
381901,3819,55
381902,3819,0
381903,3819,5
381904,3819,55
382101,3821,5
382102,3821,5
382301,3823,55
382302,3823,55
382401,3824,5
382402,3824,
382403,3824,
382601,3826,55
383201,3832,5
383501,3835,55
383601,3836,55
383602,3836,5
383701,3837,5
383702,3837,5
383703,3837,5
383901,3839,0
383902,3839,0
383903,3839,0
384201,3842,55
384202,3842,55
384203,3842,5
384301,3843,0
384302,3843,0
384601,3846,0
384602,3846,0
384901,3849,55
385101,3851,5
385102,3851,55
385301,3853,0
385302,3853,5
385901,3859,0
386401,3864,0
387601,3876,0
387701,3877,0
387702,3877,0
387703,3877,0
387901,3879,55
387902,3879,55
388901,3889,0
388902,3889,0
389301,3893,0
389302,3893,0
389901,3899,5
389902,3899,5
389903,3899,5
389904,3899,5
390601,3906,55
390602,3906,55
390801,3908,1
390802,3908,1
391301,3913,0
391302,3913,5
391401,3914,0
391402,3914,0
391501,3915,0
391502,3915,5
391503,3915,5
391801,3918,0
391802,3918,0
391901,3919,5
391902,3919,0
391903,3919,0
392101,3921,0
392102,3921,0
392103,3921,0
392201,3922,0
392301,3923,55
392302,3923,0
392303,3923,55
392304,3923,0
392401,3924,0
392402,3924,0
392701,3927,5
392801,3928,5
392901,3929,5
392902,3929,0
393101,3931,5
393102,3931,5
393103,3931,5
393104,3931,5
393105,3931,5
393401,3934,5
393501,3935,5
393502,3935,0
393601,3936,5
393602,3936,55
394001,3940,55
394401,3944,5
394402,3944,5
394501,3945,5
394502,3945,5
394801,3948,100
394802,3948,55
394803,3948,55
394804,3948,5
395201,3952,55
395202,3952,55
395301,3953,5
395302,3953,5
395303,3953,5
395304,3953,5
396001,3960,0
396201,3962,0
396202,3962,5
396203,3962,5
396204,3962,0
396401,3964,0
396402,3964,0
396901,3969,0
396902,3969,5
397001,3970,0
397002,3970,0
397003,3970,0
397201,3972,0
397202,3972,0
397203,3972,0
397501,3975,55
397502,3975,55
397503,3975,55
397504,3975,55
397701,3977,55
397702,3977,1
397801,3978,5
398201,3982,5
398202,3982,5
398203,3982,5
398204,3982,5
398301,3983,5
398302,3983,5
398601,3986,55
398602,3986,0
398801,3988,5
398802,3988,5
399101,3991,5
399102,3991,5
399201,3992,55
399301,3993,5
399302,3993,5
399303,3993,5
399501,3995,5
399502,3995,5
399503,3995,5
399601,3996,5
399602,3996,5
399801,3998,5
400101,4001,0
400102,4001,0
400201,4002,5
400202,4002,5
400301,4003,0
400302,4003,0
400501,4005,5
400502,4005,55
400503,4005,55
400701,4007,55
400702,4007,55
401201,4012,0
401202,4012,0
401501,4015,5
401502,4015,0
401503,4015,0
401601,4016,100
401602,4016,5
401901,4019,0
401902,4019,0
402101,4021,5
402301,4023,5
402302,4023,5
402401,4024,5
402402,4024,5
402403,4024,5
402601,4026,5
402602,4026,0
402603,4026,0
402701,4027,0
402702,4027,5
402703,4027,5
402704,4027,5
402801,4028,55
402802,4028,55
402803,4028,55
403301,4033,0
403302,4033,0
403501,4035,55
403502,4035,55
403701,4037,0
403801,4038,5
403802,4038,5
404001,4040,5
404002,4040,5
404101,4041,0
404102,4041,0
404103,4041,100
404501,4045,5
404502,4045,5
404503,4045,5
404901,4049,5
404902,4049,5
404903,4049,5
404904,4049,5
405001,4050,55
405002,4050,55
405003,4050,0
405101,4051,0
405102,4051,0
405103,4051,55
405701,4057,0
405702,4057,0
405703,4057,0
406001,4060,5
406002,4060,5
406501,4065,0
406502,4065,0
406503,4065,0
406601,4066,0
406602,4066,0
407101,4071,5
407401,4074,0
407402,4074,0
407403,4074,5
407701,4077,5
407702,4077,5
407703,4077,5
407801,4078,0
407901,4079,0
407902,4079,0
408001,4080,0
408002,4080,0
408301,4083,0
408401,4084,55
408402,4084,55
408403,4084,5
408501,4085,0
408901,4089,55
408902,4089,0
408903,4089,5
409201,4092,0
409401,4094,0
409402,4094,0
409501,4095,0
409502,4095,0
409503,4095,0
409901,4099,55
410301,4103,55
410302,4103,55
410501,4105,0
410502,4105,0
410801,4108,0
410802,4108,0
410901,4109,0
410902,4109,0
411001,4110,55
411002,4110,55
411201,4112,0
411202,4112,0
411203,4112,0
411501,4115,0
411502,4115,0
412001,4120,0
412002,4120,0
412101,4121,0
412102,4121,55
412103,4121,55
412301,4123,5
412302,4123,5
412303,4123,5
413201,4132,0
413202,4132,0
413203,4132,0
413204,4132,0
413301,4133,5
413302,4133,5
413303,4133,55
413601,4136,5
413602,4136,5
413603,4136,0
414201,4142,55
414501,4145,0
414801,4148,5
414802,4148,5
414803,4148,5
414901,4149,5
414902,4149,5
415001,4150,0
415101,4151,0
415102,4151,0
415301,4153,5
415302,4153,5
415303,4153,5
415401,4154,0
415402,4154,0
415403,4154,0
415701,4157,5
415702,4157,0
415703,4157,0
415704,4157,0
416201,4162,0
416202,4162,0
416301,4163,0
416701,4167,55
416702,4167,55
416901,4169,5
417001,4170,0
417002,4170,0
417003,4170,0
417501,4175,0
417502,4175,0
417601,4176,0
417602,4176,0
417701,4177,1
417801,4178,5
417802,4178,5
417803,4178,55
417901,4179,55
417902,4179,55
417903,4179,5
418001,4180,0
418002,4180,0
418003,4180,
418004,4180,0
418201,4182,0
418202,4182,0
418401,4184,0
418402,4184,0
418403,4184,0
418404,4184,100
418501,4185,100
418502,4185,55
418601,4186,55
418602,4186,55
418701,4187,0
418702,4187,0
419001,4190,55
419002,4190,55
419201,4192,5
419202,4192,0
419401,4194,5
419402,4194,5
419403,4194,5
419501,4195,0
419502,4195,5
419503,4195,5
419701,4197,5
419702,4197,5
419703,4197,5
419801,4198,5
419901,4199,5
419902,4199,0
419903,4199,5
419904,4199,0
419905,4199,5
420001,4200,55
420002,4200,5
420301,4203,5
420302,4203,5
420303,4203,5
420304,4203,5
420305,4203,100
420601,4206,0
420602,4206,0
420801,4208,100
421001,4210,55
421002,4210,55
421201,4212,55
421202,4212,55
421203,4212,5
421204,4212,55
421205,4212,55
421401,4214,55
421402,4214,55
421501,4215,5
421801,4218,55
421802,4218,55
421901,4219,0
422001,4220,5
422002,4220,0
422003,4220,0
422301,4223,0
422302,4223,55
422401,4224,0
422402,4224,0
422701,4227,0
422702,4227,0
422801,4228,5
423101,4231,5
423102,4231,5
423103,4231,5
423104,4231,5
423201,4232,5
423202,4232,0
423203,4232,5
423204,4232,0
423601,4236,0
423602,4236,0
424601,4246,55
424602,4246,55
424603,4246,0
424901,4249,5
424902,4249,55
425001,4250,0
425002,4250,0
425201,4252,0
425202,4252,55
425401,4254,5
425402,4254,5
425403,4254,5
425601,4256,100
425602,4256,100
426201,4262,55
426202,4262,55
426203,4262,100
426204,4262,100
426501,4265,0
426801,4268,5
427001,4270,5
427002,4270,5
427003,4270,5
427201,4272,55
427202,4272,55
427401,4274,5
427402,4274,5
427403,4274,5
427501,4275,5
427502,4275,5
427701,4277,5
427702,4277,5
427703,4277,5
428001,4280,55
428002,4280,55
428101,4281,55
428201,4282,0
428202,4282,0
428203,4282,5
428301,4283,5
428302,4283,5
428303,4283,0
428304,4283,0
428401,4284,55
428402,4284,0
428601,4286,55
428602,4286,55
428603,4286,55
429001,4290,55
429002,4290,55
429101,4291,5
429201,4292,0
429401,4294,0
429402,4294,0
429501,4295,55
429502,4295,5
429503,4295,5
429601,4296,0
429602,4296,0
430001,4300,0
430401,4304,100
430501,4305,0
430502,4305,0
430601,4306,5
430602,4306,0
430801,4308,5
431001,4310,5
431002,4310,1
431003,4310,1
431901,4319,0
432001,4320,0
432301,4323,0
432302,4323,0
432303,4323,0
432304,4323,0
432501,4325,5
432502,4325,5
432601,4326,
432602,4326,0
433701,4337,5
433702,4337,0
433901,4339,0
433902,4339,0
434101,4341,5
434501,4345,5
434601,4346,0
434602,4346,
434603,4346,5
435201,4352,0
435202,4352,0
435401,4354,0
435402,4354,5
435403,4354,5
436601,4366,5
436602,4366,0
436701,4367,55
436702,4367,55
436703,4367,55
436801,4368,0
436802,4368,0
437101,4371,5
437102,4371,0
437201,4372,0
437301,4373,5
437501,4375,5
437601,4376,0
437602,4376,0
437801,4378,0
437802,4378,0
437803,4378,5
437804,4378,0
437901,4379,5
437902,4379,0
438101,4381,0
438102,4381,0
438301,4383,5
438302,4383,5
438601,4386,5
438602,4386,5
438603,4386,5
439101,4391,5
439102,4391,5
439103,4391,5
439104,4391,55
439105,4391,55
439201,4392,5
439601,4396,5
439602,4396,5
440001,4400,0
440002,4400,0
440401,4404,55
440402,4404,5
441101,4411,0
441102,4411,0
441601,4416,100
441602,4416,100
441603,4416,100
441604,4416,55
441605,4416,55
441606,4416,55
441701,4417,55
441702,4417,55
441703,4417,0
441704,4417,55
442301,4423,55
442401,4424,55
442801,4428,0
442802,4428,0
442803,4428,0
443101,4431,
443102,4431,
443401,4434,0
443402,4434,0
443701,4437,55
443702,4437,55
443801,4438,55
443802,4438,55
443901,4439,55
443902,4439,0
444001,4440,0
444101,4441,55
444102,4441,5
444501,4445,100
444502,4445,55
444503,4445,100
444701,4447,0
444702,4447,0
444703,4447,0
445001,4450,5
445002,4450,5
445101,4451,5
445102,4451,5
445501,4455,0
445601,4456,0
445602,4456,0
445701,4457,0
445702,4457,0
445801,4458,55
446301,4463,5
446302,4463,5
446303,4463,5
446401,4464,5
446501,4465,5
446502,4465,55
446503,4465,0
446901,4469,5
447301,4473,5
447302,4473,5
447303,4473,55
447304,4473,55
447401,4474,55
447402,4474,5
447501,4475,0
447502,4475,0
447503,4475,0
447601,4476,100
447801,4478,0
447901,4479,5
447902,4479,5
448101,4481,5
448102,4481,0
448103,4481,0
448201,4482,0
448301,4483,5
448302,4483,5
448303,4483,5
448304,4483,5
448305,4483,5
448306,4483,5
448307,4483,5
448501,4485,
448502,4485,0
448701,4487,5
448702,4487,100
448801,4488,0
448802,4488,0
448803,4488,0
449001,4490,0
449002,4490,0
449003,4490,0
449401,4494,100
449402,4494,5
449501,4495,55
449502,4495,55
449601,4496,100
449602,4496,100
449901,4499,0
449902,4499,55
449903,4499,55
449904,4499,5
450501,4505,5
450502,4505,5
450503,4505,5
450504,4505,5
450505,4505,0
450601,4506,0
450602,4506,0
452201,4522,5
452202,4522,0
452301,4523,55
452302,4523,0
452501,4525,55
452601,4526,0
452602,4526,0
452701,4527,5
452801,4528,55
453301,4533,55
453302,4533,0
453401,4534,0
453402,4534,0
453601,4536,5
453602,4536,5
453603,4536,5
453604,4536,5
453605,4536,5
453701,4537,5
453702,4537,5
453703,4537,5
453704,4537,5
453705,4537,5
453801,4538,0
453802,4538,0
453901,4539,5
453902,4539,55
453903,4539,55
454101,4541,5
454102,4541,5
454301,4543,5
454302,4543,5
454401,4544,0
454402,4544,0
454403,4544,5
454404,4544,0
454601,4546,5
455101,4551,0
455102,4551,5
455103,4551,0
455301,4553,5
455302,4553,0
455303,4553,0
455304,4553,0
455401,4554,0
455701,4557,55
455702,4557,55
455703,4557,55
456101,4561,5
456102,4561,55
456401,4564,0
456402,4564,0
456501,4565,5
456502,4565,5
457001,4570,100
457002,4570,5
457003,4570,5
457101,4571,0
457102,4571,0
457801,4578,5
457802,4578,0
458001,4580,5
458101,4581,55
458102,4581,55
458201,4582,5
458202,4582,5
458401,4584,55
458402,4584,55
458403,4584,1
458501,4585,5
458801,4588,5
458901,4589,0
458902,4589,0
459001,4590,5
459002,4590,0
459201,4592,55
459202,4592,5
459301,4593,100
459401,4594,0
459402,4594,55
459801,4598,5
460001,4600,0
460002,4600,0
460201,4602,5
460202,4602,0
461301,4613,0
461302,4613,0
461401,4614,5
461402,4614,5
461801,4618,100
461802,4618,5
462201,4622,0
462202,4622,5
462501,4625,0
462502,4625,5
463101,4631,0
463102,4631,0
463103,4631,0
463104,4631,0
463201,4632,0
463202,4632,0
463701,4637,5
463702,4637,5
463703,4637,5
463801,4638,5
463802,4638,5
463803,4638,0
463804,4638,0
464101,4641,5
464102,4641,5
464103,4641,5
464501,4645,0
464502,4645,0
465001,4650,0
465002,4650,0
465101,4651,55
465102,4651,55
465301,4653,5
465701,4657,100
465702,4657,55
465703,4657,0
465801,4658,5
465802,4658,0
465901,4659,0
466001,4660,0
466002,4660,
466201,4662,
466202,4662,0
466203,4662,0
466301,4663,55
466401,4664,55
466402,4664,0
466501,4665,0
467001,4670,0
467002,4670,0
467003,4670,0
467201,4672,55
467401,4674,0
467501,4675,0
467901,4679,0
467902,4679,0
468201,4682,0
468202,4682,0
468301,4683,0
468302,4683,55
468303,4683,0
468401,4684,0
468402,4684,0
468901,4689,55
468902,4689,0
469001,4690,0
469002,4690,5
469003,4690,0
469004,4690,0
469101,4691,0
469102,4691,0
469201,4692,0
469202,4692,0
469203,4692,0
469401,4694,0
469402,4694,0
469601,4696,55
470001,4700,0
470002,4700,0
470301,4703,55
470302,4703,55
470501,4705,0
470502,4705,0
470601,4706,5
470602,4706,0
470603,4706,0
470801,4708,5
471101,4711,55
471102,4711,5
471103,4711,5
471301,4713,55
471302,4713,0
471401,4714,0
471402,4714,55
471403,4714,55
471701,4717,0
471702,4717,55
472301,4723,55
472302,4723,0
472303,4723,0
472401,4724,5
472402,4724,5
472601,4726,5
472602,4726,5
472603,4726,0
472604,4726,55
472701,4727,5
472702,4727,0
472801,4728,55
472802,4728,0
472803,4728,0
472804,4728,0
473001,4730,5
473002,4730,5
473003,4730,55
473301,4733,5
473302,4733,0
473303,4733,0
473401,4734,5
473402,4734,5
473403,4734,5
473404,4734,55
473501,4735,5
473502,4735,5
473503,4735,55
474101,4741,55
474102,4741,5
474103,4741,55
474401,4744,0
474402,4744,5
474403,4744,5
474501,4745,100
474502,4745,5
474503,4745,5
474601,4746,5
474602,4746,5
474603,4746,5
474604,4746,5
474901,4749,0
474902,4749,0
475301,4753,5
475302,4753,55
475401,4754,5
475701,4757,0
475702,4757,0
475703,4757,0
475704,4757,0
475705,4757,0
475706,4757,0
476301,4763,5
476302,4763,55
476601,4766,55
476801,4768,
476802,4768,5
476803,4768,5
476804,4768,5
476901,4769,100
476902,4769,0
476903,4769,5
476904,4769,5
477201,4772,0
477401,4774,5
477402,4774,5
477701,4777,1
477702,4777,5
478001,4780,55
478002,4780,55
478301,4783,0
478302,4783,0
478401,4784,5
478402,4784,5
478403,4784,5
478501,4785,0
478502,4785,0
478701,4787,55
478702,4787,5
479001,4790,0
479002,4790,0
479003,4790,0
479004,4790,0
479201,4792,0
479601,4796,5
479602,4796,5
479701,4797,0
479702,4797,5
479801,4798,5
480101,4801,55
480102,4801,55
480103,4801,0
480201,4802,5
480202,4802,55
480301,4803,0
480302,4803,0
480401,4804,0
480402,4804,55
480901,4809,55
481001,4810,0
481002,4810,5
481003,4810,5
481501,4815,0
481502,4815,0
481701,4817,0
481702,4817,5
481703,4817,5
481704,4817,5
481901,4819,5
481902,4819,1
482001,4820,0
482002,4820,0
482101,4821,0
482102,4821,0
482601,4826,0
482602,4826,0
483301,4833,0
483701,4837,5
483702,4837,5
483801,4838,55
483802,4838,5
483901,4839,5
483902,4839,
484201,4842,5
484202,4842,5
484203,4842,5
484204,4842,5
484801,4848,0
484802,4848,0
484901,4849,5
484902,4849,5
485201,4852,55
485202,4852,0
485203,4852,0
486301,4863,5
486302,4863,0
486303,4863,0
486401,4864,0
486501,4865,0
486502,4865,0
486701,4867,5
486901,4869,0
486902,4869,0
487001,4870,5
487002,4870,55
487101,4871,0
487102,4871,0
487103,4871,5
487104,4871,5
487301,4873,0
487302,4873,0
487303,4873,0
487401,4874,100
487402,4874,100
487601,4876,0
487602,4876,5
487801,4878,0
488001,4880,0
488002,4880,0
488201,4882,0
488202,4882,0
488501,4885,0
488502,4885,0
488503,4885,0
488504,4885,55
488505,4885,0
488601,4886,55
488701,4887,0
488702,4887,55
488703,4887,0
489301,4893,5
489302,4893,5
489303,4893,5
489901,4899,55
489902,4899,55
490601,4906,5
490602,4906,0
490901,4909,5
490902,4909,0
491001,4910,0
491002,4910,5
491601,4916,100
491602,4916,5
491603,4916,5
491901,4919,5
491902,4919,5
491903,4919,5
492001,4920,5
492002,4920,5
492003,4920,5
492201,4922,0
492202,4922,0
492501,4925,0
492502,4925,0
492503,4925,0
492701,4927,0
492702,4927,0
492703,4927,0
492801,4928,0
492802,4928,55
492901,4929,0
493001,4930,5
493002,4930,5
493003,4930,0
493101,4931,0
493301,4933,0
493302,4933,0
493401,4934,5
493402,4934,5
493801,4938,55
493802,4938,55
494301,4943,0
494701,4947,55
494702,4947,0
494703,4947,0
494704,4947,0
494801,4948,100
494802,4948,5
495001,4950,100
495002,4950,100
495003,4950,55
495004,4950,5
495101,4951,5
495102,4951,0
495201,4952,0
495202,4952,1
495301,4953,1
495302,4953,55
495303,4953,0
495304,4953,0
495401,4954,0
495402,4954,5
495403,4954,55
495404,4954,55
495501,4955,55
495502,4955,0
495601,4956,0
495602,4956,5
495603,4956,5
495701,4957,55
495702,4957,5
495801,4958,0
495901,4959,0
495902,4959,
496201,4962,5
496202,4962,5
496203,4962,5
497101,4971,5
497201,4972,5
497202,4972,1
497203,4972,55
497301,4973,
497302,4973,5
497303,4973,5
497304,4973,5
497305,4973,100
497401,4974,55
497402,4974,5
497403,4974,55
497404,4974,55
497601,4976,55
497602,4976,55
497801,4978,55
497802,4978,55
498101,4981,5
498102,4981,5
498103,4981,0
498401,4984,0
498402,4984,0
498701,4987,0
498801,4988,0
498901,4989,5
498902,4989,55
499001,4990,5
499002,4990,5
499003,4990,0
499101,4991,0
499102,4991,0
499103,4991,0
499201,4992,5
499202,4992,55
499301,4993,0
499302,4993,0
499401,4994,0
499501,4995,5
499502,4995,5
499701,4997,55
499702,4997,55
499703,4997,100
499901,4999,0
499902,4999,0
499903,4999,0
500101,5001,5
500102,5001,0
500103,5001,0
500201,5002,0
500202,5002,0
500203,5002,0
500801,5008,0
500901,5009,5
501401,5014,5
501402,5014,0
501501,5015,0
501502,5015,55
501601,5016,5
501901,5019,55
501902,5019,0
502301,5023,0
502302,5023,0
502601,5026,100
502602,5026,100
502801,5028,1
502802,5028,5
503201,5032,55
503501,5035,100
503502,5035,0
503701,5037,55
504101,5041,0
504102,5041,0
504401,5044,5
504501,5045,5
504502,5045,5
504503,5045,0
504701,5047,0
504702,5047,55
504703,5047,55
504901,5049,5
504902,5049,5
504903,5049,5
505001,5050,55
505002,5050,0
505201,5052,
505202,5052,5
505701,5057,5
505702,5057,0
505901,5059,5
505902,5059,5
506101,5061,0
506102,5061,0
506103,5061,0
506104,5061,0
506301,5063,0
506302,5063,0
506303,5063,0
506401,5064,5
506402,5064,5
506403,5064,5
506404,5064,55
506501,5065,100
506502,5065,0
506601,5066,0
506602,5066,0
506901,5069,55
506902,5069,55
507101,5071,5
507102,5071,5
507401,5074,5
508101,5081,1
508102,5081,0
508103,5081,0
508401,5084,0
508501,5085,5
508502,5085,5
508801,5088,5
508802,5088,5
508901,5089,55
508902,5089,55
508903,5089,55
509001,5090,55
509002,5090,5
509101,5091,5
509102,5091,55
509601,5096,55
509602,5096,55
509603,5096,55
509801,5098,5
509802,5098,100
509803,5098,100
509901,5099,0
509902,5099,0
510001,5100,100
510002,5100,55
510301,5103,5
510302,5103,5
510401,5104,5
510402,5104,5
510403,5104,5
510501,5105,0
510502,5105,0
510503,5105,0
510701,5107,5
510702,5107,5
510703,5107,5
510801,5108,0
510802,5108,0
511001,5110,55
511101,5111,55
511102,5111,55
511301,5113,55
511302,5113,55
511401,5114,0
511402,5114,0
511403,5114,0
511404,5114,0
511501,5115,0
511502,5115,0
511503,5115,0
511701,5117,55
511702,5117,55
511703,5117,100
511901,5119,0
512001,5120,0
512002,5120,0
512101,5121,5
512102,5121,55
512103,5121,5
512301,5123,5
512302,5123,1
512501,5125,1
512502,5125,5
512503,5125,
512504,5125,0
512701,5127,5
513101,5131,5
513102,5131,0
513401,5134,5
513402,5134,5
513403,5134,5
513404,5134,5
513405,5134,55
513501,5135,5
513502,5135,5
513503,5135,5
513504,5135,5
513801,5138,100
514201,5142,100
514202,5142,5
514301,5143,5
514302,5143,0
514303,5143,0
514801,5148,0
514802,5148,5
515101,5151,5
515102,5151,5
515201,5152,5
515202,5152,5
515203,5152,5
515301,5153,5
515401,5154,0
515701,5157,5
515702,5157,0
516201,5162,5
516202,5162,5
516301,5163,5
516302,5163,5
516401,5164,0
516402,5164,55
516403,5164,55
517101,5171,0
517601,5176,55
517602,5176,55
517901,5179,55
518001,5180,5
518002,5180,5
518003,5180,5
518901,5189,5
518902,5189,
519101,5191,55
519102,5191,0
519301,5193,55
519501,5195,5
519502,5195,5
519503,5195,100
519504,5195,5
519801,5198,5
519802,5198,0
519803,5198,0
519901,5199,55
519902,5199,5
520001,5200,5
520002,5200,0
520101,5201,1
520801,5208,5
520802,5208,5
520803,5208,5
520901,5209,5
520902,5209,0
521201,5212,5
521202,5212,5
521401,5214,0
521402,5214,
521601,5216,5
521602,5216,5
521603,5216,5
521604,5216,5
521901,5219,55
521902,5219,0
521903,5219,1
522401,5224,0
522402,5224,0
522403,5224,5
522501,5225,0
523101,5231,0
523102,5231,0
523201,5232,55
523202,5232,55
523203,5232,55
523301,5233,55
523302,5233,55
523601,5236,0
523602,5236,0
524001,5240,0
524002,5240,0
524601,5246,0
524701,5247,5
524702,5247,5
525501,5255,0
525601,5256,5
525602,5256,5
525801,5258,0
525802,5258,0
525901,5259,5
526101,5261,0
526102,5261,0
526401,5264,0
526402,5264,0
526501,5265,0
526801,5268,5
527101,5271,1
527102,5271,1
527103,5271,5
527201,5272,55
527202,5272,5
527203,5272,0
527204,5272,0
527301,5273,0
527302,5273,0
527303,5273,0
527601,5276,0
527701,5277,5
527702,5277,5
528001,5280,0
528002,5280,0
528003,5280,55
528301,5283,0
528302,5283,5
528303,5283,55
528304,5283,55
528501,5285,5
528502,5285,5
528601,5286,5
528602,5286,0
528603,5286,0
528604,5286,0
528801,5288,0
528802,5288,0
528901,5289,0
528902,5289,0
529001,5290,0
529002,5290,0
529401,5294,55
529402,5294,55
529501,5295,100
529502,5295,55
529503,5295,55
529801,5298,0
529802,5298,0
529803,5298,0
529804,5298,0
529901,5299,0
529902,5299,0
529903,5299,5
529904,5299,0
529905,5299,55
530101,5301,5
530102,5301,5
530501,5305,0
530502,5305,0
530801,5308,55
530802,5308,55
530901,5309,0
530902,5309,0
530903,5309,5
531001,5310,55
531002,5310,55
531101,5311,5
531102,5311,100
531103,5311,0
531401,5314,5
531402,5314,0
531403,5314,5
531404,5314,5
531501,5315,55
531502,5315,5
531503,5315,5
531701,5317,5
531702,5317,5
531703,5317,5
531704,5317,5
532501,5325,55
532502,5325,0
532503,5325,55
532601,5326,5
532602,5326,5
532701,5327,0
532702,5327,0
532703,5327,5
532801,5328,5
532802,5328,0
532803,5328,0
533001,5330,5
533002,5330,5
533003,5330,5
533201,5332,0
533202,5332,0
533203,5332,5
533204,5332,0
533205,5332,0
533301,5333,0
533302,5333,0
533303,5333,0
533801,5338,100
533802,5338,100
533803,5338,5
533901,5339,55
533902,5339,55
534101,5341,
534102,5341,
534103,5341,0
534901,5349,0
534902,5349,0
534903,5349,0
535301,5353,5
535302,5353,100
535501,5355,0
536001,5360,0
536002,5360,55
536003,5360,55
536901,5369,5
536902,5369,100
537001,5370,5
537002,5370,5
537201,5372,5
537202,5372,0
537301,5373,0
537302,5373,0
537303,5373,5
537304,5373,0
537401,5374,0
537402,5374,0
537403,5374,0
537601,5376,100
537602,5376,5
537801,5378,5
537802,5378,5
538001,5380,0
538002,5380,0
538101,5381,5
538102,5381,5
538501,5385,0
538502,5385,
538503,5385,
538504,5385,0
538701,5387,5
538702,5387,0
538703,5387,5
538704,5387,55
538705,5387,5
538801,5388,5
538802,5388,0
538803,5388,0
538901,5389,0
538902,5389,0
539101,5391,0
539102,5391,0
539103,5391,0
539104,5391,0
539301,5393,0
539701,5397,0
539702,5397,0
539703,5397,0
540601,5406,55
540602,5406,5
540603,5406,5
540604,5406,5
540605,5406,5
540801,5408,55
540802,5408,55
540901,5409,5
540902,5409,0
540903,5409,0
542101,5421,0
542102,5421,0
542103,5421,0
542104,5421,0
542201,5422,5
542202,5422,5
542401,5424,0
542402,5424,5
542501,5425,100
542502,5425,5
542701,5427,5
542702,5427,0
542703,5427,1
542801,5428,5
542802,5428,0
543401,5434,0
543402,5434,0
543403,5434,0
543404,5434,55
543405,5434,0
543601,5436,100
543602,5436,100
543603,5436,100
544201,5442,5
544202,5442,5
544501,5445,5
544502,5445,5
545201,5452,0
545202,5452,0
545203,5452,0
545301,5453,55
545401,5454,55
545402,5454,5
545501,5455,55
545801,5458,100
545901,5459,5
545902,5459,5
546001,5460,5
546201,5462,100
546202,5462,100
546203,5462,5
546401,5464,5
546501,5465,0
546502,5465,5
546503,5465,5
546504,5465,5
546505,5465,5
546506,5465,5
546601,5466,0
546602,5466,0
546701,5467,5
546702,5467,5
546703,5467,5
546704,5467,5
546705,5467,5
546706,5467,5
546901,5469,5
546902,5469,0
547201,5472,0
547301,5473,0
547302,5473,55
547401,5474,55
547402,5474,5
547601,5476,5
547602,5476,5
547701,5477,55
547702,5477,55
547801,5478,5
547802,5478,5
548001,5480,5
548002,5480,5
548301,5483,0
548302,5483,0
548501,5485,5
548601,5486,55
548701,5487,0
548801,5488,0
548802,5488,0
548803,5488,0
549201,5492,5
549202,5492,5
549203,5492,0
549801,5498,0
549802,5498,0
550201,5502,55
550801,5508,0
550802,5508,0
550901,5509,0
550902,5509,55
551101,5511,0
551102,5511,0
551501,5515,55
551801,5518,55
551802,5518,55
552201,5522,0
552202,5522,0
552203,5522,0
552301,5523,0
552302,5523,0
552303,5523,0
552304,5523,55
552401,5524,0
552402,5524,55
552403,5524,55
552601,5526,0
552602,5526,0
552801,5528,5
552802,5528,0
553001,5530,55
553002,5530,0
553301,5533,0
553601,5536,5
553701,5537,0
553702,5537,0
554401,5544,55
554402,5544,55
554601,5546,5
554602,5546,0
554701,5547,0
554702,5547,0
554703,5547,5
554704,5547,0
554705,5547,5
554801,5548,5
554802,5548,5
555001,5550,55
555002,5550,55
555101,5551,5
555301,5553,0
555501,5555,5
555502,5555,55
555701,5557,0
555702,5557,100
555901,5559,5
556001,5560,5
556002,5560,
556003,5560,100
556101,5561,5
556301,5563,5
556501,5565,55
556502,5565,55
556601,5566,55
556801,5568,0
557101,5571,
557102,5571,0
557401,5574,55
557601,5576,0
557701,5577,0
557702,5577,0
557801,5578,0
558101,5581,5
558102,5581,5
558201,5582,0
558202,5582,0
558301,5583,0
558302,5583,0
558901,5589,0
558902,5589,0
558903,5589,0
558904,5589,0
559301,5593,0
559302,5593,5
559303,5593,0
559501,5595,0
559502,5595,0
559503,5595,55
559601,5596,0
559602,5596,0
560001,5600,0
560501,5605,55
560502,5605,55
560503,5605,5
560601,5606,100
560602,5606,5
560901,5609,5
560902,5609,55
561201,5612,55
561202,5612,55
561203,5612,55
561204,5612,100
561401,5614,5
561402,5614,0
561403,5614,0
561501,5615,5
561502,5615,5
561901,5619,5
561902,5619,5
562001,5620,0
562002,5620,0
562401,5624,0
562402,5624,0
562601,5626,5
562701,5627,5
562702,5627,5
562703,5627,5
563101,5631,5
563102,5631,55
563103,5631,55
563104,5631,55
563401,5634,55
564001,5640,5
564002,5640,5
564003,5640,5
564601,5646,5
