C0000100,C0000200,dad_distance
727503,7275,5
727601,7276,55
727602,7276,5
727801,7278,5
727802,7278,55
727803,7278,100
727804,7278,100
728201,7282,5
728301,7283,5
728401,7284,55
728501,7285,100
728502,7285,100
728503,7285,5
728504,7285,5
728601,7286,5
728602,7286,0
729101,7291,5
729501,7295,55
729502,7295,55
730001,7300,100
730201,7302,0
730202,7302,5
730203,7302,5
730301,7303,0
730401,7304,5
730402,7304,1
730501,7305,55
730502,7305,5
730801,7308,5
730802,7308,5
731001,7310,5
731002,7310,0
731003,7310,0
731004,7310,0
731401,7314,5
731402,7314,0
731403,7314,
731601,7316,100
731602,7316,0
731603,7316,0
731701,7317,0
731702,7317,0
732201,7322,5
732202,7322,5
732203,7322,55
732301,7323,5
732302,7323,55
732401,7324,0
732402,7324,100
732403,7324,100
732404,7324,5
732405,7324,5
732406,7324,55
732501,7325,55
732502,7325,55
732503,7325,5
732504,7325,5
732505,7325,5
732701,7327,5
733101,7331,5
733102,7331,0
733103,7331,0
733901,7339,0
733902,7339,0
734101,7341,55
734401,7344,0
734402,7344,
734501,7345,0
734502,7345,0
734503,7345,0
734801,7348,0
735001,7350,100
735002,7350,100
735003,7350,55
735201,7352,5
735501,7355,55
735502,7355,0
735801,7358,0
735802,7358,0
735803,7358,0
735901,7359,5
735902,7359,0
735903,7359,0
736701,7367,5
736702,7367,5
736703,7367,5
736704,7367,5
736801,7368,55
737501,7375,5
737502,7375,0
737601,7376,0
737602,7376,0
737701,7377,5
737702,7377,5
737801,7378,55
737802,7378,55
738201,7382,5
738301,7383,55
738302,7383,55
738801,7388,5
738802,7388,5
738901,7389,5
738902,7389,100
738903,7389,100
739001,7390,55
739002,7390,55
739003,7390,55
739101,7391,55
739102,7391,5
739201,7392,55
739301,7393,55
739302,7393,5
739401,7394,0
739601,7396,0
739602,7396,5
739603,7396,5
740301,7403,5
740801,7408,100
740802,7408,0
740901,7409,0
740902,7409,0
741401,7414,0
741402,7414,0
741501,7415,0
741502,7415,5
741801,7418,0
741802,7418,0
741803,7418,0
742001,7420,5
742002,7420,5
742101,7421,5
742201,7422,100
742301,7423,100
742302,7423,100
742601,7426,0
742602,7426,0
742801,7428,55
743001,7430,55
743002,7430,55
743201,7432,5
743301,7433,55
743302,7433,55
743303,7433,55
743304,7433,55
743501,7435,5
743502,7435,5
743601,7436,55
743602,7436,5
743701,7437,5
743702,7437,55
743801,7438,5
743802,7438,0
743803,7438,5
743901,7439,0
743902,7439,0
744101,7441,55
744102,7441,5
744103,7441,5
744201,7442,5
744202,7442,5
744301,7443,5
744302,7443,5
744303,7443,5
744501,7445,0
744502,7445,55
744601,7446,5
744602,7446,100
744701,7447,5
744702,7447,5
744703,7447,55
744704,7447,55
744801,7448,5
744802,7448,5
744803,7448,5
744804,7448,5
744805,7448,5
744901,7449,5
744902,7449,0
744903,7449,5
745001,7450,5
745002,7450,5
745101,7451,5
745102,7451,5
745103,7451,5
745104,7451,5
745201,7452,5
745301,7453,55
745302,7453,55
745303,7453,55
745501,7455,0
745502,7455,55
745503,7455,5
745504,7455,5
745505,7455,5
745506,7455,5
745507,7455,5
745801,7458,5
745901,7459,0
745902,7459,1
745903,7459,0
745904,7459,0
746001,7460,
746002,7460,0
746003,7460,0
746004,7460,5
746201,7462,
746202,7462,5
746203,7462,5
746401,7464,5
746402,7464,5
746403,7464,0
746404,7464,0
746801,7468,0
746802,7468,0
746803,7468,0
747001,7470,5
747002,7470,5
747003,7470,5
747004,7470,5
747501,7475,0
747502,7475,0
747701,7477,55
747702,7477,55
747901,7479,55
747902,7479,0
748001,7480,5
748002,7480,5
748003,7480,100
748101,7481,0
748102,7481,5
748501,7485,5
748502,7485,5
749001,7490,0
749201,7492,100
749301,7493,5
749302,7493,100
749303,7493,0
749401,7494,5
749402,7494,5
749403,7494,55
749601,7496,5
749602,7496,5
749603,7496,5
749701,7497,5
749702,7497,5
749801,7498,5
749802,7498,0
749803,7498,0
750001,7500,55
750002,7500,55
750101,7501,5
750102,7501,55
750103,7501,55
750104,7501,55
750105,7501,5
750301,7503,5
750302,7503,5
750303,7503,5
750304,7503,0
750305,7503,5
750401,7504,5
750402,7504,0
750403,7504,0
750404,7504,0
750405,7504,5
750601,7506,5
750801,7508,55
750802,7508,55
751001,7510,5
751301,7513,0
751302,7513,0
751401,7514,5
751402,7514,55
751801,7518,5
751802,7518,55
752001,7520,5
752002,7520,5
752003,7520,5
752401,7524,5
752402,7524,0
752403,7524,0
752404,7524,0
752501,7525,5
752502,7525,5
752701,7527,0
752702,7527,0
752901,7529,5
752902,7529,5
752903,7529,0
753001,7530,55
753101,7531,0
753102,7531,0
753103,7531,0
753104,7531,0
753201,7532,0
753202,7532,5
753701,7537,0
753702,7537,0
753801,7538,0
753802,7538,0
754301,7543,0
754302,7543,0
754801,7548,5
754802,7548,5
754803,7548,5
754804,7548,5
755101,7551,55
755301,7553,5
756001,7560,5
756501,7565,5
757101,7571,100
757401,7574,0
757402,7574,0
757403,7574,0
757501,7575,0
757502,7575,0
757801,7578,0
757802,7578,
758001,7580,5
758101,7581,5
758301,7583,5
758302,7583,5
758303,7583,0
758501,7585,5
758502,7585,55
758601,7586,55
758602,7586,5
758701,7587,55
758702,7587,0
759101,7591,0
759501,7595,5
759502,7595,5
759801,7598,55
759802,7598,0
760001,7600,5
760002,7600,5
760101,7601,5
760102,7601,0
760103,7601,0
760301,7603,0
760302,7603,55
760501,7605,
760502,7605,5
760601,7606,55
760602,7606,55
760701,7607,5
760702,7607,5
760901,7609,5
760902,7609,0
761601,7616,5
761602,7616,5
761701,7617,5
761702,7617,5
761801,7618,55
761802,7618,5
761901,7619,5
761902,7619,5
761903,7619,0
762201,7622,55
762202,7622,0
762203,7622,0
762501,7625,0
762502,7625,0
762503,7625,0
762504,7625,0
762601,7626,5
762602,7626,5
763201,7632,100
763601,7636,55
763602,7636,5
763603,7636,5
764201,7642,55
764501,7645,5
764502,7645,5
764503,7645,5
764601,7646,5
764602,7646,55
764603,7646,55
764801,7648,5
764802,7648,100
764803,7648,100
764804,7648,100
764901,7649,100
764902,7649,5
765201,7652,5
765202,7652,5
765501,7655,55
765502,7655,55
765503,7655,55
765701,7657,55
765702,7657,0
766201,7662,5
766202,7662,5
766501,7665,100
766502,7665,55
766901,7669,55
766902,7669,55
767001,7670,100
767002,7670,100
767003,7670,100
767101,7671,55
767102,7671,55
767201,7672,5
767301,7673,55
767302,7673,55
767303,7673,0
767304,7673,55
767801,7678,0
767802,7678,0
767901,7679,100
768101,7681,55
768102,7681,100
768103,7681,0
768104,7681,5
768201,7682,55
768301,7683,0
768401,7684,0
768402,7684,5
768403,7684,5
768501,7685,5
768502,7685,5
768503,7685,5
768701,7687,5
768702,7687,0
768801,7688,5
768802,7688,5
768901,7689,100
768902,7689,5
769101,7691,0
769201,7692,55
769401,7694,5
769402,7694,5
769403,7694,5
769404,7694,5
769501,7695,5
769502,7695,5
769503,7695,55
769504,7695,55
770401,7704,5
770801,7708,100
771001,7710,5
771002,7710,55
771301,7713,5
771302,7713,5
772201,7722,55
773001,7730,5
773501,7735,0
773601,7736,5
773901,7739,0
774001,7740,0
774002,7740,0
774501,7745,0
774601,7746,0
774602,7746,0
774701,7747,0
775001,7750,5
775002,7750,0
775003,7750,0
775101,7751,55
775102,7751,
775401,7754,5
775501,7755,0
775502,7755,0
776001,7760,5
776101,7761,5
776102,7761,0
776501,7765,0
776502,7765,0
777101,7771,0
777102,7771,0
777201,7772,0
777202,7772,0
777401,7774,5
777501,7775,5
777701,7777,100
777901,7779,100
777902,7779,0
777903,7779,0
777904,7779,5
777905,7779,0
778101,7781,5
778201,7782,0
778202,7782,0
778203,7782,0
778801,7788,0
778802,7788,5
778901,7789,5
778902,7789,55
778903,7789,55
778904,7789,55
779101,7791,0
779102,7791,0
779401,7794,55
779402,7794,55
779501,7795,55
779502,7795,5
779503,7795,5
779504,7795,5
779601,7796,5
779602,7796,0
779701,7797,5
779702,7797,55
779801,7798,5
779802,7798,0
780201,7802,5
780202,7802,55
780203,7802,5
780401,7804,5
780402,7804,5
780403,7804,0
780404,7804,0
780601,7806,5
780602,7806,55
780603,7806,5
781001,7810,5
781002,7810,5
781301,7813,0
781401,7814,0
781402,7814,55
781403,7814,55
781501,7815,100
781801,7818,55
781802,7818,55
781803,7818,55
781804,7818,55
781805,7818,55
781901,7819,5
781902,7819,5
782001,7820,55
782002,7820,5
782101,7821,0
782102,7821,0
782103,7821,0
782201,7822,
782301,7823,55
782302,7823,0
782501,7825,55
782502,7825,55
782801,7828,5
782802,7828,5
782803,7828,55
782804,7828,55
782901,7829,55
782902,7829,55
783001,7830,5
783002,7830,55
783101,7831,5
783102,7831,5
783103,7831,5
783104,7831,5
783201,7832,5
783202,7832,5
783203,7832,5
783301,7833,0
783302,7833,0
783501,7835,5
783502,7835,5
783503,7835,5
783504,7835,55
783601,7836,5
783602,7836,5
783801,7838,100
784101,7841,100
784201,7842,0
784401,7844,5
784601,7846,5
784602,7846,5
784901,7849,5
784902,7849,5
785101,7851,5
785601,7856,55
785602,7856,55
785603,7856,5
785604,7856,5
786401,7864,55
786402,7864,55
786403,7864,55
786404,7864,55
786405,7864,5
786501,7865,55
786502,7865,0
786503,7865,0
786504,7865,0
786901,7869,0
786902,7869,0
786903,7869,0
786904,7869,
786905,7869,55
787501,7875,55
787801,7878,5
787802,7878,5
788201,7882,0
788202,7882,0
788203,7882,5
788301,7883,5
788302,7883,5
788303,7883,0
788501,7885,0
788502,7885,55
788601,7886,0
788602,7886,5
788603,7886,5
789001,7890,55
789101,7891,0
789102,7891,0
789201,7892,0
789202,7892,0
789203,7892,0
789301,7893,0
789302,7893,0
789303,7893,0
789401,7894,55
789501,7895,0
789502,7895,0
789503,7895,0
789801,7898,100
789802,7898,100
790001,7900,
790101,7901,5
790102,7901,5
790103,7901,0
790401,7904,0
790402,7904,55
790403,7904,55
790501,7905,0
790502,7905,5
791001,7910,5
791101,7911,5
791102,7911,5
791103,7911,55
791201,7912,5
791202,7912,5
791203,7912,5
791401,7914,5
791402,7914,5
791403,7914,5
791404,7914,5
791405,7914,5
791406,7914,1
791407,7914,1
791501,7915,55
791901,7919,0
791902,7919,0
792101,7921,5
792102,7921,5
792103,7921,5
792201,7922,0
792401,7924,0
792701,7927,0
792702,7927,0
792703,7927,0
792704,7927,0
792801,7928,5
792802,7928,55
792803,7928,5
793001,7930,0
793002,7930,5
793003,7930,5
793101,7931,0
793102,7931,0
793103,7931,0
793301,7933,5
793302,7933,5
793303,7933,5
793801,7938,5
793802,7938,5
793803,7938,5
793804,7938,5
793805,7938,5
794301,7943,0
794501,7945,5
794502,7945,5
794503,7945,5
794901,7949,5
794902,7949,5
795001,7950,100
795101,7951,55
795201,7952,5
795202,7952,1
795203,7952,5
795801,7958,55
795802,7958,55
795803,7958,0
795804,7958,0
795901,7959,0
795902,7959,0
796701,7967,0
796702,7967,0
796703,7967,5
796801,7968,55
796802,7968,55
796803,7968,55
796804,7968,5
796805,7968,55
796901,7969,
796902,7969,0
797101,7971,5
797102,7971,5
797103,7971,5
797104,7971,5
797105,7971,55
797301,7973,55
797302,7973,55
797401,7974,0
797402,7974,0
797501,7975,0
797502,7975,5
797503,7975,5
797901,7979,5
797902,7979,0
798001,7980,5
798002,7980,55
798003,7980,100
798101,7981,0
798102,7981,0
798301,7983,55
798302,7983,55
798501,7985,55
798502,7985,0
798503,7985,0
798801,7988,55
799001,7990,5
799002,7990,5
799401,7994,5
799402,7994,5
799403,7994,5
799404,7994,5
799405,7994,1
799701,7997,0
799702,7997,0
799703,7997,0
799801,7998,0
799802,7998,0
799803,7998,0
800001,8000,
800002,8000,55
800003,8000,
800101,8001,5
800102,8001,5
800103,8001,5
800104,8001,55
800105,8001,55
800601,8006,100
800602,8006,0
800603,8006,55
800801,8008,0
801501,8015,5
801502,8015,5
801503,8015,55
801601,8016,5
801602,8016,0
801701,8017,100
801702,8017,100
801703,8017,5
801704,8017,5
801801,8018,5
801802,8018,5
802001,8020,0
802002,8020,0
802003,8020,55
802004,8020,55
802301,8023,0
802801,8028,5
802901,8029,55
802902,8029,55
802903,8029,55
803001,8030,5
803002,8030,5
803003,8030,5
803101,8031,5
803102,8031,5
803103,8031,5
803104,8031,0
803105,8031,0
803106,8031,0
803301,8033,5
803302,8033,55
803303,8033,0
803401,8034,5
803402,8034,5
803403,8034,5
803404,8034,5
803901,8039,5
803902,8039,55
803903,8039,5
803904,8039,5
804201,8042,100
804401,8044,0
804402,8044,0
804403,8044,0
804501,8045,0
804502,8045,5
804701,8047,5
804702,8047,5
804801,8048,5
804802,8048,5
804901,8049,55
804902,8049,5
805101,8051,5
805102,8051,5
805103,8051,5
805301,8053,0
805302,8053,0
805401,8054,0
805402,8054,55
805701,8057,0
805702,8057,5
805703,8057,0
805704,8057,0
805901,8059,0
805902,8059,0
805903,8059,5
805904,8059,55
805905,8059,0
805906,8059,0
805907,8059,55
805908,8059,55
806101,8061,100
806102,8061,55
806601,8066,0
806602,8066,0
806603,8066,0
806801,8068,5
806802,8068,5
806803,8068,0
807201,8072,5
807202,8072,0
807801,8078,55
807802,8078,55
807901,8079,0
807902,8079,0
808301,8083,0
808302,8083,0
808303,8083,0
808304,8083,0
808401,8084,0
808601,8086,0
809101,8091,5
809102,8091,0
809103,8091,0
809104,8091,0
809105,8091,0
809301,8093,5
809302,8093,5
809901,8099,5
809902,8099,0
810201,8102,0
810202,8102,0
810301,8103,1
810302,8103,55
810303,8103,55
810501,8105,0
810502,8105,0
810503,8105,0
810901,8109,55
810902,8109,55
810903,8109,55
811001,8110,1
811002,8110,1
811101,8111,100
811301,8113,5
811302,8113,5
811303,8113,5
811401,8114,0
811402,8114,0
811403,8114,0
811404,8114,5
811901,8119,0
812001,8120,5
812101,8121,0
812301,8123,5
812501,8125,5
812502,8125,55
812503,8125,5
812504,8125,55
812701,8127,5
812702,8127,0
812901,8129,55
812902,8129,55
813301,8133,0
813701,8137,0
814001,8140,100
814002,8140,100
814003,8140,5
814004,8140,5
814005,8140,5
814101,8141,5
814102,8141,55
814301,8143,55
814302,8143,55
814303,8143,55
814401,8144,5
814402,8144,5
814403,8144,5
814801,8148,55
814802,8148,55
814901,8149,55
815001,8150,55
815101,8151,0
815102,8151,0
815201,8152,0
815202,8152,0
815301,8153,0
815302,8153,0
816001,8160,5
816101,8161,5
816102,8161,5
816901,8169,5
816902,8169,5
817201,8172,55
817202,8172,55
817203,8172,55
817204,8172,0
817401,8174,5
817402,8174,5
817403,8174,5
817404,8174,5
817405,8174,55
817406,8174,55
817407,8174,55
817501,8175,5
817502,8175,5
817601,8176,55
817801,8178,5
817802,8178,5
818001,8180,0
818002,8180,0
818003,8180,0
818004,8180,0
818101,8181,0
818102,8181,0
818401,8184,55
818402,8184,5
818901,8189,0
818902,8189,0
819301,8193,0
819302,8193,0
819303,8193,0
819401,8194,0
819402,8194,0
819403,8194,0
819501,8195,5
819502,8195,5
819503,8195,5
819601,8196,0
819801,8198,0
819802,8198,0
819803,8198,0
819804,8198,0
819805,8198,0
820201,8202,5
820202,8202,5
820203,8202,5
820204,8202,5
820801,8208,0
821001,8210,
821002,8210,1
821003,8210,55
821004,8210,55
821005,8210,5
821201,8212,5
821202,8212,5
821301,8213,5
821302,8213,0
821501,8215,0
821701,8217,5
821702,8217,5
822201,8222,5
822601,8226,0
822602,8226,0
822603,8226,0
822701,8227,5
823501,8235,55
823502,8235,5
823503,8235,55
823504,8235,100
823701,8237,5
823702,8237,0
823703,8237,0
824301,8243,0
824302,8243,0
825401,8254,100
825701,8257,0
825702,8257,0
825703,8257,0
825901,8259,5
825902,8259,5
825903,8259,5
826001,8260,55
826002,8260,5
826003,8260,5
826004,8260,1
826101,8261,100
826102,8261,0
826103,8261,5
826104,8261,55
826105,8261,5
826106,8261,5
826107,8261,5
826201,8262,0
826202,8262,0
826203,8262,0
826401,8264,55
826402,8264,55
826403,8264,55
826404,8264,55
826501,8265,0
826502,8265,0
826503,8265,0
826504,8265,55
826505,8265,55
826901,8269,55
826902,8269,55
826903,8269,55
826904,8269,55
826905,8269,5
826906,8269,55
827101,8271,5
827301,8273,5
827302,8273,5
827303,8273,1
827304,8273,1
827305,8273,0
827601,8276,0
827602,8276,0
827901,8279,5
827902,8279,0
828301,8283,55
828302,8283,55
828303,8283,5
828401,8284,0
828402,8284,0
828403,8284,0
828404,8284,0
828405,8284,0
828406,8284,0
828407,8284,0
828408,8284,
828601,8286,5
828602,8286,55
828603,8286,5
828604,8286,5
828701,8287,5
828702,8287,5
828703,8287,5
828901,8289,5
828902,8289,5
828903,8289,5
828904,8289,5
828905,8289,5
828906,8289,5
829401,8294,5
829402,8294,5
829403,8294,5
829601,8296,5
829602,8296,5
829603,8296,5
829604,8296,5
829605,8296,0
829606,8296,0
829801,8298,0
829802,8298,0
829803,8298,0
829804,8298,0
830501,8305,0
830502,8305,5
830503,8305,0
830504,8305,0
830505,8305,5
830506,8305,0
830507,8305,
830508,8305,0
830509,8305,0
830801,8308,0
830802,8308,0
830803,8308,0
830901,8309,5
830902,8309,5
830903,8309,5
830904,8309,0
830905,8309,5
830906,8309,5
830907,8309,5
830908,8309,5
831001,8310,0
831101,8311,0
831102,8311,
831103,8311,0
831104,8311,0
831201,8312,100
831202,8312,100
831203,8312,1
831301,8313,5
831501,8315,5
831701,8317,100
831702,8317,100
831901,8319,5
831902,8319,5
832401,8324,5
832402,8324,100
832403,8324,5
832501,8325,0
832502,8325,0
832503,8325,0
832901,8329,5
832902,8329,5
832903,8329,5
833001,8330,5
833002,8330,5
833201,8332,0
833202,8332,0
833203,8332,0
833401,8334,0
833402,8334,0
833501,8335,55
833502,8335,0
833601,8336,0
833602,8336,0
833603,8336,0
833701,8337,0
833702,8337,0
834001,8340,5
834002,8340,5
834301,8343,100
834302,8343,5
834303,8343,55
834304,8343,0
834305,8343,0
834501,8345,0
834502,8345,55
834601,8346,5
834602,8346,0
834901,8349,0
834902,8349,0
834903,8349,0
834904,8349,0
835101,8351,55
835102,8351,5
835103,8351,5
835201,8352,5
835202,8352,0
835203,8352,0
835301,8353,0
835302,8353,0
835303,8353,0
835304,8353,0
835401,8354,5
835402,8354,5
835701,8357,100
835702,8357,100
835703,8357,100
835704,8357,100
835901,8359,5
835902,8359,5
835903,8359,5
835904,8359,5
835905,8359,5
836201,8362,0
836202,8362,0
836301,8363,0
836302,8363,0
836601,8366,5
836602,8366,5
836701,8367,55
837101,8371,0
837102,8371,0
837301,8373,100
837302,8373,0
837303,8373,0
837401,8374,0
837402,8374,0
837501,8375,5
837502,8375,5
837503,8375,0
837504,8375,0
837601,8376,55
837602,8376,55
837603,8376,55
837604,8376,5
837605,8376,55
837701,8377,5
837702,8377,5
838301,8383,5
838302,8383,5
838701,8387,5
838901,8389,55
838902,8389,55
838903,8389,55
839101,8391,5
839102,8391,5
839103,8391,5
839104,8391,5
839301,8393,5
839302,8393,0
839303,8393,0
839304,8393,55
839501,8395,0
839502,8395,0
839503,8395,0
839801,8398,0
840101,8401,0
840102,8401,0
840401,8404,0
840402,8404,0
840501,8405,5
840502,8405,5
840701,8407,0
840702,8407,0
840703,8407,0
840801,8408,0
840802,8408,100
840803,8408,100
841301,8413,0
841302,8413,0
841601,8416,0
841602,8416,0
841701,8417,0
841702,8417,0
841703,8417,0
841801,8418,1
841802,8418,1
841803,8418,1
842201,8422,0
842202,8422,0
842203,8422,0
842204,8422,0
842205,8422,0
842401,8424,55
842402,8424,0
842501,8425,0
842502,8425,0
842801,8428,5
842901,8429,5
842902,8429,0
842903,8429,0
843001,8430,5
843201,8432,5
843202,8432,5
843401,8434,55
843402,8434,5
843701,8437,55
843702,8437,0
844501,8445,5
844502,8445,5
844503,8445,5
844601,8446,0
844901,8449,5
844902,8449,0
844903,8449,0
845201,8452,0
845202,8452,0
845501,8455,55
845502,8455,55
845701,8457,5
846001,8460,0
846002,8460,0
846003,8460,0
846301,8463,5
846701,8467,0
847301,8473,0
847302,8473,0
847501,8475,5
847502,8475,55
847701,8477,55
847702,8477,0
847901,8479,55
847902,8479,55
848001,8480,5
848002,8480,55
848003,8480,55
848201,8482,5
848202,8482,55
848301,8483,5
848302,8483,5
848401,8484,5
848402,8484,0
848801,8488,5
848802,8488,0
848803,8488,0
848804,8488,0
849001,8490,0
849002,8490,0
849101,8491,0
849102,8491,0
849201,8492,5
849202,8492,0
849203,8492,0
849301,8493,55
849302,8493,55
849401,8494,5
849402,8494,5
849403,8494,5
850001,8500,5
850002,8500,55
850201,8502,5
850202,8502,5
850203,8502,5
850301,8503,55
850302,8503,55
850303,8503,0
850501,8505,0
850502,8505,0
850503,8505,0
851001,8510,5
851002,8510,5
851003,8510,5
851004,8510,5
851101,8511,5
851102,8511,0
851103,8511,0
851104,8511,0
851201,8512,0
851202,8512,0
851301,8513,0
851302,8513,0
851401,8514,100
851402,8514,100
851901,8519,1
851902,8519,1
852201,8522,0
852202,8522,5
852203,8522,5
852801,8528,100
852802,8528,100
852901,8529,5
853001,8530,0
853002,8530,0
853101,8531,55
853102,8531,5
853103,8531,5
853201,8532,5
853202,8532,5
853203,8532,0
853301,8533,0
853901,8539,5
853902,8539,5
853903,8539,5
854001,8540,100
854002,8540,100
854003,8540,100
854201,8542,5
854202,8542,0
854601,8546,0
854602,8546,0
854901,8549,5
854902,8549,5
855301,8553,5
855302,8553,5
855401,8554,0
855701,8557,100
855801,8558,55
855802,8558,55
856101,8561,55
856102,8561,5
856103,8561,55
856104,8561,55
856201,8562,0
856601,8566,55
856801,8568,55
857001,8570,5
857002,8570,5
857003,8570,0
857101,8571,5
857102,8571,5
857201,8572,0
857202,8572,0
857901,8579,100
857902,8579,5
857903,8579,100
857904,8579,5
858001,8580,5
858002,8580,100
858003,8580,5
858301,8583,55
858302,8583,55
859001,8590,0
859002,8590,0
859003,8590,0
859004,8590,0
859005,8590,0
859301,8593,100
859302,8593,55
859303,8593,5
859801,8598,5
859802,8598,5
859803,8598,5
859804,8598,100
859805,8598,100
859806,8598,5
860001,8600,5
860002,8600,55
860003,8600,55
860101,8601,5
860102,8601,55
860103,8601,55
861001,8610,0
861201,8612,55
861202,8612,55
861301,8613,5
861302,8613,5
861303,8613,0
861401,8614,1
861402,8614,55
861403,8614,55
861501,8615,5
861502,8615,5
861503,8615,5
861504,8615,55
861801,8618,55
861802,8618,5
861803,8618,5
861804,8618,5
861901,8619,5
862201,8622,0
862202,8622,0
863101,8631,5
863102,8631,5
863103,8631,5
863401,8634,5
863402,8634,5
863403,8634,5
863404,8634,5
863405,8634,5
863501,8635,0
863502,8635,0
863601,8636,0
863602,8636,0
863701,8637,100
863801,8638,5
863802,8638,5
863901,8639,5
863902,8639,5
863903,8639,0
864101,8641,
864102,8641,5
864201,8642,5
864202,8642,5
864301,8643,55
864302,8643,0
864801,8648,0
864802,8648,0
864803,8648,0
864901,8649,5
864902,8649,55
865201,8652,55
865202,8652,100
865203,8652,55
865801,8658,100
865802,8658,0
866201,8662,100
866202,8662,55
866203,8662,55
866204,8662,0
866205,8662,55
866206,8662,55
866401,8664,55
866402,8664,55
866403,8664,55
866501,8665,55
866502,8665,5
866801,8668,5
867301,8673,5
867302,8673,5
867303,8673,0
867401,8674,5
867402,8674,5
867403,8674,5
867404,8674,5
867405,8674,5
867501,8675,55
867502,8675,55
867503,8675,55
867901,8679,55
867902,8679,5
867903,8679,100
868001,8680,0
868002,8680,0
868401,8684,5
868501,8685,0
868502,8685,0
868503,8685,0
869001,8690,5
869002,8690,5
869003,8690,55
869004,8690,55
869201,8692,5
869202,8692,0
869203,8692,0
869204,8692,0
869301,8693,0
869302,8693,0
869401,8694,5
869402,8694,5
869501,8695,55
869601,8696,5
869602,8696,5
869603,8696,5
869604,8696,5
869701,8697,55
870101,8701,5
870102,8701,5
870103,8701,0
870104,8701,0
870501,8705,5
870502,8705,100
870503,8705,55
870601,8706,5
870602,8706,5
870603,8706,5
870604,8706,55
870701,8707,0
870702,8707,0
870801,8708,100
870802,8708,0
870803,8708,0
871401,8714,0
871402,8714,0
871403,8714,55
871501,8715,5
871502,8715,55
871503,8715,5
871601,8716,0
871602,8716,0
871801,8718,0
871802,8718,0
872001,8720,5
872101,8721,0
872801,8728,0
872802,8728,0
872803,8728,0
872901,8729,0
872902,8729,0
872903,8729,0
872904,8729,0
873101,8731,5
873102,8731,5
873301,8733,0
873302,8733,5
873303,8733,5
873304,8733,5
873401,8734,5
873402,8734,55
873601,8736,5
873602,8736,0
873901,8739,0
873902,8739,0
874201,8742,5
874401,8744,0
874402,8744,0
874403,8744,0
874801,8748,0
875001,8750,0
875002,8750,0
875601,8756,0
875602,8756,0
875701,8757,5
875702,8757,5
875703,8757,5
875704,8757,0
875901,8759,0
875902,8759,0
876201,8762,5
876202,8762,5
876203,8762,5
876301,8763,5
876302,8763,0
876303,8763,0
876601,8766,0
877001,8770,0
877002,8770,0
877201,8772,5
877202,8772,0
877701,8777,55
877702,8777,55
877901,8779,100
877902,8779,0
877903,8779,0
877904,8779,0
878201,8782,5
878202,8782,5
878301,8783,5
878302,8783,5
878701,8787,5
878702,8787,5
878703,8787,5
878801,8788,5
878802,8788,0
878803,8788,0
879401,8794,0
879402,8794,5
879403,8794,55
879404,8794,5
879501,8795,5
879502,8795,5
879701,8797,55
879801,8798,0
879802,8798,0
879901,8799,0
879902,8799,0
880001,8800,5
880002,8800,5
880101,8801,55
880102,8801,5
880103,8801,5
880201,8802,55
880202,8802,0
880203,8802,0
881501,8815,0
881502,8815,0
881601,8816,0
881602,8816,0
881801,8818,0
881802,8818,0
882101,8821,0
882102,8821,0
882501,8825,0
882502,8825,0
882601,8826,0
882602,8826,0
882801,8828,0
882802,8828,0
882803,8828,0
882804,8828,0
883001,8830,0
883002,8830,0
883003,8830,0
883301,8833,0
883302,8833,0
883901,8839,0
884001,8840,55
884002,8840,55
884003,8840,55
884501,8845,5
884502,8845,0
884503,8845,0
884701,8847,1
884702,8847,1
884703,8847,1
884801,8848,100
884802,8848,0
884803,8848,0
884901,8849,0
885301,8853,5
885302,8853,0
885401,8854,55
885402,8854,5
885403,8854,0
885801,8858,0
885802,8858,0
886101,8861,5
886102,8861,5
886401,8864,0
886402,8864,0
886701,8867,5
886702,8867,5
886703,8867,5
886901,8869,0
886902,8869,0
886903,8869,0
886904,8869,0
887001,8870,100
887002,8870,55
887003,8870,55
887301,8873,0
887801,8878,0
887802,8878,0
888301,8883,0
888302,8883,0
888501,8885,0
888502,8885,0
888801,8888,5
888802,8888,5
888901,8889,0
888902,8889,0
888903,8889,0
889001,8890,0
889002,8890,0
889501,8895,0
889502,8895,0
889601,8896,100
889602,8896,55
889901,8899,5
890001,8900,0
890002,8900,0
890003,8900,0
890004,8900,0
890005,8900,0
890201,8902,0
890202,8902,0
890203,8902,0
890401,8904,5
890402,8904,0
890403,8904,0
890901,8909,5
890902,8909,5
891001,8910,5
891002,8910,55
891003,8910,55
891201,8912,0
891202,8912,0
891301,8913,1
891601,8916,55
891602,8916,5
892001,8920,5
892002,8920,5
892003,8920,5
892501,8925,5
892502,8925,5
892503,8925,5
892601,8926,5
892602,8926,0
892603,8926,0
892701,8927,0
892702,8927,0
893101,8931,0
893201,8932,0
893202,8932,0
893401,8934,5
893402,8934,5
893801,8938,0
893802,8938,0
893803,8938,5
893901,8939,0
893902,8939,0
894001,8940,0
894002,8940,0
894003,8940,0
894201,8942,0
894202,8942,0
894203,8942,0
894204,8942,0
894205,8942,0
894206,8942,0
894401,8944,0
894402,8944,0
894403,8944,0
894601,8946,0
894602,8946,0
894801,8948,0
894802,8948,0
894803,8948,0
894804,8948,0
894805,8948,0
894901,8949,0
894902,8949,55
894903,8949,5
895101,8951,0
895102,8951,0
895301,8953,5
895302,8953,5
