R0000100,R0011500,R0225400,R0413000,R0658800,R0902700,R1202500,R1601800,R1901800,R2301800,R2502900,R2902900,R3103300,R3503300,R3703300,R7101001,T0011801,spouse_birth_year
7780,-4,-4,-4,63,-4,-5,-4,-4,-5,-4,-4,69,-5,-5,-1905,-1905,69
7781,-4,-4,-4,-4,64,63,-4,58,-4,-4,66,-4,-5,-5,-1905,-1905,66
7782,-4,-5,-5,-5,-5,-5,52,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,52
7783,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-5,-5,-1905,-1905,65
7784,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
7785,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-4,-5,-5,-1905,-1905,-4
7786,-4,-4,-4,56,-4,-4,-4,-4,-4,56,-4,-4,-5,-5,-1905,-1905,56
7787,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-1904,-1905,61
7788,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-1905,-1904,62
7789,49,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,49
7790,-4,-4,-4,65,-4,-4,-4,-4,66,-4,-4,-4,-4,-4,-1905,-1904,66
7791,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-1904,-1904,63
7792,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
7793,-4,-4,-4,-4,-4,-4,-4,64,63,-4,-5,-4,-4,-4,56,-1904,64
7794,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
7795,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,53
7796,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7797,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
7798,-4,-4,-4,-4,-4,-4,-4,59,59,-4,-4,-4,-4,-4,-1904,-1905,59
7799,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7800,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-1904,-1905,-3
7801,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7802,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
7803,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-4,-4,-4,-1904,-1904,65
7804,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-1904,-1904,61
7805,63,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-1904,-1904,63
7806,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-5,-4,-4,-1904,-1904,-4
7807,-4,-4,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,53
7808,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7809,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7810,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-4,-1904,-1904,59
7811,64,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,71,-1904,68,71
7812,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,66
7813,-4,-4,-4,-4,-4,60,-4,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,60
7814,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7815,-4,-5,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-1904,-1904,58
7816,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
7817,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-1904,-1904,64
7818,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,56
7819,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7820,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-1904,-1904,64
7821,47,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,47
7822,-4,-4,-4,-4,-4,-4,-4,62,62,-4,-4,-4,-4,-4,-1904,-1904,62
7823,-4,58,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-1904,-1904,58
7824,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,60
7825,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
7826,-4,-4,-4,44,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,44
7827,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
7828,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7829,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7830,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-1904,-1904,64
7831,-4,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-1904,64
7832,-4,63,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,-1905,-1905,63
7833,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
7834,58,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
7835,57,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-1904,-1904,62
7836,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-1905,-1905,64
7837,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7838,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-1904,-1904,58
7839,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-1905,-1904,-4
7840,-4,-4,-4,-4,-4,-2,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-2
7841,60,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
7842,-4,-5,-5,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7843,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-5,-4,-4,-5,-1904,-1904,-4
7844,-4,-5,-5,-4,-2,-4,-4,-4,-4,-5,-5,-5,-5,-5,-1904,-1905,-2
7845,-4,-4,-4,-5,-5,-4,-4,62,-4,-4,-4,-4,-4,-4,-1904,-1904,62
7846,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,63,-1904,-1904,63
7847,-4,-4,-4,-4,-4,-4,-4,63,-5,63,-5,-5,-5,-5,-1905,-1905,63
7848,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-5,-4,-4,-4,-1904,-1904,62
7849,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7850,-4,-4,-4,-4,-4,-4,-4,-4,55,-4,-4,-4,-4,59,-1904,-1904,59
7851,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
7852,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
7853,-4,-4,-4,-4,-4,-4,52,-4,-5,-5,-5,-5,-5,-4,-1905,-1905,52
7854,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-1904,-1904,63
7855,-4,-4,-4,-5,65,-4,-5,-5,-4,-4,-4,-4,-4,-4,-1904,-1904,65
7856,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7857,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
7858,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7859,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7860,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-1904,-1904,65
7861,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7862,-4,-4,-4,-4,-5,-5,-5,-5,58,-4,-5,-4,-5,-5,-1905,-1904,58
7863,54,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,54
7864,-4,-4,64,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,64
7865,-4,-4,-4,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
7866,-4,-4,-4,-4,64,-4,-4,-4,-4,-3,-4,-5,-4,-4,-1904,-1904,64
7867,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
7868,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-1904,-1904,61
7869,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,64
7870,-4,-4,-4,64,-4,-4,-4,65,-4,-4,-4,-4,-5,-5,-1905,-1905,65
7871,-4,-5,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
7872,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,68,-4,-4,-4,-1904,-1904,68
7873,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
7874,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
7875,-4,-4,57,-5,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-1905,-1905,61
7876,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-1905,-1904,-4
7877,58,51,-4,-4,58,-4,-4,-4,-4,-4,58,-4,-5,-5,-1905,-1905,58
7878,56,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-5,-5,-1905,-1905,60
7879,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,58
7880,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
7881,-4,-4,-5,-4,-4,-4,-4,-5,-5,63,-4,-5,-5,-5,-1905,-1905,63
7882,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
7883,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
7884,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,71,-4,-4,-4,-1905,-1904,71
7885,57,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-5,-1905,-1904,57
7886,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
7887,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,62
7888,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
7889,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
7890,-4,-4,-4,-4,-4,56,-4,-4,-4,-4,-4,62,-5,-5,-1905,-1905,62
7891,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
7892,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-1905,-1905,59
7893,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,60
7894,51,-4,54,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,54
7895,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-3
7896,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
7897,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,60
7898,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,57
7899,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,61,-4,-1904,-1904,61
7900,-4,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,63
7901,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-5,-5,-1905,-1905,65
7902,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
7903,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,70,-1904,70
7904,-4,-4,-4,-4,-4,-4,46,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,46
7905,54,54,-4,58,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,58
7906,-4,-5,-5,-5,-5,61,-4,-4,-4,-4,-4,-4,-4,-5,-1905,-1905,61
7907,-4,-4,-4,-4,-4,-4,-4,-4,-4,69,-4,-4,-5,-4,-1904,-1904,69
7908,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-1904,-1904,64
7909,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,63
7910,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7911,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,52
7912,-4,-4,-4,-5,-4,-4,-4,-4,-5,-5,63,-4,-5,-5,-1905,-1905,63
7913,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-1905,-1904,59
7914,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-5,-5,-1905,-1905,57
7915,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-1905,-1905,-3
7916,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
7917,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
7918,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
7919,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,59
7920,57,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-5,-5,-5,-1905,-1905,57
7921,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-1905,-1905,58
7922,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,57
7923,56,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-1904,-1904,57
7924,53,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,53
7925,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-1904,-1904,63
7926,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,58
7927,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,57
7928,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-1905,-1905,-3
7929,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
7930,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
7931,-4,-4,-4,-4,-4,-4,-4,52,54,-4,-4,-4,-4,-4,-1904,-1904,54
7932,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,64
7933,56,-4,-4,-4,-4,-5,-5,-5,-5,-4,-5,-4,-4,-4,-1904,-1905,56
7934,-4,-4,-4,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
7935,-4,61,-4,-4,-4,-4,66,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,66
7936,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7937,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,54,-4,-4,-4,-1904,-1904,54
7938,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7939,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
7940,-4,-4,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-1904,-1904,59
7941,-4,-4,-4,-4,56,-4,-4,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,56
7942,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
7943,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,-1904,-1904,66
7944,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7945,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
7946,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
7947,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-1904,63
7948,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
7949,-4,-5,-4,-4,-4,58,-4,-4,-4,-4,-4,64,-4,-4,-1904,-1904,64
7950,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7951,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-1905,-1904,-4
7952,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7953,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-4,-5,-4,-4,-1905,-1904,-4
7954,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
7955,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,60
7956,-4,-4,-4,-4,-4,62,-4,-4,65,-4,-4,-4,-4,-4,-1904,-1904,65
7957,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,70,70
7958,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-1904,-1905,64
7959,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7960,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,61
7961,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
7962,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
7963,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,62
7964,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,73,-1904,73
7965,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7966,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
7967,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,55,56
7968,-4,58,-4,-4,-4,-4,-4,-4,-4,-5,-4,63,-4,-4,-1904,-1904,63
7969,-4,-4,-4,-4,-4,-4,-4,61,61,-4,-4,-4,-4,-4,-1905,-1905,61
7970,-4,-4,-4,60,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-1904,-1904,60
7971,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
7972,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,64
7973,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-1904,-1904,61
7974,-4,-4,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
7975,-4,58,-4,-5,-4,-4,-4,-5,-4,-5,-5,-5,-4,-4,-1905,-1905,58
7976,61,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,61
7977,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,71,-1904,-1904,71
7978,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-4,-4,-1904,-1904,65
7979,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,55
7980,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
7981,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
7982,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,68,-4,-4,-4,-1904,-1904,68
7983,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-4,-1904,-1904,65
7984,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,64,64
7985,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
7986,-4,-4,-4,-4,-4,-4,-4,-4,-4,69,-4,-4,-4,-4,-1904,-1904,69
7987,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-1904,-1904,66
7988,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-1905,-1904,59
7989,-4,57,-4,-4,-4,-4,-4,-5,-5,-5,-4,-5,-5,-5,-1905,-1905,57
7990,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,60,-4,-1905,-1905,60
7991,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,66
7992,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,62
7993,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
7994,-4,-4,-4,-4,60,-4,-4,-4,61,-4,-4,-4,-4,-4,-1904,-1905,61
7995,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-1905,-1904,66
7996,-4,-4,-4,-4,-4,-4,50,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,50
7997,-4,-4,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-1904,-1904,59
7998,-4,-4,54,-4,-4,-4,-4,-4,-4,-4,55,-4,-4,-4,-1904,-1904,55
7999,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-1905,-1904,-4
8000,-4,-4,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,52
8001,57,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
8002,57,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
8003,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
8004,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
8005,-4,-4,-4,-4,62,-4,-4,-4,-4,59,-4,-4,-4,-4,-1904,73,73
8006,-4,-4,50,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-1904,-1904,59
8007,-4,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,52,-1904,-1904,55
8008,-4,-4,-5,-4,-4,56,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,56
8009,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
8010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
8011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-1904,-1904,61
8012,-4,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-5,-5,-1905,-1905,62
8013,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-1904,-1904,60
8014,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
8015,-4,-4,-4,60,-4,-4,-4,64,-4,-4,-4,-4,-5,-5,-1905,-1905,64
8016,-4,-4,-4,-4,-4,-4,-4,64,-4,-5,-4,-4,-5,-5,-1905,-1905,64
8017,59,-4,58,-4,-5,-4,-4,60,-4,-4,-4,-4,-5,-5,-1905,-1905,60
8018,-4,43,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-1905,-1905,43
8019,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
8020,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,61,-1905,-1905,61
8021,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
8022,-4,-4,-4,-4,-4,-4,58,-4,-4,63,-4,-4,-4,-4,-1904,-1904,63
8023,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,-5,-4,-4,-1905,-1905,63
8024,-4,-4,-4,-4,-5,62,-5,-5,-4,-4,-4,-4,-4,-4,-1905,-1905,62
8025,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
8026,-4,-4,-4,-4,-4,63,-4,-5,-4,-4,-4,-4,-4,-4,-1904,-1904,63
8027,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,59,-1904,-1904,59
8028,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
8029,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,59
8030,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
8031,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
8032,-4,-5,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-1904,-1904,58
8033,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-1904,-1904,63
8034,-4,-4,-4,-4,55,-4,-4,-4,-4,60,-4,-4,-4,-4,-1904,-1904,60
8035,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-1904,-1904,61
