R0000100,R0011500,R0225400,R0413000,R0658800,R0902700,R1202500,R1601800,R1901800,R2301800,R2502900,R2902900,R3103300,R3503300,R3703300,R7101001,T0011801,spouse_birth_year
2105,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-1904,-1904,55
2106,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
2107,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,63
2108,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-1905,-1905,60
2109,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,63
2110,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2111,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
2112,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
2113,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-1904,-1904,64
2114,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,60
2115,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-1904,-1904,-4
2116,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-1904,-1904,61
2117,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
2118,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,60
2119,56,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
2120,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-4,-1904,-1904,65
2121,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,55
2122,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,54,-4,-4,-4,-1904,-1904,54
2123,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
2124,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-1904,-1904,64
2125,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,59
2126,-4,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,52
2127,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2128,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
2129,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,-4,-4,-4,-4,-1904,-1904,48
2130,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
2131,-4,-4,-4,-4,-4,56,-4,-4,-4,-4,56,-4,-4,58,-1904,-1904,58
2132,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-1905,53,61
2133,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
2134,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-1904,-1904,62
2135,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
2136,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2137,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
2138,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-1904,-1904,58
2139,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,59
2140,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,64,-4,-1904,-1904,64
2141,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,69,-4,-4,-1904,67,69
2142,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,57
2143,-4,-4,-5,-4,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-1904,-1904,55
2144,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2145,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
2146,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2147,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-1904,-1904,66
2148,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-1904,-1904,66
2149,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2150,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
2151,-4,-4,-4,-4,-4,-4,-4,-4,-5,66,-4,-4,-4,-4,-1905,-1905,66
2152,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2153,-4,-4,52,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,64,-1904,-1904,64
2154,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,58
2155,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,59,-4,-1904,-1904,59
2156,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-1904,-1904,64
2157,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,63
2158,54,-4,-4,-4,-4,-4,-4,-4,54,-4,-4,-4,-4,-4,-1904,-1904,54
2159,-4,-4,-4,-4,-4,-4,-4,61,61,-4,-4,-4,58,-4,-1904,-1904,61
2160,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
2161,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
2162,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,66,-4,-4,-1904,-1904,66
2163,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
2164,-4,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-1904,-1904,62
2165,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-4,59,-1904,59
2166,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
2167,-4,-4,-4,-4,-4,-5,-5,61,-4,-4,-4,-4,62,-4,-1904,-1904,62
2168,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,64
2169,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2170,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
2171,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,67,-1904,67
2172,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-1904,-1904,61
2173,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,64
2174,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
2175,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
2176,-4,-4,-4,61,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-1905,-1905,61
2177,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
2178,-4,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-1904,70,70
2179,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,61
2180,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,63
2181,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,-4,-4,-4,-4,-1905,-1905,53
2182,-4,60,-4,-4,-4,-4,-4,-5,-5,-2,-4,-4,50,-4,-1904,-1904,60
2183,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
2184,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2185,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-1904,-1904,61
2186,-4,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-1904,-1904,59
2187,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
2188,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2189,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-1904,-1904,64
2190,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
2191,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-1904,-1904,61
2192,60,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,60
2193,57,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
2194,-4,-4,-4,-4,-5,-5,64,-4,-4,-4,-4,-4,-4,-4,62,-1904,64
2195,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
2196,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
2197,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2198,59,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,59
2199,59,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-5,-5,-5,-1905,-1905,59
2200,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,56,-1904,-1904,56
2201,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
2202,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2203,-4,-4,-4,-4,-4,-4,-4,-4,-4,46,-4,-4,-4,-4,-1904,-1904,46
2204,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,61,-4,-4,-4,-1904,-1904,61
2205,-4,-4,-4,-4,-4,-4,-4,-4,53,-4,-4,-4,-4,-4,-1904,-1904,53
2206,-4,-4,51,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-1905,-1904,51
2207,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,70,-1904,70
2208,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-1904,-1904,60
2209,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,69,-1904,69
2210,-4,-4,-4,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-4,-1904,-1904,55
2211,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2212,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2213,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2214,-4,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-1904,-1904,63
2215,-4,59,-4,60,-4,-4,-4,-4,-4,58,-4,69,-4,-4,-1904,-1904,69
2216,58,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-1904,-1904,61
2217,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,60
2218,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-4,-4,-4,-1904,-1904,65
2219,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,66
2220,-4,-4,-4,-4,63,-4,-4,-4,58,-4,-4,-4,-4,-4,-1904,-1904,63
2221,54,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,54
2222,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-1904,-1904,57
2223,-4,-4,-4,63,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-1904,-1904,63
2224,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,59,-1904,-1904,59
2225,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2226,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1902,-1904,-4
2227,-4,59,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-1904,-1904,62
2228,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-1905,-1905,-4
2229,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2230,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-1904,-1904,61
2231,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,63
2232,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,66,-1904,-1904,66
2233,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2234,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
2235,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-1904,-1904,64
2236,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-5,-4,-4,-1905,-1905,62
2237,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
2238,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,69,-4,-4,-1904,-1905,69
2239,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-1905,-1904,64
2240,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2241,-4,-4,61,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,61
2242,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2243,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
2244,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
2245,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,52,-4,-1904,-1904,52
2246,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2247,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-1904,-1904,65
2248,-4,-5,61,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-1905,-1905,61
2249,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,59
2250,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,69,-1904,69
2251,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-1904,-1904,58
2252,-4,-4,-4,-4,56,-4,-4,-4,-3,-4,-4,-4,-4,-4,-1904,-1904,56
2253,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2254,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,63
2255,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,63
2256,-4,-4,-4,-4,-4,-4,62,-5,-4,-5,-5,-5,65,-4,-1905,-1905,65
2257,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-1904,-1904,-4
2258,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
2259,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-1904,-1905,-4
2260,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-1904,-1905,62
2261,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-1904,-1904,63
2262,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-1904,-1904,60
2263,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2264,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-1904,-1904,64
2265,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-1904,-1904,-4
2266,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2267,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2268,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2269,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-5,-4,-1904,-1904,66
2270,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2271,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2272,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-4,66,-4,-4,-1904,-1905,66
2273,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2274,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,59
2275,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,66,-4,-4,-1904,-1904,66
2276,-4,-4,-4,-4,-4,-4,-4,-4,68,-4,-4,68,-4,-4,-1904,-1904,68
2277,-4,-4,-4,-4,-4,-4,-4,64,64,-4,-4,-4,-4,-4,-1904,-1904,64
2278,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
2279,60,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,58,-1905,-1905,60
2280,57,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,66,-1905,66
2281,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
2282,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-5,-5,-1905,-1905,-4
2283,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-1904,-1904,65
2284,-4,56,-4,-4,-4,-4,-4,-4,-4,54,-4,-4,-4,37,-1904,-1904,56
2285,-4,-4,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,52
2286,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,-1904,62,63
2287,-4,-4,-4,-4,-4,56,-4,-4,-4,-4,-4,59,-4,-4,-1904,-1904,59
2288,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-1904,-1904,64
2289,-4,-4,-3,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,50
2290,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-1904,-1904,58
2291,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-1904,-1904,61
2292,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-1904,-1905,61
2293,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
2294,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-1904,-1904,64
2295,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2296,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-1904,-1904,57
2297,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-1904,-1905,30
2298,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-1905,-1905,58
2299,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
2300,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,58
2301,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
2302,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-1904,-1904,62
2303,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
2304,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-4,-1904,-1904,66
2305,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,64
2306,-4,-4,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
2307,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-1905,-1905,-4
2308,60,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-1905,-1905,60
2309,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-1904,-1904,-4
2310,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,51,-1904,59
2311,51,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,56
2312,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,60
2313,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,68,-4,-4,-1904,-1904,68
2314,58,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
2315,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-1904,-1904,60
2316,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-1905,-1904,60
2317,59,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-1904,-1905,59
2318,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
2319,59,-4,-4,-4,-4,-4,-4,-4,-4,-5,59,-4,-4,-4,-1904,-1904,59
2320,-4,61,-4,-5,-5,-5,-5,-5,-5,58,-4,-4,-4,-4,-1905,-1905,61
2321,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
2322,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-1904,-1904,63
2323,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-1904,64
2324,-4,-4,-4,-4,-4,-4,47,-4,-4,-4,65,-4,-4,-4,-1905,-1904,65
2325,-4,-5,-5,-5,-5,59,-4,-5,-5,-4,-4,-4,-4,-4,-1905,-1905,59
2326,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,71,-1904,71
2327,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-1904,-1904,65
2328,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2329,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
2330,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,66
2331,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2332,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-1904,-1904,-4
2333,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-3
2334,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-4,-4,-1904,-1904,65
2335,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-1904,56,64
2336,-4,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
2337,-4,-4,-4,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-1904,-1904,59
2338,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-1904,-1904,61
2339,-4,-4,-4,-4,-4,-4,-4,-4,-4,54,-4,-4,-4,-4,-1904,-1904,54
2340,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,51,-4,-4,-4,-1904,-1904,52
2341,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-1904,-1904,57
2342,-4,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
2343,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2344,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2345,-4,-4,-4,-4,66,-4,-4,-4,-4,63,-4,-4,-4,63,-1904,-1904,66
2346,-4,-4,59,-4,-4,-5,-4,-4,-4,-4,-5,-5,-5,-5,-1904,-1905,59
2347,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2348,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2349,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
2350,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
2351,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,62,62
2352,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2353,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2354,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2355,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
2356,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2357,53,-4,-4,-4,-4,-4,-4,52,-4,-4,-4,-4,-4,-4,-1905,-1905,53
2358,-4,-5,-5,-4,-4,-4,40,-4,-5,-5,-4,-4,-4,-4,-1905,-1905,40
2359,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,59
2360,60,-4,-4,-4,60,-4,-4,-4,-4,-4,-3,-4,-4,-4,-1904,-1904,60
