"R0000100","R8325800","R8326000","R8326200","R8326400","R8326500"
3394,84000,-4,-4,-4,-4
3395,-5,-5,-5,-5,-5
3396,-5,-5,-5,-5,-5
3397,98000,-4,-4,-4,-4
3398,-5,-5,-5,-5,-5
3399,28000,-4,-4,-4,-4
3400,-4,-4,-4,-4,-4
3401,20000,-4,-4,-4,-4
3402,55000,-4,-4,-4,-4
3403,-5,-5,-5,-5,-5
3404,-5,-5,-5,-5,-5
3405,0,-4,-4,-4,-4
3406,-4,-4,-4,-4,-4
3407,62000,-4,-4,-4,-4
3408,-5,-5,-5,-5,-5
3409,-5,-5,-5,-5,-5
3410,53000,-4,-4,-4,-4
3411,-5,-5,-5,-5,-5
3412,-4,-4,-4,-4,-4
3413,73000,-4,-4,-4,-4
3414,-5,-5,-5,-5,-5
3415,-5,-5,-5,-5,-5
3416,90000,-4,-4,-4,-4
3417,-4,-4,-4,-4,-4
3418,-4,-4,-4,-4,-4
3419,-5,-5,-5,-5,-5
3420,-4,-4,-4,-4,-4
3421,-4,-4,-4,-4,-4
3422,87600,-4,-4,-4,-4
3423,88000,-4,-4,-4,-4
3424,-4,-4,-4,-4,-4
3425,-5,-5,-5,-5,-5
3426,309409,-4,-4,-4,-4
3427,-5,-5,-5,-5,-5
3428,309409,-4,-4,-4,-4
3429,180000,-4,-4,-4,-4
3430,65000,-4,-4,-4,-4
3431,10000,-4,-4,-4,-4
3432,54500,-4,-4,-4,-4
3433,309409,-4,-4,-4,-4
3434,98000,-4,-4,-4,-4
3435,-4,-4,-4,-4,-4
3436,-2,1000,2000,-4,-4
3437,-5,-5,-5,-5,-5
3438,0,-4,-4,-4,-4
3439,-5,-5,-5,-5,-5
3440,0,-4,-4,-4,-4
3441,10000,-4,-4,-4,-4
3442,-5,-5,-5,-5,-5
3443,-5,-5,-5,-5,-5
3444,0,-4,-4,-4,-4
3445,54000,-4,-4,-4,-4
3446,-5,-5,-5,-5,-5
3447,0,-4,-4,-4,-4
3448,-5,-5,-5,-5,-5
3449,-5,-5,-5,-5,-5
3450,0,-4,-4,-4,-4
3451,-5,-5,-5,-5,-5
3452,38000,-4,-4,-4,-4
3453,3500,-4,-4,-4,-4
3454,40000,-4,-4,-4,-4
3455,1200,-4,-4,-4,-4
3456,107000,-4,-4,-4,-4
3457,-4,-4,-4,-4,-4
3458,35000,-4,-4,-4,-4
3459,-4,-4,-4,-4,-4
3460,26000,-4,-4,-4,-4
3461,0,-4,-4,-4,-4
3462,-5,-5,-5,-5,-5
3463,-4,-4,-4,-4,-4
3464,-4,-4,-4,-4,-4
3465,68000,-4,-4,-4,-4
3466,40471,-4,-4,-4,-4
3467,88000,-4,-4,-4,-4
3468,0,-4,-4,-4,-4
3469,71000,-4,-4,-4,-4
3470,10000,-4,-4,-4,-4
3471,15000,-4,-4,-4,-4
3472,5000,-4,-4,-4,-4
3473,43000,-4,-4,-4,-4
3474,-5,-5,-5,-5,-5
3475,63000,-4,-4,-4,-4
3476,86500,-4,-4,-4,-4
3477,-4,-4,-4,-4,-4
3478,-5,-5,-5,-5,-5
3479,26000,-4,-4,-4,-4
3480,-5,-5,-5,-5,-5
3481,31530,-4,-4,-4,-4
3482,32000,-4,-4,-4,-4
3483,-4,-4,-4,-4,-4
3484,-5,-5,-5,-5,-5
3485,52000,-4,-4,-4,-4
3486,-4,-4,-4,-4,-4
3487,52400,-4,-4,-4,-4
3488,-5,-5,-5,-5,-5
3489,-5,-5,-5,-5,-5
3490,-5,-5,-5,-5,-5
3491,70000,-4,-4,-4,-4
3492,-4,-4,-4,-4,-4
3493,22000,-4,-4,-4,-4
3494,40000,-4,-4,-4,-4
3495,12000,-4,-4,-4,-4
3496,103000,-4,-4,-4,-4
3497,39000,-4,-4,-4,-4
3498,-5,-5,-5,-5,-5
3499,0,-4,-4,-4,-4
3500,-5,-5,-5,-5,-5
3501,-5,-5,-5,-5,-5
3502,72446,-4,-4,-4,-4
3503,0,-4,-4,-4,-4
3504,-5,-5,-5,-5,-5
3505,-2,42000,45000,-4,-4
3506,72000,-4,-4,-4,-4
3507,-5,-5,-5,-5,-5
3508,50000,-4,-4,-4,-4
3509,25000,-4,-4,-4,-4
3510,-5,-5,-5,-5,-5
3511,37000,-4,-4,-4,-4
3512,44000,-4,-4,-4,-4
3513,0,-4,-4,-4,-4
3514,-5,-5,-5,-5,-5
3515,22000,-4,-4,-4,-4
3516,-4,-4,-4,-4,-4
3517,-5,-5,-5,-5,-5
3518,-4,-4,-4,-4,-4
3519,-5,-5,-5,-5,-5
3520,-5,-5,-5,-5,-5
3521,-4,-4,-4,-4,-4
3522,65000,-4,-4,-4,-4
3523,63000,-4,-4,-4,-4
3524,-4,-4,-4,-4,-4
3525,-5,-5,-5,-5,-5
3526,-5,-5,-5,-5,-5
3527,70000,-4,-4,-4,-4
3528,-5,-5,-5,-5,-5
3529,-5,-5,-5,-5,-5
3530,10000,-4,-4,-4,-4
3531,0,-4,-4,-4,-4
3532,55000,-4,-4,-4,-4
3533,24000,-4,-4,-4,-4
3534,-5,-5,-5,-5,-5
3535,110000,-4,-4,-4,-4
3536,-1,-4,-4,-4,-4
3537,57000,-4,-4,-4,-4
3538,-4,-4,-4,-4,-4
3539,-4,-4,-4,-4,-4
3540,-4,-4,-4,-4,-4
3541,-5,-5,-5,-5,-5
3542,-5,-5,-5,-5,-5
3543,-4,-4,-4,-4,-4
3544,-4,-4,-4,-4,-4
3545,-4,-4,-4,-4,-4
3546,31200,-4,-4,-4,-4
3547,40000,-4,-4,-4,-4
3548,-4,-4,-4,-4,-4
3549,15000,-4,-4,-4,-4
3550,26000,-4,-4,-4,-4
3551,44000,-4,-4,-4,-4
3552,35000,-4,-4,-4,-4
3553,0,-4,-4,-4,-4
3554,0,-4,-4,-4,-4
3555,50000,-4,-4,-4,-4
3556,26000,-4,-4,-4,-4
3557,16000,-4,-4,-4,-4
3558,40000,-4,-4,-4,-4
3559,0,-4,-4,-4,-4
3560,58000,-4,-4,-4,-4
3561,-4,-4,-4,-4,-4
3562,-4,-4,-4,-4,-4
3563,7000,-4,-4,-4,-4
3564,-4,-4,-4,-4,-4
3565,-4,-4,-4,-4,-4
3566,-5,-5,-5,-5,-5
3567,10752,-4,-4,-4,-4
3568,-5,-5,-5,-5,-5
3569,3000,-4,-4,-4,-4
3570,6000,-4,-4,-4,-4
3571,23000,-4,-4,-4,-4
3572,50000,-4,-4,-4,-4
3573,5000,-4,-4,-4,-4
3574,23000,-4,-4,-4,-4
3575,0,-4,-4,-4,-4
3576,55000,-4,-4,-4,-4
3577,-5,-5,-5,-5,-5
3578,-5,-5,-5,-5,-5
3579,-5,-5,-5,-5,-5
3580,21000,-4,-4,-4,-4
3581,26000,-4,-4,-4,-4
3582,65000,-4,-4,-4,-4
3583,0,-4,-4,-4,-4
3584,23000,-4,-4,-4,-4
3585,0,-4,-4,-4,-4
3586,-4,-4,-4,-4,-4
3587,32000,-4,-4,-4,-4
3588,7000,-4,-4,-4,-4
3589,18000,-4,-4,-4,-4
3590,-5,-5,-5,-5,-5
3591,-4,-4,-4,-4,-4
3592,4000,-4,-4,-4,-4
3593,16000,-4,-4,-4,-4
3594,26500,-4,-4,-4,-4
3595,-4,-4,-4,-4,-4
3596,40000,-4,-4,-4,-4
3597,39000,-4,-4,-4,-4
3598,11000,-4,-4,-4,-4
3599,-5,-5,-5,-5,-5
3600,24000,-4,-4,-4,-4
3601,64000,-4,-4,-4,-4
3602,20000,-4,-4,-4,-4
3603,28000,-4,-4,-4,-4
3604,13000,-4,-4,-4,-4
3605,37000,-4,-4,-4,-4
3606,52000,-4,-4,-4,-4
3607,-4,-4,-4,-4,-4
3608,0,-4,-4,-4,-4
3609,-4,-4,-4,-4,-4
3610,-4,-4,-4,-4,-4
3611,93000,-4,-4,-4,-4
3612,-4,-4,-4,-4,-4
3613,64000,-4,-4,-4,-4
3614,67962,-4,-4,-4,-4
3615,28000,-4,-4,-4,-4
3616,10000,-4,-4,-4,-4
3617,10000,-4,-4,-4,-4
3618,42500,-4,-4,-4,-4
3619,40000,-4,-4,-4,-4
3620,40000,-4,-4,-4,-4
3621,-5,-5,-5,-5,-5
3622,-5,-5,-5,-5,-5
3623,135000,-4,-4,-4,-4
3624,34036,-4,-4,-4,-4
3625,25000,-4,-4,-4,-4
3626,-4,-4,-4,-4,-4
3627,43000,-4,-4,-4,-4
3628,25000,-4,-4,-4,-4
3629,180000,-4,-4,-4,-4
3630,24000,-4,-4,-4,-4
3631,-5,-5,-5,-5,-5
3632,-4,-4,-4,-4,-4
3633,-4,-4,-4,-4,-4
3634,-4,-4,-4,-4,-4
3635,73000,-4,-4,-4,-4
3636,70000,-4,-4,-4,-4
3637,60000,-4,-4,-4,-4
3638,8013,-4,-4,-4,-4
3639,35000,-4,-4,-4,-4
3640,0,-4,-4,-4,-4
3641,43000,-4,-4,-4,-4
3642,-5,-5,-5,-5,-5
3643,45000,-4,-4,-4,-4
3644,-5,-5,-5,-5,-5
3645,26000,-4,-4,-4,-4
3646,-5,-5,-5,-5,-5
3647,-4,-4,-4,-4,-4
3648,14000,-4,-4,-4,-4
3649,52000,-4,-4,-4,-4
3650,50000,-4,-4,-4,-4
3651,70000,-4,-4,-4,-4
3652,-4,-4,-4,-4,-4
3653,17000,-4,-4,-4,-4
3654,45000,-4,-4,-4,-4
3655,60000,-4,-4,-4,-4
3656,-5,-5,-5,-5,-5
3657,4323,-4,-4,-4,-4
3658,-4,-4,-4,-4,-4
3659,-4,-4,-4,-4,-4
3660,0,-4,-4,-4,-4
3661,28800,-4,-4,-4,-4
3662,-4,-4,-4,-4,-4
3663,55000,-4,-4,-4,-4
3664,90000,-4,-4,-4,-4
3665,-5,-5,-5,-5,-5
3666,-4,-4,-4,-4,-4
3667,-5,-5,-5,-5,-5
3668,2000,-4,-4,-4,-4
3669,309409,-4,-4,-4,-4
3670,-5,-5,-5,-5,-5
3671,-5,-5,-5,-5,-5
3672,23000,-4,-4,-4,-4
3673,-5,-5,-5,-5,-5
3674,80000,-4,-4,-4,-4
3675,60000,-4,-4,-4,-4
3676,50000,-4,-4,-4,-4
3677,58000,-4,-4,-4,-4
3678,-5,-5,-5,-5,-5
3679,35000,-4,-4,-4,-4
3680,350,-4,-4,-4,-4
3681,98000,-4,-4,-4,-4
3682,-5,-5,-5,-5,-5
3683,-5,-5,-5,-5,-5
3684,-5,-5,-5,-5,-5
3685,10000,-4,-4,-4,-4
3686,-4,-4,-4,-4,-4
3687,90000,-4,-4,-4,-4
3688,-5,-5,-5,-5,-5
3689,-4,-4,-4,-4,-4
3690,-4,-4,-4,-4,-4
3691,-4,-4,-4,-4,-4
3692,-4,-4,-4,-4,-4
3693,42500,-4,-4,-4,-4
3694,0,-4,-4,-4,-4
3695,-4,-4,-4,-4,-4
3696,-5,-5,-5,-5,-5
3697,-4,-4,-4,-4,-4
3698,-5,-5,-5,-5,-5
3699,-2,-2,-2,-4,-4
3700,-4,-4,-4,-4,-4
3701,-5,-5,-5,-5,-5
3702,40000,-4,-4,-4,-4
3703,-4,-4,-4,-4,-4
3704,-4,-4,-4,-4,-4
3705,59000,-4,-4,-4,-4
3706,45000,-4,-4,-4,-4
3707,15000,-4,-4,-4,-4
3708,56000,-4,-4,-4,-4
3709,68200,-4,-4,-4,-4
3710,35000,-4,-4,-4,-4
3711,-4,-4,-4,-4,-4
3712,-2,-2,-2,1,-4
3713,16000,-4,-4,-4,-4
3714,0,-4,-4,-4,-4
3715,-5,-5,-5,-5,-5
3716,18000,-4,-4,-4,-4
3717,63700,-4,-4,-4,-4
3718,52278,-4,-4,-4,-4
3719,0,-4,-4,-4,-4
3720,-5,-5,-5,-5,-5
3721,-4,-4,-4,-4,-4
3722,0,-4,-4,-4,-4
3723,-4,-4,-4,-4,-4
3724,37939,-4,-4,-4,-4
3725,10000,-4,-4,-4,-4
3726,43000,-4,-4,-4,-4
3727,-5,-5,-5,-5,-5
3728,-4,-4,-4,-4,-4
3729,-4,-4,-4,-4,-4
3730,69000,-4,-4,-4,-4
3731,-5,-5,-5,-5,-5
3732,-4,-4,-4,-4,-4
3733,-4,-4,-4,-4,-4
3734,100000,-4,-4,-4,-4
3735,0,-4,-4,-4,-4
3736,0,-4,-4,-4,-4
3737,15000,-4,-4,-4,-4
3738,-4,-4,-4,-4,-4
3739,98000,-4,-4,-4,-4
3740,30000,-4,-4,-4,-4
3741,37000,-4,-4,-4,-4
3742,-4,-4,-4,-4,-4
3743,0,-4,-4,-4,-4
3744,-4,-4,-4,-4,-4
3745,-4,-4,-4,-4,-4
3746,170000,-4,-4,-4,-4
3747,-5,-5,-5,-5,-5
3748,-4,-4,-4,-4,-4
3749,-4,-4,-4,-4,-4
3750,-4,-4,-4,-4,-4
3751,-4,-4,-4,-4,-4
3752,40000,-4,-4,-4,-4
3753,50000,-4,-4,-4,-4
3754,-4,-4,-4,-4,-4
3755,47700,-4,-4,-4,-4
3756,-4,-4,-4,-4,-4
3757,55000,-4,-4,-4,-4
3758,-5,-5,-5,-5,-5
3759,-5,-5,-5,-5,-5
3760,-4,-4,-4,-4,-4
3761,-5,-5,-5,-5,-5
3762,-5,-5,-5,-5,-5
3763,-4,-4,-4,-4,-4
3764,-4,-4,-4,-4,-4
3765,28000,-4,-4,-4,-4
3766,-4,-4,-4,-4,-4
3767,-4,-4,-4,-4,-4
3768,0,-4,-4,-4,-4
3769,-4,-4,-4,-4,-4
3770,35000,-4,-4,-4,-4
3771,2200,-4,-4,-4,-4
3772,-5,-5,-5,-5,-5
3773,-5,-5,-5,-5,-5
3774,-4,-4,-4,-4,-4
3775,47200,-4,-4,-4,-4
3776,-4,-4,-4,-4,-4
3777,35000,-4,-4,-4,-4
3778,-5,-5,-5,-5,-5
3779,76000,-4,-4,-4,-4
3780,0,-4,-4,-4,-4
3781,78000,-4,-4,-4,-4
3782,-5,-5,-5,-5,-5
3783,110000,-4,-4,-4,-4
3784,-4,-4,-4,-4,-4
3785,-5,-5,-5,-5,-5
3786,49000,-4,-4,-4,-4
3787,-4,-4,-4,-4,-4
3788,-5,-5,-5,-5,-5
3789,-5,-5,-5,-5,-5
3790,-4,-4,-4,-4,-4
3791,80000,-4,-4,-4,-4
3792,7000,-4,-4,-4,-4
3793,15000,-4,-4,-4,-4
3794,-2,283333,433333,-4,-4
3795,0,-4,-4,-4,-4
3796,18430,-4,-4,-4,-4
3797,-4,-4,-4,-4,-4
3798,70000,-4,-4,-4,-4
3799,309409,-4,-4,-4,-4
3800,84000,-4,-4,-4,-4
3801,-5,-5,-5,-5,-5
3802,-4,-4,-4,-4,-4
3803,42000,-4,-4,-4,-4
3804,50000,-4,-4,-4,-4
3805,5000,-4,-4,-4,-4
3806,125000,-4,-4,-4,-4
3807,-4,-4,-4,-4,-4
3808,-5,-5,-5,-5,-5
3809,80000,-4,-4,-4,-4
3810,-5,-5,-5,-5,-5
3811,309409,-4,-4,-4,-4
3812,-4,-4,-4,-4,-4
3813,-4,-4,-4,-4,-4
3814,-4,-4,-4,-4,-4
3815,-4,-4,-4,-4,-4
3816,5000,-4,-4,-4,-4
3817,77000,-4,-4,-4,-4
3818,-5,-5,-5,-5,-5
3819,12000,-4,-4,-4,-4
3820,-5,-5,-5,-5,-5
3821,-4,-4,-4,-4,-4
3822,-4,-4,-4,-4,-4
3823,-4,-4,-4,-4,-4
3824,-5,-5,-5,-5,-5
3825,-4,-4,-4,-4,-4
3826,-5,-5,-5,-5,-5
3827,-4,-4,-4,-4,-4
3828,-4,-4,-4,-4,-4
3829,0,-4,-4,-4,-4
3830,15000,-4,-4,-4,-4
3831,-5,-5,-5,-5,-5
3832,-4,-4,-4,-4,-4
3833,-4,-4,-4,-4,-4
3834,-5,-5,-5,-5,-5
3835,-5,-5,-5,-5,-5
3836,45000,-4,-4,-4,-4
3837,25673,-4,-4,-4,-4
3838,30000,-4,-4,-4,-4
3839,-1,-4,-4,-4,-4
3840,-4,-4,-4,-4,-4
3841,-5,-5,-5,-5,-5
3842,29000,-4,-4,-4,-4
3843,-5,-5,-5,-5,-5
3844,0,-4,-4,-4,-4
3845,-4,-4,-4,-4,-4
3846,0,-4,-4,-4,-4
3847,17000,-4,-4,-4,-4
3848,-4,-4,-4,-4,-4
3849,-4,-4,-4,-4,-4
3850,-4,-4,-4,-4,-4
3851,-4,-4,-4,-4,-4
3852,-4,-4,-4,-4,-4
3853,68900,-4,-4,-4,-4
3854,8000,-4,-4,-4,-4
3855,309409,-4,-4,-4,-4
3856,-5,-5,-5,-5,-5
3857,-4,-4,-4,-4,-4
3858,-5,-5,-5,-5,-5
3859,-4,-4,-4,-4,-4
3860,-4,-4,-4,-4,-4
3861,26000,-4,-4,-4,-4
3862,-5,-5,-5,-5,-5
3863,0,-4,-4,-4,-4
3864,-5,-5,-5,-5,-5
3865,120000,-4,-4,-4,-4
3866,-4,-4,-4,-4,-4
3867,-4,-4,-4,-4,-4
3868,-5,-5,-5,-5,-5
3869,-5,-5,-5,-5,-5
3870,-5,-5,-5,-5,-5
3871,0,-4,-4,-4,-4
3872,18000,-4,-4,-4,-4
3873,-4,-4,-4,-4,-4
3874,-5,-5,-5,-5,-5
3875,32000,-4,-4,-4,-4
3876,70000,-4,-4,-4,-4
3877,42000,-4,-4,-4,-4
3878,-4,-4,-4,-4,-4
3879,-2,-2,-2,-4,-4
3880,-5,-5,-5,-5,-5
3881,-5,-5,-5,-5,-5
3882,-5,-5,-5,-5,-5
3883,28000,-4,-4,-4,-4
3884,60000,-4,-4,-4,-4
3885,-5,-5,-5,-5,-5
3886,-2,5000,7000,-4,-4
3887,-5,-5,-5,-5,-5
3888,8000,-4,-4,-4,-4
3889,63000,-4,-4,-4,-4
3890,40000,-4,-4,-4,-4
3891,-5,-5,-5,-5,-5
3892,110000,-4,-4,-4,-4
3893,-5,-5,-5,-5,-5
3894,5000,-4,-4,-4,-4
3895,0,-4,-4,-4,-4
3896,50000,-4,-4,-4,-4
3897,-4,-4,-4,-4,-4
3898,-1,-4,-4,-4,-4
3899,115000,-4,-4,-4,-4
3900,-4,-4,-4,-4,-4
3901,0,-4,-4,-4,-4
3902,1029,-4,-4,-4,-4
3903,-4,-4,-4,-4,-4
3904,-4,-4,-4,-4,-4
3905,43000,-4,-4,-4,-4
3906,-4,-4,-4,-4,-4
3907,22000,-4,-4,-4,-4
3908,32000,-4,-4,-4,-4
3909,-5,-5,-5,-5,-5
3910,0,-4,-4,-4,-4
3911,-4,-4,-4,-4,-4
3912,20,-4,-4,-4,-4
3913,90000,-4,-4,-4,-4
3914,54000,-4,-4,-4,-4
3915,33900,-4,-4,-4,-4
3916,-5,-5,-5,-5,-5
3917,0,-4,-4,-4,-4
3918,0,-4,-4,-4,-4
3919,48000,-4,-4,-4,-4
3920,-4,-4,-4,-4,-4
3921,45000,-4,-4,-4,-4
3922,-4,-4,-4,-4,-4
3923,78000,-4,-4,-4,-4
3924,80400,-4,-4,-4,-4
3925,0,-4,-4,-4,-4
3926,12000,-4,-4,-4,-4
3927,62000,-4,-4,-4,-4
3928,163000,-4,-4,-4,-4
3929,-4,-4,-4,-4,-4
3930,45000,-4,-4,-4,-4
3931,-4,-4,-4,-4,-4
3932,-4,-4,-4,-4,-4
3933,54500,-4,-4,-4,-4
3934,-4,-4,-4,-4,-4
3935,-2,-2,-2,-4,-2
3936,65000,-4,-4,-4,-4
3937,-5,-5,-5,-5,-5
3938,-4,-4,-4,-4,-4
3939,-5,-5,-5,-5,-5
3940,-5,-5,-5,-5,-5
3941,-4,-4,-4,-4,-4
3942,-4,-4,-4,-4,-4
3943,-5,-5,-5,-5,-5
3944,-4,-4,-4,-4,-4
3945,-4,-4,-4,-4,-4
3946,-4,-4,-4,-4,-4
3947,-5,-5,-5,-5,-5
3948,-4,-4,-4,-4,-4
3949,53000,-4,-4,-4,-4
3950,-4,-4,-4,-4,-4
3951,-5,-5,-5,-5,-5
3952,-4,-4,-4,-4,-4
3953,52000,-4,-4,-4,-4
3954,-4,-4,-4,-4,-4
3955,-4,-4,-4,-4,-4
3956,-5,-5,-5,-5,-5
3957,-4,-4,-4,-4,-4
3958,-4,-4,-4,-4,-4
3959,-5,-5,-5,-5,-5
3960,-1,-4,-4,-4,-4
3961,15000,-4,-4,-4,-4
3962,70000,-4,-4,-4,-4
3963,0,-4,-4,-4,-4
3964,110000,-4,-4,-4,-4
3965,-4,-4,-4,-4,-4
3966,93000,-4,-4,-4,-4
3967,75000,-4,-4,-4,-4
3968,-4,-4,-4,-4,-4
3969,72000,-4,-4,-4,-4
3970,52000,-4,-4,-4,-4
3971,20000,-4,-4,-4,-4
3972,0,-4,-4,-4,-4
3973,-5,-5,-5,-5,-5
3974,-4,-4,-4,-4,-4
3975,-5,-5,-5,-5,-5
3976,-5,-5,-5,-5,-5
3977,-4,-4,-4,-4,-4
3978,-4,-4,-4,-4,-4
3979,5421,-4,-4,-4,-4
3980,0,-4,-4,-4,-4
3981,-4,-4,-4,-4,-4
3982,-4,-4,-4,-4,-4
3983,-5,-5,-5,-5,-5
3984,-5,-5,-5,-5,-5
3985,0,-4,-4,-4,-4
3986,-2,-2,-2,0,-4
3987,18000,-4,-4,-4,-4
3988,0,-4,-4,-4,-4
3989,2208,-4,-4,-4,-4
3990,-5,-5,-5,-5,-5
3991,30000,-4,-4,-4,-4
3992,40000,-4,-4,-4,-4
3993,-4,-4,-4,-4,-4
3994,0,-4,-4,-4,-4
3995,-4,-4,-4,-4,-4
3996,-4,-4,-4,-4,-4
3997,-4,-4,-4,-4,-4
3998,-4,-4,-4,-4,-4
3999,-4,-4,-4,-4,-4
4000,0,-4,-4,-4,-4
4001,14802,-4,-4,-4,-4
4002,-4,-4,-4,-4,-4
4003,-5,-5,-5,-5,-5
4004,60000,-4,-4,-4,-4
4005,-4,-4,-4,-4,-4
4006,19200,-4,-4,-4,-4
4007,-4,-4,-4,-4,-4
4008,55000,-4,-4,-4,-4
4009,-4,-4,-4,-4,-4
4010,-4,-4,-4,-4,-4
4011,0,-4,-4,-4,-4
4012,-4,-4,-4,-4,-4
4013,-4,-4,-4,-4,-4
4014,25000,-4,-4,-4,-4
4015,19000,-4,-4,-4,-4
4016,-4,-4,-4,-4,-4
4017,-4,-4,-4,-4,-4
4018,-5,-5,-5,-5,-5
4019,42000,-4,-4,-4,-4
4020,-5,-5,-5,-5,-5
4021,22000,-4,-4,-4,-4
4022,-4,-4,-4,-4,-4
4023,50000,-4,-4,-4,-4
4024,18000,-4,-4,-4,-4
4025,-4,-4,-4,-4,-4
4026,0,-4,-4,-4,-4
4027,-5,-5,-5,-5,-5
4028,32000,-4,-4,-4,-4
4029,-5,-5,-5,-5,-5
4030,-4,-4,-4,-4,-4
4031,30000,-4,-4,-4,-4
4032,22000,-4,-4,-4,-4
4033,36238,-4,-4,-4,-4
4034,-5,-5,-5,-5,-5
4035,-4,-4,-4,-4,-4
4036,31000,-4,-4,-4,-4
4037,45000,-4,-4,-4,-4
4038,-5,-5,-5,-5,-5
4039,-4,-4,-4,-4,-4
4040,-4,-4,-4,-4,-4
4041,30000,-4,-4,-4,-4
4042,55000,-4,-4,-4,-4
4043,0,-4,-4,-4,-4
4044,-5,-5,-5,-5,-5
4045,-4,-4,-4,-4,-4
4046,-4,-4,-4,-4,-4
4047,0,-4,-4,-4,-4
4048,-5,-5,-5,-5,-5
4049,65000,-4,-4,-4,-4
4050,-1,-4,-4,-4,1
4051,21000,-4,-4,-4,-4
4052,-5,-5,-5,-5,-5
4053,90000,-4,-4,-4,-4
4054,-4,-4,-4,-4,-4
4055,0,-4,-4,-4,-4
4056,32000,-4,-4,-4,-4
4057,80000,-4,-4,-4,-4
4058,7000,-4,-4,-4,-4
4059,-5,-5,-5,-5,-5
4060,3600,-4,-4,-4,-4
4061,-4,-4,-4,-4,-4
4062,-4,-4,-4,-4,-4
4063,-4,-4,-4,-4,-4
4064,-4,-4,-4,-4,-4
4065,75000,-4,-4,-4,-4
4066,309409,-4,-4,-4,-4
4067,17000,-4,-4,-4,-4
4068,1345,-4,-4,-4,-4
4069,0,-4,-4,-4,-4
4070,-5,-5,-5,-5,-5
4071,-4,-4,-4,-4,-4
4072,-5,-5,-5,-5,-5
4073,-5,-5,-5,-5,-5
4074,75000,-4,-4,-4,-4
4075,-5,-5,-5,-5,-5
4076,-4,-4,-4,-4,-4
4077,-4,-4,-4,-4,-4
4078,-1,-4,-4,-4,-4
4079,48000,-4,-4,-4,-4
4080,-5,-5,-5,-5,-5
4081,47000,-4,-4,-4,-4
4082,-5,-5,-5,-5,-5
4083,-4,-4,-4,-4,-4
4084,-4,-4,-4,-4,-4
4085,-4,-4,-4,-4,-4
4086,-5,-5,-5,-5,-5
4087,-5,-5,-5,-5,-5
4088,0,-4,-4,-4,-4
4089,20000,-4,-4,-4,-4
4090,-4,-4,-4,-4,-4
4091,20000,-4,-4,-4,-4
4092,36000,-4,-4,-4,-4
4093,-4,-4,-4,-4,-4
4094,62000,-4,-4,-4,-4
4095,185000,-4,-4,-4,-4
4096,-5,-5,-5,-5,-5
4097,33000,-4,-4,-4,-4
4098,17000,-4,-4,-4,-4
4099,30000,-4,-4,-4,-4
4100,-4,-4,-4,-4,-4
4101,3000,-4,-4,-4,-4
4102,26000,-4,-4,-4,-4
4103,-4,-4,-4,-4,-4
4104,12000,-4,-4,-4,-4
4105,0,-4,-4,-4,-4
4106,-4,-4,-4,-4,-4
4107,-4,-4,-4,-4,-4
4108,24000,-4,-4,-4,-4
4109,36288,-4,-4,-4,-4
4110,45600,-4,-4,-4,-4
4111,0,-4,-4,-4,-4
4112,-5,-5,-5,-5,-5
4113,-5,-5,-5,-5,-5
4114,100000,-4,-4,-4,-4
4115,-5,-5,-5,-5,-5
4116,-4,-4,-4,-4,-4
4117,-4,-4,-4,-4,-4
4118,-5,-5,-5,-5,-5
4119,-2,-2,-2,-4,-4
4120,-2,20000,50000,-4,-4
4121,-4,-4,-4,-4,-4
4122,2000,-4,-4,-4,-4
4123,0,-4,-4,-4,-4
4124,-4,-4,-4,-4,-4
4125,-5,-5,-5,-5,-5
4126,-5,-5,-5,-5,-5
4127,-5,-5,-5,-5,-5
4128,60000,-4,-4,-4,-4
4129,33000,-4,-4,-4,-4
4130,-4,-4,-4,-4,-4
4131,-4,-4,-4,-4,-4
4132,30000,-4,-4,-4,-4
4133,110000,-4,-4,-4,-4
4134,-4,-4,-4,-4,-4
4135,-4,-4,-4,-4,-4
4136,-1,-4,-4,-4,-4
4137,-5,-5,-5,-5,-5
4138,0,-4,-4,-4,-4
4139,-4,-4,-4,-4,-4
4140,-4,-4,-4,-4,-4
4141,-4,-4,-4,-4,-4
4142,40000,-4,-4,-4,-4
4143,-4,-4,-4,-4,-4
4144,-5,-5,-5,-5,-5
4145,-2,25000,30000,-4,-4
4146,-5,-5,-5,-5,-5
4147,25000,-4,-4,-4,-4
4148,12000,-4,-4,-4,-4
4149,-4,-4,-4,-4,-4
4150,-5,-5,-5,-5,-5
4151,65000,-4,-4,-4,-4
4152,46000,-4,-4,-4,-4
4153,-4,-4,-4,-4,-4
4154,72805,-4,-4,-4,-4
4155,-5,-5,-5,-5,-5
4156,0,-4,-4,-4,-4
4157,-5,-5,-5,-5,-5
4158,-4,-4,-4,-4,-4
4159,28000,-4,-4,-4,-4
4160,-5,-5,-5,-5,-5
4161,-4,-4,-4,-4,-4
4162,-5,-5,-5,-5,-5
4163,26000,-4,-4,-4,-4
4164,-4,-4,-4,-4,-4
4165,0,-4,-4,-4,-4
4166,-4,-4,-4,-4,-4
4167,-4,-4,-4,-4,-4
4168,-4,-4,-4,-4,-4
4169,-4,-4,-4,-4,-4
4170,140000,-4,-4,-4,-4
4171,-4,-4,-4,-4,-4
4172,-4,-4,-4,-4,-4
