code,birthyear,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62
2423,1958,,,23398.90393,18481.0111,20340.0865,18705.88837,14687.67616,4496.847359,9554.84007,6683.566627,5968.218658,13817.37822,20111.3213,21107.81931,21270.11172,12813.54586,17599.32442,20897.10072,,32912.23778,,10140.90525,,22908.42713,,,,,,,,,,,,,,,,,,,,,
2424,1963,479.6381633,643.9981087,4378.624498,629.7126584,14190.16269,15915.24975,15352.64246,18438.91199,16710.35695,,16010.92823,12432.19385,12830.4938,,20033.53604,,17659.98235,,17017.68873,,14777.85768,,21336.3479,,26797.51824,,,,32524.8139,,31020.72485,,26208.92188,,29439.98109,,29356.41209,,30278.68446,,,,,,
2425,1960,,300.455391,10584.14804,11990.95408,13557.85492,,,,,,,,33377.97053,40027.32057,,,,,,57055.32759,,52362.11916,,,,37931.28516,,39079.7141,,24188.3768,,15246.00652,,24234.94129,,,,22999.98522,,30246.00034,,4264.603445,,,
2426,1963,1918.552653,5197.17772,656.7936747,5247.605487,8514.097615,198.9406219,,,,,,,754.7349294,,,,,,7199.791385,,12314.8814,,9482.821291,,9155.818733,,1262.002268,,,,,,,,,,,,,,,,,,
2427,1963,479.6381633,3389.46373,13135.87349,,,,,,43974.62355,50066.9558,,,,,85858.0116,,67923.00903,,65452.64895,,92361.6105,,41487.34315,,83742.24451,,52583.42782,,6098.402607,,24234.94129,,28080.98773,,,,44479.41226,,34116.82756,,,,,,
2428,1960,5014.050843,4807.286255,799.1031772,5755.657959,9137.994217,16200.91064,16792.33756,18041.77828,19894.06219,19190.80308,81131.21274,79154.3224,75100.4337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,1962,7144.299929,6475.115204,6101.034714,,,,,,,,,,52836.82385,67926.14364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,1958,,,5348.320899,,13230.18505,14389.1449,16226.4927,17613.01704,13538.82216,20827.1045,51724.5617,32624.36524,33190.04157,40456.65367,10847.84042,,,37736.74647,,35774.1715,,38036.88506,,36653.48341,,36944.6442,,,,,,,,,,,,23400.82311,,,,,,,
2431,1959,,6685.401124,,,35972.86225,6778.92746,4597.555723,,87409.37501,,,22126.69438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,1962,18522.25907,2398.190816,5649.106217,3283.968373,,6081.498296,75597.43633,19190.80308,,70359.39769,83444.92633,64043.71291,71485.11462,30189.39717,,50083.8401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,1963,1678.733571,1016.839119,4597.555723,18891.37975,20271.66099,23872.87463,5757.240924,1843.891199,12312.89459,16688.98527,2881.967081,,10566.28901,,14829.10957,,16301.52217,,16363.16224,,8435.693759,,4741.410645,,17865.01216,,21033.37113,,24393.61043,,28112.5319,,29017.02065,,27599.98227,,32558.92977,,34345.4103,,,,,,
2434,1958,,,,751.1384774,,,723.0855958,4378.624498,2837.905047,5473.348466,,,,3517.969884,8344.492633,8005.464114,10878.16962,16604.16845,,30050.30406,,23093.82307,,31417.2715,,39407.62048,,34138.15665,,22331.2652,,35756.73091,,,,,,32761.15235,,,,,,,
2435,1962,1587.622206,17211.81549,18755.03264,21941.28736,27314.83608,32657.64585,35809.31195,21109.88339,12907.23839,25505.28166,26702.37643,25617.48516,31080.48462,27316.87603,,32912.23778,,33961.50452,,34035.37746,,,,41487.34315,,39079.7141,,49428.42215,,50820.02172,,28112.5319,,,,27599.98227,,31135.58858,,17058.41378,,,,,
2436,1959,,15042.15253,21031.87737,29106.40712,28778.2898,27115.70984,30650.37148,27287.54853,26353.15928,29841.09329,24948.044,27658.36798,26384.77413,25033.4779,20814.2067,24864.38769,21132.57802,,25757.40348,,23093.82307,,34035.37746,,36944.6442,,71121.15968,,87091.93429,,85185.15306,,71148.03041,,72704.82387,,67394.37055,,68999.95567,,71167.05962,,63969.05167,,
2437,1960,4512.645759,6910.473992,12611.01239,21583.71735,26663.78134,27366.40311,30159.03825,35475.40673,51724.5617,51815.16832,55685.5142,56287.51815,58411.44843,27218.57799,51282.79962,49812.50534,,91581.87904,,111393.7348,,150541.0926,,290631.2011,,154095.846,,139570.4075,,157750.2834,,112820.4482,,135715.6712,,42121.48159,,97519.93735,,96965.11873,,59704.44823,,,
2438,1961,4326.55763,7869.314069,11990.95408,5649.106217,16419.84187,27287.54853,50679.15247,49735.15548,46057.92739,64536.19195,52769.54826,76769.33223,144618.7092,59052.92078,55850.38477,,60100.60812,,67923.00903,,85088.44364,,86204.1698,,85345.39162,,100490.6934,,99908.51285,,121968.0521,,101786.7534,,121684.2802,,137999.9113,,127211.1191,,123673.4999,,,,
2439,1962,3969.055516,17986.43112,22596.42487,19156.48218,20150.80507,27366.74233,29841.09329,30321.46887,31346.15037,35179.69884,27870.6054,28339.34296,26418.41193,36227.27661,,48652.87324,,48904.5665,,44507.80129,,44333.57304,,53340.86976,,35730.02432,,35756.73091,,38623.21651,,40714.70137,,45865.61329,,45999.97045,,48037.76524,,46910.63789,,,,,
2440,1963,,5875.070466,2189.312249,20990.42195,11757.56337,22480.29028,22069.42354,27658.36798,22866.80425,23364.57937,26418.03157,25952.20466,27170.45746,,27903.85377,,27848.4337,,39271.58937,,39407.62048,,,,,,,,,,,,,,35879.97695,,,,,,,,,,
2441,1963,3117.648061,3931.777927,1247.907982,1469.329536,,,,,,,,1554.024231,,,,,679.2300903,,52362.11916,,19703.81024,,23707.05323,,13957.59903,,,,,,,,,,,,,,,,,,,,
2442,1958,,,,4506.830864,5384.685317,19185.52653,30487.09643,31508.58189,33374.7709,30407.49148,27851.68707,38381.60616,38721.71517,61564.47297,51735.85433,60841.52726,61772.46318,67171.40871,,68686.40928,,71998.38957,,85088.44364,,82509.70538,,85345.39162,,88208.49755,,95701.83862,,92492.43953,,90735.6202,,87987.09488,,86111.94468,,88069.23628,,82183.17298,
2443,1961,,,479.6381633,,,,,,,,,,,,,,,,,,,,17240.83396,,32004.52186,,40196.27736,,23136.70824,,19311.60825,,23265.54364,,27144.9548,,23919.98463,,24018.88262,,59704.44823,,,,
2444,1964,11298.21243,13135.87349,16792.33756,20494.64926,23872.87463,,29502.25918,42215.63861,44225.81096,45631.14545,44289.69058,58114.58956,,78703.1773,,77432.2303,,71997.91385,,84972.68166,,80603.98097,,55828.16301,,73616.79894,,50820.02172,,68827.23327,,66458.33763,,75439.95154,,69832.67725,,69086.5758,,,,,,,
2445,1958,,,34095.54573,23288.29735,21168.29608,21583.71735,30505.17357,34153.27108,23089.46414,50273.71925,45557.40242,57572.40924,59004.51835,70359.39769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,1959,,28312.67376,30045.5391,7938.111032,33334.85235,8134.712952,13135.87349,20990.42195,22298.82709,25862.28085,19190.80308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6396.905167,,
2447,1958,,,9359.561573,1802.732346,7938.111032,,,,,,10842.2639,11130.66579,8201.628051,15654.96599,13351.18821,17365.45276,17492.09674,16604.16845,,31338.17423,,43063.18773,,48434.96023,,36944.6442,,41156.62976,,42172.59433,,43118.41081,,41672.41781,,39745.30372,,37441.31697,,38639.97518,,15123.00017,,,
2448,1960,,6009.107819,,,,17306.51333,,,,1727.172277,,,,,,,,,,,,,,,,88901.4496,,,,,,,,,,,,,,,,,,,
2449,1958,,,29415.76495,9013.661729,14725.19596,,9038.569947,28461.05924,13381.39399,34461.82368,29841.09329,36462.52585,33190.04157,8794.924711,,,,22642.04788,,12878.70174,,,,3927.158937,,8004.67291,,10668.17395,,13063.79014,,1051.668556,,,,,,,,,,,,,
2450,1959,,,13820.94798,3439.848114,,2338.729974,7662.592871,5749.276571,8358.005825,7957.624877,17271.72277,18955.20152,14071.87954,14018.74762,4162.841339,7770.121155,452.8409576,,15740.63546,,14127.98588,,19635.79469,,12314.8814,,16417.13436,,16469.30809,,15775.02834,,17278.80739,,15891.3357,,21891.93803,,21986.14588,,,,,,
2451,1959,,26741.6045,31547.81605,37044.51815,38371.05306,42707.243,44443.03865,45555.51275,52706.31857,57692.78036,51815.16832,58082.57275,40808.45066,43391.36169,37305.46277,38850.60577,40604.7392,,42929.0058,,40753.80542,,41889.69533,,24629.7628,,22806.1852,,25792.61131,,26239.13048,,20328.00869,,31020.72485,,34633.2182,,28519.98168,,33804.35332,,35822.66894,,
2452,1960,10028.10169,21314.30543,22491.31459,21104.07918,16798.18225,19710.37818,19940.90085,20271.66099,21883.46841,26867.12431,27658.36798,23922.19521,24532.80834,22095.08095,21756.33923,22642.04788,,21464.5029,,24452.28325,,26181.05958,,38176.13234,,32004.52186,,33496.8978,,31550.05669,,36590.41564,,29081.92955,,22464.79018,,27599.98227,,21350.11789,,21323.01722,,,
2453,1964,14009.78342,22330.98494,23089.46414,26353.15928,30835.7964,34543.44555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,1964,9038.569947,5300.324955,14613.53176,25280.78842,27851.68707,34543.44555,18438.91199,31661.72896,21695.68085,25617.48516,27972.43616,29434.66224,,32912.23778,,28527.66379,,32726.32448,,28324.22722,,15409.5846,,31263.77128,,39963.40514,,20328.00869,,24234.94129,,33697.18527,,52439.96631,,53375.29471,,,,,,,,,
2455,1957,,,,,12018.21564,25137.3516,,18077.13989,,,,,,22126.69438,5276.954826,48398.05727,22735.51808,,40755.68619,,21464.5029,,29886.12397,,26181.05958,,,,,,,,,,,,,,,,,,,,
2456,1961,9013.661729,,,15817.49741,,,,13925.84354,,11063.34719,,,7685.245549,,7245.455322,,17171.60232,,8150.761084,,9163.370853,,,,,,,,,,,,,,,,,,,,,,,,
2457,1960,,25712.97236,23814.3331,35205.44118,21918.53212,24958.15964,25188.50634,12162.99659,1193.643732,13473.86284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,1958,,,,,,,18077.13989,8757.248996,8501.120889,1013.583049,3381.990573,3838.160616,14751.12959,,,,9324.145386,12075.75887,,16456.11889,,24452.28325,,21599.37415,,28324.22722,,16594.93726,,,,,,508.2002172,,,,,,13799.99113,,8895.882452,,19617.17585,
2459,1961,5717.66609,1685.525576,364.5250041,,3253.318002,,,,15352.64246,9219.455993,684.2451425,,,2115.026978,14892.42963,,15740.63546,,14943.06199,,,,,,5926.763307,,5091.528466,,,,3455.761477,,290.8192955,,,,,,,,,,,,
2460,1959,,4415.707442,13520.49259,17913.67056,,2259.642487,8039.154578,18225.98338,15276.72372,636.6099902,,11985.29279,12312.89459,16688.98527,17335.03199,16783.46169,18113.6383,,24326.43662,,43470.72578,,30108.21852,,24629.7628,,9482.821291,,12142.62545,,8413.34845,,,,,,,,,,,,,,
2461,1962,3175.244413,3597.286225,960.3480569,6567.936747,14273.48692,18244.49489,19894.06219,24948.044,49785.06236,43974.62355,46729.15875,46912.01971,43512.67847,42265.15604,,71548.343,,82866.07102,,65452.64895,,45565.06118,,59267.63307,,68110.35887,,14723.35979,,36996.97581,,38775.90607,,18720.65849,,19319.98759,,22239.70613,,25587.62067,,,,,
2462,1959,,1671.350281,2103.187737,18522.25907,,,,,,,,,,,,,,,19318.05261,,4890.45665,,17279.49932,,19457.51261,,17780.28992,,20567.09525,,12620.02268,,4065.601738,,13377.68759,,8330.693026,,10395.99332,,9162.758926,,,,
2463,1958,,,6685.401124,8112.295556,39690.55516,69487.5789,,,41980.84389,30407.49148,,23028.9637,2581.447678,87949.24711,50066.9558,48032.78468,40404.63,15094.69859,,17171.60232,,27169.20361,,28799.16554,,40639.10862,,35809.5039,,5582.816301,,5258.342782,,5082.002172,,16479.76008,,46801.64621,,45999.97045,,44479.41226,,68233.65512,
2464,1960,6685.401124,15022.76955,,,,19703.81024,31485.63292,12162.99659,26856.98396,57572.40924,15673.07519,,33377.97053,,,,,14309.6686,,201011.3529,,,,,,10.66817395,,312432.2652,,,,,,,,,,,,,,,,,
2465,1963,8633.486939,11750.14093,4378.624498,5037.701267,4054.332197,994.7031097,7676.321232,25814.47678,31661.72896,51735.85433,55237.70238,55944.87231,58869.32449,,61531.57498,,32603.04434,,26181.05958,,80046.7291,,29633.81653,,,,47325.08503,,66066.02824,,38775.90607,,20592.72433,,45999.97045,,,,46910.63789,,,,,,
2466,1962,2646.037011,11990.95408,33894.6373,30431.44026,33164.86668,30407.49148,31830.49951,17271.72277,,,,24016.39234,27972.43616,37736.74647,,42929.0058,,24452.28325,,26181.05958,,24629.7628,,35560.57984,,24564.39172,,29446.71958,,25410.01086,,24234.94129,,,,,,,,,,,,,
2467,1963,3597.286225,9942.426942,6786.867972,10495.21097,14190.16269,,49896.08801,59004.51835,,51735.85433,,,,,,,,,130905.2979,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,1962,11761.63451,23022.63184,24856.06735,10946.56124,9235.785657,18244.49489,43766.93682,72925.05171,115862.7474,130662.6785,135983.5209,144618.7092,156875.6381,153442.1395,,198582.426,,201011.3529,,283017.2541,,290631.2011,,315224.3893,,,,5258.342782,,5082.002172,,333307.9946,,70202.46932,,306317.4832,,353139.8457,,413350.1006,,,,,
2469,1960,6685.401124,16768.41537,15347.01466,13429.86857,23161.33549,27180.31157,,,,,18438.91199,21107.81931,,24016.39234,,27170.45746,,42929.0058,,44829.18596,,6545.264895,,40639.10862,,61638.33839,,,,67306.7876,,66066.02824,,,,70202.46932,,,,,,,,,
2470,1962,24078.9368,27099.55622,37284.10103,40502.2766,46178.92828,46624.82027,49735.15548,80601.37294,86662.88633,87949.24711,83278.03648,67245.89855,71485.11462,67926.14364,,51514.80696,,,,,,12314.8814,,48599.45912,,51920.19159,,,,52852.82259,,73674.22153,,84242.96319,,,,,,85292.06889,,,,,
2471,1964,6778.92746,15763.04819,23719.1768,30407.49148,23872.87463,24948.044,25045.57415,23746.29672,23070.85323,22415.29952,21100.54101,21321.26175,,23610.95319,,22414.59298,,23562.95362,,30481.79444,,30226.49286,,22331.2652,,,,,,,,,,,,,,,,,,,,,
2472,1958,,,6685.401124,,58212.81423,,47452.49222,48164.86948,52476.05487,48651.98637,55703.37414,69086.89109,70067.86554,70359.39769,56742.54991,72049.17702,74593.16308,72454.55322,,71548.343,,,,77234.12576,,,,75862.57033,,72576.61191,,,,,,53316.87084,,56161.97546,,55199.96454,,66719.11839,,,
2473,1964,11027.05534,21893.12249,24468.53486,28380.32538,25862.28085,38381.60616,44253.38876,42215.63861,49866.68798,46415.68093,26107.60708,24906.25267,,32912.23778,,36338.80983,,41889.69533,,44333.57304,,45043.40113,,46895.65692,,46273.41648,,44213.4189,,47500.48493,,51481.81084,,53359.96572,,51596.11822,,57145.68616,,,,,,,
2474,1958,,,20056.20337,39990.61254,39690.55516,40551.00851,44063.02849,45975.55723,46178.92828,45813.95383,51724.5617,51815.16832,55316.73596,65082.44286,66755.94107,72049.17702,65269.0177,63397.73407,,68686.40928,,54338.40723,,,,7019.482398,,7112.115968,,11806.53991,,68358.45616,,47770.82042,,,,,,,,,,,
2475,1962,2910.640712,,23274.31761,20798.46636,10495.21097,19866.22777,27851.68707,28786.20462,27658.36798,43974.62355,46729.15875,48032.78468,49728.77539,52831.44505,,50083.8401,,54338.40723,,56289.2781,,61574.407,,49784.81178,,62527.54257,,62048.44482,,58951.2252,,51378.07554,,65522.3047,,54154.84521,,,,68233.65512,,,,,
2476,1964,677.892746,218.9312249,2099.042195,19866.22777,8355.506121,19094.84907,20378.68553,21987.31178,22530.13011,25617.48516,18648.29077,18113.6383,,18602.56918,,4754.610632,,28799.16554,,36895.38468,,,,,,,,,,,,,,,,,,,,,,,,,
2477,1964,903.8569947,3283.968373,3148.563292,6081.498296,19894.06219,21109.88339,34111.98717,40456.65367,33377.97053,32021.85645,38073.59366,45284.09576,,35774.1715,,38036.88506,,41889.69533,,39407.62048,,37931.28516,,36846.58758,,42066.74225,,,,,,28080.98773,,25759.98345,,27577.2356,,26440.54136,,,,,,,
2478,1960,12702.26214,29660.95619,28577.19971,26739.8276,15139.60466,7881.524096,,1794.041997,2267.92309,2187.751551,,,8344.492633,13609.28899,20202.315,22642.04788,,27188.37034,,10867.68145,,15708.63575,,22166.78652,,21336.3479,,22751.09299,,23136.70824,,23020.45344,,25437.96378,,28080.98773,,34959.97754,,32914.76507,,26440.54136,,,
2479,1962,13230.18505,69487.5789,31634.99482,19703.81024,30809.74133,20271.66099,3978.812439,17271.72277,23970.58558,29902.74402,25033.4779,25617.48516,15540.24231,25660.9876,,25757.40348,,31244.58415,,39271.58937,,36944.6442,,11853.52661,,27914.0815,,31550.05669,,24393.61043,,27143.13425,,33195.47163,,27599.98227,,26687.64736,,37528.51031,,,,,
2480,1964,,,4216.975769,,,9595.40154,43515.83229,22866.80425,13351.18821,38426.22774,13986.21808,13585.22873,,47221.90638,,47546.10632,,54980.22512,,61574.407,,49784.81178,,,,,,24393.61043,,,,,,,,21350.11789,,,,,,,,,
2481,1959,,16609.87909,6009.107819,10584.14804,17986.43112,13535.2585,21696.08439,14693.29536,40543.32197,47745.74926,51815.16832,30424.20478,26384.77413,25033.4779,14409.8354,13986.21808,18113.6383,,14309.6686,,43470.72578,,28799.16554,,34481.66792,,34375.22718,,30147.20802,,12620.02268,,15246.00652,,14513.82164,,25272.88896,,31279.97991,,32914.76507,,,,
2482,1960,,4807.286255,5292.074021,959.2763265,4519.284974,6567.936747,10495.21097,2027.166099,1193.643732,7676.321232,5531.673596,,216.9568085,8806.010525,16161.852,15698.48653,,10302.96139,,16301.52217,,17017.68873,,17487.13159,,16594.93726,,20098.13868,,23470.08717,,26426.4113,,22296.14599,,23400.82311,,25759.98345,,22239.70613,,20470.09653,,,
2483,1957,,,,10028.10169,18027.32346,15876.22206,4796.381633,9038.569947,15325.18574,12718.09666,12213.67574,10344.91234,12090.20594,11063.34719,15830.86448,20026.78232,19213.11387,22533.35135,24000.57075,,10016.76802,,29886.12397,,41889.69533,,35713.15606,,33189.87452,,32380.33454,,31550.05669,,34557.61477,,29081.92955,,33697.18527,,34379.45791,,7116.705962,,
2484,1963,,,3283.968373,,2432.599318,15915.24975,,5531.673596,,1668.898527,,3108.048462,,,,,,,,,,,,,,,,,,,,,11700.41155,,15639.98995,,,,,,,,,,
2485,1964,,,440.7988609,,,,,11433.40212,10013.39116,11207.64976,7770.121155,9056.819152,,18030.18244,,19018.44253,,20944.84766,,19703.81024,,22806.1852,,20098.13868,,23136.70824,,24393.61043,,,,32761.15235,,29439.98109,,34693.94156,,,,,,,,,
2486,1961,,79.38111032,,,367.8044578,348.4410043,60.81498296,198.9406219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,1962,,383.7105306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,1957,,,,,,,,,,,,,,,,,,,,,,,17659.98235,,18326.74171,,30171.45943,,30582.09866,,31263.77128,,33653.3938,,28459.21216,,23265.54364,,4492.958037,,2759.998227,,5782.323594,,2056.391781
2489,1959,,6685.401124,12018.21564,3439.848114,7674.210612,,1313.587349,8186.264559,10135.83049,13925.84354,13433.56216,21204.74878,26384.77413,26702.37643,27218.57799,27972.43616,27170.45746,,28619.3372,,23093.82307,,41889.69533,,33250.17978,,35560.57984,,33496.8978,,33653.3938,,34557.61477,,31990.1225,,31825.11943,,29439.98109,,6671.911839,,,,
2490,1960,2674.16045,,,,,1641.984187,10495.21097,26961.30911,33819.90573,35886.80176,38721.71517,42215.63861,41722.46317,38426.22774,46620.72693,48303.03548,,48652.87324,,47546.10632,,,,,,,,,,,,,,,,,,,,16012.58841,,,,,
2491,1962,158.7622206,,,,,405.4332197,2984.109329,,,,13351.18821,43229.50621,71485.11462,45284.09576,,50083.8401,,54338.40723,,49744.0132,,30787.2035,,49784.81178,,50245.3467,,49954.25642,,50820.02172,,51378.07554,,55225.94253,,18399.98818,,17791.7649,,17058.41378,,,,,
2492,1964,4880.827771,8757.248996,14693.29536,13470.51873,13925.84354,15928.36656,,14071.87954,13017.40851,12488.52402,12121.389,11773.8649,,11161.54151,,10595.98941,,20421.22647,,7388.92884,,11379.38555,,,,25240.04535,,42688.81825,,43622.89432,,54289.90961,,,,,,,,,,,,,
2493,1963,7674.210612,,3283.968373,6297.126584,10135.83049,31432.61827,44138.84709,31346.15037,43974.62355,41722.46317,33622.94928,24864.38769,30189.39717,,20033.53604,,28527.66379,,35344.43043,,34481.66792,,23707.05323,,32938.61617,,42066.74225,,40656.01738,,43622.89432,,39313.38282,,38639.97518,,40921.05928,,,,,,,,
2494,1957,,,,3342.700562,4807.286255,5098.913319,12710.41133,15817.49741,16419.84187,37782.75951,44597.65417,45756.34304,53734.24863,60848.40955,61564.47297,65087.04254,64043.71291,62160.96924,63397.73407,,65824.47556,,67923.00903,,75925.07279,,80046.7291,,88901.4496,,80392.55473,,84133.4845,,86394.03693,,87245.78865,,79562.79857,,3219.997931,,,,
2495,1958,,,13036.53219,30045.5391,29773.20844,23262.45092,21918.53212,7356.089156,8396.168779,9081.704122,15915.24975,26867.12431,14751.12959,10553.90965,10332.15078,8005.464114,14873.56591,19623.10816,,17743.98906,,14943.06199,,,,,,,,,,,,,,,,,,,,,,,
2496,1957,,,,,15623.68033,7938.111032,23981.90816,11298.21243,8757.248996,3148.563292,11757.56337,36804.01506,33583.90539,32268.09597,7915.43224,30040.17348,28819.67081,28749.44827,,,6439.35087,,,,,,,,,,,,,,,,,,,,,,,,
2497,1964,2146.660362,4159.693273,6297.126584,22298.82709,47745.74926,54693.78878,40565.60637,42215.63861,41722.46317,46431.69186,48485.556,49812.50534,,50942.42021,,48904.5665,,55896.56221,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,1957,,,,,30045.5391,21168.29608,28778.2898,,35028.99598,41980.84389,40543.32197,43766.93682,,40565.60637,47492.59344,40053.56464,38426.22774,31080.48462,,,6868.640928,,15622.29208,,8639.749662,,30787.2035,,33901.08611,,35730.02432,,25240.04535,,38623.21651,,43622.89432,,18720.65849,,27599.98227,,,,10746.80068
2499,1960,2269.693682,,,,,,671.6935023,,,19190.80308,31346.15037,14071.87954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,1963,2398.190816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,1957,,,,20056.20337,10359.70188,10054.94064,10791.85867,3247.106254,2627.174699,982.3517471,831.1381005,,,479.4117116,,,320.2185645,,1569.848653,,18602.56918,,20023.70306,,31059.90003,,25129.74699,,8890.14496,,16748.4489,,22085.03968,,21013.06258,,5005.969473,,21528.75726,,10370.23334,,22264.6146,,15709.09325
2502,1962,2910.640712,3597.286225,2485.606735,5692.211847,1889.137975,1216.299659,2984.109329,46057.92739,53472.84476,58046.50309,65087.04254,68846.99138,66823.04193,64907.20392,,37205.13836,,73356.84975,,81161.2847,,88667.14608,,94828.21291,,96024.44037,,99908.51285,,109771.2469,,123113.5018,,117004.1155,,119599.9232,,118315.2366,,,,,,,
