,,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income
age,,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0
code,spouse_birthyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,52836.06314923038,62160.969236881625,60378.794348421434,,58669.64125754549,,69281.46921243968,,58907.38405757002,,61574.407002445696,,65194.39637492358,,,,,,,,,,,,22999.98522480949,,,,,,,,,,,,,,
3589,1960.0,,21031.877366639605,15876.222063461411,14389.144898156726,15591.53315891974,17514.497991327466,18891.37975252652,20271.66098702668,13110.18698523751,1247.4022002385846,4609.727996317316,,10013.391160001947,4803.278468111853,7770.121154610203,2264.2047880658038,,5723.8674397605355,,,,7854.317874342671,,20442.70312481197,,21336.347904520444,,22113.535366426717,,18193.86602413852,,24596.890513323957,,14516.729833651672,,20592.724334581188,,21874.82594761181,,23559.855086181604,,12353.703258597565,,,,,,,,,,,,,,,,,,,,,,,,
3590,1960.0,,,,,,,,,,,40565.60636759238,49251.57837984396,58411.448433344696,51234.97032652643,18026.68107869567,22642.047880658036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,1962.0,,1151.131591852538,,,1091.501941257088,,,24948.04400477169,5162.895355875394,,3337.7970533339826,8005.464113519754,24242.77800238383,23849.623767626465,,3148.127091868295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3592,1963.0,,,,,9122.247444162007,18899.359083422813,15352.642464474888,14751.129588215412,15830.864479235557,5140.207462134333,,,,,,,,,,,3694.4644201467418,,4741.410645448987,,13398.759121288595,,18088.699168507657,,18671.27598056864,,11632.771819954596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3593,1963.0,,,,,,,49896.08800954338,,,,12808.742581631608,3885.0605773051016,6490.720392455304,,11161.541507533044,,12226.14162572465,,19635.794685856676,,19457.512612772844,,18965.64258179595,,27914.08150268457,,17878.36545724594,,,,16285.880547936435,,7956.279856542733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,1957.0,,,,,,,28778.289796313453,18077.139894399697,17514.497991327466,29386.59072615237,30407.491480540022,31830.499508922632,36462.52585312786,40565.60636759238,,,,,42265.156043895004,,40067.07207832375,,20376.902709541082,,58907.38405757002,,30787.203501222848,,31411.84552609954,,,,52583.42781542924,,60984.02606609246,,67857.8356164018,,,,,,,,51175.241336361076,,,,,,,,,,,,,,,,,,,,,
3595,1961.0,,,,,,,16217.328789621344,,,,,,,,29525.23043637808,,35774.171498503354,,,,117814.76811514005,,92361.61050366855,,,,111656.32601073828,,173525.3117909165,,152460.06516523115,,77551.81213303063,,74882.6339439316,,82799.94680931416,,133438.23678172636,,85292.06889393512,,,,,,,,,,,,,,,,,,,,,,,,,
3597,1962.0,42336.59216923043,40769.24387811072,42933.20724919928,54732.806222898325,51426.53377076665,56379.5435371186,57692.780359922275,,,51010.563321981244,53404.75285334372,56038.24879463828,53613.8359668104,54340.91491357928,,,,8.150761083816432,,44507.8012879418,,48028.03746190765,,46228.75379312763,,46476.94570196981,,52583.42781542924,,50820.02172174372,,52347.47318979567,,54289.90960935041,,54279.965130550394,,48482.55936402724,,51175.241336361076,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,1962.0,,,,,23089.46414197686,24325.99318443202,27851.687070307304,28786.204620890414,27658.367977903894,26384.774132059265,28371.274953338852,27218.577985967164,23310.36346383061,19623.108163236968,,,,4347.0725780354305,,,,,,13038.879274984716,,14515.322381395978,,17668.031745984226,,13213.205647653365,,26173.736594897837,,23400.823107478624,,27599.98226977139,,24908.470865922252,,49469.399958482376,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,1959.0,,,,,19185.526530875635,10620.319687959824,10946.561244579667,8396.168778900677,6081.498296108005,,,3134.6150374957747,8794.924710686422,6675.594106667965,8005.464113519754,15540.242309220406,15094.698587105358,,15740.635459341473,,27169.20361272144,,26181.05958114223,,29555.715361173934,,28448.463872693923,,27914.08150268457,,31550.05668925754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,1960.0,,,,,,47453.34299525285,45192.378452432895,46519.40763302883,49735.15548269161,51663.56097326605,55316.73595580779,61564.47297480495,66088.38165601286,68846.99137626989,69931.09039149183,66416.67378326358,,72979.30985694684,,70639.92939307574,,71997.91384814115,,73889.28840293484,,75862.5703271838,,53595.03648515438,,61522.610544052215,,52852.82259061346,,56225.06379644721,,59438.090692995705,,66239.95744745134,,53375.294712690535,,61410.28960363329,,,,,,,,,,,,,,,,,,,,,,,,
3602,1957.0,,,,,,,,9038.569947199849,4597.555722723459,,,,,,,,,,,,,,17659.982348268935,,23170.237729310877,,20935.298380831537,,23707.053227244938,,22331.265202147657,,26291.71390771462,,24393.610426436982,,3722.48698238547,,23167.750909328137,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603,1958.0,,,,,,52201.41949969624,51971.77719639913,56922.11847181427,56674.13925757956,55949.784324193635,51724.56170199928,49896.08800954338,51628.953558753936,49251.57837984396,43391.36169334177,42425.757616009294,44289.690581278155,40755.686185184466,,42929.005798204016,,48904.5665028986,,52362.11916228446,,12314.881400489141,,33189.87451814291,,30147.208022899336,,29446.71957664037,,22869.00977478467,,,,,,13799.991134885695,,20460.529639864708,,12793.810334090269,,,,,,,,,,,,,,,,,,,,,,
3604,1961.0,,,,,,,17143.743696728463,15915.249754461316,19190.80308059361,18438.911985269264,17589.849421372845,20026.782320003895,19213.11387244741,15540.242309220406,18113.63830452643,,14309.668599401339,,8150.761083816433,,18850.36289842241,,18472.32210073371,,15409.584597709209,,16748.448901610744,,12620.022675703018,,14229.606082088241,,38775.906066515316,,23400.823107478624,,17479.988770855212,,15123.000168595654,,,,,,,,,,,,,,,,,,,,,,,,,,,
3605,1952.0,,,,,,,,,,,,,,,,23312.410135080685,25862.28085099964,24948.04400477169,27658.367977903894,24625.78918992198,25033.47790000487,30420.76363137507,43512.67846581713,42265.156043895004,,42929.005798204016,,40753.805419082164,,41889.69532982758,,39407.620481565245,,43858.04847040313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3606,1956.0,,,,,,,47628.66619038424,50362.00714354854,40673.56476239932,48164.86947615053,44079.88608922856,54733.484664972035,59682.186579229936,63329.65016595891,60848.40955138857,61564.47297480495,63418.14401334567,60841.52726275014,69931.09039149183,55850.38477228983,,64393.508697306024,,57055.32758671503,,65452.64895285559,,59111.43072234787,,61638.338390836834,,41312.84062397316,,,,,,,,,,4599.997044961899,,17791.76490423018,,25587.620668180538,,,,,,,,,,,,,,,,,,,,
3607,1957.0,,,,,,,,,,,,,,,43974.62355343211,25033.47790000487,48032.78468111853,46620.72692766122,48303.03547873715,,60100.60811748562,,47546.10632226253,,57598.33107851292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,1959.0,,,,,,,,,44597.65417145869,43766.936824768614,46057.92739342466,44253.388764646224,43095.13108236347,40053.56464000779,36825.13492219087,38850.605773051015,37736.7464677634,,35774.171498503354,,42112.26559971824,,39271.58937171335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3610,1956.0,,,,,,16525.04650235969,15876.222063461411,19185.526530875635,47452.49222279921,43181.99479761787,46178.92828395372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3611,1960.0,,,,,,8757.248995663733,18891.37975252652,36488.98977664803,35809.311947537964,38381.60616118722,42409.49756611931,49251.57837984396,43391.36169334177,51875.40745560801,68377.06616056978,52831.44505486875,,64393.508697306024,,88299.9117413447,,89015.6025758836,,92361.61050366855,,110237.79750668895,,111656.32601073828,,114631.87263763575,,127050.05430435929,,103725.54872792847,,121684.28015888885,,110399.92907908556,,115646.47187749617,,110879.68956211569,,,,,,,,,,,,,,,,,,,,,,,,
3612,1965.0,,,,,,,,,,,22642.047880658036,,25757.403478922413,,38036.88505781002,,41889.69532982758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,1962.0,,,,,18891.37975252652,10135.83049351334,26856.983960653473,26867.124312831056,27658.367977903894,33420.7139006084,30040.17348000584,38426.22774489482,45066.70269673918,45284.09576131607,,48652.87323796455,,62489.16830925932,,78543.1787434267,,73889.28840293484,,75862.5703271838,,72576.61190697989,,67306.78760374941,,66066.02823826684,,63010.84735808739,,74882.6339439316,,65319.95803845896,,62271.17716480563,,59704.4482257546,,,,,,,,,,,,,,,,,,,,,,,,,,
3614,1952.0,,,,,,,,,,,,51561.10255172826,57846.84766207904,62474.21433506507,67169.35023120542,62487.39499250975,64257.82088363756,67167.81078207762,70067.8655440232,66841.4278012168,64252.59327667917,64043.712908158035,68687.8710067542,67926.14364197411,,74589.14757437949,,75078.0188032138,,88230.17078844934,,79430.98503315495,,80558.93757150102,,77042.86494740941,,63100.11337851508,,97574.44170574793,,90832.55996081214,,86115.02903552134,,89239.94267226082,,,,,,,,,,,,,,,,,,,,
3617,1959.0,,,,,,,,,24325.99318443202,23872.874631691975,23028.96369671233,,,12516.738950002435,12717.480290737481,12601.582488546828,18113.63830452643,,17171.602319281606,,13584.60180636072,,,,9851.905120391311,,11853.526613622469,,11165.632601073828,,21033.371126171696,,18295.207819827738,,19387.953033257658,,16848.59263738461,,20239.98699783235,,24908.470865922252,,23028.858601362484,,,,,,,,,,,,,,,,,,,,,,,
3620,1971.0,,,27218.577985967164,24864.38769475265,27170.45745678964,,38636.10521838362,,35319.96469653787,,36653.483413599126,,36944.64420146742,,47414.106454489876,,54711.59974526177,,90443.4958425383,,95541.64083687818,,81429.40273968216,,88923.12780841877,,106719.93144311605,,106750.58942538107,,102350.48267272215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3621,1966.0,,,,,9075.632479149532,24625.78918992198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3624,1956.0,,,,,,,,,,,,,,,,42215.638611294824,40053.56464000779,36024.5885108389,20202.315001986528,28679.92731550018,,29334.820628772744,,35582.14751140064,,39631.57894095406,,43102.08490171198,,40344.663182125434,,,,33653.39380187471,,37427.92959762981,,38533.5566535996,,37441.3169719658,,37078.736180619875,,66719.11839086318,,33460.07862709075,,,,,,,,,,,,,,,,,,,,
3625,1963.0,,,,,,,,,,,,,,,,,,,,,29555.715361173934,,29633.81653405617,,25122.673352416114,,29446.71957664037,,,,24234.94129157207,,22464.79018317948,,,,21350.11788507622,,20470.09653454443,,,,,,,,,,,,,,,,,,,,,,,,,,,
3626,1953.0,,,,,,,,,,,,,8757.248995663733,35683.71731032788,42570.48807275603,41777.53060546096,38381.60616118722,23970.585580850042,24625.78918992198,20026.782320003895,33622.94927678297,32634.50884936285,31698.867032921255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,1960.0,,,,,,26271.746986991202,25188.50633670203,36488.98977664803,32825.20261857646,34543.4455450685,35033.9327720116,40456.65366915754,38384.6661133408,33622.94927678297,45066.70269673918,37736.7464677634,,38636.10521838362,,51621.48686417074,,,,,,50970.16443857661,,44662.530404295314,,56790.10204066358,,55902.023893918085,,58163.85909977298,,76754.6997925299,,62559.959811481815,,67608.70663607468,,59704.4482257546,,,,,,,,,,,,,,,,,,,,,,,,
3628,1958.0,,,,24036.43127615955,18522.259074038313,9592.763265437818,7908.748703799868,218.93122489159333,,,,,8850.677752929247,,,4803.278468111853,,6641.667378326358,,24326.436618982276,,23093.823070813225,,,,6157.4407002445705,,29633.81653405617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,1958.0,,,,,,,,,,,,,,175949.50477705043,179623.54842516826,,229196.81772176808,204613.16775778928,,275868.94609355874,,156222.9207731483,,143995.8276962823,,146547.08866582077,,213363.47904520444,,195398.570518792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,1962.0,,,,,,,,,,,,800.5464113519755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3633,1962.0,,31176.480612672905,38413.92227559936,43786.24497831867,44079.88608922856,42570.48807275603,41777.53060546096,38381.60616118722,36877.82397053853,33420.7139006084,36715.76758667381,35224.04209948692,32634.50884936285,,,,,23093.823070813225,,,,,,,,,,,,,,,,,,,,22239.706130287726,,15352.572400908322,,,,,,,,,,,,,,,,,,,,,,,,,,
3634,1965.0,1313.5873493495599,545.750970628544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6899.9955674428475,,8895.88245211509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,1960.0,,,,19185.526530875635,,,62971.26584175508,50679.1524675667,39788.12438615329,47977.00770148402,,35179.69884274569,41722.46316667478,40027.32056759878,62160.969236881625,72454.55321810572,,64393.508697306024,,61130.70812862324,,56289.278099455805,,84972.68166337507,,86530.74427944403,,89325.06080859063,,105166.85563085848,,91476.03909913868,,58163.85909977298,,63650.23885234186,,64399.95862946657,,71167.05961692071,,85292.06889393512,,,,,,,,,,,,,,,,,,,,,,,,
3636,1959.0,,,,,,,,,,,,,,63418.14401334567,57639.34161734223,56721.884428654485,66416.67378326358,,,,66564.54885116754,,78543.1787434267,,78815.24096313049,,82974.68629535727,,,,84133.48450468678,,76230.03258261557,,87245.78864965947,,65522.30470094015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,1960.0,,33050.09300471938,37044.518148076626,45565.62551082963,36154.279788799395,56922.11847181427,48277.97047867889,,49735.15548269161,55653.32893372147,51628.953558753936,52769.54826411853,58411.448433344696,59240.43444004618,55944.87231319345,63397.73406584251,,,,,,,,78815.24096313049,,71121.1596817348,,4242.940388408055,,39963.40513972622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,1959.0,,,,,12470.592245069161,12653.997926079788,3283.9683733739002,,,,13433.562156415528,,24625.78918992198,25033.47790000487,28819.670808671115,26418.41192567469,27170.45745678964,,,,,,,,8403.675067693788,,9498.230875495685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639,1962.0,3175.2444126922824,,2711.570984159955,,,,,,,,,9606.556936223706,17094.266540142446,16302.274474073785,,19747.34266717385,,21191.978817922725,,36653.483413599126,,41870.59676166307,,41487.343147678635,,42429.40388408055,,40489.23941788051,,38623.21650852522,,34898.315459863785,,33697.18527476922,,31279.979905740907,,30601.83563527591,,30705.144801816645,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,1962.0,,,,,,,,,,,,,,,,,,,,2618.1059581142235,,,,,,,,10516.685563085848,,13213.205647653365,,9693.976516628829,,8424.296318692304,,9199.994089923797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,1968.0,,,,8794.924710686422,25033.47790000487,32021.856454079018,35742.55731120693,36227.27660905286,,48652.87323796455,,43470.72578035431,,51053.06618322736,,46796.54932185873,,50970.16443857661,,48012.22018461746,,47325.08503388631,,47770.82041843909,,,,44929.58036635896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3645,1961.0,,,25181.00357177427,24856.067354799587,28461.059235907134,32325.249798767607,36488.98977664803,,,,,,,,2113.25780219475,,,,,,,,,,30819.169195418417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,1961.0,,14288.599857115272,19185.526530875635,,32839.683733738995,27287.5485314272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3647,1961.0,,,,,,,,,,64536.19194844242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,1961.0,,,23981.90816359454,29375.35232839951,26271.746986991202,26447.93165353713,29211.463482305448,,,,,,,,31876.984476249094,,45790.939518084284,,47546.10632226253,,62834.542994741365,,48028.03746190765,,61638.338390836834,,56944.72626547653,,56790.10204066358,,56918.424328352965,,54286.26849312144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,1961.0,,,33574.67142903236,34346.56579935943,32839.683733738995,35683.71731032788,40543.32197405336,39788.12438615329,40300.68646924658,38721.71516906545,36938.68378488297,36715.76758667381,35224.04209948692,41958.6542348951,42265.156043895004,,38636.10521838362,,,,58907.38405757002,,,,59267.63306811234,,60294.41604579867,,52583.42781542924,,50820.02172174372,,59133.25675143586,,60842.14007944443,,50139.96779008469,,43361.19983634459,,34116.827557574055,,,,,,,,,,,,,,,,,,,,,,,,,
3651,1959.0,,,,,,40673.56476239932,54732.806222898325,59402.894110722285,52706.31856626937,59682.186579229936,67167.81078207762,59004.51835286165,70359.39768549138,60080.34696001168,64043.712908158035,62160.969236881625,57359.85463100036,,55807.70753766523,,71319.15948339379,,61525.49001568425,,72918.87574857629,,82974.68629535727,,78159.4282075168,,84133.48450468678,,81312.03475478994,,78521.20978469352,,79562.79856542732,,73117.87302907836,,71167.05961692071,,,,,,,,,,,,,,,,,,,,,,,,,
3652,1956.0,,,,,,,,,,21893.122489159334,,,,,,,,,,,,,,69281.46921243968,,,,,,,,,,,,14229.606082088241,,4846.988258314414,,43057.51451776067,,22999.98522480949,,31135.588582402816,,28999.30342393795,,,,,,,,,,,,,,,,,,,,
3653,1966.0,,,29841.093289614968,19190.80308059361,27658.367977903894,17589.849421372845,25033.47790000487,24016.392340559265,,,,,,,,26181.05958114223,,,,20150.9952431582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,1960.0,,,,,,41596.93272940273,41980.843894503385,44597.65417145869,49735.15548269161,32624.365237009133,22126.694382323112,17589.849421372845,25033.47790000487,32021.856454079018,13053.80353974514,48303.03547873715,,,,54338.40722544288,,78543.1787434267,,67731.84770269027,,53340.86976130111,,,,,,76230.03258261557,,72704.82387471622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,1961.0,21031.877366639605,13759.392454999892,,11298.212433999812,21893.122489159334,39881.80169977821,42570.48807275603,45756.34304407628,74844.13201431507,51628.953558753936,56806.418706323595,86782.72338668354,51234.97032652643,38850.605773051015,31698.867032921255,,45790.939518084284,,33961.504515901805,,43198.748308884686,,49259.525601956564,,71121.1596817348,,89325.06080859063,,31550.05668925754,,69115.22954157145,,63010.84735808739,,,,36799.97635969519,,46258.588750998475,,42646.03444696756,,,,,,,,,,,,,,,,,,,,,,,,,
3656,1967.0,,,,,13009.452632047356,10013.391160001947,10634.458528399642,11499.779308823101,12377.652841426394,,4292.900579820402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,1963.0,,,,,,,,,,,,,,,2861.9337198802677,,,,,,,,5124.279555068993,,,,74188.9066362328,,15246.006516523115,,26173.736594897837,,28080.98772897435,,23919.984633801872,,23129.294375499238,,34969.7482465134,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,1962.0,10615.900486434532,,,4378.624497831866,23089.46414197686,22298.827085729346,26260.16209486117,19190.80308059361,,42215.638611294824,,17612.02104974346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,1969.0,,,2638.4774132059265,,6404.371290815804,,,,,,,,2618.1059581142235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,1961.0,,,,,,,,,,,,,,,,,,,,,,,33250.17978132068,,34138.15664723271,,40196.27736386578,,56790.10204066358,,40656.01737739497,,43622.89432482974,,45865.613290658104,,45999.97044961898,,43589.82401536394,,42646.03444696756,,,,,,,,,,,,,,,,,,,,,,,,,
3662,1959.0,,,,,,,,,,,,,,20026.782320003895,16010.928227039509,15540.242309220406,,,,,,,,,36944.64420146742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,1959.0,,,,,,,,,,,,,47492.59343770667,48398.05727334275,48032.78468111853,49728.7753895053,52831.44505486875,,55807.70753766523,,63847.628489895396,,69379.80789002693,,80046.7291031794,,65194.39637492358,,78159.4282075168,,84133.48450468678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,1955.0,,,,,,,,,,,,27287.5485314272,37253.23139585893,,,36877.82397053853,38697.66872702025,33377.97053333983,38426.22774489482,57498.89654411551,,,,,67923.00903180361,,70688.86086908403,,,,106681.73952260222,,111656.32601073828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,1957.0,,,,,,11626.686624474907,,2989.50701003635,2846.1059235907132,4382.800102586153,6081.498296108005,17108.893486045916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,1954.0,,,,,,,,,,,,,,,31830.499508922632,40300.68646924658,42409.49756611931,38697.66872702025,38384.6661133408,41628.413390302725,37296.58154212897,36227.27660905286,,40067.07207832375,,54338.40722544288,,48434.96022511313,,43102.08490171198,,,,,,,,,,,,,,,,30246.000337191308,,,,,,,,,,,,,,,,,,,,
3668,1963.0,,,,,,,34543.4455450685,25814.476779376968,,,,,452.8409576131607,,,,339.61504515901805,,1309.0529790571118,,,,2370.7053227244937,,11165.632601073828,,10516.685563085848,,11180.404778783617,,1938.7953033257659,,2808.098772897435,,5519.996453954277,,4447.941226057545,,4264.603444696757,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,1959.0,,,,,,,,,,59682.186579229936,92115.85478684932,77443.4303381309,98503.15675968792,100579.50750663957,116879.77605738843,,120757.58869684287,,275868.94609355874,,288645.6191815526,,317263.38905726065,,328421.8776052247,,366758.7815994314,,334388.365136959,,304700.98248784256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3674,1961.0,,,,,4378.624497831866,13098.023295085057,,,,,54528.533206255815,66755.94106667966,,,75473.4929355268,,,,,,,,,,94828.21290897975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3678,1960.0,,,,,,,,,,,,59805.488032667665,66755.94106667966,72049.1770216778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,1962.0,,,,,,,,,20282.80318379619,17589.849421372845,38384.6661133408,40027.32056759878,49728.7753895053,49812.50533744768,,44359.97265814415,,,,9163.370853399781,,34481.66792136959,,41487.343147678635,,39079.7141037584,,36808.39947080047,,42688.81824626472,,33928.9178082009,,32761.152350470074,,41399.97340465708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,1959.0,,,,,,,,,,71618.62389507593,,95882.34232340017,175949.50477705043,83444.92633334956,76852.45548978965,49728.7753895053,45284.09576131607,,58669.64125754549,,65206.08867053146,,,,96056.0749238153,,116164.5608135002,,122821.95861181212,,115683.54119394433,,96558.04127131306,,77551.81213303063,,,,101199.93498916176,,133438.23678172636,,34116.827557574055,,,,,,,,,,,,,,,,,,,,,,,
3682,1964.0,,,,,,,18438.911985269264,26384.774132059265,20026.782320003895,24016.392340559265,49728.7753895053,52831.44505486875,,60100.60811748562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3684,1960.0,,,,,,,,,,21109.883388652972,44253.388764646224,43974.62355343211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3685,1959.0,,,,,,4519.284973599924,24082.434738075266,46178.92828395372,62842.149059782714,63660.999017845264,61410.56985789955,60848.40955138857,61564.47297480495,63418.14401334567,65644.80573086199,62160.969236881625,45284.09576131607,,44359.97265814415,,,,13090.529790571116,,6157.4407002445705,,11853.526613622469,,,,6310.011337851509,,15246.006516523115,,77551.81213303063,,84242.96318692304,,96599.93794419986,,106750.58942538107,,119408.8964515092,,,,,,,,,,,,,,,,,,,,,,,
3686,1961.0,,,,,10946.561244579667,8396.168778900677,10135.83049351334,29443.212045753437,1535.2642464474889,,,3004.017348000584,11527.868323468447,,,,,,,,3272.632447642779,,4925.952560195656,,,,,,,,,,,,,,62191.960047884866,,64939.94190044016,,51175.241336361076,,,,,,,,,,,,,,,,,,,,,,,,,
3687,1957.0,,,,,,,,,,,,,,,61564.47297480495,75100.4337000146,59240.43444004618,55944.87231319345,57359.85463100036,,71548.34299700671,,73356.8497543479,,71997.91384814115,,156398.9937862121,,106681.73952260222,,141803.53403363764,,158801.95200259628,,132132.05647653367,,82398.80039134505,,154445.4325093589,,122359.9213959865,,151230.00168595655,,127938.10334090269,,,,,,,,,,,,,,,,,,,,,
3688,1964.0,,,,,15915.249754461316,,,,,,,,,,,67923.00903180361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,1962.0,,,,,14890.605329380349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,1963.0,,,1149.3889306808649,5205.62464291842,,,1535.2642464474889,5531.673595580778,4397.462355343211,6675.594106667965,8005.464113519754,2175.6339232908567,9811.554081618484,,,,,,,,,,,,11165.632601073828,,24188.376795097447,,20328.008688697486,,17449.157729931892,,15912.559713085466,,16559.989361862834,,16012.588413807161,,19617.17584560508,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,1959.0,,,,,,5423.14196831991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,1960.0,,,,,,,,,,,,,,32021.856454079018,31080.484618440812,37736.7464677634,,34343.20463856321,,,,38617.06288218479,,33250.17978132068,,,,,,,,25410.01086087186,,19387.953033257658,,24336.85603177777,,23919.984633801872,,26687.647356345267,,23881.779290301838,,,,,,,,,,,,,,,,,,,,,,,,
3700,1958.0,,,,,,,,,,,7957.624877230658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,1958.0,,,,,,,,,,,,,,,,,,,,20033.536039161874,,24452.2832514493,,36653.483413599126,,39407.620481565245,,47414.106454489876,,,,51531.759259120656,,68098.82910713658,,43622.89432482974,,54289.90960935041,,59799.96158450467,,57823.23593874808,,55439.844781057844,,,,,,,,,,,,,,,,,,,,,,
3703,1955.0,,,,,,,,,,,,,,,,,,,,,,,,,57055.32758671503,,45816.85426699891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,1957.0,,,,,,26460.37010576902,57556.579592626906,61010.347143598985,121003.28799758363,64535.05227682533,58787.81686237737,59682.186579229936,34543.4455450685,29502.259176430824,31661.728958471114,46729.158746675756,32021.856454079018,41958.6542348951,40755.686185184466,,38636.10521838362,,54338.40722544288,,,,67731.84770269027,,69935.80702037257,,75926.30168730202,,75720.1360542181,,79279.2338859202,,106633.74168291711,,83306.93026262391,,80959.9479913294,,85400.47154030488,,93821.27578332865,,,,,,,,,,,,,,,,,,,,,
