,,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income
age,,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0
code,spouse_birthyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,52836.06314923038,62160.969236881625,60378.794348421434,,58669.64125754549,,69281.46921243968,,58907.38405757002,,61574.407002445696,,65194.39637492358,,,,,,,,,,,,22999.98522480949,,,,,,,,,,,,,,
9251,1965.0,,,,,,42409.49756611931,43974.62355343211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9252,1957.0,,,,,,,12098.872668533446,,7662.592871205766,18712.961165974884,30407.491480540022,29841.093289614968,30705.284928949775,38721.71516906545,36938.68378488297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9253,1967.0,,,,5531.673595580778,19348.834363510126,15020.08674000292,,,,,,,,,17017.688727742454,,12314.881400489141,,22521.70056588269,,31263.771283006718,,38911.73658341764,,,,36837.11076318955,,41185.448669162375,,40479.9739956647,,2668.7647356345274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9254,1950.0,,,,,,,,,,,,,,,,,,,,,47941.171161700084,52769.54826411853,36715.76758667381,44830.59903571063,34188.53308028489,17358.90337517116,,42929.005798204016,,,,52362.11916228446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,1956.0,,,,,36769.706181424066,42063.75473327921,,55158.38877626745,58032.13834599663,65482.329365075566,109435.66386419143,85140.97614551206,69629.21767576826,,,,,,,,,,,32603.04433526573,,28799.16553925646,,39407.620481565245,,37931.2851635919,,,,,,,,,,,,24839.98404279425,,,,,,,,,,,,,,,,,,,,,,,,
9258,1964.0,,,4911.758735656896,,,,,,,,,,,,,,,,,,,14224.231936346961,,13398.759121288595,,13671.691232011603,,12196.805213218491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9259,1956.0,,,,,26741.60449558114,27040.985185679492,11907.16654759606,23022.63183705076,4519.284973599924,21893.122489159334,35683.71731032788,34461.82367794536,39788.12438615329,,,,,,54390.84808227142,,,,,,,,,,,87716.09694080627,,92674.75058891278,,103063.51851824131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260,1953.0,,,,,,,,,,,,,,,,,,,,,,,18113.63830452643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9262,1961.0,,,,27115.70984159955,,35683.71731032788,,45756.34304407628,,,,,,93241.45385532244,,,71548.34299700671,,61130.70812862324,,82470.33768059804,,,,,,,,,,,,,,,,,,,,68233.65511514811,,,,,,,,,,,,,,,,,,,,,,,,,
9264,1959.0,,21339.800387473748,,,2638.0098979953996,6778.927460399887,40502.27660494476,48277.97047867889,52706.31856626937,71618.62389507593,,59004.51835286165,,,,,,,,,,,,,,,100754.97621579099,,145153.22381395978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9268,1960.0,,,18522.259074038313,26859.737143225884,20336.78238119966,26271.746986991202,28966.782287207338,32434.65757924269,31830.499508922632,,,,,,,,,51514.80695784483,,39395.34523844609,,,,73889.28840293484,,71121.1596817348,,72576.61190697989,,63100.11337851508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9270,1961.0,,,,,,,,,,31346.150374957742,31661.728958471114,,35224.04209948692,40404.630003973056,37736.7464677634,,38636.10521838362,,43470.72578035431,,45816.85426699891,,,,,,,,,,,,,,,,13799.991134885695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9275,1967.0,,,,,,16688.985266669915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9276,1962.0,,,,,,,,,,2990.274401633383,15020.08674000292,14409.835404335558,,,,,,,,,,,,27263.111211331674,,25680.954982469808,,18404.199735400234,,3252.4813901915977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9277,1960.0,,12018.215638079775,,,11298.212433999812,,,,5968.218657922994,,36877.82397053853,,20026.782320003895,48032.78468111853,43512.67846581713,40755.686185184466,,42929.005798204016,,39.39534523844609,,39271.58937171335,,41870.59676166307,,45043.40113176538,,42429.40388408055,,28920.885298486082,,41672.417811829844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9282,1960.0,,,,,,,,,,,,26384.774132059265,,,,,,,,,,26181.05958114223,,,,37931.2851635919,,55828.16300536914,,37860.06802710905,,35574.015205220596,,36837.11076318955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9284,1947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32021.856454079018,31080.484618440812,,,2861.9337198802677,,,,36653.483413599126,,12314.881400489141,,29633.81653405617,,,,,,863.9403692696432,,,,,,2759.9982269771385,,2668.7647356345274,,,,,,,,,,,,,
9286,1963.0,,,,,,5968.218657922994,,,,,28819.670808671115,,,,,,,,,,,,,,44662.530404295314,,41015.07369603481,,,,,,,,,,,,42646.03444696756,,,,,,,,,,,,,,,,,,,,,,,,,,,
9292,1963.0,,,,,,,,26847.055850552042,,,,,,,,,,,,,,,,,,,,,,,,,22464.79018317948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9297,1959.0,,6685.401123895285,,24766.906418999803,,,,,,,,,,,,,,,,,,,7854.317874342671,,7388.9288402934835,,7112.115968173481,,13398.759121288595,,9465.017006777263,,7623.003258261558,,19387.953033257658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9299,1969.0,4797.700770148403,,,,,,,,,,,,,,,,,,62527.542566013435,,68358.456160058,,81312.03475478994,,72704.82387471622,,163805.76175235037,,137999.91134885696,,106750.58942538107,,127938.10334090269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9300,1965.0,,,,,,,,20026.782320003895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9301,1956.0,,,,,,,26460.37010576902,28778.289796313453,31634.994815199472,32839.683733738995,37782.75950505304,,,,,,,,,,,,,9509.221264452504,,22253.9006439709,,30787.203501222848,,40301.9904863164,,33496.89780322149,,31550.05668925754,,63016.826934962206,,63010.84735808739,,,,,,97854.706973266,,55439.844781057844,,,,,,,,,,,,,,,,,,,,
9304,1961.0,,,,,,25188.50633670203,26353.159283134686,29841.093289614968,42219.766777305944,46097.279963173154,61564.47297480495,50066.95580000974,48032.78468111853,38850.605773051015,39246.216326473936,,44359.97265814415,,50263.02668353467,,37962.53639265624,,30787.203501222848,,42672.69580904089,,55828.16300536914,,68358.456160058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9308,1958.0,,,,,,,,,18891.37975252652,18244.494888324014,29841.093289614968,37422.06600715753,,,,,71485.11462241386,60378.794348421434,,78703.17729670738,,,,,,,,85345.39161808178,,,,92546.83295515545,,86394.03692696431,,113419.5252445573,,154445.4325093589,,124199.92021397124,,66719.11839086318,,72498.25855984486,,,,,,,,,,,,,,,,,,,,,,
9309,1963.0,,,,,,,,,,,,,,,,,,,,,9236.161050366854,,,,,,,,36996.975813429424,,29081.92954988649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9311,1962.0,,,,,,,,32624.365237009133,36877.82397053853,35179.69884274569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312,1961.0,,,,,,,,,,7172.736762269743,,,,,,,,,,,,,19088.066170758168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9315,1956.0,,,,,,,,,,,,,,67167.81078207762,66380.08314696934,67720.92027228544,60080.34696001168,,62160.969236881625,63397.73406584251,,55807.70753766523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9317,1957.0,,,,,,,,,,,,,,,,,48032.78468111853,,45284.09576131607,,,,,,,,,,47414.106454489876,,,,78875.14172314385,,,,,,,,,,,,52881.082714239776,,,,,,,,,,,,,,,,,,,,,
9319,1954.0,,,,,,,,,,,,,,,,,,,,,,22642.047880658036,,24326.436618982276,,54338.40722544288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9321,1961.0,,,,,,,,43766.936824768614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9322,1957.0,,,,,,,,,,,50679.1524675667,59682.186579229936,80601.37293849316,47941.171161700084,51010.563321981244,47563.60801000925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9323,1957.0,,,,,,,,,,,,,,,,38384.6661133408,32021.856454079018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325,1957.0,,,,,,,,,,,30407.491480540022,,28786.204620890414,62692.300749915485,38697.66872702025,55073.651380010706,52836.06314923038,54390.84808227142,55850.38477228983,,57238.674397605355,,81507.61083816433,,65452.64895285559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9329,1966.0,,20271.66098702668,25862.28085099964,,,40456.65366915754,38384.6661133408,,62160.969236881625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9330,1957.0,,,,,,,,,,,70950.81345459339,89523.27986884491,86358.61386267125,73755.64794107706,70359.39768549138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9334,1960.0,,,,4796.381632718909,,,23089.46414197686,8108.664394810672,,,,,,8005.464113519754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9336,1954.0,,,,,,,,,,,,,,29393.908431188684,33819.9057282303,30705.284928949775,46097.279963173154,43974.62355343211,35046.869060006815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9340,1960.0,,,,,,,,,,,35033.9327720116,31661.728958471114,,28819.670808671115,41958.6542348951,,,,,,,,,,,,,55828.16300536914,,51531.759259120656,,,,38775.906066515316,,39313.38282056409,,44159.97163163422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342,1962.0,,,,,4130.915039219133,,,,,,31709.072006672835,30420.76363137507,29526.46038751877,28679.92731550018,,37205.13835844349,,35319.96469653787,,,,39407.620481565245,,37931.2851635919,,50245.34670483223,,57841.770596972165,,45738.01954956934,,48469.88258314414,,23400.823107478624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9344,1964.0,,,,,,,,,,,,1207.5758869684287,,,,20376.902709541082,,,,45565.06118180982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9349,1965.0,,,,,,2950.225917643082,3517.969884274569,12683.628802669133,11207.649758927657,12121.389001191916,12332.368745665077,,,,,,41889.69532982758,,25861.250941027192,,35560.5798408674,,,,10516.685563085848,,15246.006516523115,,,,16848.59263738461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9350,1959.0,,,,,,,,,,,,14751.129588215412,11433.402123892349,13351.18821333593,20814.206695151363,24864.38769475265,25660.98759807911,,25757.403478922413,,,,,,,,,,,,,,,,92092.77690797388,,88923.12780841877,,73599.95271939038,,80062.94206903582,,63969.05167045134,,,,,,,,,,,,,,,,,,,,,,,
9353,1961.0,,,,10168.39119059983,7662.592871205766,,3040.7491480540025,19894.062193076647,13433.562156415528,12907.238389688484,17589.849421372845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9354,1959.0,,,,,,13557.854920799775,,,,23872.874631691975,26218.475168706987,18438.911985269264,26384.774132059265,26702.37642667186,19213.11387244741,23310.36346383061,30189.397174210717,,31481.270918682945,,33961.504515901805,,40.58064235077046,,41870.59676166307,,,,33496.89780322149,,35756.73091449188,,28459.212164176482,,33928.9178082009,,23400.823107478624,,27599.98226977139,,26687.647356345267,,,,,,,,,,,,,,,,,,,,,,,,,
9357,1964.0,,,,,,,18438.911985269264,35179.69884274569,28371.274953338852,32021.856454079018,,33208.33689163179,,,,32603.04433526573,,30108.21851831357,,39407.620481565245,,42672.69580904089,,,,42066.74225234339,,43705.218680699596,,48469.88258314414,,,,,,32914.76507282583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9359,1955.0,,,,,,,,,,,,,,,65248.730474018266,59004.51835286165,56287.5181483931,58411.448433344696,59240.43444004618,57498.89654411551,63397.73406584251,,,,55696.867406078956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9362,1952.0,,,,,,,,,,,,,,18609.154115785434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66719.11839086318,,,,,,,,,,,,,,,,,,
9366,1950.0,,,,,,,,,,,,,,,,,,,63660.999017845264,139361.69289096273,,,,,,,,,,,,,,,,34375.22717950516,,36846.58758354363,,37860.06802710905,,,,,,,,,,,,,,,,,,,,,,,,,,
9367,1966.0,,,,,44253.388764646224,47492.59343770667,50066.95580000974,59240.43444004618,,20377.843092592233,,30050.30405874281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9368,1961.0,,,,,,,,,34543.4455450685,29502.259176430824,47492.59343770667,,,15540.242309220406,53586.17998422402,,57238.674397605355,,74715.30993498398,,104724.23832456893,,105907.9800442066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9374,1955.0,,,,,,33427.005619476426,,,,,,27287.5485314272,,,,35955.87837127507,,,,,,,,,,,34035.37745548491,,92361.61050366855,,,,44662.530404295314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9375,1960.0,,,,,,,,,,,,68600.41274335409,70928.18738334713,72849.72343302977,77701.21154610203,83020.84222907947,,91581.87903616857,,61130.70812862324,,77234.12576436959,,67731.84770269027,,,,,,71513.46182898377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9377,1961.0,,15347.014661346031,,6552.963211719892,5473.280622289833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9378,1964.0,,,73466.47681538093,40543.32197405336,29841.093289614968,57572.40924178083,168527.967762964,87949.24710686422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9379,1961.0,,,,,,,,37798.718166845625,38381.60616118722,42409.49756611931,42215.638611294824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9380,1955.0,,,,,,,,,,,,,,,67167.81078207762,70067.8655440232,,50066.95580000974,51234.97032652643,76147.18731517998,84530.31208779001,,50083.84009790469,,67923.00903180361,,45816.85426699891,,44333.5730417609,,68750.45435901031,,83742.24450805371,,73616.79894160094,,88426.83779583407,,72704.82387471622,,60842.14007944443,,57039.96335752754,,57823.23593874808,,42646.03444696756,,,,,,,,,,,,,,,,,,,
9381,1949.0,,,,,,,,,,,,11699.451966816749,14421.858765695732,13230.18505288451,,97950.98251780476,39407.620480486796,48277.97047867889,48651.98636886404,29841.093289614968,57572.40924178083,62692.300749915485,63323.45791694223,76769.3322266816,67245.89855356594,66823.04192964775,52831.44505486875,,52945.77381778496,,61130.70812862324,,65452.64895285559,,56648.45444225004,,,,,,,,,,,,,,16559.989361862834,,,,,,,,,,,,,,,,,
9382,1950.0,,,,,,,,,,,,,,,25985.888598199566,26271.746986991202,23089.46414197686,24325.99318443202,,,,,,,,,,,,,,26181.05958114223,,,,,,,,,,20328.008688697486,,,,,,,,,,,,,,,,,,,,,,,,
9383,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9384,1961.0,,,,,,16792.337557801355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9386,1962.0,,,,,,,,,,,,,,8302.084222907948,,35774.171498503354,,29886.123973993585,,32726.324476427795,,,,,,,,14723.359788320186,,,,12602.169471617477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9387,1965.0,,,,,,27658.367977903894,17589.849421372845,,,,,,,,,,,,6530.5816066793905,,7112.115968173481,,10049.069340966445,,21033.371126171696,,22360.809557567234,,11632.771819954596,,14040.493864487175,,18399.988179847594,,16902.17665901867,,21323.01722348378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9389,1962.0,,,,,,,,,14751.129588215412,5276.954826411853,53131.05349497033,88060.1052487173,82363.28423886815,,,,,,,,,83741.19352332615,,112608.50282941347,,145153.22381395978,,147233.59788320187,,142296.06082088238,,157042.41956938704,,146957.16911496577,,150879.90307475027,,123652.76608439976,,121967.65851832724,,,,,,,,,,,,,,,,,,,,,,,,,,
9391,1962.0,,,,,,,,,,21107.819305647412,,16010.928227039509,15540.242309220406,7547.349293552679,,,,10867.681445088578,,10472.423832456894,,22166.78652088045,,,,,,25240.045351406035,,16099.782881448407,,,,,,,,,,19617.17584560508,,,,,,,,,,,,,,,,,,,,,,,,,,
9392,1952.0,,,,,,,,,,,,,,,12594.253168351015,30407.491480540022,35809.311947537964,,,,,,,67926.14364197411,,51514.80695784483,,43470.72578035431,,,,55416.96630220112,,,,,,,,,,,,,,41399.97340465708,,35583.52980846036,,,,,,,,,,,,,,,,,,
9395,1959.0,,,,,,,32839.683733738995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9396,1952.0,,,,,,,,,31087.115226113074,,26460.37010576902,33574.67142903236,22596.424867999624,21893.122489159334,20990.421947251692,20271.66098702668,19894.062193076647,38381.60616118722,40565.60636759238,43974.62355343211,,22415.299517855314,32634.50884936285,31698.867032921255,,,,,,45816.85426699891,,39407.620481565245,,,,37963.15084365101,,,,,,,,,,,,29890.165039106705,,19617.17584560508,,,,,,,,,,,,,,,,
9397,1951.0,,,,,,,,,,23398.903933633497,,,16787.33571451618,22596.424867999624,21893.122489159334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9398,1961.0,,,,,,,24325.99318443202,23872.874631691975,24948.04400477169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9400,1965.0,,,,,3838.160616118722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9406,1961.0,1802.7323457119664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9408,1957.0,,,,,27040.985185679492,15876.222063461411,16787.33571451618,13557.854920799775,696.2012951552667,,,,4797.700770148403,20282.80318379619,26384.774132059265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9411,1963.0,,,,,,13925.843535153652,11514.481848356165,11063.347191161556,5276.954826411853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9415,1961.0,,,21583.717347235088,19317.68361965288,23635.815039296413,28337.06962878978,36732.24970849235,39788.12438615329,57572.40924178083,60848.40955138857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9416,1956.0,,,,,43455.107305319354,60091.078190398875,26460.37010576902,47963.81632718908,27115.70984159955,32839.683733738995,41980.843894503385,,57692.780359922275,,,,,,,,,275868.94609355874,,95092.21264452506,,19635.794685856676,,88667.1460835218,,4741.410645448987,,22331.265202147657,,16826.696900937353,,25410.01086087186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9417,1954.0,,,,,,,15861.114166441565,36054.646914239325,37044.518148076626,38371.05306175127,40221.63626503933,46632.350901909376,52476.054868129235,40543.32197405336,34615.66821595337,34543.4455450685,37799.76956980199,45733.608495569395,41054.90375600798,40027.32056759878,43512.67846581713,48303.03547873715,,,,51621.48686417074,,,,,,73491.86500445931,,77042.86494740941,,84133.48450468678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9418,1958.0,,,,,,,39543.74351899934,41596.93272940273,52476.054868129235,60814.982961080044,69629.21767576826,67167.81078207762,46097.279963173154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9419,1959.0,,,,,19425.34561251158,13557.854920799775,3502.8995982654933,12594.253168351015,10135.83049351334,13925.843535153652,28786.204620890414,36877.82397053853,35179.69884274569,43391.36169334177,9606.556936223706,18648.290771064487,27170.45745678964,,30050.30405874281,,33961.504515901805,,45816.85426699891,,39407.620481565245,,39116.637824954145,,35730.02432343625,,37860.06802710905,,40656.01737739497,,34898.315459863785,,42121.48159346152,,,,,,42646.03444696756,,,,,,,,,,,,,,,,,,,,,,,
9420,1956.0,,,,,,,,,5899.926533034702,17514.497991327466,20990.421947251692,1419.0162690918678,7957.624877230658,9595.401540296805,9219.455992634632,2744.0165097341637,10981.352305468803,18412.567461095434,23310.36346383061,27170.45745678964,,24326.436618982276,,21735.362890177155,,43198.748308884686,,45565.06118180982,,43858.04847040313,,44662.530404295314,,47325.08503388631,,7623.003258261558,,53316.870841458556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9421,1955.0,,,,,,,,,29977.38520449318,51971.77719639913,26271.746986991202,7346.647681538093,18244.494888324014,54111.849165168474,47977.00770148402,49785.062360227006,56287.5181483931,60080.34696001168,65644.80573086199,69931.09039149183,67926.14364197411,,70832.85956703663,,71998.38957371183,,70688.86086908403,,76352.26468303267,,78233.27564990829,,81509.11798783895,,78875.14172314385,,81312.03475478994,,77551.81213303063,,79562.79856542732,,82799.94680931416,,40031.47103451791,,,,,,,,,,,,,,,,,,,,,
9422,1959.0,,,,,,,,,,,42219.766777305944,,43974.62355343211,43391.36169334177,36825.13492219087,,,,,,61130.70812862324,,,,,,,,,,,,,,,,,,147199.90543878076,,142334.11923384143,,117703.05507363047,,,,,,,,,,,,,,,,,,,,,,,
9424,1965.0,,,,39788.12438615329,,29502.259176430824,,,19213.11387244741,10878.169616454283,57359.85463100036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9425,1966.0,,,,,,,16688.985266669915,24016.392340559265,31080.484618440812,,,,,,,65452.64895285559,,67731.84770269027,,59267.63306811234,,66993.79560644297,,94650.17006777262,,81312.03475478994,,67857.8356164018,,74882.6339439316,,73599.95271939038,,75615.00084297828,,59704.4482257546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9426,1963.0,,,,,,,,,,6008.034696001168,,,2415.1517739368574,,10732.251449551004,,13584.60180636072,,19635.794685856676,,24629.762800978282,,27263.111211331674,,27914.08150268457,,26291.71390771462,,37606.816074090355,,36837.11076318955,,35569.25112336751,,34959.977541710425,,33804.35331803734,,32410.986179695352,,,,,,,,,,,,,,,,,,,,,,,,,,,
9429,1944.0,,,,,,,,,,,,,,,,,,,,,15817.497407599736,,,,29841.093289614968,28786.204620890414,31346.150374957742,27264.266603127908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9432,1957.0,,,,,3905.920082375927,,,,,6297.126584175508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9433,1938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14139.14822366874,38516.15587535069,19894.062193076647,34639.399560471466,37430.99133009661,,,,20202.315001986528,,,,,,,15708.635748685341,,30790.282221572972,,9956.962355442874,,,,1051.6685563085846,,1118.0404778783618,,,,,,,,,,,,
9434,1961.0,,,,21692.56787327964,19703.810240243398,31485.63292087754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9436,1962.0,,,,21893.122489159334,8396.168778900677,16217.328789621344,15915.249754461316,,,,,,,20408.032489766443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9445,1962.0,,,,,,7297.797955329605,13925.843535153652,3838.160616118722,2765.836797790389,42215.638611294824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446,1951.0,,,,,,,,,,,,,,,,,,,,36877.82397053853,35179.69884274569,50066.95580000974,56038.24879463828,62160.969236881625,60378.794348421434,,57238.674397605355,,52300.71695448878,,54980.225120398696,,61574.407002445696,,80603.9809726328,,55828.16300536914,,60996.77626589791,,,,,,,,,,,,,,,,,,,,,,,,,,,
9448,1957.0,,,,,,,,,,,,39788.12438615329,19190.80308059361,18438.911985269264,40456.65366915754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9449,1953.0,,,,,,,,,,,,,,36733.238407690464,17230.91183897268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9450,1960.0,,,,,,,,,,19190.80308059361,27658.367977903894,22866.804247784698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9451,1957.0,,,,,,3175.2444126922824,21773.174421727486,37600.45098035137,32839.683733738995,38406.17503688642,44597.65417145869,47745.74926338395,46057.92739342466,49785.062360227006,51010.563321981244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9452,1947.0,,,,,,,,,,,,,,,,,,,,,,39788.12438615329,37422.06600715753,44253.388764646224,50131.070850912605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9453,1962.0,,,,,18471.571313581488,30407.491480540022,29841.093289614968,28786.204620890414,36877.82397053853,38697.66872702025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9454,1959.0,,,,,,,,,,15517.368510599783,73692.68382947946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9455,1956.0,,,,,,,,35972.862245391814,40673.56476239932,,62971.26584175508,44597.65417145869,,86358.61386267125,86662.88633076554,79154.32239617778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9456,1957.0,,,,,,,,,,,,,,29502.259176430824,21987.311776716055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9458,1960.0,,,,,,43260.81003857884,,52706.31856626937,19894.062193076647,,,40456.65366915754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
