"R0000100","R0006500","R0007900","T9900000"
7963,4,0,8
7964,3,8,13
7965,12,12,12
7966,12,12,12
7967,4,8,12
7968,11,8,12
7969,8,6,14
7970,0,0,12
7971,10,0,11
7972,0,-2,12
7973,8,3,14
7974,7,5,12
7975,3,3,5
7976,-2,0,6
7977,6,0,9
7978,6,0,6
7979,0,1,20
7980,12,10,20
7981,12,3,14
7982,12,-2,14
7983,6,3,12
7984,6,4,11
7985,4,2,12
7986,4,2,10
7987,3,-3,17
7988,1,6,15
7989,0,8,13
7990,12,16,12
7991,11,8,12
7992,12,12,11
7993,12,-2,12
7994,-4,6,10
7995,-2,12,8
7996,13,14,12
7997,12,12,12
7998,12,12,16
7999,9,3,10
8000,-3,12,16
8001,10,8,13
8002,-1,-2,10
8003,3,-4,16
8004,10,12,12
8005,12,-2,16
8006,12,-2,12
8007,12,12,17
8008,14,16,20
8009,2,-4,15
8010,12,11,12
8011,12,0,11
8012,14,12,13
8013,12,12,14
8014,9,12,12
8015,11,12,11
8016,11,12,9
8017,11,12,11
8018,11,-4,12
8019,6,12,11
8020,8,12,15
8021,12,14,16
8022,9,-2,12
8023,9,12,12
8024,1,-3,13
8025,1,-3,14
8026,12,15,12
8027,4,12,12
8028,12,6,15
8029,12,12,16
8030,12,12,14
8031,12,12,13
8032,10,11,14
8033,14,12,16
8034,12,18,16
8035,11,17,20
8036,12,14,12
8037,12,12,13
8038,12,14,20
8039,12,10,12
8040,13,12,16
8041,13,12,12
8042,12,12,15
8043,13,-3,12
8044,9,12,14
8045,9,-3,10
8046,16,16,16
8047,12,12,14
8048,10,10,12
8049,12,12,13
8050,11,12,13
8051,12,-2,12
8052,-2,-2,14
8053,12,14,12
8054,12,14,12
8055,13,17,14
8056,14,14,18
8057,12,12,13
8058,12,10,12
8059,0,0,6
8060,-2,16,12
8061,6,4,11
8062,4,7,13
8063,2,-2,9
8064,12,16,12
8065,10,9,11
8066,10,9,-3
8067,10,9,12
8068,4,12,12
8069,12,2,14
8070,5,16,10
8071,6,7,16
8072,11,-3,13
8073,14,16,12
8074,11,12,12
8075,12,14,12
8076,12,16,13
8077,16,16,19
8078,17,16,17
8079,-2,-2,12
8080,12,10,19
8081,14,16,13
8082,6,6,16
8083,6,6,14
8084,11,-2,12
8085,10,12,14
8086,12,13,16
8087,14,20,14
8088,3,6,15
8089,12,16,13
8090,14,14,16
8091,0,0,4
8092,16,12,15
8093,6,6,12
8094,0,0,13
8095,6,6,7
8096,-2,6,12
8097,6,3,12
8098,6,3,15
8099,3,4,3
8100,0,6,6
8101,0,6,10
8102,-2,0,6
8103,-2,0,4
8104,8,6,14
8105,6,3,17
8106,-2,-2,8
8107,2,4,3
8108,8,12,15
8109,14,6,11
8110,3,-2,14
8111,2,6,20
8112,7,-2,11
8113,12,4,13
8114,5,6,10
8115,11,10,10
8116,12,1,8
8117,12,8,12
8118,8,12,18
8119,13,-4,16
8120,14,0,20
8121,6,6,16
8122,12,12,13
8123,2,1,20
8124,12,12,13
8125,11,-4,13
8126,5,5,12
8127,11,10,12
8128,8,-2,12
8129,8,8,13
8130,15,15,17
8131,16,16,16
8132,16,19,14
8133,14,12,13
8134,12,20,20
8135,14,20,16
8136,12,14,16
8137,9,10,12
8138,11,10,20
8139,5,6,16
8140,11,12,12
8141,6,9,12
8142,6,-3,14
8143,12,-3,15
8144,12,4,12
8145,12,12,11
8146,12,-2,12
8147,7,6,13
8148,11,-2,14
8149,15,6,14
8150,15,6,20
8151,12,16,16
8152,8,8,16
8153,8,-2,14
8154,6,8,12
8155,0,7,16
8156,0,3,18
8157,11,-2,11
8158,16,12,13
8159,11,11,12
8160,10,11,12
8161,4,-2,11
8162,10,10,12
8163,0,5,15
8164,9,9,10
8165,9,3,12
8166,14,13,17
8167,9,12,12
8168,12,11,12
8169,12,8,17
8170,12,12,12
8171,9,12,14
8172,12,12,13
8173,2,2,12
8174,-2,-2,12
8175,12,12,12
8176,12,8,14
8177,3,1,7
8178,4,4,11
8179,10,4,9
8180,0,0,3
8181,3,3,12
8182,11,10,11
8183,11,10,12
8184,12,11,12
8185,11,10,11
8186,11,10,11
8187,11,12,12
8188,11,-2,12
8189,6,6,6
8190,0,0,4
8191,14,-3,13
8192,14,12,15
8193,10,12,12
8194,6,6,12
8195,1,0,11
8196,10,16,12
8197,-2,12,11
8198,3,5,6
8199,10,14,11
8200,6,6,12
8201,6,-3,12
8202,3,4,6
8203,0,0,14
8204,3,2,6
8205,4,4,9
8206,-3,12,12
8207,4,0,9
8208,12,12,12
8209,6,5,12
8210,-2,7,11
8211,-2,-2,9
8212,12,12,16
8213,-2,-2,11
8214,9,-2,13
8215,4,-2,13
8216,4,4,12
8217,12,10,19
8218,12,15,13
8219,12,14,16
8220,12,16,16
8221,8,-2,12
8222,16,16,11
8223,16,12,14
8224,16,-2,12
8225,-2,16,17
8226,14,12,16
8227,14,12,15
8228,14,12,12
8229,14,15,12
8230,-2,-2,4
8231,-2,-2,3
8232,-3,4,3
8233,6,6,12
8234,3,8,4
8235,12,16,14
8236,-3,16,20
8237,12,16,18
8238,11,14,14
8239,12,14,13
8240,12,8,12
8241,-2,8,12
8242,-3,11,12
8243,10,12,12
8244,12,12,12
8245,-2,-3,12
8246,-2,-3,12
8247,-3,-4,12
8248,-2,12,11
8249,10,-2,13
8250,10,-2,12
8251,-2,-2,15
8252,10,10,14
8253,14,12,12
8254,15,11,12
8255,14,12,12
8256,12,12,17
8257,6,6,16
8258,-2,-2,6
8259,-2,0,6
8260,-3,-3,12
8261,11,12,10
8262,12,12,18
8263,11,6,18
8264,6,6,8
8265,8,-3,12
8266,8,-3,18
8267,-2,3,12
8268,-2,-2,14
8269,1,-4,12
8270,-2,-2,14
8271,6,6,14
8272,12,-3,12
8273,12,12,12
8274,6,3,12
8275,10,9,12
8276,6,-4,13
8277,11,-3,14
8278,-2,-2,12
8279,10,11,14
8280,-2,-2,5
8281,16,4,16
8282,-2,-2,12
8283,12,12,12
8284,1,1,9
8285,8,9,14
8286,8,9,12
8287,10,9,9
8288,12,12,10
8289,11,6,12
8290,2,6,12
8291,2,6,12
8292,6,6,10
8293,12,12,14
8294,3,-3,14
8295,4,-3,12
8296,5,-2,10
8297,-2,-2,11
8298,6,0,3
8299,14,12,17
8300,14,13,16
8301,6,6,13
8302,0,3,17
8303,0,3,16
8304,2,12,12
8305,3,3,6
8306,0,6,12
8307,0,6,8
8308,8,12,11
8309,0,0,7
8310,12,20,11
8311,12,16,14
8312,10,12,12
8313,12,-2,9
8314,10,7,12
8315,10,7,13
8316,3,3,15
8317,3,-2,12
8318,2,5,14
8319,2,4,12
8320,2,3,12
8321,2,5,12
8322,-2,-2,12
8323,12,2,12
8324,8,10,12
8325,-4,-2,11
8326,-2,-2,12
8327,3,8,12
8328,5,6,12
8329,3,5,12
8330,5,7,12
8331,4,5,9
8332,-2,6,3
8333,8,10,12
8334,3,2,12
8335,12,12,12
8336,16,10,14
8337,14,10,12
8338,12,12,14
8339,9,12,12
8340,2,6,12
8341,12,-3,13
8342,7,9,15
8343,7,-4,13
8344,5,7,14
8345,16,10,16
8346,16,12,20
8347,4,-2,13
8348,-3,-2,12
8349,8,9,12
8350,0,-2,12
8351,9,10,13
8352,9,10,14
8353,12,0,7
8354,6,3,12
8355,6,9,12
8356,4,6,12
8357,4,6,12
8358,-3,-3,12
8359,3,2,8
8360,2,0,12
8361,12,-3,14
8362,13,14,12
8363,12,12,12
8364,8,-4,11
8365,12,11,12
8366,12,11,12
8367,-2,-2,12
8368,12,12,13
8369,12,12,12
8370,-3,12,12
8371,10,11,12
8372,-3,17,18
8373,-3,12,12
8374,6,3,13
8375,5,7,12
8376,8,5,12
8377,10,8,12
8378,8,5,11
8379,6,6,16
8380,6,6,14
8381,14,18,12
8382,12,14,14
8383,12,8,12
8384,12,12,12
8385,10,-2,12
8386,12,12,13
8387,2,0,14
8388,1,1,8
8389,3,1,13
8390,3,1,14
8391,4,4,12
8392,4,4,15
8393,4,2,12
8394,16,9,11
8395,10,11,16
8396,1,0,13
8397,1,0,14
8398,2,0,12
8399,2,2,18
8400,-3,-2,12
8401,-2,-2,8
8402,0,6,15
8403,0,0,12
8404,-2,0,10
8405,10,12,10
8406,12,10,12
8407,3,5,12
8408,9,14,13
8409,-4,12,17
8410,12,12,16
8411,12,12,12
8412,12,12,12
8413,12,12,12
8414,12,12,18
8415,12,12,12
8416,12,12,16
8417,12,12,17
8418,8,8,13
8419,11,12,13
8420,13,10,12
8421,13,10,13
8422,12,8,15
8423,12,-3,12
8424,6,8,8
8425,12,12,12
8426,7,7,13
8427,11,-2,10
8428,13,10,18
8429,12,12,12
8430,12,12,18
8431,11,11,18
8432,-2,11,13
8433,12,12,12
8434,12,12,16
8435,10,12,16
8436,12,12,12
8437,8,-3,12
8438,2,8,11
8439,7,9,6
8440,8,9,12
8441,9,6,8
8442,9,6,10
8443,11,14,12
8444,12,14,12
8445,12,-2,12
8446,12,12,12
8447,12,6,12
8448,8,12,12
8449,8,12,12
8450,9,-2,13
8451,8,12,12
8452,8,6,8
8453,11,5,14
8454,12,16,17
8455,12,16,12
8456,11,9,14
8457,12,13,12
8458,9,11,12
8459,-2,8,12
8460,10,3,10
8461,10,12,13
8462,12,12,12
8463,12,12,16
8464,8,8,16
8465,10,3,12
8466,9,-2,13
8467,-4,11,12
8468,16,17,12
8469,16,18,16
8470,9,9,9
8471,12,-2,12
8472,12,11,12
8473,7,8,9
8474,12,12,20
8475,10,10,12
8476,10,10,12
8477,11,10,12
8478,10,10,12
8479,11,9,12
8480,11,9,12
8481,11,9,12
8482,9,7,16
8483,9,6,13
8484,6,6,16
8485,6,6,12
8486,8,8,9
8487,8,8,12
8488,14,17,17
8489,12,15,20
8490,12,12,14
8491,5,-2,12
8492,5,9,14
8493,10,8,12
8494,8,11,16
8495,10,12,12
8496,8,8,12
8497,8,8,12
8498,12,11,13
8499,11,12,12
8500,10,12,12
8501,8,9,10
8502,6,6,12
8503,6,6,12
8504,6,6,12
8505,12,12,12
8506,8,0,12
8507,8,0,8
8508,11,12,7
8509,10,12,12
8510,10,12,12
8511,10,6,14
8512,10,6,18
8513,11,11,14
8514,10,11,14
8515,12,11,14
8516,12,11,13
8517,12,18,18
8518,8,-2,12
8519,10,9,14
8520,12,10,16
8521,12,10,11
8522,9,3,12
8523,12,-2,9
8524,11,9,12
8525,12,8,12
8526,-2,-2,9
8527,-2,-2,9
8528,7,2,12
8529,10,11,14
8530,10,9,12
8531,-3,6,9
8532,12,11,12
8533,12,12,18
8534,12,12,16
8535,12,11,12
8536,12,12,12
8537,12,12,18
8538,12,12,11
8539,12,12,15
8540,11,10,12
8541,11,8,14
8542,9,6,9
8543,11,10,12
8544,12,8,9
8545,-2,6,10
8546,11,6,12
8547,12,6,11
8548,9,11,8
8549,12,6,12
8550,12,7,8
8551,10,12,15
8552,10,12,12
8553,12,12,14
8554,9,12,12
8555,9,6,12
8556,8,8,12
8557,12,-2,12
8558,12,-2,12
8559,12,10,12
8560,12,-3,12
8561,11,8,14
8562,8,9,12
8563,12,5,10
8564,12,5,12
8565,12,5,12
8566,10,12,11
8567,9,11,12
8568,11,-2,12
8569,11,-2,12
8570,8,-2,12
8571,2,2,8
8572,2,2,12
8573,8,6,8
8574,-2,5,11
8575,-3,-3,12
8576,-3,-3,12
8577,9,8,12
8578,10,7,9
8579,11,8,12
8580,11,11,12
8581,11,11,12
8582,11,11,13
8583,11,-3,13
8584,4,6,8
8585,12,9,12
8586,12,16,12
8587,12,16,12
8588,12,16,13
8589,-2,-2,7
8590,2,7,6
8591,-2,-2,7
8592,5,2,12
8593,8,8,12
8594,8,5,7
8595,9,6,8
8596,-2,-2,12
8597,2,-2,10
8598,-2,-2,8
8599,6,-2,13
8600,4,7,12
8601,-3,-2,12
8602,11,-2,12
8603,11,7,12
8604,11,12,13
8605,-2,-3,12
8606,8,6,12
8607,7,7,10
8608,11,2,12
8609,10,-2,12
8610,9,3,13
8611,7,6,14
8612,10,-2,12
8613,15,6,12
8614,12,-4,12
8615,6,-2,12
8616,12,-2,19
8617,12,12,12
8618,12,14,12
8619,12,14,17
8620,12,12,15
8621,12,12,12
8622,12,12,16
8623,12,12,16
8624,12,12,16
8625,12,12,17
8626,12,12,12
8627,12,-2,12
8628,12,-4,12
8629,12,-4,12
8630,11,10,12
8631,11,7,12
8632,12,9,12
8633,12,7,13
8634,10,6,12
8635,12,7,14
8636,11,12,16
8637,12,8,12
8638,-1,-1,17
8639,-2,-2,13
8640,7,12,16
8641,12,-2,12
8642,12,-4,12
8643,12,-4,12
8644,-3,-2,12
8645,10,-4,12
8646,12,10,12
8647,11,-4,12
8648,11,11,15
8649,11,-2,12
8650,11,-2,12
8651,11,-4,12
8652,12,12,15
8653,12,12,13
8654,12,12,12
8655,10,9,12
8656,7,5,12
8657,11,8,10
8658,9,7,12
8659,9,7,12
8660,10,-4,14
8661,10,-4,12
8662,10,-4,11
8663,10,-4,12
8664,10,-4,14
8665,9,-2,12
8666,9,-4,12
8667,9,-4,12
8668,11,7,16
8669,12,-4,20
8670,12,-4,16
8671,12,-2,16
8672,8,8,11
8673,16,12,15
8674,10,-2,8
8675,12,16,16
8676,10,8,12
8677,10,8,11
8678,10,-2,12
8679,6,-3,12
8680,10,4,12
8681,11,4,14
8682,7,-2,11
8683,7,-2,10
8684,7,-2,14
8685,6,0,13
8686,-2,-2,9
8687,6,7,16
8688,8,7,16
8689,7,-4,12
8690,6,9,13
8691,10,9,11
8692,9,6,11
8693,-2,-4,12
8694,9,-4,16
8695,9,-4,13
8696,9,-4,14
8697,6,5,18
8698,6,5,16
8699,12,14,12
8700,12,8,12
8701,12,14,12
8702,13,13,12
8703,8,8,14
8704,3,-3,14
8705,3,-3,12
8706,3,-2,12
8707,12,8,13
8708,4,4,9
8709,4,4,9
8710,4,4,8
8711,16,12,12
8712,12,3,8
8713,12,0,8
8714,8,6,12
8715,12,8,14
8716,12,12,12
8717,12,8,12
8718,12,6,12
8719,-3,8,13
8720,12,8,14
8721,11,14,12
8722,5,-3,12
8723,11,-3,15
8724,5,-3,11
8725,8,8,12
8726,11,8,12
8727,11,8,12
8728,12,12,12
8729,9,6,12
8730,12,8,11
8731,5,-2,10
8732,12,8,10
8733,7,12,12
8734,12,9,16
8735,12,8,14
8736,10,8,12
8737,10,-2,13
8738,12,-3,16
8739,12,8,9
8740,18,18,13
8741,18,18,18
8742,12,9,15
8743,10,12,12
8744,8,-2,12
8745,18,6,12
8746,18,6,16
8747,13,16,12
8748,15,16,15
8749,12,7,9
8750,15,10,10
8751,14,-2,12
8752,12,11,12
8753,12,11,12
8754,12,11,12
8755,12,8,12
8756,12,11,12
8757,8,9,9
8758,12,6,12
8759,12,12,16
8760,-2,-2,12
8761,11,8,10
8762,11,12,9
8763,11,5,12
8764,11,9,12
8765,11,10,12
8766,10,11,7
8767,6,7,8
8768,16,20,16
8769,12,12,16
8770,7,8,12
8771,7,8,9
8772,8,12,8
8773,10,8,12
8774,12,11,13
8775,14,12,15
8776,15,17,14
8777,9,9,12
8778,12,12,9
8779,11,-3,10
8780,11,14,12
8781,12,13,12
8782,12,12,12
8783,8,8,12
8784,11,11,12
8785,11,11,9
8786,12,8,12
8787,12,9,12
8788,12,12,10
8789,10,9,12
8790,12,12,12
8791,10,-2,16
8792,12,8,13
8793,11,8,13
8794,10,8,12
8795,8,-2,13
8796,12,12,16
8797,11,7,12
8798,11,7,12
8799,11,7,12
8800,8,8,12
8801,12,10,12
8802,11,8,12
8803,12,6,9
8804,8,12,14
8805,8,11,12
8806,15,18,16
8807,13,8,16
8808,12,12,9
8809,12,12,12
8810,6,-3,8
8811,5,2,12
8812,5,2,10
8813,5,2,12
8814,5,2,9
8815,5,2,12
8816,11,10,12
8817,11,11,12
8818,12,8,14
8819,8,12,12
8820,8,12,16
8821,18,18,18
8822,12,14,14
8823,11,12,14
8824,12,12,19
8825,12,14,16
8826,10,12,15
8827,12,14,18
8828,12,12,16
8829,12,13,17
8830,14,12,14
8831,12,12,12
8832,12,10,12
8833,9,9,16
8834,9,10,11
8835,11,6,12
8836,12,12,12
8837,12,-2,12
8838,12,16,12
8839,9,12,13
8840,11,-3,12
8841,12,12,12
8842,12,8,12
8843,12,2,10
8844,-2,3,12
8845,12,12,12
8846,12,12,12
8847,13,16,12
8848,14,12,16
8849,9,8,10
8850,-3,8,11
8851,7,-4,12
8852,4,4,12
8853,4,5,16
8854,8,3,12
8855,9,6,14
8856,3,5,12
8857,7,-2,9
8858,7,-2,14
8859,8,8,13
8860,12,12,14
8861,13,15,17
8862,12,16,16
8863,13,12,14
8864,3,1,14
8865,10,-3,10
8866,3,-2,12
8867,10,0,12
8868,10,-2,10
8869,0,6,9
8870,6,1,11
8871,2,2,12
8872,4,-3,12
8873,3,-2,16
8874,12,12,16
8875,4,14,15
8876,4,14,12
8877,4,14,12
8878,6,8,15
8879,10,12,12
8880,12,12,14
8881,12,6,12
8882,9,7,12
8883,4,2,17
8884,3,3,16
8885,4,3,16
8886,3,5,12
8887,2,5,12
8888,5,-2,12
8889,11,12,12
8890,11,12,14
8891,11,12,15
8892,6,9,10
8893,-2,9,12
8894,-3,3,16
8895,-2,8,12
8896,12,3,16
8897,12,-2,13
8898,12,-2,13
8899,12,12,12
8900,8,2,13
8901,-2,-2,12
8902,8,2,18
8903,6,13,13
8904,-3,12,20
8905,8,16,16
8906,8,14,16
8907,8,-4,12
8908,9,12,12
8909,8,-3,13
8910,8,18,13
8911,6,14,12
8912,10,11,13
8913,11,12,13
8914,11,12,12
8915,9,-2,14
8916,8,12,12
8917,12,9,12
8918,12,8,14
8919,4,13,20
8920,8,-3,12
8921,16,18,14
8922,12,12,13
8923,12,12,13
8924,7,-4,11
8925,11,-2,12
8926,8,8,12
8927,9,14,13
8928,14,8,13
8929,9,-2,12
8930,12,12,13
8931,12,13,16
8932,12,8,12
8933,-2,-2,13
8934,10,11,12
8935,10,11,13
8936,-2,-4,12
8937,8,5,14
8938,6,6,17
8939,4,5,15
8940,6,6,15
8941,13,12,17
8942,12,12,14
8943,3,5,13
8944,5,5,12
8945,0,-2,9
8946,1,3,15
8947,4,6,12
8948,3,6,9
8949,6,6,12
8950,-3,-2,12
8951,6,8,16
8952,8,7,13
8953,6,6,18
8954,7,7,14
8955,2,11,6
8956,4,3,14
8957,8,14,12
8958,7,-2,12
8959,-2,-4,12
8960,12,-4,12
8961,-2,12,9
8962,14,12,13
8963,10,0,12
8964,10,0,12
8965,6,6,12
8966,-2,-2,9
8967,1,-2,9
8968,2,3,12
8969,5,3,11
8970,11,-2,14
8971,-3,10,12
8972,10,8,12
8973,11,9,12
8974,12,14,13
8975,12,14,12
8976,12,11,12
8977,12,16,15
8978,14,16,12
8979,12,12,12
8980,13,12,12
8981,14,12,18
8982,-3,-2,16
8983,12,12,12
8984,10,9,12
8985,11,9,13
8986,12,-2,14
8987,12,-2,12
8988,12,-2,10
8989,11,12,12
8990,-2,-2,10
8991,-2,-2,12
8992,9,10,8
8993,-2,-2,12
8994,12,11,15
8995,11,-2,12
8996,12,12,15
8997,7,13,14
8998,10,10,12
8999,11,5,12
9000,11,-3,7
9001,11,-3,3
9002,11,12,9
9003,11,12,12
9004,11,12,12
9005,11,-2,12
9006,-2,-4,6
9007,-2,8,12
9008,12,8,9
9009,12,8,12
9010,12,8,12
9011,12,8,12
9012,7,2,12
9013,9,12,16
9014,12,11,12
9015,12,12,12
9016,12,16,12
9017,12,-4,11
9018,12,4,12
9019,-2,12,12
9020,9,-2,12
9021,9,8,12
9022,9,10,12
9023,9,10,12
9024,6,11,13
9025,6,-4,5
9026,12,12,12
9027,12,14,13
9028,12,8,7
9029,12,-2,12
9030,12,9,12
9031,-2,10,12
9032,11,9,15
9033,10,5,12
9034,12,12,14
9035,12,10,16
9036,12,11,12
9037,10,12,12
9038,11,11,14
9039,-2,-2,12
9040,8,-2,12
9041,11,12,12
9042,0,-2,12
9043,-2,-2,12
9044,11,-2,12
9045,11,-4,18
9046,9,6,12
9047,10,6,8
9048,11,10,12
9049,-3,-2,12
9050,10,-2,12
9051,5,7,12
9052,10,-2,12
9053,11,-4,12
9054,11,11,12
9055,11,10,12
9056,11,10,15
9057,12,12,12
9058,9,8,12
9059,9,8,14
9060,4,-2,7
9061,11,8,12
9062,14,14,16
9063,3,0,8
9064,4,-2,12
9065,8,12,14
9066,5,5,12
9067,10,-2,15
9068,12,-2,12
9069,11,8,13
9070,8,5,12
9071,8,5,8
9072,10,-2,12
9073,7,4,12
9074,4,8,12
9075,7,-2,14
9076,5,3,9
9077,8,3,12
9078,8,3,12
9079,9,-2,12
9080,12,9,9
9081,5,-2,12
9082,11,8,8
9083,11,-2,11
9084,11,11,12
9085,-2,-2,9
9086,-2,-2,10
9087,12,12,15
9088,12,3,9
9089,11,10,12
9090,10,8,12
9091,9,5,17
9092,9,-2,14
9093,12,-3,12
9094,12,7,11
9095,12,7,14
9096,12,9,12
9097,12,9,15
9098,11,-2,10
9099,13,16,17
9100,-2,-2,14
9101,-2,3,9
9102,8,7,13
9103,9,12,12
9104,9,8,10
9105,-2,8,12
9106,11,-3,13
9107,12,12,20
9108,8,5,12
9109,9,8,12
9110,9,9,12
9111,11,10,9
9112,11,10,15
9113,9,11,16
9114,6,6,12
9115,10,1,14
9116,10,1,12
9117,10,-2,15
9118,12,7,12
9119,12,12,12
9120,11,11,12
9121,11,12,14
9122,10,6,9
9123,11,10,12
9124,10,8,12
9125,10,8,14
9126,9,12,14
9127,11,8,13
9128,6,6,12
9129,4,12,10
9130,6,12,11
9131,8,4,5
9132,6,6,6
9133,6,4,8
9134,13,13,17
9135,12,12,12
9136,5,8,7
9137,5,8,9
9138,5,8,8
9139,5,15,11
9140,10,5,12
9141,9,5,9
9142,9,3,9
9143,11,4,8
9144,18,14,14
9145,8,9,8
9146,-3,20,12
9147,-3,-3,12
9148,16,20,15
9149,6,-2,12
9150,14,16,16
9151,11,-3,16
9152,13,14,15
9153,13,16,16
9154,12,12,16
9155,13,-4,13
9156,12,6,12
9157,12,6,11
9158,8,7,12
9159,8,7,12
9160,12,8,12
9161,12,8,10
9162,12,8,12
9163,12,8,12
9164,12,8,12
9165,12,8,9
9166,6,-4,12
9167,8,12,12
9168,8,12,12
9169,8,12,14
9170,-3,-3,12
9171,14,11,12
9172,12,10,10
9173,12,10,9
9174,11,16,12
9175,3,8,12
9176,3,8,12
9177,8,-4,8
9178,5,-3,12
9179,8,8,12
9180,11,5,12
9181,11,5,12
9182,11,6,12
9183,4,-2,12
9184,12,13,12
9185,9,6,14
9186,9,9,10
9187,-2,8,12
9188,6,-2,12
9189,6,-2,12
9190,9,2,14
9191,8,-3,12
9192,8,-3,12
9193,8,-3,19
9194,0,4,12
9195,16,11,17
9196,16,9,18
9197,12,8,14
9198,12,10,14
9199,-3,8,14
9200,14,-3,12
9201,8,8,12
9202,3,-4,9
9203,8,-4,12
9204,8,-3,13
9205,8,-4,13
9206,9,-4,16
9207,12,10,13
9208,12,8,11
9209,12,10,12
9210,12,10,13
9211,12,11,12
9212,12,8,12
9213,12,-3,14
9214,5,3,9
9215,11,12,12
9216,9,11,12
9217,10,6,8
9218,10,7,12
9219,7,8,12
9220,6,-2,12
9221,5,0,12
9222,5,0,11
9223,5,0,12
9224,7,12,12
9225,9,12,16
9226,9,12,8
9227,12,12,10
9228,12,12,12
9229,13,12,16
9230,12,12,12
9231,11,7,13
9232,9,12,12
9233,9,12,14
9234,9,12,12
9235,8,8,10
9236,8,10,12
9237,14,17,18
9238,6,5,12
9239,12,10,12
9240,10,10,12
9241,12,10,12
9242,16,10,13
9243,12,12,13
9244,-2,-2,11
9245,0,0,3
9246,0,0,8
9247,9,12,12
9248,11,8,12
9249,4,1,8
9250,2,1,7
9251,4,4,15
9252,7,8,10
9253,10,10,12
9254,10,10,13
9255,9,-2,14
9256,9,12,12
9257,5,-2,12
9258,4,6,12
9259,-2,-2,14
9260,5,-2,12
9261,13,12,14
9262,13,-2,14
9263,14,12,12
9264,4,6,13
9265,4,6,15
9266,4,-2,12
9267,3,-2,12
9268,3,-2,14
9269,2,-2,12
9270,3,-2,15
9271,18,13,16
9272,2,-2,12
9273,5,0,11
9274,7,10,12
9275,3,6,8
9276,3,3,12
9277,9,9,12
9278,3,4,12
9279,12,-2,14
9280,11,-2,9
9281,11,-2,12
9282,3,8,12
9283,2,6,8
9284,0,5,16
9285,-2,-2,10
9286,4,-2,12
9287,8,6,13
9288,9,6,12
9289,0,0,12
9290,0,-2,8
9291,0,-2,8
9292,3,10,12
9293,3,10,13
9294,4,0,9
9295,12,11,14
9296,4,2,10
9297,8,0,11
9298,12,12,20
9299,12,12,12
9300,10,10,11
9301,11,11,14
9302,14,12,16
9303,12,12,16
9304,12,12,16
9305,12,12,14
9306,14,4,15
9307,14,4,12
9308,14,4,17
9309,12,12,12
9310,12,12,12
9311,6,6,9
9312,2,13,14
9313,2,-3,14
9314,10,9,9
9315,12,20,14
9316,12,12,12
9317,11,-2,15
9318,12,-2,12
9319,12,12,13
9320,8,12,14
9321,18,12,16
9322,18,12,14
9323,12,12,16
9324,12,12,12
9325,8,8,14
9326,9,8,15
9327,12,-4,12
9328,12,12,12
9329,12,12,12
9330,10,8,16
9331,12,8,12
9332,10,-2,17
9333,12,0,13
9334,12,-3,13
9335,11,-2,12
9336,12,6,13
9337,6,6,12
9338,-2,-2,12
9339,-3,10,12
9340,-3,12,12
9341,12,11,15
9342,12,-3,17
9343,-3,-3,12
9344,7,7,16
9345,12,12,20
9346,-2,-3,16
9347,9,12,14
9348,4,5,12
9349,6,16,12
9350,8,-3,10
9351,14,18,5
9352,-2,-2,7
9353,8,16,14
9354,12,9,13
9355,11,6,16
9356,11,10,12
9357,12,12,14
9358,13,6,16
9359,13,-3,13
9360,13,-3,16
9361,-3,-3,12
9362,11,11,12
9363,6,12,14
9364,3,0,17
9365,12,12,13
9366,11,16,14
9367,11,16,14
9368,9,12,13
9369,9,7,10
9370,15,9,14
9371,15,-2,12
9372,11,11,12
9373,6,6,16
9374,6,4,3
9375,11,4,20
9376,11,4,12
9377,3,2,12
9378,11,-3,12
9379,4,12,16
9380,10,11,15
9381,7,17,14
9382,6,6,5
9383,12,5,11
9384,12,5,12
9385,4,3,12
9386,5,3,12
9387,5,3,12
9388,5,3,12
9389,10,6,18
9390,9,0,12
9391,-2,7,12
9392,8,-2,14
9393,-2,-2,12
9394,5,12,13
9395,6,-2,11
9396,12,6,12
9397,-2,12,12
9398,16,16,12
9399,12,8,14
9400,11,-2,15
9401,12,11,20
9402,12,9,10
9403,10,10,10
9404,12,12,10
9405,9,12,9
9406,9,12,8
9407,11,16,12
9408,12,12,12
9409,11,11,12
9410,10,10,12
9411,10,10,12
9412,7,-2,9
9413,7,-2,12
9414,12,-2,13
9415,12,-4,12
9416,12,12,16
9417,11,11,13
9418,16,17,17
9419,16,17,16
9420,12,12,18
9421,12,12,16
9422,12,12,16
9423,8,8,16
9424,12,6,13
9425,12,6,16
9426,12,6,16
9427,10,13,9
9428,10,12,11
9429,10,12,8
9430,10,13,8
9431,12,12,13
9432,10,8,9
9433,9,-2,12
9434,6,3,9
9435,6,3,12
9436,8,-2,8
9437,6,3,12
9438,11,10,11
9439,11,10,9
9440,11,10,9
9441,9,11,14
9442,9,-2,14
9443,9,11,18
9444,8,6,12
9445,13,12,16
9446,12,15,15
9447,12,8,15
9448,14,12,19
9449,12,12,18
9450,12,11,17
9451,12,12,17
9452,12,14,18
9453,12,14,18
9454,12,12,16
9455,12,12,16
9456,16,17,17
9457,16,16,17
9458,12,12,16
9459,12,12,18
9460,12,-4,16
9461,12,9,16
9462,17,20,19
9463,13,12,18
9464,17,16,16
9465,12,16,16
