"R0000100","R0006500","R0007900","T9900000"
6450,8,-2,14
6451,8,-2,12
6452,-2,-2,12
6453,11,10,12
6454,11,12,12
6455,11,7,17
6456,11,9,14
6457,11,10,13
6458,12,11,12
6459,12,11,17
6460,-2,12,12
6461,11,-2,12
6462,11,-2,12
6463,-2,8,5
6464,8,8,7
6465,9,9,12
6466,8,9,12
6467,6,9,12
6468,10,11,12
6469,8,4,16
6470,7,3,16
6471,10,12,12
6472,8,9,13
6473,8,8,15
6474,11,-2,10
6475,9,2,14
6476,-2,-2,8
6477,-3,-2,12
6478,10,11,10
6479,10,-2,13
6480,12,12,9
6481,16,12,16
6482,8,9,10
6483,8,9,10
6484,7,9,12
6485,-3,16,16
6486,11,12,11
6487,10,1,10
6488,7,6,12
6489,6,5,16
6490,-2,-2,12
6491,12,13,15
6492,9,-4,8
6493,8,-2,12
6494,-2,-2,10
6495,12,8,12
6496,10,7,12
6497,11,8,16
6498,11,9,12
6499,11,12,12
6500,11,9,12
6501,9,0,14
6502,12,9,12
6503,9,-2,16
6504,9,-3,16
6505,9,-2,12
6506,8,-2,14
6507,8,6,12
6508,7,-3,8
6509,3,-2,12
6510,6,0,12
6511,5,5,12
6512,12,12,12
6513,10,3,16
6514,11,5,16
6515,11,5,18
6516,12,12,12
6517,12,12,15
6518,12,7,18
6519,10,8,12
6520,12,12,12
6521,12,12,12
6522,10,3,12
6523,9,9,7
6524,5,5,16
6525,11,8,12
6526,11,8,12
6527,11,12,8
6528,11,5,11
6529,11,5,12
6530,8,8,12
6531,4,4,12
6532,8,6,12
6533,9,3,8
6534,9,6,9
6535,9,11,8
6536,9,6,11
6537,7,7,7
6538,6,4,10
6539,12,12,16
6540,16,16,16
6541,13,11,16
6542,-3,20,16
6543,14,18,16
6544,14,12,16
6545,7,10,15
6546,12,14,17
6547,13,16,16
6548,12,11,12
6549,12,12,9
6550,12,14,16
6551,11,8,9
6552,11,8,12
6553,14,9,9
6554,7,1,8
6555,9,-3,13
6556,16,18,16
6557,12,16,18
6558,11,11,16
6559,12,15,17
6560,14,16,16
6561,16,16,19
6562,16,20,16
6563,17,20,17
6564,12,12,16
6565,16,18,18
6566,12,12,16
6567,13,12,17
6568,16,20,17
6569,12,16,20
6570,12,12,17
6571,16,19,16
6572,11,13,15
6573,7,4,12
6574,12,8,12
6575,8,4,12
6576,8,4,12
6577,6,5,9
6578,10,3,8
6579,8,7,12
6580,12,11,12
6581,13,4,12
6582,13,4,10
6583,10,6,12
6584,10,6,12
6585,9,10,11
6586,10,8,9
6587,8,0,9
6588,6,1,8
6589,6,1,12
6590,8,6,10
6591,8,-3,8
6592,8,8,7
6593,10,11,14
6594,6,12,12
6595,12,12,14
6596,11,6,12
6597,6,6,16
6598,11,3,12
6599,11,4,12
6600,7,9,11
6601,7,-2,12
6602,9,-3,12
6603,12,6,14
6604,11,-3,12
6605,11,-4,15
6606,11,-2,14
6607,10,12,18
6608,-3,-3,12
6609,12,13,12
6610,8,8,12
6611,8,8,12
6612,8,8,12
6613,12,12,16
6614,12,12,12
6615,11,16,13
6616,12,14,16
6617,11,-4,13
6618,10,-3,12
6619,12,10,16
6620,8,14,8
6621,8,12,12
6622,7,-2,14
6623,11,10,12
6624,12,9,12
6625,7,-4,12
6626,8,12,18
6627,10,17,12
6628,12,12,12
6629,9,9,11
6630,12,12,12
6631,12,12,16
6632,9,11,14
6633,8,12,16
6634,3,4,5
6635,3,4,9
6636,12,8,12
6637,12,8,12
6638,9,12,10
6639,0,0,12
6640,8,6,12
6641,9,16,15
6642,12,6,13
6643,4,9,17
6644,3,1,12
6645,12,15,15
6646,12,16,20
6647,12,12,17
6648,12,12,12
6649,9,10,14
6650,14,18,12
6651,5,4,12
6652,5,4,13
6653,3,3,12
6654,-2,-2,12
6655,6,9,13
6656,4,8,15
6657,-2,0,14
6658,3,-4,12
6659,6,-2,14
6660,10,-2,9
6661,5,8,12
6662,5,-2,12
6663,5,-2,20
6664,12,-4,10
6665,11,14,13
6666,12,12,13
6667,11,13,13
6668,12,-3,15
6669,12,13,12
6670,9,-2,12
6671,11,-2,12
6672,6,-2,12
6673,4,-2,18
6674,3,5,16
6675,0,6,12
6676,-2,-2,16
6677,8,10,12
6678,6,-2,11
6679,1,9,12
6680,1,9,10
6681,2,9,12
6682,2,9,12
6683,10,12,15
6684,10,12,12
6685,12,8,9
6686,12,8,12
6687,12,8,12
6688,12,12,16
6689,5,12,12
6690,5,5,12
6691,12,12,17
6692,12,12,16
6693,3,12,16
6694,5,5,15
6695,9,12,8
6696,9,12,12
6697,12,12,12
6698,-4,-4,16
6699,8,12,16
6700,10,-4,14
6701,9,12,12
6702,6,6,14
6703,12,16,18
6704,7,-2,7
6705,-2,-2,13
6706,12,11,14
6707,12,12,14
6708,12,12,19
6709,12,11,12
6710,-2,-2,12
6711,11,12,12
6712,12,18,16
6713,12,16,15
6714,10,-4,12
6715,12,-3,13
6716,9,12,12
6717,11,-2,12
6718,11,-3,11
6719,11,-4,8
6720,-2,12,13
6721,12,12,12
6722,9,10,12
6723,12,11,13
6724,-2,-4,14
6725,3,8,12
6726,7,-3,15
6727,-3,12,17
6728,12,-2,13
6729,12,12,12
6730,12,12,14
6731,-3,-3,18
6732,12,-2,15
6733,11,11,12
6734,7,7,16
6735,12,12,19
6736,-3,-3,20
6737,12,16,16
6738,11,12,12
6739,-2,-2,9
6740,-2,-2,12
6741,7,3,12
6742,3,-2,12
6743,3,3,12
6744,3,-2,15
6745,3,-2,14
6746,12,12,13
6747,9,-2,13
6748,-2,12,12
6749,12,12,13
6750,9,-3,17
6751,12,-2,17
6752,12,-2,14
6753,-2,-2,17
6754,11,-2,19
6755,11,-3,12
6756,9,9,14
6757,10,9,14
6758,-2,-2,14
6759,-2,-2,12
6760,10,12,12
6761,12,12,12
6762,9,10,9
6763,-2,-3,14
6764,8,8,12
6765,-2,6,12
6766,14,16,12
6767,15,17,15
6768,16,8,14
6769,12,12,15
6770,10,0,12
6771,18,16,12
6772,-3,-2,8
6773,-2,-4,12
6774,2,1,14
6775,1,1,12
6776,8,3,19
6777,0,9,13
6778,11,20,12
6779,14,-4,14
6780,3,0,9
6781,11,7,12
6782,12,12,16
6783,12,-2,15
6784,12,16,13
6785,5,3,10
6786,-2,-2,9
6787,8,5,12
6788,9,3,9
6789,8,8,12
6790,10,12,11
6791,10,2,12
6792,2,3,12
6793,12,11,9
6794,12,10,12
6795,-2,-2,14
6796,9,11,12
6797,11,12,9
6798,11,11,7
6799,8,12,12
6800,11,-2,13
6801,12,8,14
6802,10,12,15
6803,6,6,13
6804,3,6,3
6805,12,12,13
6806,3,8,12
6807,9,-2,12
6808,8,8,12
6809,9,7,12
6810,8,7,10
6811,10,7,14
6812,8,14,15
6813,11,12,12
6814,11,6,13
6815,0,2,16
6816,9,12,16
6817,9,12,17
6818,9,12,13
6819,12,8,12
6820,9,12,14
6821,8,8,16
6822,5,5,12
6823,12,12,12
6824,8,6,12
6825,9,0,16
6826,15,16,19
6827,12,12,15
6828,6,7,12
6829,12,8,16
6830,5,6,12
6831,0,2,16
6832,0,-3,8
6833,12,8,11
6834,12,-3,12
6835,10,12,14
6836,14,12,13
6837,12,12,13
6838,12,12,12
6839,14,15,19
6840,15,14,12
6841,-3,-3,13
6842,16,-3,19
6843,18,14,18
6844,12,12,16
6845,12,12,12
6846,12,12,11
6847,12,10,10
6848,16,12,20
6849,11,12,14
6850,12,12,16
6851,10,12,12
6852,12,9,15
6853,12,11,18
6854,16,17,13
6855,16,17,16
6856,-2,12,10
6857,12,9,18
6858,-2,-2,14
6859,14,12,13
6860,16,16,12
6861,14,12,12
6862,12,10,15
6863,7,-2,11
6864,-2,12,8
6865,7,9,12
6866,9,7,10
6867,9,10,13
6868,12,12,12
6869,14,12,16
6870,14,-2,14
6871,14,12,13
6872,11,7,14
6873,11,5,12
6874,0,11,14
6875,7,9,14
6876,12,12,18
6877,2,-2,12
6878,11,10,12
6879,10,9,16
6880,14,20,16
6881,9,9,13
6882,12,12,12
6883,12,-2,12
6884,7,12,12
6885,6,6,12
6886,4,6,14
6887,6,6,14
6888,7,-2,10
6889,-2,-2,13
6890,7,7,12
6891,6,8,12
6892,6,10,12
6893,8,9,14
6894,13,11,12
6895,14,12,14
6896,14,12,16
6897,10,12,12
6898,10,9,12
6899,12,12,9
6900,10,-2,11
6901,12,12,14
6902,10,10,12
6903,12,11,16
6904,11,11,12
6905,10,-2,15
6906,12,12,11
6907,-2,-2,12
6908,12,10,13
6909,10,10,12
6910,4,5,12
6911,6,5,12
6912,14,12,16
6913,16,12,18
6914,18,16,16
6915,13,16,14
6916,10,9,12
6917,12,12,12
6918,11,10,12
6919,10,12,12
6920,11,-3,12
6921,11,11,12
6922,10,11,12
6923,11,14,12
6924,11,14,12
6925,12,12,12
6926,12,11,14
6927,10,8,10
6928,8,8,12
6929,7,6,16
6930,7,-3,14
6931,7,-3,12
6932,8,10,12
6933,18,18,17
6934,20,18,18
6935,13,13,12
6936,13,13,12
6937,13,13,14
6938,12,11,12
6939,10,10,12
6940,10,10,12
6941,-2,-2,12
6942,10,10,13
6943,12,12,12
6944,12,12,12
6945,12,12,12
6946,12,11,14
6947,12,11,12
6948,8,6,12
6949,12,11,12
6950,12,-2,12
6951,9,8,18
6952,14,8,12
6953,14,8,14
6954,12,12,14
6955,12,15,12
6956,10,-2,12
6957,10,-2,12
6958,12,9,13
6959,12,9,16
6960,12,9,12
6961,8,-4,12
6962,8,-4,9
6963,10,-2,9
6964,4,3,12
6965,6,6,11
6966,10,12,12
6967,12,12,11
6968,14,12,14
6969,10,12,12
6970,11,10,12
6971,10,8,15
6972,-2,-2,12
6973,12,8,18
6974,14,16,19
6975,16,17,14
6976,16,19,18
6977,12,12,17
6978,16,12,16
6979,14,16,16
6980,14,12,17
6981,10,10,13
6982,8,6,15
6983,12,16,16
6984,12,12,18
6985,12,6,16
6986,12,14,16
6987,12,12,16
6988,10,12,15
6989,10,6,15
6990,10,4,12
6991,11,5,12
6992,12,12,14
6993,6,5,12
6994,12,12,12
6995,-3,-4,9
6996,12,12,18
6997,13,13,12
6998,9,12,16
6999,9,9,14
7000,12,8,12
7001,12,8,12
7002,12,5,13
7003,10,12,12
7004,10,11,12
7005,12,-4,12
7006,10,6,12
7007,12,12,16
7008,12,-2,13
7009,12,10,12
7010,12,7,12
7011,8,12,18
7012,12,11,12
7013,12,12,18
7014,10,-2,16
7015,12,-2,10
7016,12,18,16
7017,10,12,15
7018,11,10,9
7019,12,16,14
7020,9,-2,12
7021,8,8,9
7022,8,10,9
7023,8,-2,8
7024,12,10,12
7025,12,12,12
7026,12,12,12
7027,12,13,12
7028,12,12,12
7029,-3,9,10
7030,12,12,12
7031,12,12,12
7032,12,12,14
7033,9,8,12
7034,9,8,10
7035,12,11,12
7036,-2,-2,12
7037,12,10,12
7038,-2,-2,12
7039,12,8,12
7040,12,12,12
7041,-3,-2,10
7042,5,9,10
7043,12,12,14
7044,8,6,10
7045,12,11,12
7046,8,0,12
7047,0,-2,0
7048,0,5,16
7049,12,12,12
7050,12,12,12
7051,9,4,8
7052,9,4,9
7053,9,-3,9
7054,3,13,13
7055,12,9,12
7056,12,9,12
7057,9,9,11
7058,12,10,9
7059,12,10,9
7060,15,16,12
7061,15,16,16
7062,3,2,9
7063,12,12,12
7064,12,-3,12
7065,12,12,14
7066,11,8,12
7067,11,6,12
7068,12,12,13
7069,10,9,14
7070,10,9,13
7071,10,-3,15
7072,11,12,12
7073,12,-2,15
7074,11,14,16
7075,11,14,16
7076,11,14,16
7077,10,-4,12
7078,-4,-4,12
7079,-4,-4,12
7080,-2,-2,14
7081,-2,-3,18
7082,-2,-2,14
7083,11,12,13
7084,11,5,18
7085,11,5,13
7086,11,5,16
7087,11,5,12
7088,11,9,12
7089,11,10,13
7090,13,-3,10
7091,13,13,14
7092,12,12,20
7093,12,4,14
7094,12,12,12
7095,12,12,12
7096,14,12,12
7097,12,-2,14
7098,2,10,10
7099,18,18,18
7100,18,16,15
7101,12,12,13
7102,12,12,18
7103,13,16,20
7104,13,16,16
7105,16,16,17
7106,16,15,16
7107,12,13,16
7108,12,12,14
7109,10,16,13
7110,10,16,12
7111,10,8,13
7112,12,12,10
7113,8,12,12
7114,12,12,14
7115,12,12,13
7116,12,3,16
7117,12,12,9
7118,12,12,14
7119,18,16,20
7120,18,18,14
7121,14,20,16
7122,11,11,12
7123,11,11,13
7124,10,12,12
7125,12,12,12
7126,12,8,12
7127,12,-2,12
7128,12,11,13
7129,12,11,12
7130,6,12,15
7131,13,12,13
7132,-4,-2,12
7133,12,12,12
7134,11,6,12
7135,11,3,11
7136,14,12,12
7137,15,13,14
7138,12,12,12
7139,8,12,10
7140,6,12,12
7141,6,3,12
7142,10,11,12
7143,12,12,17
7144,10,12,12
7145,11,12,12
7146,12,13,12
7147,12,13,16
7148,15,12,15
7149,13,16,12
7150,16,16,18
7151,12,4,12
7152,11,4,15
7153,11,4,13
7154,11,4,12
7155,15,12,12
7156,12,12,12
7157,9,11,12
7158,11,10,10
7159,12,12,12
7160,12,12,15
7161,-3,-2,12
7162,6,10,13
7163,11,6,13
7164,10,12,12
7165,16,12,15
7166,8,14,20
7167,-2,-2,10
7168,16,-3,18
7169,9,10,7
7170,9,9,12
7171,9,9,10
7172,9,9,8
7173,9,9,14
7174,11,-2,12
7175,8,6,12
7176,11,-3,12
7177,9,-2,12
7178,11,12,12
7179,11,12,12
7180,11,11,12
7181,10,-2,12
7182,12,-2,12
7183,9,8,13
7184,9,6,13
7185,12,12,15
7186,12,12,12
7187,12,12,12
7188,12,12,12
7189,10,-2,12
7190,10,12,16
7191,10,12,12
7192,12,12,13
7193,12,12,11
7194,6,8,16
7195,6,8,12
7196,3,-3,12
7197,11,12,12
7198,12,12,13
7199,12,12,12
7200,10,11,12
7201,10,11,20
7202,8,8,16
7203,-2,-2,16
7204,8,8,14
7205,8,8,12
7206,8,8,12
7207,0,6,12
7208,0,0,8
7209,0,6,4
7210,0,0,8
7211,12,12,14
7212,11,10,16
7213,6,6,12
7214,12,16,14
7215,13,15,16
7216,6,11,12
7217,10,-2,10
7218,8,-3,12
7219,8,-3,10
7220,11,12,12
7221,4,-3,14
7222,4,7,12
7223,4,7,13
7224,4,7,12
7225,13,-2,13
7226,13,8,11
7227,13,8,13
7228,8,6,11
7229,12,12,14
7230,12,12,14
7231,-2,-2,15
7232,-2,12,12
7233,12,12,12
7234,3,3,12
7235,3,6,12
7236,11,12,12
7237,7,7,12
7238,6,6,6
7239,6,6,6
7240,11,4,17
7241,4,4,16
7242,-3,5,12
7243,8,9,14
7244,6,-2,12
7245,7,2,16
7246,7,2,12
7247,10,-3,12
7248,12,-3,14
7249,6,6,8
7250,12,12,12
7251,12,12,12
7252,8,8,12
7253,-2,-4,11
7254,11,-4,8
7255,12,4,15
7256,12,4,12
7257,12,3,12
7258,12,3,12
7259,12,3,12
7260,12,8,18
7261,11,12,13
7262,11,12,12
7263,10,-3,11
7264,9,2,12
7265,9,2,13
7266,18,-4,18
7267,12,7,12
7268,12,7,14
7269,0,-3,12
7270,12,17,20
7271,12,-2,20
7272,11,12,16
7273,16,14,15
7274,16,15,19
7275,10,12,12
7276,11,-2,14
7277,10,12,12
7278,12,8,12
7279,11,8,12
7280,11,8,12
7281,11,8,12
7282,11,8,12
7283,11,8,12
7284,11,12,16
7285,16,16,16
7286,16,16,18
7287,12,-3,16
7288,12,12,12
7289,12,15,12
7290,10,-2,8
7291,12,8,10
7292,16,16,12
7293,12,12,16
7294,12,12,12
7295,12,6,16
7296,11,12,17
7297,11,12,15
7298,12,12,15
7299,-2,-2,10
7300,12,-2,12
7301,12,12,12
7302,11,3,18
7303,10,-2,12
7304,12,12,13
7305,12,12,16
7306,12,8,12
7307,8,5,17
7308,9,3,9
7309,9,3,9
7310,8,5,12
7311,8,5,8
7312,11,12,13
7313,11,10,9
7314,6,7,15
7315,-3,8,10
7316,8,11,13
7317,12,15,13
7318,12,15,12
7319,10,8,12
7320,9,10,12
7321,12,-4,12
7322,12,-2,14
7323,11,-4,12
7324,11,-4,12
7325,12,5,14
7326,12,7,12
7327,12,11,13
7328,12,14,16
7329,12,12,12
7330,12,16,12
7331,13,-2,12
7332,12,12,12
7333,14,17,16
7334,12,14,19
7335,17,14,16
7336,18,-3,14
7337,18,-3,18
7338,14,15,17
7339,13,12,16
7340,12,16,20
7341,16,20,12
7342,12,12,12
7343,14,16,16
7344,12,20,16
7345,12,10,14
7346,12,9,12
7347,3,5,14
7348,9,8,12
7349,9,8,11
7350,9,10,9
7351,9,12,15
7352,7,12,13
7353,12,6,12
7354,12,6,8
7355,12,6,10
7356,-3,12,12
7357,12,10,15
7358,9,7,12
7359,9,7,12
7360,11,12,19
7361,12,18,15
7362,11,9,11
7363,12,10,9
7364,12,10,12
7365,12,11,12
7366,12,11,12
7367,11,8,8
7368,14,7,16
7369,14,10,17
7370,9,10,20
7371,17,14,16
7372,17,14,16
7373,12,10,10
7374,-3,-3,12
7375,17,11,10
7376,11,17,8
7377,11,3,12
7378,8,3,14
7379,9,3,12
7380,9,3,12
7381,11,12,12
7382,11,8,12
7383,12,12,13
7384,12,12,13
7385,11,12,12
7386,17,17,15
7387,9,15,12
7388,10,16,16
7389,12,12,14
7390,-3,11,12
7391,11,11,12
7392,11,11,12
7393,10,11,16
7394,10,11,13
7395,12,16,16
7396,12,16,15
7397,12,12,15
7398,17,20,16
7399,19,9,18
7400,12,12,12
7401,12,12,12
7402,-4,-4,12
7403,8,-2,12
7404,10,-2,12
7405,11,8,12
7406,12,14,12
7407,12,10,12
7408,12,12,12
7409,12,12,12
7410,16,16,13
7411,16,16,12
7412,-3,-3,14
7413,12,10,20
7414,-3,16,12
7415,12,12,12
7416,12,-2,12
7417,17,16,14
7418,16,16,13
7419,13,9,13
7420,13,10,13
7421,12,14,13
7422,12,14,14
7423,12,-2,16
7424,12,15,14
7425,8,8,10
7426,12,14,18
7427,12,14,20
7428,12,14,12
7429,11,10,10
7430,10,9,12
7431,10,-2,12
7432,10,-4,12
7433,6,-3,13
7434,8,8,12
7435,16,12,16
7436,12,12,14
7437,12,12,17
7438,12,12,12
7439,12,12,12
7440,12,12,16
7441,12,-2,9
7442,8,3,14
7443,14,12,15
7444,2,3,12
7445,4,3,12
7446,4,3,12
7447,8,1,11
7448,9,11,12
7449,12,14,16
7450,12,12,12
7451,12,10,16
7452,11,12,13
7453,12,12,16
7454,16,7,17
7455,-2,-2,9
7456,5,1,8
7457,5,1,8
7458,6,14,16
7459,5,10,9
7460,5,10,12
7461,5,14,8
7462,5,12,12
7463,11,-3,12
7464,5,-4,12
7465,12,-2,12
7466,12,-2,12
7467,12,12,12
7468,12,12,12
7469,11,12,12
7470,14,-3,16
7471,14,11,15
7472,14,12,13
7473,14,9,12
7474,12,-3,13
7475,12,10,17
7476,12,10,14
7477,16,12,19
7478,14,11,20
7479,10,8,14
7480,10,8,16
7481,11,12,12
7482,-3,-3,12
7483,13,-3,12
7484,12,12,18
7485,12,16,14
7486,7,7,12
7487,15,16,12
7488,16,14,16
7489,15,12,15
7490,16,13,18
7491,12,12,16
7492,11,-3,12
7493,11,12,12
7494,11,-3,12
7495,11,11,12
7496,11,10,12
7497,11,10,16
7498,10,14,16
7499,10,14,10
7500,10,14,12
7501,10,14,12
7502,11,12,12
7503,10,12,12
7504,10,12,12
7505,12,7,12
7506,12,8,12
7507,12,7,12
7508,12,8,15
7509,12,7,11
7510,6,16,12
7511,12,12,12
7512,10,-3,14
7513,12,11,15
7514,7,11,14
7515,6,9,14
7516,12,12,15
7517,8,-2,11
7518,10,11,11
7519,8,-2,9
7520,10,11,10
7521,14,-2,12
7522,14,12,12
7523,14,-2,13
7524,10,-4,12
7525,16,16,12
7526,10,10,13
7527,14,-3,20
7528,12,13,12
7529,11,12,12
7530,11,12,9
7531,12,13,13
7532,8,12,12
7533,12,12,12
7534,9,9,9
7535,11,12,12
7536,18,20,13
7537,12,16,16
7538,12,12,16
7539,6,12,12
7540,10,7,12
7541,12,12,10
7542,12,12,16
7543,9,9,9
7544,17,17,20
7545,12,8,12
7546,11,-2,12
7547,8,5,12
7548,6,3,10
7549,6,5,8
7550,6,3,12
7551,12,12,12
7552,12,12,16
7553,10,9,14
7554,9,12,15
7555,9,12,13
7556,7,7,12
7557,7,7,12
7558,14,19,13
7559,12,12,9
7560,12,12,14
7561,15,19,20
7562,12,20,14
7563,17,16,16
7564,18,18,20
7565,6,13,13
7566,17,12,13
7567,17,12,12
7568,10,11,16
7569,10,11,15
7570,10,9,16
7571,9,9,18
7572,10,-2,12
7573,12,9,14
7574,12,8,16
7575,9,9,15
7576,9,9,16
7577,12,12,17
7578,16,12,18
7579,16,16,13
7580,9,10,13
7581,9,10,14
7582,12,-4,12
7583,11,11,12
7584,10,4,8
7585,10,4,10
7586,6,6,14
7587,5,6,13
7588,5,6,12
7589,14,10,10
7590,14,11,12
7591,12,16,13
7592,6,8,13
7593,8,1,12
7594,8,1,14
7595,5,7,12
7596,16,16,13
7597,16,18,19
7598,18,14,15
7599,12,12,12
7600,12,14,18
7601,10,17,16
7602,12,16,16
7603,12,16,18
7604,15,12,12
7605,16,16,13
7606,12,16,14
7607,11,7,9
7608,12,-2,12
7609,8,8,12
7610,11,8,14
7611,9,12,12
7612,-2,-2,12
7613,12,12,12
7614,12,-3,12
7615,9,-3,13
7616,-4,-4,10
7617,-2,-2,12
7618,-2,-2,12
7619,-2,-2,9
7620,-2,-2,14
7621,13,13,13
7622,12,12,12
7623,12,-2,12
7624,12,-2,12
7625,14,19,14
7626,14,19,15
7627,14,19,12
7628,13,12,16
7629,13,12,12
7630,13,12,15
7631,10,-4,12
7632,12,-2,12
7633,9,9,15
7634,12,10,13
7635,9,10,15
7636,8,0,14
7637,11,9,12
7638,10,10,12
7639,7,-2,12
7640,12,12,12
7641,12,12,12
7642,12,12,17
7643,12,12,12
7644,5,11,12
7645,5,11,11
7646,5,11,9
7647,12,12,12
7648,11,6,13
7649,11,7,13
7650,11,7,16
7651,11,7,16
7652,11,7,14
7653,12,16,17
7654,11,-2,16
7655,4,10,13
7656,9,4,12
7657,11,4,13
7658,12,10,12
7659,12,9,12
7660,12,9,8
7661,11,6,12
7662,11,12,12
7663,11,12,14
7664,12,12,13
7665,14,11,12
7666,11,5,13
7667,11,5,12
7668,14,12,18
7669,12,-2,13
7670,10,11,12
7671,10,11,13
7672,12,9,12
7673,12,9,12
7674,12,14,15
7675,12,12,12
7676,14,12,16
7677,14,12,14
7678,14,12,16
7679,12,12,13
7680,-3,12,12
7681,11,11,11
7682,12,13,12
7683,6,-2,12
7684,10,11,14
7685,13,12,12
7686,12,11,15
7687,14,11,18
7688,16,4,15
7689,16,4,14
7690,16,4,16
7691,11,11,16
7692,11,11,17
7693,5,8,14
7694,11,-2,15
7695,11,-2,16
7696,11,-2,12
7697,12,8,13
7698,12,8,16
7699,9,-2,12
7700,9,-2,12
7701,9,-2,12
7702,9,-2,13
7703,9,12,17
7704,8,10,12
7705,7,7,12
7706,7,7,12
7707,11,13,15
7708,8,12,16
7709,7,10,15
7710,7,10,12
7711,7,10,12
7712,14,9,12
7713,14,9,12
7714,14,9,12
7715,14,9,12
7716,14,17,15
7717,14,16,14
7718,12,15,12
7719,14,16,18
7720,16,16,18
7721,6,0,17
7722,12,12,16
7723,16,-2,20
7724,-2,12,20
7725,14,-4,16
7726,14,-4,14
7727,12,14,13
7728,16,20,16
7729,12,15,13
7730,12,18,16
7731,12,17,16
7732,16,19,19
7733,4,0,12
7734,9,11,12
7735,19,16,12
7736,12,12,17
7737,11,13,12
7738,13,17,18
7739,13,17,12
7740,13,17,17
7741,12,12,18
7742,15,20,12
7743,13,18,20
7744,14,20,17
7745,12,12,16
7746,12,16,17
7747,15,16,16
7748,8,12,14
7749,6,6,16
7750,18,16,14
7751,12,14,15
7752,12,12,15
7753,12,12,16
7754,16,18,17
7755,12,-3,16
7756,18,18,16
7757,16,16,16
7758,12,9,10
7759,12,16,19
7760,12,9,18
7761,16,16,16
7762,14,12,16
7763,17,20,19
7764,13,14,18
7765,15,20,18
7766,19,12,15
7767,16,12,16
7768,12,12,17
7769,11,12,17
7770,15,16,20
7771,12,16,16
7772,12,15,18
7773,14,12,19
7774,12,-2,19
7775,12,15,16
7776,16,16,15
7777,15,16,18
7778,8,12,10
7779,8,8,12
7780,9,-3,13
7781,9,8,8
7782,8,8,9
7783,12,6,16
7784,12,20,14
7785,12,-2,15
7786,12,12,12
7787,11,12,13
7788,6,12,12
7789,0,0,12
7790,6,9,12
7791,7,10,12
7792,0,0,12
7793,7,-2,12
7794,13,11,14
7795,5,6,12
7796,12,-2,12
7797,12,-2,12
7798,11,11,12
7799,11,11,12
7800,11,9,16
7801,11,-2,13
7802,11,11,12
7803,11,11,7
7804,11,-4,12
7805,12,-3,12
7806,12,-4,13
7807,6,-2,-3
7808,11,9,16
7809,12,12,12
7810,11,12,12
7811,11,12,18
7812,3,4,12
7813,10,10,13
7814,3,3,13
7815,12,-2,12
7816,12,10,13
7817,12,-3,12
7818,-2,-2,12
7819,11,12,12
7820,11,12,12
7821,8,3,12
7822,10,7,14
7823,7,-2,12
7824,11,11,12
7825,5,5,13
7826,11,9,12
7827,11,9,9
7828,3,-2,12
7829,10,10,12
7830,9,9,12
7831,9,8,12
7832,8,10,11
7833,14,12,14
7834,8,9,12
7835,8,12,13
7836,12,12,12
7837,-2,-4,9
7838,8,-3,15
7839,9,-4,12
7840,-2,-3,12
7841,2,3,12
7842,12,12,12
7843,8,8,12
7844,8,17,14
7845,14,14,13
7846,12,12,18
7847,10,11,12
7848,9,12,12
7849,-2,12,12
7850,12,11,13
7851,12,11,12
7852,12,14,18
7853,12,12,14
7854,12,12,16
7855,12,12,12
7856,12,12,12
7857,12,12,14
7858,12,11,12
7859,12,12,12
7860,8,12,12
7861,12,-2,12
7862,14,16,14
7863,8,-4,8
7864,9,8,12
7865,4,7,6
7866,8,5,10
7867,8,9,12
7868,8,9,10
7869,8,9,11
7870,9,16,11
7871,9,12,12
7872,9,13,12
7873,9,-2,12
7874,12,12,16
7875,12,12,15
7876,12,12,13
7877,12,16,13
7878,12,12,12
7879,12,14,12
7880,12,16,15
7881,12,12,12
7882,9,8,12
7883,12,12,12
7884,12,12,12
7885,10,8,11
7886,10,9,12
7887,12,12,12
7888,12,12,13
7889,12,12,12
7890,12,12,12
7891,12,12,14
7892,11,12,12
7893,12,-2,12
7894,12,8,11
7895,12,12,16
7896,12,12,14
7897,12,15,16
7898,12,12,12
7899,9,-3,10
7900,9,9,12
7901,-2,-2,9
7902,13,12,18
7903,12,12,18
7904,13,14,16
7905,-2,-2,12
7906,3,3,5
7907,-2,12,10
7908,14,12,15
7909,14,12,16
7910,16,14,15
7911,8,12,8
7912,12,12,12
7913,4,9,12
7914,9,12,12
7915,11,8,12
7916,10,-2,12
7917,7,8,10
7918,7,5,9
7919,11,11,9
7920,-2,-2,13
7921,12,7,12
7922,12,12,13
7923,12,12,14
7924,14,12,12
7925,12,14,13
7926,0,0,12
7927,12,12,12
7928,13,12,16
7929,10,11,12
7930,4,4,13
7931,4,4,12
7932,4,4,12
7933,12,12,14
7934,10,5,13
7935,10,8,10
7936,15,13,14
7937,10,12,11
7938,10,0,12
7939,9,-4,13
7940,6,4,14
7941,6,-3,14
7942,6,4,14
7943,12,12,12
7944,12,12,12
7945,12,12,12
7946,5,8,12
7947,5,8,12
7948,5,8,11
7949,10,0,12
7950,10,0,12
7951,12,10,12
7952,8,-3,9
7953,0,0,10
7954,-3,3,12
7955,-3,4,8
7956,3,3,12
7957,6,6,11
7958,-3,11,13
7959,-3,11,12
7960,14,9,10
7961,14,9,9
7962,4,-2,12
